	Ob.EPA.a_S122_L007_R1_001	Ob.c_S136_L007_R1_001	Ob.1012.c_S140_L007_R1_001	WT.EPA.e_S151_L007_R1_001
FRTT_pos	3.169925001442312	2.933572638261024	3.4168397419128294	3.3659724275933836
FRUt1r_pos	7.754820709180245	8.284060628725783	7.694810562979883	7.221007026749193
FRUt1r_neg	7.754820709180245	8.284060628725783	7.694810562979883	7.221007026749193
FRUt4_pos	0.0	0.056583528366367514	0.22650852980867975	0.0
FRUt4_neg	0.0	0.056583528366367514	0.22650852980867975	0.0
FT_pos	0.0	0.0	0.0	0.0
FTCD_pos	7.890750667532148	8.28849699225638	7.978481668709669	8.16535926883369
FTHFCL_pos	4.837438714856374	5.289465630958221	4.720278465233327	4.676380255466924
FTHFDH_pos	9.043328098590278	9.02167404285837	9.1458048061284	9.034083626615416
FTHFL_pos	6.483815777264256	6.669735462797983	6.493134922305505	6.712045448553693
FTHFLm_pos	6.533251851928969	6.714795011118162	6.531381460516312	6.713558356404792
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUC14GALACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUC14GALACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUC14GALACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUC14GALACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCACGALFUCGALACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCACGALFUCGALACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCACGALFUCGALACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCACGALFUCGALACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCACNGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCACNGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCACNGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCACNGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCACNGALACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCACNGALACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCACNGALACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCACNGALACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCASE2e_pos	2.9653225483672547	3.0959244199985356	3.01435529297707	2.4672794804599825
FUCASE2ly_pos	5.6867806349485654	5.783718557790366	5.778208576398088	5.237257770900372
FUCASEe_pos	2.9653225483672547	3.0959244199985356	3.01435529297707	2.4672794804599825
FUCASEly_pos	5.6867806349485654	5.783718557790366	5.778208576398088	5.237257770900372
FUCFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCFUC12GAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCFUC12GAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCFUCGALACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCFUCGALACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCFUCGALACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCFUCGALACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCGALFUCGALACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCGALFUCGALACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCGALFUCGALACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCGALFUCGALACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCGALGBSIDEte_pos	0.0	0.0	0.0	0.0
FUCGALGBSIDEte_neg	0.0	0.0	0.0	0.0
FUCGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
FUCGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
FUCtly_pos	0.0	0.0	0.0	0.0
FUM_pos	0.0	0.0	0.0	0.0
FUM_neg	0.0	0.0	0.0	0.0
FUMAC_pos	8.660138549904719	9.037903808692368	8.636515870587628	9.055201078223751
FUMm_pos	0.0	0.0	0.0	0.0
FUMm_neg	0.0	0.0	0.0	0.0
FUMSO3tm_pos	7.360803199252411	7.634157606343431	7.163699987084194	5.33199177823206
FUMSO3tm_neg	7.360803199252411	7.634157606343431	7.163699987084194	5.33199177823206
FUMSO4tm_pos	7.360803199252411	7.634157606343431	7.163699987084194	5.33199177823206
FUMSO4tm_neg	7.360803199252411	7.634157606343431	7.163699987084194	5.33199177823206
FUMtm_pos	7.360803199252411	7.634157606343431	7.163699987084194	5.33199177823206
FUMtm_neg	7.360803199252411	7.634157606343431	7.163699987084194	5.33199177823206
FUMTSULtm_pos	7.360803199252411	7.634157606343431	7.163699987084194	5.33199177823206
FUMTSULtm_neg	7.360803199252411	7.634157606343431	7.163699987084194	5.33199177823206
FUT11g_pos	0.9708536543404835	0.7990873060740036	0.7990873060740036	0.722466024471091
FUT12g_pos	0.9708536543404835	0.7990873060740036	0.7990873060740036	0.722466024471091
FUT14g_pos	0.9708536543404835	0.7990873060740036	0.7990873060740036	0.722466024471091
FUT15g_pos	0.9708536543404835	0.7990873060740036	0.7990873060740036	0.722466024471091
FUT16g_pos	0.9708536543404835	0.7990873060740036	0.7990873060740036	0.722466024471091
FUT17g_pos	0.9708536543404835	0.7990873060740036	0.7990873060740036	0.722466024471091
FUT18g_pos	0.9708536543404835	0.7990873060740036	0.7990873060740036	0.722466024471091
FUT31g_pos	0.0	0.0	0.0	0.0
FUT32g_pos	0.0	0.0	0.0	0.0
FUT33g_pos	0.0	0.0	0.0	0.0
FUT34g_pos	0.0	0.0	0.0	0.0
FUT35g_pos	0.0	0.0	0.0	0.0
FUT910g_pos	0.0	0.0	0.0	0.0
FUT911g_pos	0.0	0.0	0.0	0.0
FUT91g_pos	0.0	0.0	0.0	0.0
FUT92g_pos	0.0	0.0	0.0	0.0
FUT93g_pos	0.0	0.0	0.0	0.0
FUT94g_pos	0.0	0.0	0.0	0.0
FUT95g_pos	0.0	0.0	0.0	0.0
FUT96g_pos	0.0	0.0	0.0	0.0
FUT97g_pos	0.0	0.0	0.0	0.0
FUT98g_pos	0.0	0.0	0.0	0.0
FUT99g_pos	0.0	0.0	0.0	0.0
G12MT1_L_pos	0.0	0.0	0.0	0.0
G12MT1_U_pos	0.0	0.0	0.0	0.0
G12MT2_L_pos	0.0	0.0	0.0	0.0
G12MT2_U_pos	0.0	0.0	0.0	0.0
G13MT_L_pos	3.0268000593437154	3.323370069061269	3.3978029618624896	2.6622054996536164
G13MT_U_pos	3.0268000593437154	3.323370069061269	3.3978029618624896	2.6622054996536164
G14T10g_pos	4.909293085823823	5.371907297595153	5.051372101721025	5.15704371014558
G14T11g_pos	4.909293085823823	5.371907297595153	5.051372101721025	5.15704371014558
G14T12g_pos	4.909293085823823	5.371907297595153	5.051372101721025	5.15704371014558
G14T13g_pos	4.909293085823823	5.371907297595153	5.051372101721025	5.15704371014558
G14T14g_pos	4.909293085823823	5.371907297595153	5.051372101721025	5.15704371014558
G14T15g_pos	4.909293085823823	5.371907297595153	5.051372101721025	5.15704371014558
G14T16g_pos	4.909293085823823	5.371907297595153	5.051372101721025	5.15704371014558
G14T17g_pos	4.909293085823823	5.371907297595153	5.051372101721025	5.15704371014558
G14T18g_pos	4.909293085823823	5.371907297595153	5.051372101721025	5.15704371014558
G14T19g_pos	4.9092930858238235	5.371907297595153	5.051372101721025	5.15704371014558
G14T20g_pos	4.909293085823823	5.371907297595153	5.051372101721025	5.15704371014558
G14T21g_pos	4.909293085823823	5.371907297595153	5.051372101721025	5.15704371014558
G14T2g_pos	4.909293085823823	5.371907297595153	5.051372101721025	5.15704371014558
G14T3g_pos	4.909293085823823	5.371907297595153	5.051372101721025	5.15704371014558
G14T4g_pos	4.909293085823823	5.371907297595153	5.051372101721025	5.15704371014558
G14T5g_pos	4.909293085823823	5.371907297595153	5.051372101721025	5.15704371014558
G14T6g_pos	4.909293085823823	5.371907297595153	5.051372101721025	5.15704371014558
G14T7g_pos	4.909293085823823	5.371907297595153	5.051372101721025	5.15704371014558
G14T8g_pos	4.909293085823823	5.371907297595153	5.051372101721025	5.15704371014558
G14T9g_pos	4.909293085823823	5.371907297595153	5.051372101721025	5.15704371014558
G14Tg_pos	4.909293085823823	5.371907297595153	5.051372101721025	5.15704371014558
G16MT_L_pos	0.0	0.0	0.0	0.0
G16MT_U_pos	0.0	0.0	0.0	0.0
G1M6MASNB1terg_pos	0.0	0.0	0.0	0.0
G1M7MASNBterg_pos	0.0	0.0	0.0	0.0
G1M7MASNCterg_pos	0.0	0.0	0.0	0.0
G1M8MASNterg_pos	0.0	0.0	0.0	0.0
G1PTT_pos	0.0	0.0	0.0	0.0
G2M8MASNterg_pos	0.0	0.0	0.0	0.0
G3M8MASNterg_pos	0.0	0.0	0.0	0.0
G3PD1_pos	8.96304055671666	9.435982724217753	8.76566734091671	7.405311682597445
G3PD1_neg	8.96304055671666	9.435982724217753	8.76566734091671	7.405311682597445
G3PD2m_pos	4.489928219405183	5.031659854308054	4.7718855785153655	3.84799690655495
G5SADrm_pos	0.0	0.0	0.0	0.0
G5SADrm_neg	0.0	0.0	0.0	0.0
G5SADs_pos	0.0	0.0	0.0	0.0
G5SDym_pos	0.8559896973084807	1.495695162624069	1.6040713236688608	0.8479969065549501
G6PDA_pos	4.303780748177103	4.785550551739256	4.095080491901415	3.8953026213333066
G6PDH1rer_pos	7.015024705273152	7.557501994255944	7.105070402358704	7.397888508130764
G6PDH1rer_neg	7.015024705273152	7.557501994255944	7.105070402358704	7.397888508130764
G6PDH2r_pos	0.0	0.0	0.0	0.0
G6PDH2r_neg	0.0	0.0	0.0	0.0
G6PDH2rer_pos	7.015024705273152	7.557501994255944	7.105070402358704	7.397888508130764
G6PDH2rer_neg	7.015024705273152	7.557501994255944	7.105070402358704	7.397888508130764
G6PPer_pos	6.973496479812955	7.091276694365222	7.6715764481306525	8.005905201862964
G6Pter_pos	6.390598905552461	6.961044467371226	6.782539617753996	6.578183968090094
G6Pter_neg	6.390598905552461	6.961044467371226	6.782539617753996	6.578183968090094
GABAVESSEC_pos	0.0	0.0	0.0	0.0
GACMTRc_pos	8.246883079856243	8.131239632811232	8.206330647871049	7.789859640913649
GACMTRc_neg	8.246883079856243	8.131239632811232	8.206330647871049	7.789859640913649
GACPAILter_pos	0.0	0.0	0.0	0.0
GAL3ST11_pos	4.098453246309274	4.255500733148386	3.787641414483326	0.6690267655096306
GAL3ST12_pos	4.098453246309274	4.255500733148386	3.787641414483326	0.6690267655096306
GALACGLCGALGBSIDEte_pos	0.0	0.0	0.0	0.0
GALACGLCGALGBSIDEte_neg	0.0	0.0	0.0	0.0
GALACGLCGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
GALACGLCGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
GALASE10ly_pos	6.259790332907956	6.111865963867557	6.076601848618573	5.882887553224962
GALASE11ly_pos	6.259790332907956	6.111865963867557	6.076601848618573	5.882887553224962
GALASE12ly_pos	6.259790332907956	6.111865963867557	6.076601848618573	5.882887553224962
GALASE13ly_pos	6.259790332907956	6.111865963867557	6.076601848618573	5.882887553224962
GALASE14ly_pos	6.259790332907956	6.111865963867557	6.076601848618573	5.882887553224962
GALASE15ly_pos	6.259790332907956	6.111865963867557	6.076601848618573	5.882887553224962
GALASE16ly_pos	6.259790332907956	6.111865963867557	6.076601848618573	5.882887553224962
GALASE17ly_pos	6.259790332907956	6.111865963867557	6.076601848618573	5.882887553224962
GALASE18ly_pos	6.259790332907956	6.111865963867557	6.076601848618573	5.882887553224962
GALASE19ly_pos	6.259790332907956	6.111865963867557	6.076601848618573	5.882887553224962
GALASE1ly_pos	6.259790332907956	6.111865963867557	6.076601848618573	5.882887553224962
GALASE20ly_pos	6.259790332907956	6.111865963867557	6.076601848618573	5.882887553224962
GALASE3ly_pos	6.259790332907956	6.111865963867557	6.076601848618573	5.882887553224962
GALASE4ly_pos	6.259790332907956	6.111865963867557	6.076601848618573	5.882887553224962
GALASE5ly_pos	6.259790332907956	6.111865963867557	6.076601848618573	5.882887553224962
GALASE6ly_pos	6.259790332907956	6.111865963867557	6.076601848618573	5.882887553224962
GALASE7ly_pos	6.259790332907956	6.111865963867557	6.076601848618573	5.882887553224962
GALASE8ly_pos	6.259790332907956	6.111865963867557	6.076601848618573	5.882887553224962
GALASE9ly_pos	6.259790332907956	6.111865963867557	6.076601848618573	5.882887553224962
GALC_pos	2.403267722339301	2.2660368939953175	2.189033824390017	2.1984941536390834
GALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
GALFUC12GAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
GALFUC12GAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
GALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
GALGALGALTHCRMte_pos	0.0	0.0	0.0	0.0
GALGALGALTHCRMte_neg	0.0	0.0	0.0	0.0
GALGALGALTHCRMtg_pos	0.0	0.0	0.0	0.0
GALGALGALTHCRMtg_neg	0.0	0.0	0.0	0.0
GALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
GALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
GALGLUSIDEtl_pos	0.0	0.0	0.0	0.0
GALGLUSIDEtl_neg	0.0	0.0	0.0	0.0
GALGT1_pos	5.908092340818271	6.159064008810545	6.088523256616632	5.9823091301297735
GALGT2_pos	5.908092340818271	6.159064008810545	6.088523256616632	5.9823091301297735
GALGT3_pos	5.908092340818271	6.159064008810545	6.088523256616632	5.9823091301297735
GALGT4_pos	5.908092340818271	6.159064008810545	6.088523256616632	5.9823091301297735
GALK_pos	6.926118056362374	6.859472666851937	6.622783966156123	5.63575439127776
GALNACT1g_pos	2.55581615506164	2.748461233004036	2.232660756790275	2.333423733725192
GALNACT2g_pos	3.1578521691417376	3.372952097911829	2.753818443173543	3.058316495590823
GALNACT3g_pos	3.1578521691417376	3.372952097911829	2.753818443173543	3.058316495590823
GALNACT4g_pos	3.1578521691417376	3.372952097911829	2.753818443173543	3.058316495590823
GALNACT5g_pos	3.1578521691417376	3.3729520979118295	2.753818443173543	3.058316495590823
GALNTg_pos	6.212374787567268	6.537451387653073	6.224194663970433	5.617944917420585
GALOR_pos	8.79681835656541	8.900474389855958	8.627862146880963	8.031880365587183
GALOR_neg	8.79681835656541	8.900474389855958	8.627862146880963	8.031880365587183
GALSIDEtg_pos	0.0	0.0	0.0	0.0
GALSIDEtg_neg	0.0	0.0	0.0	0.0
GALSIDEtl_pos	0.0	0.0	0.0	0.0
GALSIDEtl_neg	0.0	0.0	0.0	0.0
GALT_pos	5.899900663601169	5.7636771418966	5.945560885993885	6.004051884507083
GALT_neg	5.899900663601169	5.7636771418966	5.945560885993885	6.004051884507083
GALt1r_pos	7.808578117908424	8.30852106219326	7.731658448751812	7.260684356379657
GALt1r_neg	7.808578117908424	8.30852106219326	7.731658448751812	7.260684356379657
GALt2_2_pos	0.7048719644563528	0.8639384504239714	0.7484612330040358	0.4222330006830478
GALt2_2_neg	0.7048719644563528	0.8639384504239714	0.7484612330040358	0.4222330006830478
GALT2g_pos	1.1176950426697545	1.3895668117627256	1.6599245584023783	1.01435529297707
GALt4_pos	1.3673710656485294	0.7570232465074596	0.8399595874895318	0.8559896973084807
GALt4_neg	1.3673710656485294	0.7570232465074596	0.8399595874895318	0.8559896973084807
GALTg_pos	3.6147098441152083	3.311793717753649	2.956056652412403	3.349082146391089
GALtly_pos	0.0	0.0	0.0	0.0
GALU_pos	8.200015802769396	8.351160098022001	8.506406766074454	7.747991529258754
GALU_neg	8.200015802769396	8.351160098022001	8.506406766074454	7.747991529258754
GAMt1r_pos	7.7412647252552835	8.248117329250832	7.672496060583352	7.168220813654592
GAMt1r_neg	7.7412647252552835	8.248117329250832	7.672496060583352	7.168220813654592
GAMYe_pos	4.845490050944375	5.266786540694901	4.984133594540979	4.53605290024021
GAO1_pos	5.175923742063755	5.376776571882982	4.845490050944375	5.2787282129389395
GAO1g_pos	5.175923742063755	5.376776571882982	4.845490050944375	5.2787282129389395
GAO2_pos	5.175923742063755	5.376776571882982	4.845490050944375	5.2787282129389395
GAO2g_pos	5.175923742063755	5.376776571882982	4.845490050944375	5.2787282129389395
GAPD_pos	10.873028778044285	10.884376603680014	11.049617155275108	9.87990483368233
GAPD_neg	10.873028778044285	10.884376603680014	11.049617155275108	9.87990483368233
GARFT_pos	3.4724877714627436	3.6948801927991917	3.4918530963296748	3.9467308601403097
GARFT_neg	3.4724877714627436	3.6948801927991917	3.4918530963296748	3.9467308601403097
GASNASE2ly_pos	5.130930869826448	4.859969548221026	4.764473550992666	4.140778655782796
GASNASE3ly_pos	5.130930869826448	4.859969548221026	4.764473550992666	4.140778655782796
GASNASEly_pos	5.130930869826448	4.859969548221026	4.764473550992666	4.140778655782796
GBA_pos	4.305970520984387	4.524815928357506	4.305970520984387	4.346247774082776
GBAl_pos	4.305970520984387	4.524815928357506	4.305970520984387	4.346247774082776
GBGT1_pos	0.3103401206121505	0.36737106564852945	0.6135316529179271	0.3895668117627256
GBSIDEte_pos	0.0	0.0	0.0	0.0
GBSIDEte_neg	0.0	0.0	0.0	0.0
GBSIDEtl_pos	0.0	0.0	0.0	0.0
GBSIDEtl_neg	0.0	0.0	0.0	0.0
GCALDD_pos	11.133790829704298	11.71293533367573	10.894749567077621	9.809028507711892
GCALDDm_pos	10.920464514796809	11.147993484460898	10.894082589579371	10.549293740886917
GCC2am_pos	6.642773762533085	6.899236063826041	6.52837596673699	6.181649223815327
GCC2am_neg	6.642773762533085	6.899236063826041	6.52837596673699	6.181649223815327
GCC2bim_pos	6.642773762533085	6.899236063826041	6.52837596673699	6.181649223815327
GCC2cm_pos	6.642773762533085	6.899236063826041	6.52837596673699	6.181649223815327
GCC2cm_neg	6.642773762533085	6.899236063826041	6.52837596673699	6.181649223815327
GCCam_pos	6.642773762533085	6.899236063826041	6.52837596673699	6.181649223815327
GCCam_neg	6.642773762533085	6.899236063826041	6.52837596673699	6.181649223815327
GCCbim_pos	6.642773762533085	6.899236063826041	6.52837596673699	6.181649223815327
GCCcm_pos	6.642773762533085	6.899236063826041	6.52837596673699	6.181649223815327
GCCcm_neg	6.642773762533085	6.899236063826041	6.52837596673699	6.181649223815327
GCHOLAt_pos	0.0	0.0	0.0	0.0
GCHOLAt_neg	0.0	0.0	0.0	0.0
GCHOLAt2_pos	9.188786630955065	9.484339565842799	9.42534180573638	9.114445113289024
GCHOLAt3_pos	7.933100474931367	8.334586151931283	7.891905188211931	8.234721647354117
GCHOLAte_pos	0.0	0.0	0.0	0.0
GCHOLAte_neg	0.0	0.0	0.0	0.0
GCHOLAtx_pos	0.0	0.0	0.0	0.0
GCHOLAtx_neg	0.0	0.0	0.0	0.0
GCNTg_pos	2.9467308601403097	3.4698859762744636	3.0755326311673574	2.9763636357327616
GD1B2te_pos	0.0	0.0	0.0	0.0
GD1B2te_neg	0.0	0.0	0.0	0.0
GD1B2tg_pos	0.0	0.0	0.0	0.0
GD1B2tg_neg	0.0	0.0	0.0	0.0
GD1Cte_pos	0.0	0.0	0.0	0.0
GD1Cte_neg	0.0	0.0	0.0	0.0
GD1Ctg_pos	0.0	0.0	0.0	0.0
GD1Ctg_neg	0.0	0.0	0.0	0.0
GDPFUCtg_pos	3.1521834190550453	3.2883585621936606	3.341985747228616	3.3881895371560837
GDPFUCtg_neg	3.1521834190550453	3.2883585621936606	3.341985747228616	3.3881895371560837
GDPtg_pos	0.0	0.0	0.0	0.0
GDPtg_neg	0.0	0.0	0.0	0.0
GF6PTA_pos	3.2016338611696504	3.305970520984386	3.1391420191456887	2.4905701304462013
GFUCS_pos	4.631104282365877	5.003602236680195	4.51853513898218	4.53605290024021
GGH_10FTHF5GLUe_pos	3.8972404255747994	3.835924074254375	3.1342209397606338	3.6158870739160567
GGH_10FTHF5GLUl_pos	3.8972404255747994	3.835924074254375	3.1342209397606338	3.6158870739160567
GGH_10FTHF6GLUe_pos	3.8972404255747994	3.835924074254375	3.1342209397606338	3.6158870739160567
GGH_10FTHF6GLUl_pos	3.8972404255747994	3.835924074254375	3.1342209397606338	3.6158870739160567
GGH_10FTHF7GLUe_pos	3.8972404255747994	3.835924074254375	3.1342209397606338	3.6158870739160567
GGH_10FTHF7GLUl_pos	3.8972404255747994	3.835924074254375	3.1342209397606338	3.6158870739160567
GGH_5DHFe_pos	3.8972404255747994	3.835924074254375	3.1342209397606338	3.6158870739160567
GGH_5DHFl_pos	3.8972404255747994	3.835924074254375	3.1342209397606338	3.6158870739160567
GGH_5THFe_pos	3.8972404255747994	3.835924074254375	3.1342209397606338	3.6158870739160567
GGH_5THFl_pos	3.8972404255747994	3.835924074254375	3.1342209397606338	3.6158870739160567
GGH_6DHFe_pos	3.8972404255747994	3.835924074254375	3.1342209397606338	3.6158870739160567
GGH_6DHFl_pos	3.8972404255747994	3.835924074254375	3.1342209397606338	3.6158870739160567
GGH_6THFe_pos	3.8972404255747994	3.835924074254375	3.1342209397606338	3.6158870739160567
GGH_6THFl_pos	3.8972404255747994	3.835924074254375	3.1342209397606338	3.6158870739160567
GGH_7DHFe_pos	3.8972404255747994	3.835924074254375	3.1342209397606338	3.6158870739160567
GGH_7DHFl_pos	3.8972404255747994	3.835924074254375	3.1342209397606338	3.6158870739160567
GGH_7THFe_pos	3.8972404255747994	3.835924074254375	3.1342209397606338	3.6158870739160567
GGH_7THFl_pos	3.8972404255747994	3.835924074254375	3.1342209397606338	3.6158870739160567
GGLUCT_pos	0.0	0.0	0.0	0.0
GGNG_pos	6.7824085649273735	7.075960413243402	6.9353418757482865	6.420549772116318
GGT_L_pos	0.0	0.0	0.0	0.0
GGT_U_pos	0.0	0.0	0.0	0.0
GGT5r_pos	1.280956313831056	1.5360529002402097	1.6040713236688608	2.070389327891398
GGT5r_neg	1.280956313831056	1.5360529002402097	1.6040713236688608	2.070389327891398
GGT6_pos	0.0	0.0	0.0	0.0
GGT6_neg	0.0	0.0	0.0	0.0
GHMT2r_pos	7.220813610065583	7.3297514985171786	7.318497618860549	6.770696925052418
GHMT2r_neg	7.220813610065583	7.3297514985171786	7.318497618860549	6.770696925052418
GHMT2rm_pos	8.020702203791044	8.285818320881445	8.156437068448692	7.755087862561108
GHMT2rm_neg	8.020702203791044	8.285818320881445	8.156437068448692	7.755087862561108
GHMT3_pos	7.220813610065583	7.3297514985171786	7.318497618860549	6.770696925052418
GHMT3m_pos	6.801288016778913	7.25001411501037	6.985272714253447	6.7527485914071335
GK1_pos	5.709566353839991	5.829342193902803	5.582254908357664	4.834407841806995
GK1_neg	5.709566353839991	5.829342193902803	5.582254908357664	4.834407841806995
GK1m_pos	5.709566353839991	5.829342193902803	5.582254908357664	4.834407841806995
GK1m_neg	5.709566353839991	5.829342193902803	5.582254908357664	4.834407841806995
GLACO_pos	10.961760773629866	11.568407440995628	10.691228802167242	9.343274562291171
GLACOm_pos	10.72375478905404	10.926029078922397	10.711959440228776	10.353819485153808
GLACter_pos	0.0	0.0	0.0	0.0
GLACter_neg	0.0	0.0	0.0	0.0
GLAl_pos	2.049630767724601	2.1602748314085933	1.4541758931858022	1.859969548221026
GLB1_pos	6.259790332907956	6.111865963867557	6.076601848618573	5.882887553224962
GLBRAN_pos	6.713970692436053	6.813139850890455	6.80516345349566	5.697106574476975
GLCAASE1ly_pos	4.920293300211007	4.901108243014512	4.930737337562887	4.003602236680195
GLCAASE4ly_pos	4.920293300211007	4.901108243014512	4.930737337562887	4.003602236680195
GLCAASE5ly_pos	4.920293300211007	4.901108243014512	4.930737337562887	4.003602236680195
GLCAASE6ly_pos	4.920293300211007	4.901108243014512	4.930737337562887	4.003602236680195
GLCAASE7ly_pos	4.920293300211007	4.901108243014512	4.930737337562887	4.003602236680195
GLCAASE8ly_pos	4.920293300211007	4.901108243014512	4.930737337562887	4.003602236680195
GLCAASE9ly_pos	4.920293300211007	4.901108243014512	4.930737337562887	4.003602236680195
GLCAE1g_pos	0.0	0.0	0.0	0.0
GLCAE2g_pos	2.587364990936461	3.2764966656403565	2.9763636357327616	2.6392321632492775
GLCAT2g_pos	4.413120146403495	4.321928094887362	4.381629467033664	3.9020735793107426
GLCAT3g_pos	4.413120146403495	4.321928094887362	4.381629467033664	3.9020735793107426
GLCAT4g_pos	4.413120146403495	4.321928094887362	4.381629467033664	3.9020735793107426
GLCAT5g_pos	4.413120146403495	4.321928094887362	4.381629467033664	3.9020735793107426
