	WT.EPA.a_S117_L007_R1_001
RE3521X_neg	0.0
RE3521X_pos	0.0
RE3522C_pos	0.0
RE3522R_pos	0.0
RE3524R_neg	2850.0
RE3524R_pos	2850.0
RE3525C_pos	0.0
RE3525M_pos	0.0
RE3525N_pos	0.0
RE3525R_pos	0.0
RE3525X_pos	0.0
RE3526C_pos	0.0
RE3526M_pos	0.0
RE3526X_pos	0.0
RE3532C_neg	0.0
RE3532C_pos	0.0
RE3532M_neg	0.0
RE3532M_pos	0.0
RE3532R_neg	0.0
RE3532R_pos	0.0
RE3533C_neg	0.0
RE3533C_pos	0.0
RE3533M_neg	0.0
RE3533M_pos	0.0
RE3533R_neg	0.0
RE3533R_pos	0.0
RE3534C_neg	0.0
RE3534C_pos	0.0
RE3534M_neg	0.0
RE3534M_pos	0.0
RE3534R_neg	0.0
RE3534R_pos	0.0
RE3535R_neg	0.0
RE3535R_pos	0.0
RE3536C_neg	0.0
RE3536C_pos	0.0
RE3537C_neg	0.0
RE3537C_pos	0.0
RE3550X_pos	0.0
RE3551X_neg	0.0
RE3551X_pos	0.0
RE3552X_neg	0.0
RE3552X_pos	0.0
RE3554C_neg	0.0
RE3554C_pos	0.0
RE3554M_neg	0.0
RE3554M_pos	0.0
RE3554R_neg	0.0
RE3554R_pos	0.0
RE3556C_neg	7.336625377682445
RE3556C_pos	8.365828345104463
RE3557C_neg	0.0
RE3557C_pos	0.0
RE3557M_neg	0.0
RE3557M_pos	0.0
RE3557R_neg	0.0
RE3557R_pos	0.0
RE3559M_neg	0.0
RE3559M_pos	0.0
RE3559X_neg	0.0
RE3559X_pos	0.0
RE3560C_neg	0.0
RE3560C_pos	0.0
RE3560M_neg	0.0
RE3560M_pos	0.0
RE3560X_neg	0.0
RE3560X_pos	0.0
RE3561M_pos	0.0
RE3561X_pos	0.0
RE3562C_neg	0.0
RE3562C_pos	0.0
RE3562M_neg	0.0
RE3562M_pos	0.0
RE3562R_neg	0.0
RE3562R_pos	0.0
RE3562X_neg	0.0
RE3562X_pos	0.0
RE3563M_neg	0.0
RE3563M_pos	0.0
RE3563X_neg	0.0
RE3563X_pos	0.0
RE3564C_neg	0.0
RE3564C_pos	0.0
RE3564M_neg	0.0
RE3564M_pos	0.0
RE3564X_neg	0.0
RE3564X_pos	0.0
RE3565C_neg	3.2183126888412223
RE3565C_pos	13.326963091311127
RE3566C_neg	13.511448685027334
RE3566C_pos	3.2183126888412223
RE3567C_neg	8.561166032568682
RE3567C_pos	7.336625377682445
RE3568C_neg	15.614080796693388
RE3568C_pos	4.304693598897797
RE3570C_neg	0.0
RE3570C_pos	0.0
RE3571C_pos	0.0
RE3571R_pos	0.0
RE3572X_neg	0.0
RE3572X_pos	0.0
RE3573X_neg	0.0
RE3573X_pos	0.0
RE3574X_neg	0.0
RE3574X_pos	0.0
RE3575X_neg	0.0
RE3575X_pos	0.0
RE3576X_pos	0.0
RE3577X_neg	0.0
RE3577X_pos	0.0
RE3578X_neg	0.0
RE3578X_pos	0.0
RE3580X_pos	0.0
RE3581X_neg	0.0
RE3581X_pos	0.0
RE3582X_neg	0.0
RE3582X_pos	0.0
RE3583X_neg	0.0
RE3583X_pos	0.0
RE3586X_neg	0.0
RE3586X_pos	0.0
RE3587C_neg	0.0
RE3587C_pos	0.0
RE3587N_neg	0.0
RE3587N_pos	0.0
RE3596C_neg	0.0
RE3596C_pos	0.0
RE3596M_neg	0.0
RE3596M_pos	0.0
RE3596X_neg	0.0
RE3596X_pos	0.0
RE3597C_neg	0.0
RE3597C_pos	0.0
RE3597M_neg	0.0
RE3597M_pos	0.0
RE3597X_neg	0.0
RE3597X_pos	0.0
RE3624M_pos	5719.8556187962195
RE3624X_pos	0.0
RE3626M_pos	2966.2784215453253
RE3627C_neg	0.0
RE3627C_pos	0.0
RE3627M_neg	0.0
RE3627M_pos	23.789148895638036
RE3627X_neg	0.0
RE3627X_pos	0.0
RE3628M_neg	23.789148895638036
RE3628M_pos	0.0
RE3629C_pos	5136.218401045303
RE3630C_neg	0.0
RE3630C_pos	5136.218401045302
RE3631C_neg	0.0
RE3631C_pos	0.0
RE3633C_neg	0.0
RE3633C_pos	0.0
RE3636C_neg	0.0
RE3636C_pos	0.0
RETFA_pos	5963.526135510904
RETFAt1_pos	1522.8000276829964
RETFAt2_pos	1522.8000276829964
RETFAt_pos	7592.526733764007
RETH1_pos	11975.438718970894
RETH1e_pos	1646.8563154197955
RETH2_pos	11975.438718970894
RETH2e_pos	1646.8563154197955
RETH_pos	5963.526135510904
RETHe_pos	7589.154654891337
RETI1_neg	2233.382496244185
RETI1_pos	2233.382496244185
RETI2_neg	2233.382496244185
RETI2_pos	2233.382496244185
RETI3_neg	0.0
RETI3_pos	943.0662366921142
RETNCOA_pos	0.0
RETNGLCt2_pos	2771.204760317521
RETNGLCt2r_pos	4044.9568298994095
RETNGLCt_pos	4026.564918728885
RETNGLCtr_pos	4026.564918728885
RETNt_neg	1548.5036499726002
RETNt_pos	1421.897977158153
RETNtr2_pos	4044.9568298994104
RETNtr_pos	4026.5649187288855
RETt_pos	7434.9389390014585
RIBFLVt3_pos	5066.066088174491
RIBFLVte_pos	5066.066088174492
RIBt2_pos	2190.7275284865073
RIBt_neg	2190.7275284865073
RIBt_pos	5057.277244702012
RN0001C_pos	0.0
RN0001R_pos	0.0
RN0002N_pos	0.0
RN0002R_pos	0.0
RN0013C_pos	0.0
RN0014R_pos	0.0
RNDR1_pos	794.9223270586399
RNDR2_pos	888.5526222307373
RNDR3_pos	888.5526222307373
RNDR4_pos	888.5526222307373
RNMK_pos	8020.114801919304
RPE_neg	271.02771016164183
RPE_pos	271.02771016164183
RPEc_neg	10686.013543771158
RPEc_pos	7767.61252657834
RPI_neg	2623.0914353048474
RPI_pos	2623.0914353048474
RTOTAL2CRNCPT1_pos	0.0
RTOTAL2CRNCPT2_pos	0.0
RTOTAL2CRNt_pos	0.0
RTOTAL2FATPc_pos	5219.232265238301
RTOTAL2t_neg	5189.006517266723
RTOTAL2t_pos	9286.8206040366
RTOTAL3CRNCPT1_pos	0.0
RTOTAL3CRNCPT2_pos	0.0
RTOTAL3CRNt_pos	0.0
RTOTAL3FATPc_pos	4490.28356862615
RTOTAL3t_neg	4490.283568626151
RTOTAL3t_pos	7607.677554583182
RTOTALCRNCPT1_pos	0.0
RTOTALCRNCPT2_pos	0.0
RTOTALCRNt_pos	0.0
RTOTALFATPc_pos	5053.886384395762
RTOTALt_neg	5053.886384395764
RTOTALt_pos	8101.37397342998
R_group_phosphotase_1_pos	4848.180254668367
R_group_phosphotase_2_pos	5013.526135510905
R_group_phosphotase_3_pos	4284.577438898753
Rtotaltl_neg	39156.32946673023
Rtotaltl_pos	0.0
Rtotaltp_neg	0.0
Rtotaltp_pos	0.0
S23T2g_pos	7671.292043664326
S23T3g_pos	11035.796987372634
S23T4g_pos	7649.257635932432
S23Tg_pos	222.2919730958439
S26Tg_pos	17887.140259962103
S2L2FN2M2MASNt_pos	17887.140259962103
S2L2FN2M2MASNtly_pos	17999.975245218735
S2L2N2M2MASNtly_pos	18000.09476066135
S2T1g_pos	0.0
S2T2g_pos	0.0
S2T3g_pos	0.0
S2T4g_pos	0.0
S2TASE1ly_pos	353.97007822971733
S2TASE2ly_pos	353.97007822971733
S2TASE3ly_pos	102.49153059993105
S2TASE4ly_pos	131.2910427726635
S2TASE5ly_pos	131.29104277266353
S3T1g_pos	0.0
S3T2g_pos	0.0
S3T3g_pos	0.0
S3TASE1ly_neg	0.0
S3TASE1ly_pos	353.97007822971733
S3TASE2ly_neg	0.0
S3TASE2ly_pos	353.9700782297172
S3TASE3ly_neg	0.0
S3TASE3ly_pos	353.9700782297173
S4T1g_pos	0.0
S4T2g_pos	0.0
S4T3g_pos	0.0
S4T4g_pos	0.0
S4T5g_pos	0.0
S4T6g_pos	0.0
S4TASE1ly_neg	0.0
S4TASE1ly_pos	85.87617955246156
S4TASE2ly_neg	0.0
S4TASE2ly_pos	189.09725165907923
S4TASE3ly_neg	0.0
S4TASE3ly_pos	102.71311124635633
S4TASE4ly_neg	0.0
S4TASE4ly_pos	152.54358729745908
S4TASE5ly_neg	0.0
S4TASE5ly_pos	152.54358729745908
S6T10g_pos	11035.796987372634
S6T11g_pos	11035.796987372634
S6T12g_pos	11035.796987372634
S6T13g_pos	11035.796987372634
S6T14g_pos	11035.796987372634
S6T15g_pos	11035.796987372634
S6T16g_pos	7649.257635932432
S6T17g_pos	7649.257635932432
S6T18g_pos	7649.257635932432
S6T19g_pos	0.0
S6T1g_pos	7671.292043664326
S6T20g_pos	0.0
S6T21g_pos	0.0
S6T22g_pos	0.0
S6T23g_pos	0.0
S6T24g_pos	0.0
S6T25g_pos	0.0
S6T2g_pos	7671.292043664326
S6T3g_pos	7671.292043664326
S6T4g_pos	11035.796987372634
S6T5g_pos	11035.796987372634
S6T6g_pos	11035.796987372634
S6T7g_pos	11035.796987372634
S6T8g_pos	11035.796987372634
S6T9g_pos	11035.796987372634
S6TASE10ly_neg	0.0
S6TASE10ly_pos	12215.503975533187
S6TASE11ly_neg	0.0
S6TASE11ly_pos	12217.626369277312
S6TASE12ly_neg	0.0
S6TASE12ly_pos	12217.626369277306
S6TASE13ly_neg	0.0
S6TASE13ly_pos	12217.62636927731
S6TASE14ly_neg	0.0
S6TASE14ly_pos	12217.626369277306
S6TASE15ly_neg	0.0
S6TASE15ly_pos	12217.626369277308
S6TASE16ly_neg	0.0
S6TASE16ly_pos	12217.626369277312
S6TASE17ly_neg	0.0
S6TASE17ly_pos	12217.62636927731
S6TASE18ly_neg	0.0
S6TASE18ly_pos	12217.626369277312
S6TASE19ly_neg	0.0
S6TASE19ly_pos	12217.62636927731
S6TASE1ly_neg	0.0
S6TASE1ly_pos	353.9700782297172
S6TASE20ly_neg	0.0
S6TASE20ly_pos	12217.626369277308
S6TASE21ly_neg	0.0
S6TASE21ly_pos	12217.62636927731
S6TASE22ly_neg	0.0
S6TASE22ly_pos	7793.645779194133
S6TASE23ly_neg	0.0
S6TASE23ly_pos	7799.6154263887565
S6TASE24ly_neg	0.0
S6TASE24ly_pos	7869.968959516104
S6TASE25ly_neg	0.0
S6TASE25ly_pos	7721.546727776918
S6TASE26ly_neg	0.0
S6TASE26ly_pos	7727.046450633864
S6TASE2ly_neg	0.0
S6TASE2ly_pos	353.97007822971733
S6TASE3ly_neg	0.0
S6TASE3ly_pos	353.9700782297172
S6TASE4ly_neg	0.0
S6TASE4ly_pos	85.61092642888414
S6TASE5ly_neg	0.0
S6TASE5ly_pos	85.61092642888416
S6TASE6ly_neg	0.0
S6TASE6ly_pos	131.46895094193664
S6TASE7ly_neg	0.0
S6TASE7ly_pos	131.46895094193664
S6TASE8ly_neg	0.0
S6TASE8ly_pos	152.54358729745908
S6TASE9ly_neg	0.0
S6TASE9ly_pos	152.54358729745908
SACCD3m_pos	26.211605810429326
SACCD4m_pos	403.56431929095686
SADT_pos	7844.073634091955
SALMCOM2_pos	42780.49886557414
SALMCOM_pos	0.0
SAMHISTA_pos	13018.698703968768
SARCOXp_pos	0.0
SARCStex_pos	9.854001524431725
SARCStm_pos	10854.920571133114
SARCStp_pos	0.0
SARDHm_pos	10854.92057113312
SBCOAACOTx_pos	8023.168306116976
SBPP1er_pos	6558.304902511583
SBPP3er_pos	6558.304902511582
SBTD_D2_pos	2890.5226183017076
SBTR_pos	1278.1885350712832
SBT_Dtde_neg	5121.085833722357
SBT_Dtde_pos	1900.0
SBTle_pos	1900.0
SCP21cx_pos	4196.746839890663
SCP21x_neg	4196.746839890663
SCP21x_pos	47.00358811477816
SCP22x_neg	3177.5492355133138
SCP22x_pos	2576.2717118773326
SCP2x_pos	18720.365399775972
SCPx_pos	65644.51610338301
SEAHCYSHYD_pos	0.0
SEAHCYStn_neg	0.0
SEAHCYStn_pos	0.0
SEASMETtn_neg	0.0
SEASMETtn_pos	0.0
SEBACACT_pos	8023.168306116976
SEBACIDTD_neg	0.0
SEBACIDTD_pos	8023.168306116976
SEBCOACROT_neg	8023.168306116976
SEBCOACROT_pos	48507.562850493574
SEBCOAPET_pos	8023.168306116976
SELADT_pos	0.0
SELCYSLY2_pos	0.0
SELCYSLY_pos	0.0
SELCYSTGL_pos	0.0
SELCYSTS_pos	0.0
SELMETAT_pos	0.0
SELNPS_pos	0.0
SELt4_3_neg	0.0
SELt4_3_pos	0.0
SERALANaEx_pos	722.6688542160724
SERASNNaEx_pos	888.459605966425
SERATB0tc_pos	1324.8116850750814
SERCYSNaEx_pos	703.1898584572184
SERDGLNexR_neg	699.1164548594597
SERDGLNexR_pos	699.1164548594597
SERDGLYexR_neg	699.1164548594597
SERDGLYexR_pos	699.1164548594597
SERGLNNaEx_pos	701.0622946420491
SERGLNexR_neg	556.5281698639099
SERGLNexR_pos	588.2950194317564
SERGLYexR_neg	560.2007994659592
SERGLYexR_pos	615.4705196807909
SERHL_pos	8048.838629941781
SERLYSNaex_pos	588.3968460275424
SERPT_pos	20170.244122076117
SERTHRNaEx_pos	722.6688542160724
SERt4_pos	420.7279491523162
SERtN1_neg	1218.0869436732473
SERtN1_pos	1238.4412261906625
SERtp_neg	0.0
SERtp_pos	12452.140773676041
SFCYSc_neg	0.0
SFCYSc_pos	21613.124805977197
SFCYSe_neg	0.0
SFCYSe_pos	21613.124805977197
SFGTH_pos	21062.789409881534
SGALSIDEtg_neg	39329.90502306896
SGALSIDEtg_pos	0.0
SGALSIDEtl_neg	0.0
SGALSIDEtl_pos	39329.90502306897
SGPL11r_pos	0.0
SGPL12r_pos	33011.39012368251
SIAASE2ly_pos	12215.503975533184
SIAASE3ly_pos	7793.645779194136
SIAASE4ly_pos	7721.546727776918
SIAASE_pos	0.0
SIAASEly_pos	18000.094760661348
SIAT4Bg_pos	11451.201434108307
SIAT9g_pos	19615.418108630747
SLCBK1_pos	3535.137732825162
SLDt_pos	14952.87735437302
SLDx_neg	14952.877354373013
SLDx_pos	0.0
SLDxm_neg	0.0
SLDxm_pos	0.0
SMPD3g_pos	8191.705370181869
SMPD3l_pos	61456.80664427838
SMPD4_pos	33003.561381896194
SMS_pos	8191.70537018187
SO4CLtex2_pos	5458.838134766223
SO4HCOtex_pos	1249.3487134905852
SO4OXAtex2_pos	5460.1607387537415
SO4t4_2_neg	1244.6566739433658
SO4t4_2_pos	4923.158539786594
SO4tl_neg	0.0
SO4tl_pos	39061.841817940935
SOAT11_pos	0.0
SOAT11r_pos	0.0
SOAT12_pos	0.0
SOAT12r_pos	0.0
SPC_HSt_neg	11.895676058300642
SPC_HSt_pos	28905.357402597754
SPH1Pte_neg	13.365680784027354
SPH1Pte_pos	20170.244122076117
SPH1Ptr_neg	0.0
SPH1Ptr_pos	6558.304902511585
SPHGNtr_neg	0.0
SPHGNtr_pos	6558.304902511584
SPHINGStl_neg	39156.32946673023
SPHINGStl_pos	0.0
SPHINGStr_neg	6558.304902511585
SPHINGStr_pos	0.0
SPHK21c_pos	6558.304902511585
SPHMDAc_pos	28905.35740259775
SPHMYLNtg_neg	0.0
SPHMYLNtg_pos	8191.7053701818695
SPHMYLNtl_neg	0.0
SPHMYLNtl_pos	61456.80664427837
SPHS1Pte_neg	9.356747193853085
SPHS1Pte_pos	33268.88543917266
SPHS1Ptr_neg	0.0
SPHS1Ptr_pos	6558.304902511584
SPMDOX_pos	4103.344470715441
SPMS_pos	23675.506628122333
SPMTDe_neg	1900.0
SPMTDe_pos	1900.0
SPODM_pos	8974.852818858155
SPODMe_pos	9006.617862103965
SPODMm_pos	8984.033418347026
SPODMn_pos	9097.019510050113
SPODMx_pos	9034.702818858153
SPRMS_pos	15416.577310306933
SPRMTDe_neg	15470.937296038608
SPRMTDe_pos	2.0086113601032336
SPR_pos	0.0
SPRn_pos	0.0
SPTix_pos	12452.140773676041
SQLEr_pos	75206.1439835444
SQLSr_pos	382.10864502782215
SR5AR2r_pos	56618.65120734524
SR5ARr_pos	56144.86346086105
SRTN23OX_pos	0.0
SRTNACT_pos	0.0
SRTNMTX_pos	0.0
SRTNt6_2_r_neg	2354.7036129609714
SRTNt6_2_r_pos	2497.495904556884
SRTNtu_neg	1340.346125632843
SRTNtu_pos	1340.346125632843
ST3GAL21g_pos	12732.251620246074
ST3GAL22g_pos	12913.973192027239
ST3GAL23g_pos	13082.349760110266
ST3GAL31g_pos	11857.6090395933
ST3GAL61g_pos	11834.445970248675
ST3GAL62g_pos	10390.196944194207
ST6GALNAC21_pos	11451.201434108307
ST6GALNAC22_pos	11451.201434108307
ST6GALNAC23_pos	12668.292674469521
ST6GALNAC24_pos	12668.292674469521
ST6GALNAC25_pos	13103.546731300901
ST6GALNAC26_pos	13103.546731300901
ST6GALNAC27_pos	13367.450700137937
ST6GALNAC28_pos	13367.450700137937
ST6GALNAC31_pos	12920.140596974405
ST6GALNAC62_pos	13082.349760110264
ST8SIA11_pos	11472.17199534513
ST8SIA12_pos	19615.41810863076
ST8SIA51g_pos	18900.048954283604
ST8SIA52g_pos	13158.837571428641
ST8SIA53g_pos	12913.973192027233
ST8SIA54g_pos	12732.251620246074
ST8SIA55g_pos	13398.650953675135
ST8SIA56g_pos	12680.861267539069
STCOATxc_pos	5066.066088174492
STCOAtx_neg	5066.066088174492
STCOAtx_pos	9273.099982449305
STRDNCCOAtxc_pos	65.67632179139018
STRDNCCPT1_pos	41.072277477361965
STRDNCCPT2_pos	41.072277477361965
STRDNCCRNt_pos	41.072277477361965
STRDNCt_neg	7.07706900113679
STRDNCt_pos	4240.425054333233
STS1_pos	7851.852481051553
STS1r_pos	0.0
STS2_pos	7936.473730606321
STS2r_pos	0.0
SUBEACTD_neg	0.0
SUBEACTD_pos	8023.168306116976
SUBERCACT_neg	8023.168306116976
SUBERCACT_pos	28228.81978128847
SUBERCROT_neg	8023.168306116976
SUBERCROT_pos	28228.81978128847
SUBERICACT_pos	8023.168306116976
SUCCACT_pos	8020.77945247819
SUCCCROT_neg	8023.168306116976
SUCCCROT_pos	44216.13411734542
SUCCOAPET_pos	8023.168306116976
SUCCTD_neg	1900.0
SUCCTD_pos	1900.0
SUCCt2m_neg	474.04230239310743
SUCCt2m_pos	474.04230239310743
SUCCt4_2_neg	5495.91662865156
SUCCt4_2_pos	6.1607321500393555
SUCCtp_neg	1900.0
SUCCtp_pos	1900.0
SUCD1m_neg	433.3222921029268
SUCD1m_pos	14983.562694557168
SUCOAS1m_neg	394.7360250912458
SUCOAS1m_pos	394.7360250912458
SUCOASm_neg	394.7360250912458
SUCOASm_pos	394.7360250912458
SUCRe_pos	3.49267802508634
SULFOX_pos	9111.742935136042
Ser_Thrtg_neg	7112.484080645892
Ser_Thrtg_pos	0.0
T2M26DCOAHLm_neg	0.0
T2M26DCOAHLm_pos	0.0
T2M26DCOAHLx_neg	0.0
T2M26DCOAHLx_pos	0.0
T4HCINNMFM_pos	46011.755720565314
T4HCINNOX_pos	0.0
TAGAT_Dt_pos	7.047629123134163
TAGHSTDe_pos	1900.0
TAGt_neg	5913.383684310579
TAGt_pos	1900.0
TALA_neg	2819.955444781198
TALA_pos	643.64922350905
TAUBETAtc_pos	551.6455902453722
TAUPAT1c_pos	705.50380352244
TAURCHAe_pos	1370.4571411256552
TAURt4_2_r_neg	551.6455902453722
TAURt4_2_r_pos	1370.4571411256552
TAURtcx_neg	1297.7296632234393
TAURtcx_pos	4184.548586491378
TAXOLte_neg	0.0
TAXOLte_pos	7.5192431387802605
TCHOLAt2_pos	1174.19984025172
TCHOLAt3_pos	3294.614110600269
TCHOLAt_neg	1052.0195716732715
TCHOLAt_pos	1858.117396687453
TCHOLAte_neg	1176.0996114904638
TCHOLAte_pos	1873.5127400149938
TCHOLAtx_neg	7918.285634116873
TCHOLAtx_pos	3234.548586491378
TCYNTt_pos	6.723905621836828
TCYNTtm_pos	11.996290884471867
TDCHOLAte_neg	1299.3957662474318
TDCHOLAte_pos	2181.7347655296094
TDCHOLAtx_neg	4184.548586491378
TDCHOLAtx_pos	3234.548586491378
TDCRNe_pos	8273.344150962055
TDPDRE_pos	0.0
TDPDRR_pos	0.0
TDPGDH_pos	0.0
TDP_pos	8741.158762101897
TDPm_pos	7818.383067297624
TETDEC2CRNe_pos	12739.018246291236
TETDECE1CRNe_pos	12739.018246291236
TETHEX3COAtx_neg	0.0
TETHEX3COAtx_pos	23.06068003903014
TETHEX3t_neg	7.929490580027793
TETHEX3t_pos	10.419744003568518
TETPENT3COAtx_neg	0.0
TETPENT3COAtx_pos	11.112849764605835
TETPENT3CPT1_pos	0.0
TETPENT3CPT2_pos	0.0
TETPENT3CRNt_pos	0.0
TETPENT3t_neg	0.0
TETPENT3t_pos	7.929490580027793
TETPENT6COAtx_neg	0.0
TETPENT6COAtx_pos	11.112849764605837
TETPENT6CPT1_pos	0.0
TETPENT6CPT2_pos	0.0
TETPENT6CRNt_pos	0.0
TETPENT6t_neg	0.0
TETPENT6t_pos	11.112849764605835
TETTET6COAtx_neg	0.0
TETTET6COAtx_pos	10.419744003568518
TETTET6CPT1_pos	0.0
TETTET6CPT2_pos	0.0
TETTET6CRNt_pos	0.0
TETTET6t_neg	0.0
TETTET6t_pos	10.41974400356852
THBPT4ACAMDASE_pos	309.07004567915
THCHOLSTOICtm_neg	0.0
THCHOLSTOICtm_pos	65644.51610338302
THD1m_pos	1423.9478488975615
THFt2_neg	5317.215119694969
THFt2_pos	42.9779571390569
THFtl_neg	3242.6977732069076
THFtl_pos	0.0
THFtm_neg	3710.9135753758455
THFtm_pos	6897.922906985881
THMATPe_pos	4630.416117568864
THMDt4_pos	7.400119376009634
THMDt5le_pos	7.523415530766602
THMMPt4_neg	12513.162141969055
THMMPt4_pos	9.726783431401815
THMMPtm_neg	7818.383067297623
THMMPtm_pos	0.0
THMPPtm_pos	7818.383067297623
THMP_pos	7773.497119881499
THMTP_pos	4366.39971288163
THMTPt_pos	28748.856661831876
THMt2m_pos	0.0
THMt3_neg	0.0
THMt3_pos	4630.416117568864
THP2Ctp_neg	49.15664102047564
THP2Ctp_pos	0.0
THRALANaEx_pos	722.6688542160724
THRASNNaEx_pos	888.459605966425
THRATB0tc_pos	1324.8116850750814
THRCYSNaEx_pos	703.1898584572184
THRD_L_pos	4.8882313696197475
THRGLNNaEx_pos	701.0622946420491
THRGLNexR_neg	572.5807819664758
THRGLNexR_pos	588.2950194317564
THRGLYexR_neg	576.253411568525
THRGLYexR_pos	615.4705196807909
THRPHELAT2tc_pos	525.3853154277325
THRSERNaEx_pos	722.6688542160724
THRS_pos	0.0
THRt4_pos	436.7805612548822
THYMDt1_pos	6.468123185284377
THYMDtl_neg	0.0
THYMDtl_pos	0.0
THYMDtm_neg	2590.439711835919
THYMDtm_pos	5122.612597494803
THYMt_neg	12738.594672646877
THYMt_pos	9.52058947029725
THYOXt2_neg	1058.2938921423627
THYOXt2_pos	1073.6892354699037
THYOXt_neg	1073.6892354699037
THYOXt_pos	1058.2938921423627
THYPX_pos	10.012449744282899
TIGCRNe_pos	12173.508371636095
TKT1_neg	20005.428527639513
TKT1_pos	15801.130194050904
TKT2_neg	20005.42852763951
TKT2_pos	15801.130194050904
TMABADH_pos	0.0
TMDK1_pos	2545.7320783179143
TMDK1m_pos	1746.648216637787
TMDPK_pos	7773.497119881498
TMDPPK_pos	4366.39971288163
TMDPP_neg	11.045808499971086
TMDPP_pos	12738.594672646881
TMDS_pos	12697.777995581258
TMLYSOX_pos	0.0
TMLYSter_pos	0.0
TMNDNCCOAtx_neg	37823.26864651636
TMNDNCCOAtx_pos	145.75187194980455
TMNDNCCPT1_pos	508.88374682521476
TMNDNCCPT2_pos	508.88374682521476
TMNDNCCRNt_pos	508.88374682521476
TMNDNCt_neg	247.13590189262914
TMNDNCt_pos	13.470487520840706
TOLBUTAMIDEte_neg	0.0
TOLBUTAMIDEte_pos	7.5192431387802605
TPI_neg	9329.92071781872
TPI_pos	3953.768516707793
TRDR2_pos	5135.569667457033
TRDR3_pos	5152.099897458414
TRDR_pos	2953.714527698491
TRDRm_pos	297.96112281170264
TREH_pos	0.0
TREHe_pos	3.3960246779739567
TRIODTHYSUFt_pos	21.30995227482533
TRIODTHYSULT_pos	21.30995227482533
TRIODTHYt2_neg	1058.2938921423627
TRIODTHYt2_pos	1073.6892354699037
TRIODTHYt_neg	1073.6892354699037
TRIODTHYt_pos	1058.2938921423627
TRIOK_pos	3341.9528631637254
TRPATB0tc_pos	1499.978304027955
TRPHYDRO2_pos	2003.517185000132
TRPO2_pos	9.661452654490219
TRPt4_pos	1219.2536195376406
TRPt_neg	826.5745043173165
TRPt_pos	785.0037533726097
TRYPTAOX_pos	0.0
TS3_neg	0.0
TS3_pos	0.0
TSTSTERONEGLCte_pos	68910.54421018664
TSTSTERONEGLCtr_neg	68910.54421018665
TSTSTERONEGLCtr_pos	0.0
TSTSTERONESULT_pos	61210.74642417114
TSTSTERONESte_neg	0.0
TSTSTERONESte_pos	61210.74642417117
TSTSTERONEt_neg	55083.77184176936
TSTSTERONEt_pos	9.267205994659406
TSTSTERONEtr_neg	9.69650885734696
TSTSTERONEtr_pos	55083.77184176935
TSULt4_3_neg	0.0
TSULt4_3_pos	11.996290884471867
TTDCAFATPc_pos	8869.38064132406
TTDCAtr_neg	0.0
TTDCAtr_pos	3389.6262514253876
TTDCPT1_pos	10693.413702897238
TTDCPT2_pos	10693.413702897238
TTDCRNt_pos	10693.413702897238
TXA2te_neg	171.99049999704255
TXA2te_pos	0.0
TXA2tr_neg	171.99049999704255
TXA2tr_pos	0.0
TXASr_pos	171.99049999704255
TYMSFt_pos	19620.122882050367
TYMSULT_pos	19620.122882050367
TYR3MO2_pos	9979.656292635114
TYRASE_pos	12551.026064929054
TYRATB0tc_pos	1499.978304027955
TYRCBOX_pos	10934.413294181237
TYRDOPO3_pos	12551.026064929054
TYRDOPO_pos	48907.04344310417
TYROXDAc_pos	11012.62710152669
TYRPHELAT2tc_pos	474.5665557567646
TYRTA_neg	6835.693425142454
TYRTA_pos	8412.16875013202
TYRTAm_neg	0.0
TYRTAm_pos	46011.75572056531
TYRt4_pos	1219.2536195376406
TYRt_neg	474.5665557567646
TYRt_pos	785.0037533726097
UAG2EMAi_pos	4088.7343702223075
UAG4E_neg	886.8656612413293
UAG4E_pos	9801.871713227993
UAGALDP_pos	557.4178223520345
UAGDP_pos	4088.734370222308
UDPACGALtl_neg	7154.941908405674
UDPACGALtl_pos	0.0
UDPDOLPT_L_pos	9299.723454979136
UDPDOLPT_U_pos	9299.723454979136
UDPG1P_pos	16690.249570509586
UDPG4E_neg	4965.072183974455
UDPG4E_pos	11975.642217474364
UDPGALt2g_pos	0.0
UDPGALtg_neg	0.0
UDPGALtg_pos	6511.386434918942
UDPGD_pos	12792.771503304974
UDPGLCAter_neg	2054.672621236036
UDPGLCAter_pos	2054.672621236036
UDPGLCAtg_neg	0.0
UDPGLCAtg_pos	0.0
UDPGLCter_neg	2850.0
UDPGLCter_pos	2850.0
UDPGLCtg_neg	0.0
UDPGLCtg_pos	0.0
UDPGLDCg_pos	0.0
UDPGNP_pos	13118.643607627922
UDPGP_pos	3393.9820841723517
UDPXYLter_neg	0.0
UDPXYLter_pos	0.0
UDPXYLtg_neg	0.0
UDPXYLtg_pos	0.0
UDPtl_neg	0.0
UDPtl_pos	7154.9419084056735
UGALGTg_pos	6511.386434918942
UGALNACter_neg	0.0
UGALNACter_pos	0.0
UGALNACtg_neg	0.0
UGALNACtg_pos	11202.288841753936
UGCG_pos	13095.807712147302
UGLCNACtg_neg	0.0
UGLCNACtg_pos	19208.247796763404
UGLT_neg	408.8626683809858
UGLT_pos	408.8626683809858
UGT1A10r_neg	10.468210801819426
UGT1A10r_pos	66332.52012952491
UGT1A1r_pos	60283.43319204401
UGT1A2r_pos	43531.31447565044
UGT1A3r_pos	70375.1845020365
