	WT-1012-e_S152_L007_R1_001
BAMPPALDOX_pos	30352.81470083109
BAMPPALDOXm_pos	0.0
BBHOX_pos	0.0
BCDO_pos	13.118406985380112
BCRNe_pos	8700.063981298144
BDG2HCGHD_pos	0.0
BDHm_neg	7778.345134044747
BDHm_pos	5.170540385758786
BDMT_L_pos	17345.055634437413
BDMT_U_pos	17345.055634437413
BETALDHxm_pos	10345.741269673203
BGLUGCHe_pos	13707.893628277468
BGLUTCHLe_pos	14935.058735416122
BGLUTDECHOe_pos	3800.0
BHBt_neg	1273.7708003357156
BHBt_pos	1273.7708003357156
BHBtm_neg	7778.345134044746
BHBtm_pos	5.170540385758786
BHMT_pos	27009.324638787155
BILDGLCURt_neg	2017.005312699136
BILDGLCURt_pos	2015.8118604486883
BILDGLCURte_pos	4168.860440489718
BILDGLCURtr_neg	43016.08962320913
BILDGLCURtr_pos	8092.0041594301565
BILGLCURt_neg	2017.005312699136
BILGLCURt_pos	2015.8118604486885
BILGLCURte_pos	4722.715627487834
BILGLCURtr_neg	65660.90315446927
BILGLCURtr_pos	10.499023737780423
BILIRED_pos	51202.04357354598
BILIRUBt2_neg	1962.475287604072
BILIRUBt2_pos	2201.8979387325526
BILIRUBtr_neg	2972.887627080977
BILIRUBtr_pos	2972.887627080977
BIOCYTtn_neg	0.0
BIOCYTtn_pos	9489.316231713925
BMTer_L_pos	51.314979931116795
BMTer_U_pos	51.314979931116795
BPNT2_pos	3363.3185917194364
BPNT_pos	7769.512893748778
BTND1_pos	5689.31623171393
BTND1n_pos	9489.316231713923
BTNDe_pos	3.943999760622619
BTNDm_pos	6140.500057816613
BTNPL_pos	5689.3162317139295
BTNPLm_pos	6140.500057816613
BTNTe_pos	1424.889385857057
BTNt2_neg	1734.9355556770984
BTNt2_pos	1424.889385857057
BTNt2m_neg	0.0
BTNt2m_pos	0.0
BTNt3i_pos	3704.1080934775714
BTNt3ile_pos	3631.9733491400707
BTNt4i_pos	1734.935555677098
BTNtn_neg	9489.316231713925
BTNtn_pos	0.0
BUP2_pos	18183.17030873046
BUTt2m_neg	0.0
BUTt2m_pos	6.235081801768175
BUTt2r_neg	498.244970345709
BUTt2r_pos	498.244970345709
BVITEt_pos	2.8499999999999996
BZt_neg	0.0
BZt_pos	0.0
BZtr_neg	0.0
BZtr_pos	0.0
B_MANNASEly_pos	17662.96227930113
C100CPT1_neg	0.0
C100CPT1_pos	15197.710823755753
C101CPT1_neg	0.0
C101CPT1_pos	12707.506196212451
C101CRNe_pos	12707.506196212453
C102CPT1_neg	0.0
C102CPT1_pos	12707.506196212451
C10CRNe_pos	15197.710823755757
C10DCCACT_neg	7966.194213847073
C10DCCACT_pos	48372.97408483668
C10DCc_neg	0.0
C10DCc_pos	7966.194213847073
C10DCe_pos	19980.114602639584
C10OHc_neg	0.0
C10OHc_pos	13001.119992500766
C120CPT1_neg	0.0
C120CPT1_pos	10886.434197530238
C121CPT1_neg	0.0
C121CPT1_pos	12707.506196212451
C12DCACOT_pos	7966.194213847074
C12DCACT_pos	7966.194213847072
C12DCTD_neg	0.0
C12DCTD_pos	7966.194213847073
C12DCe_pos	46257.361273127724
C12OHc_neg	0.0
C12OHc_pos	12559.637526946624
C140CPT1_neg	0.0
C140CPT1_pos	8207.383335188852
C141ACBP_neg	0.0
C141ACBP_pos	13994.522885330853
C141CPT1_neg	0.0
C141CPT1_pos	12707.506196212451
C141OHc_neg	0.0
C141OHc_pos	13994.522885330858
C141OHe_pos	13994.522885330854
C142ACBP_neg	0.0
C142ACBP_pos	32331.998260472727
C142CPT1_neg	0.0
C142CPT1_pos	12707.506196212451
C142OHc_neg	0.0
C142OHc_pos	32331.99826047273
C142OHe_pos	32331.998260472723
C14OHc_neg	0.0
C14OHc_pos	10517.710747613357
C14STRr_pos	259.59689356519334
C160CPT1_pos	2350.0461787523054
C160CPT2_pos	13464.448632884722
C160CRNt_pos	13600.497882296075
C161CPT12_pos	11158.528448016144
C161CPT1_pos	10500.261784025917
C161CPT22_pos	11158.528448016144
C161CPT2_pos	10500.261784025917
C161CRN2t_pos	11158.528448016144
C161CRNt_pos	10500.261784025917
C161OHc_neg	0.0
C161OHc_pos	10500.26178402592
C162ACBP_neg	0.0
C162ACBP_pos	22601.18479082614
C162OHc_neg	0.0
C162OHc_pos	22601.18479082614
C162OHe_pos	22601.18479082614
C16DCc_neg	0.0
C16DCc_pos	30131.583461437596
C16DCe_pos	30131.5834614376
C16OHc_neg	0.0
C16OHc_pos	10798.193357612521
C16txc_pos	4987.07003269663
C180CPT1_pos	8472.876277224423
C180CPT2_pos	8472.876277224423
C180CRNt_pos	8472.876277224423
C181CPT1_pos	1632.3364857504102
C181CPT2_pos	1632.3364857504102
C181CRNt_pos	1632.3364857504102
C181OHc_neg	0.0
C181OHc_pos	15757.973171945689
C182OHc_neg	0.0
C182OHc_pos	10.026488468399176
C18OHc_neg	0.0
C18OHc_pos	8607.743440275835
C204CPT1_pos	283.64046956357566
C204CPT2_pos	283.6404695635757
C204CRNt_pos	283.6404695635757
C226COAtx_neg	478.9087850399127
C226COAtx_pos	9.84707302548338
C226CPT1_pos	738.1860719130284
C226CPT2_pos	738.1860719130284
C226CRNt_pos	738.1860719130284
C2M26DCOAHLm_neg	0.0
C2M26DCOAHLm_pos	0.0
C2M26DCOAHLx_neg	0.0
C2M26DCOAHLx_pos	0.0
C2tcx_neg	1281.6839313643518
C2tcx_pos	5847.835150250147
C30CPT1_pos	1691.086848614983
C3DCe_pos	11064.636381016839
C3STDH1Pr_pos	75309.48761950764
C3STDH1r_pos	75360.06685991077
C3STKR2r_pos	75309.48761950764
C40CPT1_neg	0.0
C40CPT1_pos	3439.4969725615338
C4CRNCPT2_neg	18216.115303239767
C4CRNCPT2_pos	3439.4969725615338
C4CRNe_pos	17333.443224768776
C4DCCACT_neg	7966.194213847074
C4DCCACT_pos	44170.82746233173
C4DCe_pos	10745.8447247391
C4OHc_neg	0.0
C4OHc_pos	8700.063981298144
C4STMO1r_pos	75309.48761950766
C4STMO2Pr_pos	75309.48761950766
C4STMO2r_pos	75360.06685991074
C4tcx_neg	0.0
C4tcx_pos	18245.795598047385
C4tmc_neg	18216.115303239767
C4tmc_pos	3439.4969725615338
C4x_neg	0.0
C4x_pos	18245.79559804739
C50CPT1_neg	0.0
C50CPT1_pos	10840.212704725644
C51CPT1_neg	0.0
C51CPT1_pos	12070.831006437635
C5DCe_pos	8237.142115119768
C60CPT1_neg	0.0
C60CPT1_pos	13454.026345243185
C6COAt_neg	18262.29070929049
C6COAt_pos	15306.715094315397
C6CRNe_pos	13454.026345243183
C6CRNtcx_neg	18262.29070929049
C6CRNtcx_pos	15306.715094315397
C6DCCACT_neg	7966.194213847074
C6DCCACT_pos	62439.87516248664
C6DCc_neg	0.0
C6DCc_pos	7966.194213847073
C6DCe_pos	62439.87516248664
C80CPT1_neg	0.0
C80CPT1_pos	9070.306285158018
C81CPT1_neg	0.0
C81CPT1_pos	12707.506196212451
C81CRNe_pos	12707.506196212451
C8CRNe_pos	9070.306285158018
C8DCc_neg	0.0
C8DCc_pos	7966.194213847072
C8DCe_pos	28169.345014894778
C9BRxtc_neg	2036.0492494113496
C9BRxtc_pos	2036.0492494113496
CAATPS_pos	4539.356543144712
CAMPt_pos	13197.396032363285
CAROtr_neg	0.0
CAROtr_pos	13.118406985380112
CARPEPT1tc_pos	10977.504035486663
CARVEOLte_neg	7.54586284812177
CARVEOLte_pos	0.0
CARhPTtc_pos	0.0
CAT2p_pos	11.836704793375832
CATm_pos	5930.714157446073
CATp_pos	7802.773137273689
CAt7r_neg	1482.5269223533155
CAt7r_pos	1462.1747434634226
CBASPte_neg	19545.79124344222
CBASPte_pos	8438.206094493707
CBL2OR_pos	0.0
CBL2tm_pos	0.0
CBLATm_neg	0.0
CBLATm_pos	0.0
CBLTDe_pos	1900.0
CBLtle_pos	1900.0
CBPPer_pos	0.0
CBPS_pos	18848.49344288234
CBPSam_pos	13974.21245996071
CBPter_neg	0.0
CBPter_pos	0.0
CBR1_pos	0.0
CBR2_pos	21.916003209512056
CCA_D3t_pos	0.0
CCA_D3tm_pos	0.0
CDIPTr_neg	13650.603361255982
CDIPTr_pos	3784.610028285154
CDPDAGtm_neg	13646.364630160748
CDPDAGtm_pos	0.0
CDS_pos	3784.610028285154
CDSm_pos	13646.36463016075
CEPTC_pos	3963.6550657008556
CEPTE_pos	4182.507487607334
CERK_pos	28492.840302063425
CERT1gt_neg	8334.051311711388
CERT1gt_pos	22066.73738654989
CERT1rt_neg	0.0
CERT1rt_pos	12928.018983219068
CERT2gt_neg	0.0
CERT2gt_pos	29411.168268725563
CERT2rt_neg	12928.01898321907
CERT2rt_pos	0.0
CGLYt3_2__pos	2860.35586454712
CGMPt_pos	14327.754334713632
CH25H_pos	12290.458531733746
CHAT_neg	5700.0
CHAT_pos	5466.452261090424
CHATn_neg	5700.0
CHATn_pos	5700.0
CHLPCTD_pos	3963.6550657008556
CHLP_pos	3522.6431567733093
CHLtm_neg	13646.364630160748
CHLtm_pos	10345.741269673203
CHOLATEt2_pos	1372.9604386173098
CHOLATEt3_pos	3317.1239609343975
CHOLATEt_neg	1372.9604386173098
CHOLATEt_pos	2201.8979387325526
CHOLD2m_pos	10345.741269673203
CHOLESACATc_pos	6965.434644390341
CHOLESTTDe_pos	1900.0
CHOLESTle_pos	6962.693173922142
CHOLK_pos	3272.8089959023964
CHOLPtg_neg	8334.051311711386
CHOLPtg_pos	0.0
CHOLPtl_neg	60617.33363981532
CHOLPtl_pos	0.0
CHOLt4_neg	1331.112238096639
CHOLt4_pos	1327.5318813452955
CHOLtg_neg	0.0
CHOLtg_pos	5536.668382793608
CHOLtn_neg	5700.0
CHOLtn_pos	5700.0
CHOLtr_neg	0.0
CHOLtr_pos	5536.668382793608
CHOLtu_neg	1327.5318813452955
CHOLtu_pos	1331.112238096639
CHSTEROLSULT_pos	7784.855374790249
CHSTEROLt1_neg	2126.0182096144345
CHSTEROLt1_pos	2126.0182096144345
CHSTEROLt2_neg	2126.0182096144345
CHSTEROLt2_pos	2126.0182096144345
CHSTEROLt3_neg	2850.0
CHSTEROLt3_pos	2126.0182096144345
CHSTEROLt_pos	4193.390917046144
CHSTEROLtg_pos	0.0
CHSTEROLtrc_neg	2850.0
CHSTEROLtrc_pos	2850.0
CHTNASE_pos	0.0
CHTNASEe_pos	6.65
CITL_pos	5029.539761475825
CITMCOAHm_neg	0.0
CITMCOAHm_pos	0.0
CITMCOALm_pos	0.0
CITRtm_neg	347.6498087412473
CITRtm_pos	347.6498087412473
CITt4_2_neg	997.2027781865049
CITt4_2_pos	1326.8531692271804
CITt4_4_neg	1326.8531692271804
CITt4_4_pos	1317.2222152542035
CITtam_neg	2023.3407110342714
CITtam_pos	2023.3407110342714
CITtbm_neg	0.0
CITtbm_pos	2136.456968845073
CK_neg	0.0
CK_pos	3680.3413228821937
CKc_neg	3680.3413228821937
CKc_pos	0.0
CLFORtex_pos	2213.8853209055255
CLHCO3tex2_pos	685.0082389014533
CLI2tex_pos	3263.334895127735
CLOHtex2_pos	919.0873206217558
CLOXAtex2_pos	894.173482120442
CLPNDCOAtx_neg	11.119916843544518
CLPNDCOAtx_pos	37960.465223404375
CLPNDCPT1_pos	0.0
CLPNDCPT2_pos	0.0
CLPNDCRNt_pos	0.0
CLPNDt_neg	388.61278797953446
CLPNDt_pos	12.766774816264675
CLS_hs_pos	226.73599374542104
CMPACNAtg_neg	0.0
CMPACNAtg_pos	18676.397609983745
CMPACNAtn_pos	8834.499868653149
CMPSAS_pos	5034.499868653148
CMPSASn_pos	8834.499868653149
CO2t_neg	3242.0941356949493
CO2t_pos	3281.903985490891
CO2ter_neg	11250.164408602432
CO2ter_pos	24861.23222960167
CO2tg_neg	0.0
CO2tg_pos	0.0
CO2tm_neg	3835.685234262482
CO2tm_pos	3646.466480276885
CO2tn_neg	0.0
CO2tn_pos	0.0
CO2tp_neg	12440.145059590805
CO2tp_pos	18570.273331924283
COAtg_neg	19563.015376723804
COAtg_pos	0.0
COAtl_neg	0.0
COAtl_pos	7203.7918033213855
COAtm_neg	4719.436043056417
COAtm_pos	1632.3364857504102
COAtn_neg	5700.0
COAtn_pos	5700.0
COAtp_neg	2544.1043943471545
COAtp_pos	3095.1068402448286
COAtr_neg	1629.9393385074768
COAtr_pos	1629.9393385074768
COKECBESr_pos	0.0
COQ3m_pos	46095.49509199285
COQ5m_pos	46095.49509199285
COQ6m_pos	46095.49509199285
COQ7m_pos	46095.49509199285
CORE2GTg_pos	7728.622449988007
CORE3GTg_pos	7592.6994761940505
CORE4GTg_pos	7592.6994761940505
CORE5GTg_pos	398.71088291773464
CORE6GTg_pos	7046.249688626023
CORE7GTg_pos	398.71088291773464
CORE8GTg_pos	407.94588975486107
COUCOAFm_pos	46095.49509199286
COUMARINte_neg	0.0
COUMARINte_pos	7.54586284812177
COt_neg	0.0
COt_pos	51202.04357354599
CPCTDTX_pos	0.0
CPPPGO_pos	14689.10240141739
CREATt4_2_r_neg	920.2204084225681
CREATt4_2_r_pos	910.5894544495911
CREATtmdiffir_pos	3680.3413228821937
CRMPte_neg	0.0
CRMPte_pos	28492.840302063407
CRNCAR3tp_pos	4617.571664180523
CRNCARtp_pos	1281.6839313643518
CRNrtx_neg	1281.6839313643518
CRNrtx_pos	3162.420462982803
CRNtHa_pos	900.1654891845452
CRNt_neg	595.0540441567421
CRNt_pos	900.1654891845452
CRNtim_pos	884.1928675808799
CRNtuNa_pos	595.0540441567421
CRNtx_neg	2036.0492494113496
CRNtx_pos	2036.0492494113496
CRTNsyn_pos	0.0
CRTSLt_neg	52059.4650365112
CRTSLt_pos	0.0
CRTSLtm_neg	52059.46503651117
CRTSLtm_pos	0.0
CRTSLtr_neg	0.0
CRTSLtr_pos	0.0
CRTSTRNt_neg	54578.3860796629
CRTSTRNt_pos	0.0
CRTSTRNtm_neg	54578.38607966292
CRTSTRNtm_pos	0.0
CRTSTRNtr_neg	0.0
CRTSTRNtr_pos	0.0
CRVNCtr_neg	1192.3895649051465
CRVNCtr_pos	1195.96992165649
CSAPASEly_pos	85.60228862350405
CSBPASEly_pos	102.54116317684611
CSCPASEly_pos	85.4185479977956
CSDPASEly_pos	131.22521874037633
CSEPASEly_pos	151.98723496562548
CSNAT2m_neg	0.0
CSNAT2m_pos	1691.086848614983
CSNAT2x_neg	3162.420462982803
CSNAT2x_pos	2544.1043943471545
CSNAT3x_neg	0.0
CSNAT3x_pos	4617.571664180523
CSNATer_neg	1629.9393385074768
CSNATer_pos	1629.9393385074768
CSNATm_neg	0.0
CSNATm_pos	2453.6229773430364
CSNATp_neg	4595.278594579654
CSNATp_pos	5151.217218599089
CSNATr_neg	1629.9393385074768
CSNATr_pos	1629.9393385074768
CSND_pos	7.15820294936399
CSNt_neg	0.0
CSNt_pos	7.15820294936399
CSPG_At_pos	0.0
CSPG_Atly_pos	85.60228862350405
CSPG_Bt_pos	0.0
CSPG_Btly_pos	102.54116317684611
CSPG_Ct_pos	0.0
CSPG_Ctly_pos	85.4185479977956
CSPG_Dt_pos	0.0
CSPG_Dtly_pos	131.22521874037633
CSPG_Et_pos	0.0
CSPG_Etly_pos	151.98723496562548
CSm_pos	4142.459780587489
CTPS1_pos	4166.415373478453
CTPS2_pos	7477.072299318059
CTPtn_neg	0.0
CTPtn_pos	8834.499868653149
CYANt_neg	0.0
CYANt_pos	6.715615511719065
CYANtm_neg	0.0
CYANtm_pos	12.093157334293846
CYOOm3_pos	8985.432677352319
CYOR_u10m_pos	3618.351640044037
CYSALANaEx_pos	830.780911834789
CYSAMOe_pos	4750.0
CYSASNNaEx_pos	888.1706916582888
CYSATB0tc_pos	1275.6928417600839
CYSGLNNaEx_pos	710.5681450653202
CYSGLTH_neg	1459.2691979529945
CYSGLTH_pos	1245.1174447018793
CYSGLUexR_neg	535.6323599896234
CYSGLUexR_pos	652.6495919499347
CYSGLYexR_neg	641.576092852384
CYSGLYexR_pos	531.7648597742007
CYSLYSL_pos	0.0
CYSO_pos	9713.853001629865
CYSPHELAT2tc_pos	589.9518587715232
CYSSERNaEx_pos	837.9869107169169
CYSSNAT5tc_neg	1025.3482687066607
CYSSNAT5tc_pos	1026.6566250353765
CYSTALArBATtc_pos	2.339313506609101
CYSTA_neg	0.0
CYSTA_pos	7603.305304143488
CYSTAm_neg	0.0
CYSTAm_pos	0.0
CYSTGLUex_pos	2.3501237828036645
CYSTGL_pos	13496.75871948254
CYSTHRNaEx_pos	837.9869107169169
CYSTLEUrBATtc_pos	2.301094580824575
CYSTSERex_pos	2.3202209368678437
CYSTS_pos	13496.75871948254
CYSt4_pos	439.3605870366523
CYStec_neg	644.5527071727649
CYStec_pos	743.6572225198856
CYTDK1_pos	443.2818435437149
CYTDK2m_pos	13646.364630160748
CYTD_pos	3559.0550270356684
CYTDn_pos	13301.520197531718
CYTDt4_pos	1229.109899811729
CYTDt5le_pos	1389.1196183455784
CYTDt_neg	1229.109899811729
CYTDt_pos	6248.35866238113
CYTDtl_neg	0.0
CYTDtl_pos	0.0
CYTDtm_neg	0.0
CYTDtm_pos	13646.364630160748
CYTDtn_neg	0.0
CYTDtn_pos	13301.52019753172
CYTK10_neg	374.96951469778253
CYTK10_pos	374.96951469778253
CYTK10n_neg	377.0044479524946
CYTK10n_pos	377.0044479524946
CYTK11_neg	374.96951469778253
CYTK11_pos	374.96951469778253
CYTK11n_neg	377.0044479524946
CYTK11n_pos	377.0044479524946
CYTK12_neg	374.96951469778253
CYTK12_pos	374.96951469778253
CYTK12n_neg	377.0044479524946
CYTK12n_pos	377.0044479524946
CYTK13_neg	374.96951469778253
CYTK13_pos	374.96951469778253
CYTK13n_neg	377.0044479524946
CYTK13n_pos	377.0044479524946
CYTK14_neg	374.96951469778253
CYTK14_pos	374.96951469778253
CYTK14n_neg	377.0044479524946
CYTK14n_pos	377.0044479524946
CYTK1_neg	374.96951469778253
CYTK1_pos	374.96951469778253
CYTK1m_neg	0.0
CYTK1m_pos	13646.36463016075
CYTK1n_neg	377.0044479524946
CYTK1n_pos	377.0044479524946
CYTK2_neg	374.96951469778253
CYTK2_pos	374.96951469778253
CYTK2n_neg	377.0044479524946
CYTK2n_pos	377.0044479524946
CYTK3_neg	1188.0202096213466
CYTK3_pos	1188.0202096213466
CYTK3n_neg	377.0044479524946
CYTK3n_pos	377.0044479524946
CYTK4_neg	1188.0202096213466
CYTK4_pos	1188.0202096213466
CYTK4n_neg	377.0044479524946
CYTK4n_pos	377.0044479524946
CYTK5_neg	374.96951469778253
CYTK5_pos	374.96951469778253
CYTK5n_neg	377.0044479524946
CYTK5n_pos	377.0044479524946
CYTK6_neg	374.96951469778253
CYTK6_pos	374.96951469778253
CYTK6n_neg	377.0044479524946
CYTK6n_pos	377.0044479524946
CYTK7_neg	374.96951469778253
CYTK7_pos	374.96951469778253
CYTK7n_neg	377.0044479524946
CYTK7n_pos	377.0044479524946
CYTK8_neg	374.96951469778253
CYTK8_pos	374.96951469778253
CYTK8n_neg	377.0044479524946
CYTK8n_pos	377.0044479524946
CYTK9_neg	374.96951469778253
CYTK9_pos	374.96951469778253
CYTK9n_neg	377.0044479524946
CYTK9n_pos	377.0044479524946
Coqe_neg	0.0
Coqe_pos	5599.054572583639
D3AIBTm_neg	348.6159131717666
D3AIBTm_pos	348.6159131717666
DADA_pos	8087.781082329586
DADAe_pos	9209.962196712164
DADNK_pos	4198.913441906616
DADNt4_neg	1642.9963853919658
DADNt4_pos	7546.9502090930055
DAGK_hs_neg	3963.6550657008565
DAGK_hs_pos	3373.100540150576
DAGKn_hs_neg	0.0
DAGKn_hs_pos	17334.230579360807
DAG_HSter_pos	60.1681268307189
DAGt_neg	6663.552331530943
DAGt_pos	5811.458624939151
DALAOXx_pos	9693.515318145784
DALAt2rL_neg	0.0
DALAt2rL_pos	0.0
DALAt2r_neg	583.7689874479593
DALAt2r_pos	583.7689874479593
DALAxt_pos	9693.515318145784
DARGOp_pos	0.0
DASCBH_pos	0.0
DASCBR_pos	4222.171063784685
DASPO1p_pos	11.324084271915282
DATPtm_pos	14313.713173774742
DATPtn_neg	0.0
DATPtn_pos	20580.48592482434
DCATDc_neg	0.0
DCATDc_pos	19980.114602639584
DCATDr_neg	0.0
DCATDr_pos	19980.114602639584
DCIm_neg	0.0
DCIm_pos	0.0
DCK1m_neg	0.0
DCK1m_pos	0.0
DCK1n_neg	938.2680857970581
DCK1n_pos	938.2680857970581
DCK2n_neg	938.2680857970581
DCK2n_pos	938.2680857970581
DCMPDA_neg	4540.399401182285
DCMPDA_pos	7735.310866671631
DCSPTN1COAtx_neg	4987.07003269663
DCSPTN1COAtx_pos	11.119916843544518
DCSPTN1COAtxc_pos	4987.070032696632
DCSPTN1CPT1_pos	355.77312071988865
DCSPTN1CPT2_pos	355.77312071988865
DCSPTN1CRNt_pos	355.77312071988865
DCSPTN1t_neg	198.8349493338379
DCSPTN1t_pos	11.11991684354452
DCTPtm_pos	23332.735773410845
DCTPtn_neg	0.0
DCTPtn_pos	18485.331454855605
DCT_neg	0.0
DCT_pos	12691.516989115056
DCYTD_pos	4529.197434602708
DCYTDn_pos	19803.745447573772
DCYTt_neg	1642.9963853919658
DCYTt_pos	7094.190481329748
DDCRNe_pos	12559.637526946624
DDECCRNe_pos	10886.434197530238
DDECE1CRNe_pos	12707.506196212451
DDPGAm_neg	0.0
DDPGAm_pos	12284.869518263984
DEBRISOQUINEt_neg	0.0
DEBRISOQUINEt_pos	7.54586284812177
DECCRNe_pos	13001.119992500755
DECDICRNe_pos	12707.506196212451
DECDPtm_neg	0.0
DECDPtm_pos	46095.49509199287
DEDOLP1_L_pos	0.0
DEDOLP1_U_pos	0.0
DEDOLP2_L_pos	0.0
DEDOLP2_U_pos	0.0
DEDOLR_L_pos	0.0
DEDOLR_U_pos	0.0
DESAT16_2_pos	20829.884215530295
DESAT18_10_pos	7.0292347838984375
DESAT18_3_pos	8910.329927347315
DESAT18_4_pos	8899.673850086032
DESAT18_5_pos	7149.4642889003935
DESAT18_6_pos	18500.31709313699
DESAT18_7_pos	47699.925232072266
DESAT18_8_pos	9155.952642045002
DESAT18_9_pos	6.194449096608086
DESAT20_1_pos	68.47723778714374
DESAT20_2_pos	49.09813312508742
DESAT22_1p_pos	191.4953302644467
DESAT22_2p_pos	37956.1753700709
DESAT24_1_pos	7.921590523098478
DGAT_pos	4233.2674746751045
DGCHOLte_neg	1364.11705917633
DGCHOLte_pos	4141.130778566455
DGCHOLtx_neg	0.0
DGCHOLtx_pos	4022.0751383717834
DGK1_neg	6725.6142504479685
DGK1_pos	7638.844907937697
DGK2m_neg	17055.337373937364
DGK2m_pos	7697.738038297954
DGNSKm_pos	5876.335550445662
DGSNt_neg	1337.0271194748025
DGSNt_pos	7522.172933390327
DGSNtm_neg	0.0
DGSNtm_pos	5876.335550445662
DGTPtm_pos	6940.322594207257
DGTPtn_neg	0.0
DGTPtn_pos	19983.233255425665
DGULND_neg	0.0
DGULND_pos	12340.437273520674
DHAAt1r_neg	0.0
DHAAt1r_pos	4222.533884185433
DHAPA_pos	0.0
DHAPAx_pos	0.0
DHAPtc_pos	6499.552202696634
DHCHOLESTANATEtm_neg	8242.946782135381
DHCHOLESTANATEtm_pos	66349.85273501897
DHCR241r_pos	5279.315813097901
DHCR242r_pos	5277.529245860982
DHCR243r_pos	75489.73279237651
DHCR71r_pos	75309.6092832774
DHCR72r_pos	10998.003519132937
DHCRD1_pos	26669.28136092407
DHCRD2_pos	27890.812149474026
DHDPBMTm_pos	46095.49509199285
DHEASULT_pos	8022.403679224593
DHEASt_neg	1203.2555893436638
DHEASt_pos	1202.0621370932163
DHEAStr_neg	0.0
DHEAStr_pos	0.0
DHEAtr_neg	9.671389283527612
DHEAtr_pos	60583.33530806782
DHFR_neg	627.2446037995364
DHFR_pos	7520.317215653177
DHFtl_neg	3225.3096801227634
DHFtl_pos	0.0
DHFtm_neg	3763.657641079771
DHFtm_pos	3619.7445575075926
DHORD9_pos	8438.206094493707
DHORTS_neg	8438.206094493707
DHORTS_pos	0.0
DHPM1_pos	14527.591885846958
DHPM2_pos	18183.17030873046
DHPR2_pos	6347.542210641662
DHPR_pos	5429.760031837851
DIDPtn_neg	4208.353484689066
DIDPtn_pos	4208.353484689066
DIGALSGALSIDEte_neg	0.0
DIGALSGALSIDEte_pos	67710.83172523505
DIGALSGALSIDEtg_neg	67710.83172523507
DIGALSGALSIDEtg_pos	0.0
DIGALSIDEtg_neg	8907.858215691052
DIGALSIDEtg_pos	67710.83172523507
DIGALSIDEtl_neg	0.0
DIGALSIDEtl_pos	8360.28374617457
DINt_neg	1337.0271194748027
DINt_pos	7595.231760069893
DITPtn_neg	4208.353484689066
DITPtn_pos	4208.353484689066
DKMPPD_pos	15125.583758678757
DLNLCGCPT1_pos	122.57183995598659
DLNLCGCPT2_pos	122.57183995598659
DLNLCGCRNt_pos	122.57183995598659
DLNLCGt_neg	49.365610935655056
DLNLCGt_pos	3337.3973448305383
DMANTIPYRINEte_neg	7.909525218467174
DMANTIPYRINEte_pos	0.0
DMATT_pos	75349.73042842705
DMATTx_pos	76897.5583673851
DMGDHm_pos	27009.32463878715
DMGtm_neg	0.0
DMGtm_pos	27009.32463878715
DMHPTCRNCPT1_neg	0.0
DMHPTCRNCPT1_pos	0.0
DMHPTCRNCPT2_neg	47.19858974866444
DMHPTCRNCPT2_pos	0.0
DMHPTCRNt_neg	47.198589748664425
DMHPTCRNt_pos	0.0
DMHPTCRNte_neg	0.0
DMHPTCRNte_pos	47.198589748664425
DMNONCOACRNCPT1_neg	2544.1043943471545
DMNONCOACRNCPT1_pos	3162.420462982803
DMNONCRNCPT2_neg	0.0
DMNONCRNCPT2_pos	47.19858974866444
DMNONCRNt_neg	2036.0492494113496
DMNONCRNt_pos	2036.0492494113496
DM_13_cis_oretn_n__pos	1508.141503407574
DM_13_cis_retn_n__pos	1218.866503407574
DM_1a25dhvitd3(n)_pos	50443.71199083145
DM_4abut(n)_pos	9664.643399126282
DM_4hrpo_pos	2850.0
DM_5hpet(r)_pos	2375.0
DM_Asn_X_Ser_Thr_ly__pos	573.101135954908
DM_Lcystin_pos	14219.385372294124
DM_Ser_Gly_Ala_X_Gly_ly__pos	859.52117260367
DM_Ser_Thr_ly__pos	368.47764949290803
DM_T_antigen_g__neg	20.796097909930758
DM_T_antigen_g__pos	243.82044482994178
DM_anth_pos	2850.0
DM_atp_c__pos	4037.0700326966303
DM_avite1_c__pos	2.8499999999999996
DM_avite2_c__pos	2.8499999999999996
DM_btn_pos	239.86382797156273
DM_bvite_c__pos	2.8499999999999996
DM_core5_g__pos	398.71088291773464
DM_core7_g__pos	398.7108829177347
DM_core8_g__pos	407.94588975486107
DM_datp_m__pos	20430.2085095281
DM_datp_n__pos	20580.48592482435
DM_dctp_m__pos	23332.735773410837
DM_dctp_n__pos	23332.735773410837
DM_dem2emgacpail_prot_hs_r__pos	51.314979931116795
DM_dgpi_prot_hs_r__pos	60.1681268307189
DM_dgtp_m__pos	19983.23325542566
DM_dgtp_n__pos	19983.233255425657
DM_dsT_antigen_g__pos	222.25239619819635
DM_dttp_m__pos	29089.73354130329
DM_dttp_n__pos	29089.73354130329
DM_ethamp_r__pos	32624.391312310076
DM_fol_pos	2315.393495093505
DM_gncore2_g__pos	259.62478201507474
DM_gpi_sig_er__pos	51.314979931116795
DM_hretn_n__pos	1633.34170537329
DM_kdn_c__pos	8741.48312686132
DM_m_em_3gacpail_prot_hs_r__pos	0.0
DM_melanin_c__pos	12691.516989115058
DM_mem2emgacpail_prot_hs_r__pos	56.64519373092912
DM_n5m2masn_g__pos	931.1358380129782
DM_ncam_pos	23.300767002855753
DM_oretn_n__pos	1489.995118177613
