	WT.e_S150_L007_R1_001	Ob.911.e_S155_L007_R1_001	WT.a_S116_L007_R1_001	Ob.911.d_S148_L007_R1_001
EX_HC01446(e)_pos	0.0	0.0	0.0	0.0
EX_HC01446(e)_neg	0.0	0.0	0.0	0.0
EX_HC01577(e)_pos	0.0	0.0	0.0	0.0
EX_HC01577(e)_neg	0.0	0.0	0.0	0.0
EX_HC01609(e)_pos	0.0	0.0	0.0	0.0
EX_HC01609(e)_neg	0.0	0.0	0.0	0.0
EX_HC01610(e)_pos	0.0	0.0	0.0	0.0
EX_HC01610(e)_neg	0.0	0.0	0.0	0.0
EX_HC01700(e)_pos	0.0	0.0	0.0	0.0
EX_HC01700(e)_neg	0.0	0.0	0.0	0.0
EX_HC02160(e)_pos	0.0	0.0	0.0	0.0
EX_HC02160(e)_neg	0.0	0.0	0.0	0.0
EX_HC02161(e)_pos	0.0	0.0	0.0	0.0
EX_HC02161(e)_neg	0.0	0.0	0.0	0.0
EX_itp(e)_pos	0.0	0.0	0.0	0.0
EX_itp(e)_neg	0.0	0.0	0.0	0.0
EX_orot(e)_pos	0.0	0.0	0.0	0.0
EX_orot(e)_neg	0.0	0.0	0.0	0.0
EX_prpp(e)_pos	0.0	0.0	0.0	0.0
EX_prpp(e)_neg	0.0	0.0	0.0	0.0
EX_ptrc(e)_pos	0.0	0.0	0.0	0.0
EX_ptrc(e)_neg	0.0	0.0	0.0	0.0
EX_pydx5p(e)_pos	0.0	0.0	0.0	0.0
EX_pydx5p(e)_neg	0.0	0.0	0.0	0.0
EX_spmd(e)_pos	0.0	0.0	0.0	0.0
EX_spmd(e)_neg	0.0	0.0	0.0	0.0
EX_udpg(e)_pos	0.0	0.0	0.0	0.0
EX_udpg(e)_neg	0.0	0.0	0.0	0.0
r0002_pos	0.0	0.0	0.0	0.0
r0002_neg	0.0	0.0	0.0	0.0
r0009_pos	7.483976963236257	8.340606773986574	7.567423757707283	7.647602329007619
r0010_pos	10.632068231308633	10.54360221021514	10.584953108144742	10.453239762887732
r0013_pos	3.121568051816961	4.7063463591078145	3.3310363510177443	4.597133847027845
r0016_pos	0.0	0.0	0.0	0.0
r0016_neg	0.0	0.0	0.0	0.0
r0021_pos	4.974529312483882	5.6915341649192	5.137913322088407	5.410408949851039
r0021_neg	4.974529312483882	5.6915341649192	5.137913322088407	5.410408949851039
r0022_pos	4.974529312483882	5.6915341649192	5.137913322088407	5.410408949851039
r0022_neg	4.974529312483882	5.6915341649192	5.137913322088407	5.410408949851039
r0027_pos	5.718087583960517	6.5861642459309095	5.979110755015785	6.240123484034022
r0027_neg	5.718087583960517	6.5861642459309095	5.979110755015785	6.240123484034022
r0028_pos	1.495695162624069	1.8439838440483265	1.7004397181410922	2.4222330006830477
r0033_pos	6.0435194936627425	7.16279411930629	6.2384047393250786	6.91707366287822
r0034_pos	9.59142884418625	10.417209064416655	10.17001266254019	8.560982378450412
r0047_pos	5.075104722209486	6.198101209324823	5.38646609286931	6.007419783571914
r0051_pos	4.049195105622275	4.938521045865967	4.093813673402728	4.432625411432297
r0051_neg	4.049195105622275	4.938521045865967	4.093813673402728	4.432625411432297
r0055_pos	0.0	0.0	0.0	0.0
r0055_neg	0.0	0.0	0.0	0.0
r0060_pos	8.51522674595618	9.636697115960407	8.92644426003389	8.008820757716158
r0062_pos	5.672990993827748	6.442943495848728	5.963936452144486	6.290756138396673
r0068_pos	6.909413105377229	7.089688813982352	7.070067261802129	7.6676083256737195
r0074_pos	7.013685569928653	8.337978629456991	7.487438112928715	7.366934136894807
r0074_neg	7.013685569928653	8.337978629456991	7.487438112928715	7.366934136894807
r0081_pos	8.308657571162552	9.382753701200045	8.484178420379964	8.56666296296261
r0081_neg	8.308657571162552	9.382753701200045	8.484178420379964	8.56666296296261
r0082_pos	7.5530532527664125	8.342208038879551	7.930619079024282	7.893786898640368
r0083_pos	8.300993107420197	9.316839643036362	8.566447331491215	8.927768087339164
r0084_pos	7.956927862632857	9.085738002167655	8.28318097894557	8.669877160489095
r0085_pos	0.0	0.0	0.0	0.0
r0086_pos	0.0	0.0	0.0	0.0
r0093_pos	4.944858445807539	5.295723024539968	5.0971893872351135	4.809414444235898
r0097_pos	6.909413105377229	7.089688813982352	7.070067261802129	7.6676083256737195
r0113_pos	6.100346961358104	6.2228431931073045	5.983905662627891	5.1715271060388135
r0119_pos	4.477677327565307	4.484782623077873	4.624685810525398	3.7081872360207084
r0122_pos	7.173926931999809	8.565711404997522	7.478729178963886	8.854619083961035
r0127_pos	0.0	0.0	0.0	0.0
r0129_pos	2.0	2.361768359419153	2.0107798387532427	1.9278964537288206
r0129_neg	2.0	2.361768359419153	2.0107798387532427	1.9278964537288206
r0130_pos	2.0	2.361768359419153	2.0107798387532427	1.9278964537288206
r0130_neg	2.0	2.361768359419153	2.0107798387532427	1.9278964537288206
r0139_pos	1.495695162624069	1.8439838440483265	1.7004397181410922	2.4222330006830477
r0139_neg	1.495695162624069	1.8439838440483265	1.7004397181410922	2.4222330006830477
r0142_pos	5.505573400282018	6.836050355058069	5.8346606579017255	5.857980995127572
r0145_pos	1.4489009511451278	1.6553518286125541	1.3785116232537298	2.2016338611696504
r0145_neg	1.4489009511451278	1.6553518286125541	1.3785116232537298	2.2016338611696504
r0149_pos	1.495695162624069	1.8439838440483265	1.7004397181410922	2.4222330006830477
r0149_neg	1.495695162624069	1.8439838440483265	1.7004397181410922	2.4222330006830477
r0153_pos	7.173926931999809	8.565711404997522	7.478729178963886	8.854619083961035
r0156_pos	0.0	0.0	0.0	0.0
r0157_pos	0.0	0.0	0.0	0.0
r0160_pos	7.926414608202283	8.46372870653983	8.186361891252986	6.325350433189509
r0163_pos	5.620293149948603	6.641112461829298	5.838195439259188	6.364922558505775
r0165_pos	7.173926931999809	8.565711404997522	7.478729178963886	8.854619083961035
r0166_pos	4.477677327565307	4.484782623077873	4.624685810525398	3.7081872360207084
r0170_pos	5.716167829797151	6.365972427593384	5.832890014164741	6.593353770980297
r0170_neg	5.716167829797151	6.365972427593384	5.832890014164741	6.593353770980297
r0173_pos	8.913368159679724	9.693678607153915	9.008036379810529	9.564321002318332
r0173_neg	8.913368159679724	9.693678607153915	9.008036379810529	9.564321002318332
r0178_pos	3.7623488156441294	4.781884234541486	4.096767854714689	4.37851162325373
r0178_neg	3.7623488156441294	4.781884234541486	4.096767854714689	4.37851162325373
r0179_pos	0.0	0.0	0.0	0.0
r0181_pos	1.495695162624069	1.8439838440483265	1.7004397181410922	2.4222330006830477
r0181_neg	1.495695162624069	1.8439838440483265	1.7004397181410922	2.4222330006830477
r0186_pos	5.369466483650723	7.653561662058392	6.258518924711301	5.919101679559393
r0191_pos	3.4685833170068276	4.549053029337288	3.7420062108667365	4.37920505996061
r0193_pos	7.44020475217531	9.188415761369841	8.021479727410451	6.714382910651407
r0193_neg	7.44020475217531	9.188415761369841	8.021479727410451	6.714382910651407
r0196_pos	6.728464765092534	8.228049047884461	6.877253453876608	7.595742339474399
r0196_neg	6.728464765092534	8.228049047884461	6.877253453876608	7.595742339474399
r0202_pos	7.2700616727277625	8.034523875334392	7.342608077559401	8.512384929461028
r0202_neg	7.2700616727277625	8.034523875334392	7.342608077559401	8.512384929461028
r0208_pos	5.736063627871814	5.113950482422504	5.238022517825721	5.3348542693316325
r0208_neg	5.736063627871814	5.113950482422504	5.238022517825721	5.3348542693316325
r0210_pos	7.8873424852978955	8.712045448553694	8.224677025485137	7.439789337089688
r0224_pos	3.356143810225275	4.1440463696167065	3.7813597135246595	3.7300964655954685
r0226_pos	3.356143810225275	4.1440463696167065	3.7813597135246595	3.7300964655954685
r0233_pos	7.8873424852978955	8.712045448553694	8.224677025485137	7.439789337089688
r0236_pos	0.0	0.0	0.0	0.0
r0239_pos	0.0	0.0	0.0	0.0
r0239_neg	0.0	0.0	0.0	0.0
r0242_pos	3.361768359419153	4.7527485914071335	2.9164766444377164	4.97223312380739
r0242_neg	3.361768359419153	4.7527485914071335	2.9164766444377164	4.97223312380739
r0245_pos	7.914504728859556	8.613863116455489	8.021146554311501	8.68667560090965
r0245_neg	7.914504728859556	8.613863116455489	8.021146554311501	8.68667560090965
r0246_pos	7.914504728859556	8.613863116455489	8.021146554311501	8.68667560090965
r0249_pos	2.2203299548795554	3.0942360698457656	2.4462562298895643	3.12267271882414
r0249_neg	2.2203299548795554	3.0942360698457656	2.4462562298895643	3.12267271882414
r0265_pos	0.0	0.0	0.0	0.0
r0267_pos	0.0	0.0	0.0	0.0
r0267_neg	0.0	0.0	0.0	0.0
r0268_pos	0.0	0.0	0.0	0.0
r0268_neg	0.0	0.0	0.0	0.0
r0276_pos	3.5777309314900805	3.743084055549586	3.5109619192773796	3.6712933724815757
r0276_neg	3.5777309314900805	3.743084055549586	3.5109619192773796	3.6712933724815757
r0280_pos	7.173926931999809	8.565711404997522	7.478729178963886	8.854619083961035
r0281_pos	0.0	0.13750352374993502	0.0	0.0
r0281_neg	0.0	0.13750352374993502	0.0	0.0
r0283_pos	0.0	0.0	0.0	0.0
r0287_pos	6.4274385637150955	7.248054060089944	6.601696516480957	7.156133651915438
r0295_pos	4.927896453728821	5.910252962799278	4.997292407636508	5.199279721336625
r0301_pos	3.6610654798069477	3.8011586560936985	3.700439718141092	3.221877081077034
r0308_pos	2.111031312388744	5.324090516037983	1.8237493603082728	4.734438666137167
r0309_pos	0.0	0.0	0.0	0.0
r0309_neg	0.0	0.0	0.0	0.0
r0310_pos	9.360825141882904	10.23885849587004	9.378815042825693	10.227567812668388
r0311_pos	10.282416637184173	10.516931121998697	10.187215963474381	10.393937397971742
r0317_pos	7.100452094900937	8.055065472565088	7.210525240687528	7.711013010084339
r0317_neg	7.100452094900937	8.055065472565088	7.210525240687528	7.711013010084339
r0321_pos	3.6948801927991917	5.2761244052742375	3.956056652412403	5.995258373404689
r0330_pos	0.0	0.0	0.0	0.0
r0331_pos	0.0	0.0	0.0	0.0
r0339_pos	0.0	0.0	0.0	0.0
r0340_pos	0.0	0.0	0.0	0.0
r0345_pos	7.111865963867557	7.857483428286672	7.212861116592904	7.7480586391571675
r0345_neg	7.111865963867557	7.857483428286672	7.212861116592904	7.7480586391571675
r0354_pos	6.768449015180547	7.75595576955096	7.514911264861354	7.197118380047158
r0355_pos	6.768449015180547	7.75595576955096	7.514911264861354	7.197118380047158
r0357_pos	1.550900664647523	2.811471030529836	2.0496307677246004	3.2265085298086795
r0358_pos	1.550900664647523	2.811471030529836	2.0496307677246004	3.2265085298086795
r0360_pos	1.550900664647523	2.811471030529836	2.0496307677246004	3.2265085298086795
r0361_pos	1.550900664647523	2.811471030529836	2.0496307677246004	3.2265085298086795
r0363_pos	1.550900664647523	2.811471030529836	2.0496307677246004	3.2265085298086795
r0364_pos	1.550900664647523	2.811471030529836	2.0496307677246004	3.2265085298086795
r0365_pos	0.0	0.0	0.0	0.0
r0377_pos	1.4059923596758368	2.0565835283663674	1.269033146455237	2.2265085298086795
r0381_pos	0.0	0.0	0.0	0.0
r0381_neg	0.0	0.0	0.0	0.0
r0383_pos	6.192983169973992	6.951750965287226	6.440620047679168	6.975676037797326
r0384_pos	5.620293149948603	6.641112461829298	5.838195439259188	6.364922558505775
r0385_pos	6.376718700885125	6.969165842879723	6.531693360861466	6.595841777392962
r0386_pos	6.376718700885125	6.969165842879723	6.531693360861466	6.595841777392962
r0388_pos	6.284847229418632	6.510487270468726	6.172127436878001	6.28318097894557
r0388_neg	6.284847229418632	6.510487270468726	6.172127436878001	6.28318097894557
r0389_pos	6.284847229418632	6.510487270468726	6.172127436878001	6.28318097894557
r0389_neg	6.284847229418632	6.510487270468726	6.172127436878001	6.28318097894557
r0390_pos	0.0	0.0	0.0	0.0
r0390_neg	0.0	0.0	0.0	0.0
r0391_pos	6.924693758386496	7.627679788097602	7.24050514939098	7.045814256188498
r0391_neg	6.924693758386496	7.627679788097602	7.24050514939098	7.045814256188498
r0392_pos	10.419391412228263	11.198739689497682	10.559444013197714	10.94897309467595
r0392_neg	10.419391412228263	11.198739689497682	10.559444013197714	10.94897309467595
r0393_pos	10.419391412228263	11.198739689497682	10.559444013197714	10.94897309467595
r0394_pos	5.517905553529951	6.0576668767997095	5.657640005207824	5.907852071845964
r0394_neg	5.517905553529951	6.0576668767997095	5.657640005207824	5.907852071845964
r0395_pos	5.517905553529951	6.0576668767997095	5.657640005207824	5.907852071845964
r0398_pos	8.479901493812868	9.109073203777815	8.94019612101123	8.12670447284319
r0399_pos	9.20864893639474	10.234302518602505	9.225520770259102	8.772908357044683
r0399_neg	9.20864893639474	10.234302518602505	9.225520770259102	8.772908357044683
r0400_pos	0.0	0.0	0.0	0.0
r0400_neg	0.0	0.0	0.0	0.0
r0402_pos	6.5229345609434555	7.094447221699913	6.760620161072448	6.840589117996919
r0403_pos	0.0	0.0	0.0	0.0
r0403_neg	0.0	0.0	0.0	0.0
r0407_pos	11.260372687416941	13.128758012297336	11.512315787802	13.450204738741869
r0407_neg	11.260372687416941	13.128758012297336	11.512315787802	13.450204738741869
r0408_pos	3.4685833170068276	4.549053029337288	3.7420062108667365	4.37920505996061
r0408_neg	3.4685833170068276	4.549053029337288	3.7420062108667365	4.37920505996061
r0409_pos	3.4685833170068276	4.549053029337288	3.7420062108667365	4.37920505996061
r0409_neg	3.4685833170068276	4.549053029337288	3.7420062108667365	4.37920505996061
r0410_pos	4.477677327565307	4.484782623077873	4.624685810525398	3.7081872360207084
r0410_neg	4.477677327565307	4.484782623077873	4.624685810525398	3.7081872360207084
r0413_pos	7.173926931999809	8.565711404997522	7.478729178963886	8.854619083961035
r0422_pos	7.956927862632857	9.085738002167655	8.28318097894557	8.669877160489095
r0422_neg	7.956927862632857	9.085738002167655	8.28318097894557	8.669877160489095
r0423_pos	7.956927862632857	9.085738002167655	8.28318097894557	8.669877160489095
r0424_pos	7.956927862632857	9.085738002167655	8.28318097894557	8.669877160489095
r0424_neg	7.956927862632857	9.085738002167655	8.28318097894557	8.669877160489095
r0425_pos	8.300993107420197	9.316839643036362	8.566447331491215	8.927768087339164
r0425_neg	8.300993107420197	9.316839643036362	8.566447331491215	8.927768087339164
r0426_pos	7.100452094900937	8.055065472565088	7.210525240687528	7.711013010084339
r0426_neg	7.100452094900937	8.055065472565088	7.210525240687528	7.711013010084339
r0434_pos	6.2197493545467255	7.276822314684392	6.167418145831737	6.9210673261692595
r0434_neg	6.2197493545467255	7.276822314684392	6.167418145831737	6.9210673261692595
r0437_pos	6.2197493545467255	7.276822314684392	6.167418145831737	6.9210673261692595
r0437_neg	6.2197493545467255	7.276822314684392	6.167418145831737	6.9210673261692595
r0441_pos	6.2197493545467255	7.276822314684392	6.167418145831737	6.9210673261692595
r0441_neg	6.2197493545467255	7.276822314684392	6.167418145831737	6.9210673261692595
r0443_pos	6.2197493545467255	7.276822314684392	6.167418145831737	6.9210673261692595
r0450_pos	6.1931803537426156	6.0225897490401055	5.699051844016849	5.371210343455566
r0450_neg	6.1931803537426156	6.0225897490401055	5.699051844016849	5.371210343455566
r0451_pos	5.620293149948603	6.641112461829298	5.838195439259188	6.364922558505775
r0456_pos	3.7834566543602395	3.7441610955704103	3.6803243568440163	4.033863451866284
r0463_pos	6.207892851641333	7.408117407991838	6.728328706711626	8.186015166952613
r0463_neg	6.207892851641333	7.408117407991838	6.728328706711626	8.186015166952613
r0464_pos	10.419391412228263	11.198739689497682	10.559444013197714	10.94897309467595
r0464_neg	10.419391412228263	11.198739689497682	10.559444013197714	10.94897309467595
r0470_pos	1.6009040445901777	2.789381488317345	1.874469117916141	2.6900445467787137
r0472_pos	1.6009040445901777	2.789381488317345	1.874469117916141	2.6900445467787137
r0472_neg	1.6009040445901777	2.789381488317345	1.874469117916141	2.6900445467787137
r0474_pos	1.6009040445901777	2.789381488317345	1.874469117916141	2.6900445467787137
r0474_neg	1.6009040445901777	2.789381488317345	1.874469117916141	2.6900445467787137
r0475_pos	1.6009040445901777	2.789381488317345	1.874469117916141	2.6900445467787137
r0475_neg	1.6009040445901777	2.789381488317345	1.874469117916141	2.6900445467787137
r0480_pos	0.0	0.0	0.0	0.0
r0480_neg	0.0	0.0	0.0	0.0
r0483_pos	6.41193462479118	7.449643906293753	6.484782623077873	6.217812330838862
r0483_neg	6.41193462479118	7.449643906293753	6.484782623077873	6.217812330838862
r0488_pos	4.380590934265922	5.133810091106031	4.731726322715782	5.010779838753242
r0488_neg	4.380590934265922	5.133810091106031	4.731726322715782	5.010779838753242
r0494_pos	1.495695162624069	1.8439838440483265	1.7004397181410922	2.4222330006830477
r0494_neg	1.495695162624069	1.8439838440483265	1.7004397181410922	2.4222330006830477
r0497_pos	1.495695162624069	1.8439838440483265	1.7004397181410922	2.4222330006830477
r0497_neg	1.495695162624069	1.8439838440483265	1.7004397181410922	2.4222330006830477
r0502_pos	5.517905553529951	6.0576668767997095	5.657640005207824	5.907852071845964
r0504_pos	5.517905553529951	6.0576668767997095	5.657640005207824	5.907852071845964
r0509_pos	7.523248292605209	8.217339786823462	7.792936670813858	7.832067190287761
r0512_pos	3.356143810225275	4.1440463696167065	3.7813597135246595	3.7300964655954685
r0512_neg	3.356143810225275	4.1440463696167065	3.7813597135246595	3.7300964655954685
r0514_pos	3.356143810225275	4.1440463696167065	3.7813597135246595	3.7300964655954685
r0517_pos	6.728464765092534	8.228049047884461	6.877253453876608	7.595742339474399
r0517_neg	6.728464765092534	8.228049047884461	6.877253453876608	7.595742339474399
r0522_pos	4.927896453728821	5.910252962799278	4.997292407636508	5.199279721336625
r0523_pos	4.222650022451478	4.922673592849446	4.408032466130653	4.548436624696042
r0525_pos	6.263410058756341	7.802451741275622	6.778077129535358	6.083426139437464
r0525_neg	6.263410058756341	7.802451741275622	6.778077129535358	6.083426139437464
r0527_pos	0.0	0.0	0.0	0.0
r0527_neg	0.0	0.0	0.0	0.0
r0531_pos	4.634593268445757	5.656782364218995	4.9183862344463485	5.474760499576783
r0531_neg	4.634593268445757	5.656782364218995	4.9183862344463485	5.474760499576783
r0537_pos	4.349082146391089	5.1815001517046095	4.855491443101874	4.7230123963923685
r0539_pos	0.0	0.0	0.0	0.0
r0539_neg	0.0	0.0	0.0	0.0
r0541_pos	8.133039434382399	8.636878338566241	8.287620044112067	8.285263491515549
r0541_neg	8.133039434382399	8.636878338566241	8.287620044112067	8.285263491515549
r0545_pos	0.9486008474933557	2.298658315564515	1.495695162624069	2.5084286525318573
r0546_pos	0.9486008474933557	2.298658315564515	1.495695162624069	2.5084286525318573
r0547_pos	0.9486008474933557	2.298658315564515	1.495695162624069	2.5084286525318573
r0547_neg	0.9486008474933557	2.298658315564515	1.495695162624069	2.5084286525318573
r0548_pos	0.9486008474933557	2.298658315564515	1.495695162624069	2.5084286525318573
r0549_pos	10.419391412228263	11.198739689497682	10.559444013197714	10.94897309467595
r0549_neg	10.419391412228263	11.198739689497682	10.559444013197714	10.94897309467595
r0552_pos	7.646162657157894	8.384265711232924	7.882092764115696	7.656567874285122
r0552_neg	7.646162657157894	8.384265711232924	7.882092764115696	7.656567874285122
r0553_pos	7.646162657157894	8.384265711232924	7.882092764115696	7.656567874285122
r0553_neg	7.646162657157894	8.384265711232924	7.882092764115696	7.656567874285122
r0555_pos	4.016139702655253	5.221103725367875	4.507160349117523	5.082361969557474
r0556_pos	6.202613620148487	7.221297103163338	6.113117036390723	6.940754047474802
r0556_neg	6.202613620148487	7.221297103163338	6.113117036390723	6.940754047474802
r0557_pos	6.202613620148487	7.221297103163338	6.113117036390723	6.940754047474802
r0558_pos	0.0	0.0	0.0	0.0
r0558_neg	0.0	0.0	0.0	0.0
r0559_pos	4.236492618381302	5.537606691495291	4.3175935046234715	5.589763486984977
r0559_neg	4.236492618381302	5.537606691495291	4.3175935046234715	5.589763486984977
r0560_pos	6.478810058854076	7.429532278767629	6.693486957499325	7.079164742037307
r0561_pos	5.147713722352154	5.687060688339892	5.611172380044005	4.623515741490549
r0568_pos	0.0	0.0	0.0	0.0
r0570_pos	6.619853147391168	7.63850831844914	6.8593484197657055	7.456066874276614
r0570_neg	6.619853147391168	7.63850831844914	6.8593484197657055	7.456066874276614
r0571_pos	0.0	0.0	0.0	0.0
r0571_neg	0.0	0.0	0.0	0.0
r0573_pos	8.614268135164197	8.897482468196102	8.967831458470494	8.240600549955795
r0575_pos	5.716167829797151	6.365972427593384	5.832890014164741	6.593353770980297
r0575_neg	5.716167829797151	6.365972427593384	5.832890014164741	6.593353770980297
r0578_pos	6.267348520202451	7.127839600075298	6.50366675457602	6.821710215034674
r0578_neg	6.267348520202451	7.127839600075298	6.50366675457602	6.821710215034674
r0579_pos	6.267348520202451	7.127839600075298	6.50366675457602	6.821710215034674
r0580_pos	0.0	0.0	0.0	0.0
r0584_pos	3.990954860396993	4.33199177823206	4.138732569720239	3.859969548221026
r0584_neg	3.990954860396993	4.33199177823206	4.138732569720239	3.859969548221026
r0587_pos	3.361768359419153	4.7527485914071335	2.9164766444377164	4.97223312380739
r0587_neg	3.361768359419153	4.7527485914071335	2.9164766444377164	4.97223312380739
r0590_pos	6.0435194936627425	7.16279411930629	6.2384047393250786	6.91707366287822
r0591_pos	4.944858445807539	5.295723024539968	5.0971893872351135	4.809414444235898
r0591_neg	4.944858445807539	5.295723024539968	5.0971893872351135	4.809414444235898
r0594_pos	7.646162657157894	8.384265711232924	7.882092764115696	7.656567874285122
r0595_pos	8.33311061488709	8.529781912043894	8.385776138269412	7.989252565165993
r0596_pos	5.435295215647167	6.119771161952904	5.649328040984784	5.768449015180547
r0598_pos	0.0	0.0	0.0	0.0
r0603_pos	7.0574502721839	8.036668166077458	7.308703071282113	7.767787198094355
r0603_neg	7.0574502721839	8.036668166077458	7.308703071282113	7.767787198094355
r0604_pos	5.147713722352154	5.687060688339892	5.611172380044005	4.623515741490549
r0610_pos	3.4685833170068276	4.549053029337288	3.7420062108667365	4.37920505996061
r0610_neg	3.4685833170068276	4.549053029337288	3.7420062108667365	4.37920505996061
r0611_pos	3.4685833170068276	4.549053029337288	3.7420062108667365	4.37920505996061
r0611_neg	3.4685833170068276	4.549053029337288	3.7420062108667365	4.37920505996061
r0614_pos	3.722466024471091	3.920293300211007	3.853995647176393	3.73768676140986
r0614_neg	3.722466024471091	3.920293300211007	3.853995647176393	3.73768676140986
r0615_pos	2.596935142387232	2.613531652917927	2.611172380044005	2.62993940943954
r0615_neg	2.596935142387232	2.613531652917927	2.611172380044005	2.62993940943954
r0616_pos	2.596935142387232	2.613531652917927	2.611172380044005	2.62993940943954
r0616_neg	2.596935142387232	2.613531652917927	2.611172380044005	2.62993940943954
r0617_pos	2.596935142387232	2.613531652917927	2.611172380044005	2.62993940943954
r0617_neg	2.596935142387232	2.613531652917927	2.611172380044005	2.62993940943954
r0618_pos	2.596935142387232	2.613531652917927	2.611172380044005	2.62993940943954
r0620_pos	5.620293149948603	6.641112461829298	5.838195439259188	6.364922558505775
r0620_neg	5.620293149948603	6.641112461829298	5.838195439259188	6.364922558505775
r0625_pos	0.0	0.0	0.0	0.0
r0627_pos	1.7004397181410922	2.0840642647884744	1.5753123306874368	1.9486008474933556
r0627_neg	1.7004397181410922	2.0840642647884744	1.5753123306874368	1.9486008474933556
r0629_pos	7.5687161887317265	7.542567607764219	7.641835001555368	7.096873249392084
r0629_neg	7.5687161887317265	7.542567607764219	7.641835001555368	7.096873249392084
r0630_pos	7.5687161887317265	7.542567607764219	7.641835001555368	7.096873249392084
r0630_neg	7.5687161887317265	7.542567607764219	7.641835001555368	7.096873249392084
r0633_pos	0.0	0.0	0.0	0.0
r0633_neg	0.0	0.0	0.0	0.0
r0634_pos	5.506843098969815	6.612942196304665	5.713833260186281	6.302593232009662
r0634_neg	5.506843098969815	6.612942196304665	5.713833260186281	6.302593232009662
r0636_pos	8.186956081970154	8.172877499304592	8.22062016744785	7.858043178918487
r0637_pos	8.186956081970154	8.172877499304592	8.22062016744785	7.858043178918487
r0638_pos	0.0	0.0	0.0	0.0
r0638_neg	0.0	0.0	0.0	0.0
r0639_pos	5.506843098969815	6.612942196304665	5.713833260186281	6.302593232009662
r0641_pos	2.0	2.361768359419153	2.0107798387532427	1.9278964537288206
r0641_neg	2.0	2.361768359419153	2.0107798387532427	1.9278964537288206
r0642_pos	10.419391412228263	11.198739689497682	10.559444013197714	10.94897309467595
r0642_neg	10.419391412228263	11.198739689497682	10.559444013197714	10.94897309467595
r0643_pos	10.419391412228263	11.198739689497682	10.559444013197714	10.94897309467595
r0643_neg	10.419391412228263	11.198739689497682	10.559444013197714	10.94897309467595
r0644_pos	4.236492618381302	5.537606691495291	4.3175935046234715	5.589763486984977
r0644_neg	4.236492618381302	5.537606691495291	4.3175935046234715	5.589763486984977
r0645_pos	0.0	0.0	0.0	0.0
r0645_neg	0.0	0.0	0.0	0.0
r0647_pos	0.0	0.0	0.0	0.0
r0647_neg	0.0	0.0	0.0	0.0
r0650_pos	8.614268135164197	8.897482468196102	8.967831458470494	8.240600549955795
r0650_neg	8.614268135164197	8.897482468196102	8.967831458470494	8.240600549955795
r0651_pos	8.614268135164197	8.897482468196102	8.967831458470494	8.240600549955795
r0651_neg	8.614268135164197	8.897482468196102	8.967831458470494	8.240600549955795
r0652_pos	0.0	0.0	0.0	0.0
r0652_neg	0.0	0.0	0.0	0.0
r0653_pos	5.506843098969815	6.612942196304665	5.713833260186281	6.302593232009662
r0655_pos	7.746447139362815	8.683977106975602	7.983905662627891	8.310839959841383
r0655_neg	7.746447139362815	8.683977106975602	7.983905662627891	8.310839959841383
r0656_pos	5.147713722352154	5.687060688339892	5.611172380044005	4.623515741490549
r0660_pos	6.800425393032989	7.974318980604333	6.9821189489985995	7.7415793414528675
r0660_neg	6.800425393032989	7.974318980604333	6.9821189489985995	7.7415793414528675
r0661_pos	6.800425393032989	7.974318980604333	6.9821189489985995	7.7415793414528675
r0666_pos	3.583759753639499	3.986410935252045	3.6848187375532224	3.089159131911238
r0666_neg	3.583759753639499	3.986410935252045	3.6848187375532224	3.089159131911238
r0668_pos	5.127220550488074	5.128870759465125	5.059182199211692	5.177519202597814
r0668_neg	5.127220550488074	5.128870759465125	5.059182199211692	5.177519202597814
r0669_pos	6.800425393032989	7.974318980604333	6.9821189489985995	7.7415793414528675
r0670_pos	6.376718700885125	6.969165842879723	6.531693360861466	6.595841777392962
r0671_pos	4.121015400961366	4.703211467391146	4.308885057411763	4.205548911173033
r0672_pos	8.641184732088092	8.291677223176022	8.621612353024318	7.853247167242152
r0672_neg	8.641184732088092	8.291677223176022	8.621612353024318	7.853247167242152
r0673_pos	6.5229345609434555	7.094447221699913	6.760620161072448	6.840589117996919
r0679_pos	6.267348520202451	7.127839600075298	6.50366675457602	6.821710215034674
r0679_neg	6.267348520202451	7.127839600075298	6.50366675457602	6.821710215034674
r0680_pos	6.267348520202451	7.127839600075298	6.50366675457602	6.821710215034674
r0680_neg	6.267348520202451	7.127839600075298	6.50366675457602	6.821710215034674
r0683_pos	6.982765462583646	8.211596319969322	7.302319050948834	8.088576256930406
r0686_pos	7.013685569928653	8.337978629456991	7.487438112928715	7.366934136894807
r0686_neg	7.013685569928653	8.337978629456991	7.487438112928715	7.366934136894807
r0688_pos	10.419391412228263	11.198739689497682	10.559444013197714	10.94897309467595
r0688_neg	10.419391412228263	11.198739689497682	10.559444013197714	10.94897309467595
r0698_pos	5.506843098969815	6.612942196304665	5.713833260186281	6.302593232009662
r0706_pos	4.0522419811811385	4.780310099043375	4.273515889702116	4.5453506448223
r0707_pos	3.361768359419153	4.7527485914071335	2.9164766444377164	4.97223312380739
r0707_neg	3.361768359419153	4.7527485914071335	2.9164766444377164	4.97223312380739
r0714_pos	6.639521599510833	8.14452229343102	6.9489901232953155	8.119235117284674
r0715_pos	6.639521599510833	8.14452229343102	6.9489901232953155	8.119235117284674
