	Ob.EPA.c_S137_L007_R1_001
VALTA_neg	7704.467704050234
VALTA_pos	4032.5999229129297
VALTAm_neg	4032.5999229129297
VALTAm_pos	15238.116868606932
VALt4_pos	1347.0953210489881
VALt5m_neg	4032.5999229129297
VALt5m_pos	15238.11686860693
VALtec_neg	585.9842619666367
VALtec_pos	954.8428447649618
VD3_neg	10906.220868970358
VD3_pos	76728.63160440113
VITD2Hm_pos	0.0
VITD2t_pos	0.0
VITD2tm_neg	0.0
VITD2tm_pos	0.0
VITD3Hm_pos	9876.738722417685
VITD3t2_pos	1046.5324543586598
VITD3t_pos	1046.5324543586598
VITD3tm3_pos	1900.0
VITD3tm_pos	1900.0
VITEtl_pos	4238.114410978997
VITKtl_pos	5015.029751153319
VLCS2p_pos	66059.72314083799
VLCS2r_pos	75328.51211359701
VLCSp_pos	65120.29093338912
VLCSr_pos	71759.00256416203
WHDDCAte_neg	7.51277930115985
WHDDCAte_pos	0.0
WHHDCAte_neg	18037.59456509532
WHHDCAte_pos	0.0
WHTSTSTERONEte_neg	0.0
WHTSTSTERONEte_pos	0.0
WHTTDCAte_neg	7481.882808854742
WHTTDCAte_pos	0.0
XANDp_pos	12263.671409036302
XANtx_pos	11209.36365602252
XAO2x_pos	11728.560002572598
XAOx_pos	11209.36365602252
XOL27OHtm_neg	11065.849253227729
XOL27OHtm_pos	11586.95977262815
XOL7AH2tm_neg	69644.5537995954
XOL7AH2tm_pos	11047.3371740199
XOL7AH2tr_neg	0.0
XOL7AH2tr_pos	0.0
XOL7AONEtr_neg	11047.337174019902
XOL7AONEtr_pos	7983.585213054268
XOLDIOLONEt_neg	65120.29093338909
XOLDIOLONEt_pos	7983.585213054268
XOLDIOLONEtm_neg	0.0
XOLDIOLONEtm_pos	0.0
XOLEST2HSTDle_pos	1900.0
XOLEST2te_neg	6843.856106906796
XOLEST2te_pos	1900.0
XOLESTte_neg	0.0
XOLESTte_pos	0.0
XOLTRI24tc_neg	0.0
XOLTRI24tc_pos	53667.924481924485
XOLTRI24te_neg	0.0
XOLTRI24te_pos	53667.92448192447
XOLTRI25tc_neg	0.0
XOLTRI25tc_pos	54024.37841635426
XOLTRI25te_neg	0.0
XOLTRI25te_pos	54024.378416354266
XOLTRI27tc_neg	0.0
XOLTRI27tc_pos	53982.19656304051
XOLTRI27te_neg	0.0
XOLTRI27te_pos	53982.1965630405
XOLTRIOLtm_neg	0.0
XOLTRIOLtm_pos	65120.2909333891
XOLTRIOLtr_neg	0.0
XOLTRIOLtr_pos	0.0
XSERtg_pos	0.0
XYLK_pos	8157.201822568986
XYLTD_Dr_neg	0.0
XYLTD_Dr_pos	8157.201822568986
XYLTer_pos	0.0
XYLTt_neg	0.0
XYLTt_pos	5064.843103759808
XYLUR_neg	1264.8431037598084
XYLUR_pos	1275.831682590713
XYLt_neg	848.1634645532091
XYLt_pos	0.0
XYLtly_pos	848.163464553209
YVITEt_pos	2.8499999999999996
biomass_reaction_pos	227.08706129555196
q10h2tc_neg	5584.936927559815
q10h2tc_pos	7391.609050650725
q10tm_neg	5584.936927559815
q10tm_pos	7391.609050650724
r0002_neg	2092.299711571996
r0002_pos	2375.0
r0009_pos	4556.476500506591
r0010_pos	5906.185244380529
r0013_pos	40.92964166432237
r0016_neg	2666.6719597303468
r0016_pos	4259.206002804149
r0021_neg	1413.2141018217344
r0021_pos	494.5421795758574
r0022_neg	5200.338436132898
r0022_pos	445.1602717707117
r0027_neg	1424.2026806526392
r0027_pos	1218.6201587241558
r0028_pos	3571.3707234423846
r0033_pos	14158.031219800267
r0034_pos	11571.785072567785
r0047_pos	2371.691485364839
r0051_neg	3.9791545356988847
r0051_pos	26845.35422177205
r0055_neg	1497.2742414246968
r0055_pos	7794.8198529553365
r0060_pos	7569.249684028583
r0062_pos	3251.7938007369457
r0068_pos	3357.2229813802787
r0074_neg	1163.4175172187975
r0074_pos	2381.8257660476997
r0081_neg	332.1949555473109
r0081_pos	332.1949555473109
r0082_pos	3578.165403798324
r0083_pos	301.2231726220478
r0084_pos	12425.082168935583
r0085_pos	5206.82894414155
r0086_pos	7000.364504250208
r0093_pos	5.379768107623997
r0097_pos	3357.2229813802787
r0113_pos	19052.27990108845
r0119_pos	3147.285973770891
r0122_pos	458.2076631585262
r0127_pos	7470.935304085002
r0129_neg	2109.9537093670533
r0129_pos	6980.312701239842
r0130_neg	7554.048191762059
r0130_pos	2109.9537093670533
r0139_neg	3.2546672559126897
r0139_pos	7.799734104564316
r0142_pos	9273.99399843257
r0145_neg	1184.5424149160579
r0145_pos	58243.0873321961
r0149_neg	7.794712237812009
r0149_pos	3.257052642620036
r0153_pos	458.2076631585262
r0156_pos	5206.82894414155
r0157_pos	7000.364504250208
r0160_pos	3156.5448653041335
r0163_pos	11122.542252207933
r0165_pos	458.2076631585262
r0166_pos	11789.376328687273
r0170_neg	377.42303732914365
r0170_pos	74761.30571732268
r0173_neg	2532.3634824908604
r0173_pos	2532.3634824908604
r0178_neg	1268.7190671051403
r0178_pos	12739.169207354913
r0179_pos	1268.7190671051403
r0181_neg	3.2546672559126897
r0181_pos	3.2570526426200357
r0186_pos	11600.565172870616
r0191_pos	585.442424390689
r0193_neg	8665.792781803986
r0193_pos	6763.249848574855
r0196_neg	343.5743221702704
r0196_pos	14611.276347917681
r0202_neg	2532.3634824908604
r0202_pos	2532.3634824908604
r0208_neg	3095.9626380515538
r0208_pos	18445.115198325373
r0210_pos	7682.282325284372
r0224_pos	584.0399288852473
r0226_pos	3468.103447291145
r0233_pos	5725.82561025179
r0236_pos	1266.4952546480376
r0239_neg	0.0
r0239_pos	9.905170628595867
r0242_neg	3.4122854238190867
r0242_pos	3.4122854238190867
r0245_neg	3685.924998385529
r0245_pos	6595.558549309192
r0246_pos	10769.215622004482
r0249_neg	2376.728088034519
r0249_pos	2376.728088034519
r0265_pos	5725.82561025179
r0267_neg	2105.5825219284834
r0267_pos	2094.5939430975786
r0268_neg	2094.5939430975786
r0268_pos	2105.5825219284834
r0276_neg	3783.419758349529
r0276_pos	392.4020132563182
r0280_pos	458.2076631585262
r0281_neg	4.749999999999999
r0281_pos	14994.747349680227
r0283_pos	4908.53112357419
r0287_pos	17717.918842215007
r0295_pos	515.6400000986961
r0301_pos	3783.4197583495275
r0308_pos	7432.511592160658
r0309_neg	4879.655659639318
r0309_pos	16899.51901118688
r0310_pos	4815.751326362111
r0311_pos	8246.040071695033
r0317_neg	317.466075445618
r0317_pos	317.466075445618
r0321_pos	3722.934651178658
r0330_pos	1255.5066758171329
r0331_pos	4072.8174989949343
r0339_pos	5207.647066390211
r0340_pos	10769.215622004482
r0345_neg	1154.4770315221328
r0345_pos	1154.4770315221328
r0354_pos	3113.834914343653
r0355_pos	3113.834914343651
r0357_pos	4150.432013695948
r0358_pos	4150.432013695949
r0360_pos	5484.815959441945
r0361_pos	5462.473162335614
r0363_pos	6647.304201998408
r0364_pos	6602.43095550631
r0365_pos	12454.326419464733
r0377_pos	3557.036493853606
r0381_neg	4101.850510301116
r0381_pos	9934.77718921131
r0383_pos	6653.729356654008
r0384_pos	10991.971557436531
r0385_pos	12100.804651172048
r0386_pos	10636.171099721005
r0388_neg	4324.115549368937
r0388_pos	10168.156097341574
r0389_neg	4324.1155493689375
r0389_pos	9128.861001794347
r0390_neg	3013.2677773865607
r0390_pos	4.274999999999999
r0391_neg	11.614557268851962
r0391_pos	4248.025264103451
r0392_neg	3156.5448653041335
r0392_pos	6072.192595599154
r0393_pos	10769.215622004482
r0394_neg	516.5387132044091
r0394_pos	5623.794491642173
r0395_pos	516.5387132044091
r0398_pos	5371.322187161161
r0399_neg	279.81189603636835
r0399_pos	5929.341741404131
r0400_neg	4973.408107893184
r0400_pos	18985.553118590935
r0402_pos	0.0
r0403_neg	1995.4975432868255
r0403_pos	7.497306909750335
r0407_neg	538.8843417235958
r0407_pos	2655.5692142128555
r0408_neg	438.48011585557117
r0408_pos	438.48011585557117
r0409_neg	438.48011585557117
r0409_pos	438.48011585557117
r0410_neg	4.139399233637118
r0410_pos	4.679638549833153
r0413_pos	458.2076631585262
r0422_neg	0.0
r0422_pos	3578.165403798323
r0423_pos	301.2231726220478
r0424_neg	0.0
r0424_pos	12425.082168935585
r0425_neg	344.5355609561709
r0425_pos	455.08983673070134
r0426_neg	317.466075445618
r0426_pos	317.466075445618
r0434_neg	2195.379057984318
r0434_pos	5047.459589548778
r0437_neg	3089.4469716331896
r0437_pos	5047.459589548778
r0441_neg	0.0
r0441_pos	306.04268183617523
r0443_pos	294.0554427786638
r0450_neg	0.0
r0450_pos	3871.5661427651517
r0451_pos	69.61653609355815
r0456_pos	3456.635504015632
r0463_neg	9680.417053426214
r0463_pos	0.0
r0464_neg	340.6251102589928
r0464_pos	340.6251102589928
r0470_pos	678.2444240860448
r0472_neg	6931.594265973815
r0472_pos	774.5893591157238
r0474_neg	7437.732002734237
r0474_pos	774.5893591157238
r0475_neg	5267.507173662456
r0475_pos	774.5893591157238
r0480_neg	15881.678812963986
r0480_pos	12534.945308148968
r0483_neg	332.1949555473109
r0483_pos	332.1949555473109
r0488_neg	19900.107940486578
r0488_pos	303.294588662325
r0494_neg	3.2546672559126897
r0494_pos	7.799734104564316
r0497_neg	7.794712237812009
r0497_pos	3.257052642620036
r0502_pos	9000.952559283707
r0504_pos	8834.363656022522
r0509_pos	401.0173988871645
r0512_neg	7233.376933686456
r0512_pos	595.0285077161519
r0514_pos	3669.409990076268
r0517_neg	343.5743221702704
r0517_pos	14611.27634791768
r0522_pos	1607.2631338518784
r0523_pos	1607.2631338518784
r0525_neg	392.2970151162665
r0525_pos	25.932703417882045
r0527_neg	12.360958271313576
r0527_pos	5351.528289943839
r0531_neg	367.94870956063505
r0531_pos	3484.61353808841
r0537_pos	0.0
r0539_neg	0.0
r0539_pos	14196.830367234747
r0541_neg	285.6980274566659
r0541_pos	79.7092413996235
r0545_pos	973.2329621575741
r0546_pos	0.0
r0547_neg	973.2329621575741
r0547_pos	18764.9915766686
r0548_pos	0.0
r0549_neg	340.6251102589928
r0549_pos	340.6251102589928
r0552_neg	400.176465026062
r0552_pos	441.2555345102206
r0553_neg	441.2555345102206
r0553_pos	400.176465026062
r0555_pos	6653.729356654008
r0556_neg	10991.971557436536
r0556_pos	0.0
r0557_pos	69.61653609355814
r0558_neg	1335.4690611457493
r0558_pos	1335.4690611457493
r0559_neg	1335.4690611457493
r0559_pos	1335.4690611457493
r0560_pos	11928.20822405074
r0561_pos	272.4784179744169
r0568_pos	7447.893987373722
r0570_neg	4377.702397802299
r0570_pos	6113.680989790337
r0571_neg	12895.104965323351
r0571_pos	2105.1313578585023
r0573_pos	7204.963931388551
r0575_neg	377.42303732914365
r0575_pos	74761.30571732271
r0578_neg	3982.0564299891107
r0578_pos	4183.432281879447
r0579_pos	3982.0564299891107
r0580_pos	4499.253629452317
r0584_neg	5351.528289943839
r0584_pos	3369.151385630036
r0587_neg	3.4122854238190867
r0587_pos	3.4122854238190867
r0590_pos	14158.031219800267
r0591_neg	41209.304042822725
r0591_pos	3285.2458499824734
r0594_pos	26.077632058033284
r0595_pos	8674.095390885268
r0596_pos	12454.326419464733
r0598_pos	0.0
r0603_neg	293.4365837334186
r0603_pos	9325.65696025823
r0604_pos	9566.008056183262
r0610_neg	534.8250508852502
r0610_pos	534.8250508852502
r0611_neg	534.8250508852502
r0611_pos	534.8250508852502
r0614_neg	3982.0564299891107
r0614_pos	32388.385264162345
r0615_neg	742.9869936228142
r0615_pos	753.9755724537188
r0616_neg	704.5936646485729
r0616_pos	12041.179047125926
r0617_neg	753.9755724537188
r0617_pos	742.9869936228142
r0618_pos	704.5936646485729
r0620_neg	0.0
r0620_pos	11122.54225220794
r0625_pos	0.0
r0627_neg	4085.2374544734644
r0627_pos	9.267028291344468
r0629_neg	4020.7534670615673
r0629_pos	11814.919746156444
r0630_neg	3228.885339575518
r0630_pos	13021.601847244896
r0633_neg	5218.929309146159
r0633_pos	18398.674803799047
r0634_neg	33657.65974275169
r0634_pos	437.38253372640685
r0636_pos	13817.768734675044
r0637_pos	13817.768734675044
r0638_neg	5131.780955765427
r0638_pos	19181.002347787322
r0639_pos	14048.058980555134
r0641_neg	3155.529057132578
r0641_pos	3155.529057132578
r0642_neg	1335.4690611457493
r0642_pos	463.56936820741805
r0643_neg	2105.1313578585023
r0643_pos	12895.104965323353
r0644_neg	1335.4690611457493
r0644_pos	463.56936820741805
r0645_neg	0.0
r0645_pos	46.94519971962595
r0647_neg	1228.217195818217
r0647_pos	0.0
r0650_neg	4523.231797923124
r0650_pos	4523.231797923124
r0651_neg	4523.231797923124
r0651_pos	3215.0577128909717
r0652_neg	5132.70967074137
r0652_pos	14817.388750033906
r0653_pos	12298.609079092581
r0655_neg	318.41460611437543
r0655_pos	11060.708761962254
r0656_pos	10636.171099721005
r0660_neg	18625.68242587066
r0660_pos	5320.709970722166
r0661_pos	24137.811877889944
r0666_neg	0.0
r0666_pos	20705.528466235162
r0668_neg	4973.408107893185
r0668_pos	18985.55311859093
r0669_pos	11844.985567664797
r0670_pos	9566.008056183262
r0671_pos	14193.428427996781
r0672_neg	54024.378416354215
r0672_pos	11945.977278431452
r0673_pos	0.0
r0679_neg	14924.733727007953
r0679_pos	3982.0564299891107
r0680_neg	3982.056429989111
r0680_pos	32388.385264162345
r0683_pos	12631.641975186349
r0686_neg	369.61813134213503
r0686_pos	12058.244732557523
r0688_neg	1222.6942501592475
r0688_pos	1233.682828990152
r0698_pos	15839.151946406515
r0706_pos	65120.29093338911
r0707_neg	4.521786392560718
r0707_pos	6.575509974528178
r0714_pos	12298.609079092581
r0715_pos	23478.30210946059
r0716_pos	12298.609079092581
r0717_pos	23478.30210946059
r0718_pos	14048.058980555134
r0719_pos	24137.811877889937
r0720_pos	14048.058980555134
r0721_pos	24137.811877889937
r0722_neg	5320.709970722166
r0722_pos	18625.68242587066
r0723_pos	24137.811877889944
r0724_neg	18625.682425870655
r0724_pos	5320.709970722166
r0726_neg	437.38253372640685
r0726_pos	33657.65974275169
r0727_pos	24137.81187788994
r0728_neg	33657.65974275168
r0728_pos	437.38253372640685
r0729_pos	24137.81187788994
r0730_pos	17717.918842215004
r0731_pos	17717.918842215004
r0732_pos	17717.918842215004
r0733_pos	17717.918842215007
r0734_pos	17717.918842215007
r0735_neg	5147.950784916722
r0735_pos	33435.57467110898
r0739_neg	67720.74235537939
r0739_pos	8136.061030065633
r0741_neg	0.0
r0741_pos	69334.70938493045
r0743_pos	65120.290933389144
r0744_pos	65120.290933389144
r0747_neg	11151.641436200262
r0747_pos	2094.5939430975786
r0750_neg	65271.14989570748
r0750_pos	2094.5939430975786
r0752_neg	923.8510543524283
r0752_pos	0.0
r0753_pos	923.8510543524283
r0754_neg	923.8510543524283
r0754_pos	0.0
r0755_pos	923.8510543524283
r0756_neg	923.8510543524283
r0756_pos	0.0
r0757_pos	923.8510543524283
r0758_neg	463.56936820741805
r0758_pos	0.0
r0774_neg	9.627912782424923
r0774_pos	9.627912782424923
r0779_pos	11844.985567664797
r0780_neg	74737.07795045272
r0780_pos	247.3582103937764
r0781_neg	0.0
r0781_pos	74737.07795045269
r0782_pos	10574.659783638092
r0783_neg	425.4329062198916
r0783_pos	5119.430193962446
r0784_neg	1264.8431037598084
r0784_pos	1275.831682590713
r0787_pos	3398.1589871927763
r0788_neg	15881.678812963983
r0788_pos	12534.945308148968
r0789_neg	15881.678812963983
r0789_pos	12534.945308148968
r0791_neg	18398.67480379905
r0791_pos	5218.929309146159
r0792_neg	6758.378927099818
r0792_pos	818.9584831916837
r0795_pos	8674.095390885268
r0796_neg	0.0
r0796_pos	6413.891633890706
r0797_neg	4020.7534670615673
r0797_pos	63299.307013820435
r0801_neg	1763.2950449416915
r0801_pos	1332.0333346637417
r0809_neg	1199.6185094216264
r0809_pos	1199.6185094216264
r0812_neg	2850.0
r0812_pos	2850.0
r0813_pos	8094.148921786503
r0817_neg	1125.3647941640204
r0817_pos	1067.4759706576583
r0818_pos	6078.248417337066
r0819_neg	345.3627693750206
r0819_pos	453.3412355597084
r0821_neg	345.3627693750206
r0821_pos	345.3627693750206
r0822_neg	345.3627693750206
r0822_pos	345.3627693750206
r0825_pos	0.0
r0826_pos	0.0
r0829_neg	345.3627693750206
r0829_pos	345.3627693750206
r0830_neg	345.3627693750206
r0830_pos	345.3627693750206
r0834_neg	460.4836925000275
r0834_pos	460.4836925000275
r0835_neg	460.4836925000275
r0835_pos	460.4836925000275
r0836_neg	460.4836925000275
r0836_pos	460.4836925000275
r0838_neg	4691.265649162405
r0838_pos	4840.876424487996
r0839_neg	2148.3496575113986
r0839_pos	3756.8956047634074
r0840_neg	2376.728088034519
r0840_pos	2376.728088034519
r0841_neg	2376.728088034519
r0841_pos	2376.728088034519
r0842_neg	2850.0
r0842_pos	2850.0
r0845_pos	19052.27990108845
r0853_pos	5823.876296043901
r0859_pos	0.0
r0860_neg	2850.0
r0860_pos	2850.0
r0870_neg	14054.838013124196
r0870_pos	0.0
r0871_neg	9624.50626150051
r0871_pos	9.135853101972257
r0879_pos	599.733929272657
r0881_pos	1371.0086799400995
r0885_neg	363.0721850917573
r0885_pos	471.05065127644514
r0886_neg	0.0
r0886_pos	0.0
r0892_neg	6.601613155223021
r0892_pos	11437.590051480069
r0899_neg	5015.029751153318
r0899_pos	1468.9904573094407
r0907_neg	0.0
r0907_pos	23627.357873217745
r0908_neg	24177.51382069552
r0908_pos	2850.0
r0909_neg	2850.0
r0909_pos	24177.513820695513
r0911_neg	10286.473356145289
r0911_pos	5366.745384997381
r0913_neg	2007.978466184688
r0913_pos	2007.978466184688
r0915_neg	2015.1209231250068
r0915_pos	2015.1209231250068
r0917_neg	1176.9650060785689
r0917_pos	1176.9650060785689
r0921_pos	4072.8174989949343
r0924_pos	8933.585213054266
r0925_pos	0.0
r0926_pos	10769.215622004482
r0931_pos	2850.0
r0932_neg	2850.0
r0932_pos	0.0
r0934_pos	1266.2637450279017
r0936_pos	2850.0
r0937_neg	2850.0
r0937_pos	0.0
r0940_neg	5.385335891083763
r0940_pos	6769.754735559172
r0941_neg	14188.774856905864
r0941_pos	4201.065004263557
r0942_neg	898.1787775393387
r0942_pos	884.7018546174288
r0944_neg	1900.0
r0944_pos	1900.0
r0946_neg	1204.357494068372
r0946_pos	2075.36479416402
r0950_pos	5835.303281109771
r0954_neg	0.0
r0954_pos	18137.037630538038
r0960_neg	2968.5554619009504
r0960_pos	2968.5554619009504
r0961_pos	2055.604139558271
r0962_pos	3669.409990076268
r0963_pos	1263.202497898656
r0968_pos	19052.27990108845
r0970_neg	0.0
r0970_pos	7204.963931388549
r0973_neg	3982.0564299891107
r0973_pos	0.0
r0974_neg	2060.4639709965004
r0974_pos	2055.11871873218
r0975_pos	4072.8174989949343
r0983_pos	2092.299711571996
r0984_neg	2092.299711571996
r0984_pos	0.0
r0986_pos	3800.0
r0987_neg	3800.0
r0987_pos	0.0
r0988_pos	0.0
r0989_neg	0.0
r0989_pos	7204.963931388549
r0990_neg	3228.885339575518
r0990_pos	5015.029751153316
r0993_pos	4176.428999681433
r0994_neg	4523.231797923124
r0994_pos	4523.231797923124
r0995_neg	1480.9320863511286
r0995_pos	1480.9320863511286
r0997_pos	13817.768734675044
r0998_neg	2195.379057984318
r0998_pos	5047.459589548778
r0999_neg	3089.4469716331896
r0999_pos	5047.459589548778
r1007_neg	0.0
r1007_pos	306.04268183617523
r1008_pos	294.0554427786638
r1010_neg	3982.0564299891107
r1010_pos	32388.385264162345
r1011_pos	75328.51211359701
r1012_pos	75328.51211359701
r1013_pos	71759.00256416203
r1014_pos	71759.00256416203
r1015_pos	1030.7551417853033
r1017_pos	7797.494343626842
r1018_neg	4523.231797923124
r1018_pos	4523.231797923124
r1019_neg	3228.8853395755177
r1019_pos	4178.885339575518
r1020_neg	67720.74235537938
r1020_pos	8136.061030065632
r1021_neg	0.0
r1021_pos	0.0
r1024_pos	7983.585213054268
r1025_pos	7983.585213054269
r1026_pos	3337.2895530901883
r1028_pos	3337.2895530901874
r1029_pos	7843.458840231157
r1030_neg	22.45730320310659
r1030_pos	11.71876514909802
r1043_pos	1503.4074000837684
r1044_pos	1503.4074000837684
r1045_pos	1779.2230118691157
r1050_neg	10908.41400459086
r1050_pos	1900.0
r1051_neg	2129.880782903051
r1051_pos	2129.880782903051
r1052_pos	2129.880782903051
r1059_pos	0.0
r1061_pos	0.0
r1062_pos	0.0
r1063_pos	0.0
r1064_pos	0.0
r1067_pos	0.0
r1068_pos	0.0
r1071_pos	0.0
r1073_pos	0.0
r1074_pos	0.0
r1076_pos	0.0
r1077_pos	0.0
r1078_pos	45345.068869922885
r1080_pos	0.0
r1088_neg	1742.7408510581413
r1088_pos	2213.6580045181877
r1090_pos	1742.7408510581413
r1106_neg	5015.029751153316
r1106_pos	5015.029751153317
r1109_neg	5026.36645889093
r1109_pos	4059.700119149039
r1116_neg	13586.682055927067
r1116_pos	14104.601648718102
r1117_neg	5006.378790580725
r1117_pos	2506.1986935929413
r1135_neg	0.0
r1135_pos	0.0
r1140_pos	0.0
r1143_pos	1198.3496575113988
r1144_pos	2109.35074039748
r1147_neg	2007.978466184688
r1147_pos	2007.978466184688
r1148_neg	12335.840962974175
r1148_pos	0.0
r1150_pos	7206.32840597679
r1154_neg	4019.4656869020528
r1154_pos	18412.917967250352
r1155_pos	855.816262047542
r1156_neg	367.94870956063505
r1156_pos	4045.171647296193
r1159_neg	0.0
r1159_pos	0.0
r1162_pos	4188.279708358589
r1163_pos	1197.8130939208477
r1164_pos	8246.040071695032
r1167_pos	8246.040071695033
r1168_pos	8246.040071695033
r1172_pos	8246.040071695032
r1173_pos	0.0
r1177_pos	8246.040071695033
r1178_pos	0.0
r1179_pos	8246.040071695033
r1180_pos	0.0
r1251_pos	0.0
r1252_pos	10962.201770197435
r1253_pos	0.0
r1254_pos	22.393563869983605
r1255_pos	8246.040071695033
r1257_pos	5125.700182715535
r1259_pos	7.2040804829134855
r1260_pos	5111.780771341491
r1262_pos	306.04268183617523
r1291_neg	1588.5710905299482
r1291_pos	4662.532893484295
r1292_neg	5015.029751153318
r1292_pos	4449.013079684191
r1298_pos	3800.0
r1299_pos	3800.0
r1301_pos	2375.0
r1302_neg	2375.0
r1302_pos	0.0
r1303_pos	3800.0
r1304_pos	3800.0
r1318_neg	5125.700182715535
r1318_pos	9747.619977498967
r1364_pos	3800.0
r1365_pos	3800.0
r1367_pos	3800.0
r1368_pos	3800.0
r1374_pos	3.3249999999999997
r1375_pos	40.92964166432237
r1377_neg	1153.1900668210674
r1377_pos	1153.1900668210674
r1378_neg	1153.1900668210674
r1378_pos	1153.1900668210674
r1380_neg	425.4329062198916
r1380_pos	74737.07795045269
r1381_neg	74737.0779504527
r1381_pos	233.5486438992359
r1384_neg	1483.258792945191
r1384_pos	4769.153184865296
r1396_pos	3122.184047822331
r1397_pos	3122.184047822331
r1400_pos	2631.8354440983544
r1401_pos	3388.49048133844
r1418_neg	3228.0360789465303
r1418_pos	3261.814076637095
r1421_neg	21251.66225174135
r1421_pos	4.313494663937208
r1423_pos	1309.5612632084603
r1427_pos	2513.8896539590905
r1428_neg	2532.3634824908604
r1428_pos	2532.3634824908604
r1429_neg	2532.3634824908604
r1429_pos	1900.0
r1431_pos	2704.8685575490845
r1432_pos	0.0
r1433_pos	268.8138156101388
r1434_pos	4314.088352269395
r1435_pos	5067.572737690047
r1436_pos	0.0
r1437_pos	0.0
r1440_pos	0.0
r1441_pos	0.0
r1443_pos	23435.77511608631
r1444_pos	24137.811877889937
r1445_pos	24137.81187788994
r1446_pos	18024.25308068061
r1447_pos	4765.4914659127435
r1448_pos	4764.149352154374
r1449_pos	4765.4914659127435
r1450_pos	4764.149352154372
r1451_pos	4765.491465912742
r1453_neg	13094.05723841099
r1453_pos	12491.223502524683
r1454_pos	855.8162620475418
r1455_pos	2513.8896539590905
r1456_pos	2513.8896539590905
r1459_neg	7713.430798160725
r1459_pos	17202.50028418832
r1464_neg	1243.7717808062084
r1464_pos	1243.7717808062084
r1466_neg	24349.2809797884
r1466_pos	0.0
r1467_neg	1582.249501681353
r1467_pos	48440.67732134681
r1468_neg	0.0
r1468_pos	0.0
r1487_neg	0.0
r1487_pos	24349.280979788397
r1488_neg	0.0
r1488_pos	17678.66056157727
r1492_pos	1298.6461546382134
r1493_pos	1300.7857481455073
r1495_pos	4176.428999681433
r1497_pos	1352.9318126530275
r1498_pos	1352.9318126530275
r1499_pos	1496.4071816628705
r1500_pos	1496.4071816628705
r1512_pos	2005.6796507356512
r1514_pos	3295.8322585401606
r1515_pos	3334.566107342194
r1516_pos	3384.2642667649934
r1517_pos	4238.114410978995
r1518_pos	3384.2642667649934
r1519_pos	3377.70805936384
r1520_pos	3384.2642667649934
r1521_pos	3384.2642667649934
r1522_pos	3286.05411041918
r1523_pos	3378.0868908580674
r1525_pos	3384.264266764993
r1527_pos	4238.1144109789975
r1528_pos	5015.029751153316
r1529_pos	3378.0868908580683
r1530_pos	3716.7950400281807
r1536_pos	8934.807548048744
r1538_pos	1260.7228582904509
r1540_pos	676.3876663694482
r1544_neg	850.6256057509132
r1544_pos	850.6256057509132
r1546_neg	1045.8294504350408
r1546_pos	948.5014527330349
r1547_neg	975.8042782326525
r1547_pos	1130.7147277144807
r1548_neg	876.205207002856
r1548_pos	892.9447414342
r1549_neg	975.8042782326525
r1549_pos	1075.6209851597896
r1551_neg	1045.8294504350408
r1551_pos	892.7584469130109
r1552_neg	977.8490830522269
r1552_pos	895.4986294656985
r1553_neg	895.1591016869592
r1553_pos	895.4986294656985
r1554_neg	1045.8294504350408
r1554_pos	1075.6209851597896
r1556_neg	1151.1357207940687
r1556_pos	925.4351193165844
r1557_neg	1045.8294504350408
r1557_pos	1075.6209851597896
r1559_neg	925.1376371982693
r1559_pos	801.9281629077402
r1560_neg	1043.2755624035422
r1560_pos	854.9309861750764
r1561_neg	973.2503902011538
r1561_pos	1037.1442611565221
r1562_neg	920.672947807942
r1562_pos	799.3742748762415
r1563_neg	973.2503902011538
r1563_pos	982.0505186018311
r1564_neg	880.6698963931833
r1564_pos	872.2391504865127
r1565_neg	1043.2755624035422
r1565_pos	799.1879803550524
r1566_neg	977.8490830522269
r1566_pos	801.9281629077402
r1567_neg	737.9967040823525
r1567_pos	737.9967040823525
r1568_neg	1043.2755624035422
r1568_pos	982.0505186018311
r1569_neg	925.1376371982693
r1569_pos	871.8571025168239
r1570_neg	1148.58183276257
r1570_pos	831.864652758626
r1571_neg	1043.2755624035422
r1571_pos	982.0505186018311
r1573_neg	1045.8294504350408
r1573_pos	948.1619249542954
r1574_neg	975.8042782326525
r1574_pos	1070.7691293141709
r1575_neg	891.3077127231509
r1575_pos	892.6052136554605
r1576_neg	975.8042782326525
r1576_pos	1070.7691293141709
r1578_neg	1045.8294504350408
r1578_pos	892.4189191342714
r1579_neg	1015.0852911718963
r1579_pos	895.1591016869592
r1580_neg	737.9967040823525
r1580_pos	737.9967040823525
r1581_neg	1045.8294504350408
r1581_pos	1075.2814573810501
r1583_neg	1151.1357207940687
r1583_pos	925.0955915378449
r1584_neg	1045.8294504350408
r1584_pos	1075.2814573810501
r1585_neg	1045.8294504350408
r1585_pos	1042.0719192909933
r1586_neg	975.8042782326525
r1586_pos	1070.7691293141709
r1587_neg	965.1842640424713
r1587_pos	986.5152079921584
r1588_neg	975.8042782326525
r1588_pos	1070.7691293141709
r1589_neg	880.6698963931833
r1589_pos	880.6698963931833
r1590_neg	1045.8294504350408
r1590_pos	986.3289134709693
r1591_neg	977.8490830522269
r1591_pos	989.069096023657
r1592_neg	895.1591016869592
r1592_pos	925.1376371982693
r1593_neg	1045.8294504350408
r1593_pos	1140.7943015165592
r1594_neg	925.8166927557482
