	WT.1012.c_S135_L007_R1_001
TMDPPK_pos	4344.333978055355
TMDPP_neg	11.053055366373197
TMDPP_pos	12490.954257063397
TMDS_pos	12469.007746089177
TMLYSOX_pos	0.0
TMLYSter_pos	0.0
TMNDNCCOAtx_neg	38035.66400526858
TMNDNCCOAtx_pos	147.08597254282338
TMNDNCCPT1_pos	506.8338336387938
TMNDNCCPT2_pos	506.8338336387938
TMNDNCCRNt_pos	506.8338336387938
TMNDNCt_neg	246.75900956131932
TMNDNCt_pos	13.569960466334578
TOLBUTAMIDEte_neg	0.0
TOLBUTAMIDEte_pos	7.557985768722633
TPI_neg	9434.719404084803
TPI_pos	4155.4159786716245
TRDR2_pos	5129.200299098776
TRDR3_pos	5164.720492881502
TRDR_pos	2886.6067114820007
TRDRm_pos	308.9993013545902
TREH_pos	0.0
TREHe_pos	3.353304519799492
TRIODTHYSUFt_pos	21.486392994466893
TRIODTHYSULT_pos	21.486392994466893
TRIODTHYt2_neg	973.7430055762171
TRIODTHYt2_pos	973.7430055762171
TRIODTHYt_neg	973.7430055762171
TRIODTHYt_pos	973.7430055762171
TRIOK_pos	3751.766680705462
TRPATB0tc_pos	1554.0905414952904
TRPHYDRO2_pos	2004.0630953273085
TRPO2_pos	9.721089268323727
TRPt4_pos	1272.933637567256
TRPt_neg	804.5548337727735
TRPt_pos	804.5548337727735
TRYPTAOX_pos	0.0
TS3_neg	0.0
TS3_pos	0.0
TSTSTERONEGLCte_pos	69409.98223309613
TSTSTERONEGLCtr_neg	69409.98223309613
TSTSTERONEGLCtr_pos	0.0
TSTSTERONESULT_pos	61407.010573971034
TSTSTERONESte_neg	0.0
TSTSTERONESte_pos	61407.01057397102
TSTSTERONEt_neg	55201.20336677056
TSTSTERONEt_pos	9.270233331094511
TSTSTERONEtr_neg	9.65386360057001
TSTSTERONEtr_pos	55201.20336677057
TSULt4_3_neg	0.0
TSULt4_3_pos	12.135029873150732
TTDCAFATPc_pos	8870.280334272486
TTDCAtr_neg	0.0
TTDCAtr_pos	3449.2436304284015
TTDCPT1_pos	10621.31342594775
TTDCPT2_pos	10621.31342594775
TTDCRNt_pos	10621.31342594775
TXA2te_neg	170.65127797002125
TXA2te_pos	0.0
TXA2tr_neg	170.65127797002125
TXA2tr_pos	0.0
TXASr_pos	170.65127797002125
TYMSFt_pos	19637.704646730246
TYMSULT_pos	19637.704646730246
TYR3MO2_pos	9995.397816503975
TYRASE_pos	12645.76356141971
TYRATB0tc_pos	1554.0905414952904
TYRCBOX_pos	10889.837379983064
TYRDOPO3_pos	12645.763561419713
TYRDOPO_pos	49023.67018206019
TYROXDAc_pos	11015.4277317517
TYRPHELAT2tc_pos	501.27608513476883
TYRTA_neg	6861.733956891233
TYRTA_pos	8610.447882651886
TYRTAm_neg	0.0
TYRTAm_pos	46368.24037357791
TYRt4_pos	1272.933637567256
TYRt_neg	501.27608513476883
TYRt_pos	804.5548337727735
UAG2EMAi_pos	4175.737811874962
UAG4E_neg	887.5934870400476
UAG4E_pos	9907.651499166752
UAGALDP_pos	558.1055636367429
UAGDP_pos	4175.737811874963
UDPACGALtl_neg	7235.201254038144
UDPACGALtl_pos	0.0
UDPDOLPT_L_pos	9275.086175445094
UDPDOLPT_U_pos	9275.086175445094
UDPG1P_pos	16700.606878555252
UDPG4E_neg	5020.632112543429
UDPG4E_pos	12075.357027711229
UDPGALt2g_pos	0.0
UDPGALtg_neg	0.0
UDPGALtg_pos	6498.57517331706
UDPGD_pos	12761.372614998287
UDPGLCAter_neg	2052.9349592785425
UDPGLCAter_pos	2052.9349592785425
UDPGLCAtg_neg	0.0
UDPGLCAtg_pos	0.0
UDPGLCter_neg	2850.0
UDPGLCter_pos	2850.0
UDPGLCtg_neg	0.0
UDPGLCtg_pos	0.0
UDPGLDCg_pos	0.0
UDPGNP_pos	13076.258236845353
UDPGP_pos	3367.4358295100305
UDPXYLter_neg	0.0
UDPXYLter_pos	0.0
UDPXYLtg_neg	0.0
UDPXYLtg_pos	0.0
UDPtl_neg	0.0
UDPtl_pos	7235.201254038144
UGALGTg_pos	6498.575173317059
UGALNACter_neg	0.0
UGALNACter_pos	0.0
UGALNACtg_neg	0.0
UGALNACtg_pos	11359.549716250005
UGCG_pos	13073.951962282848
UGLCNACtg_neg	0.0
UGLCNACtg_pos	19240.735399809615
UGLT_neg	396.1678104595112
UGLT_pos	396.1678104595112
UGT1A10r_neg	10.497555865561402
UGT1A10r_pos	66201.26303427716
UGT1A1r_pos	60493.12758423085
UGT1A2r_pos	43441.05943903752
UGT1A3r_pos	70861.02696563765
UGT1A4r_pos	69409.98223309613
UGT1A5r2_pos	4047.88051601075
UGT1A5r_pos	4029.799235225934
UGT1A6r_pos	57676.91811325502
UGT1A7r_pos	0.0
UGT1A8r_pos	0.0
UGT1A9r_pos	70442.30482081945
UMPK2_neg	376.7198668952715
UMPK2_pos	376.7198668952715
UMPK2n_neg	378.47421049542993
UMPK2n_pos	378.47421049542993
UMPK3_neg	376.7198668952715
UMPK3_pos	376.7198668952715
UMPK3n_neg	378.47421049542993
UMPK3n_pos	378.47421049542993
UMPK4_neg	376.7198668952715
UMPK4_pos	376.7198668952715
UMPK4n_neg	378.47421049542993
UMPK4n_pos	378.47421049542993
UMPK5_neg	376.7198668952715
UMPK5_pos	376.7198668952715
UMPK5n_neg	378.47421049542993
UMPK5n_pos	378.47421049542993
UMPK6_neg	376.7198668952715
UMPK6_pos	376.7198668952715
UMPK6n_neg	378.47421049542993
UMPK6n_pos	378.47421049542993
UMPK7_neg	376.7198668952715
UMPK7_pos	376.7198668952715
UMPK7n_neg	378.47421049542993
UMPK7n_pos	378.47421049542993
UMPK_neg	376.7198668952715
UMPK_pos	376.7198668952715
UMPKm_neg	9508.355863505662
UMPKm_pos	0.0
UMPKn_neg	378.47421049542993
UMPKn_pos	378.47421049542993
UMPtr_neg	2052.9349592785425
UMPtr_pos	2052.9349592785425
UNK2_pos	15673.977300424423
UNK3_pos	16190.195767209903
UPP3S_pos	14793.757805441206
UPPDC1_pos	14793.757805441206
UPPN_pos	14637.541356527665
URATEt_pos	9036.224955688542
URATEtx_pos	11411.224955688542
URAt_neg	7562.109532893049
URAt_pos	5.777952348238208
URCN_pos	11757.157446865836
UREAt5_neg	1426.5696280500495
UREAt5_pos	1426.5696280500495
UREAt_neg	1426.5696280500495
UREAt_pos	1426.5696280500495
UREAtm_neg	14717.046664389363
UREAtm_pos	0.0
URIDK2m_neg	6375.728909758971
URIDK2m_pos	3625.0055566292535
URIK1_pos	421.60761826792157
URIt4_pos	927.8267016181592
URIt5le_pos	1415.1589718130858
URIt_neg	927.8267016181592
URIt_pos	12267.789792152067
UROLACer_neg	0.0
UROLACer_pos	6756.449062508552
UTPtn_neg	0.0
UTPtn_pos	0.0
Uritl_neg	0.0
Uritl_pos	0.0
Uritm_neg	9508.355863505662
Uritm_pos	0.0
Uritn_neg	13435.879957871137
Uritn_pos	0.0
VACCCPT1_pos	90936.75444500342
VACCCPT2_pos	90936.75444500342
VACCCRNt_pos	90936.75444500342
VACCt_neg	8921.493057401793
VACCt_pos	7.928179952260213
VALATB0tc_pos	1637.8710057785834
VALLAT1tc_pos	692.2399428505769
VALPHELAT2tc_pos	593.4655150921405
VALTA_neg	7786.417825872265
VALTA_pos	4197.013081463093
VALTAm_neg	4197.013081463093
VALTAm_pos	15460.424763695839
VALt4_pos	1365.1230675246277
VALt5m_neg	4197.013081463093
VALt5m_pos	15460.424763695837
VALtec_neg	593.4655150921405
VALtec_pos	896.7442637301451
VD3_neg	11007.578950104766
VD3_pos	77739.65800425499
VITD2Hm_pos	0.0
VITD2t_pos	0.0
VITD2tm_neg	0.0
VITD2tm_pos	0.0
VITD3Hm_pos	9952.074675026337
VITD3t2_pos	1053.1352359538319
VITD3t_pos	1053.1352359538319
VITD3tm3_pos	1900.0
VITD3tm_pos	1900.0
VITEtl_pos	4310.180250916808
VITKtl_pos	5092.1296735081905
VLCS2p_pos	66867.17445229883
VLCS2r_pos	76060.28436183398
VLCSp_pos	65874.29074662861
VLCSr_pos	72542.6049962191
WHDDCAte_neg	7.5579857687226335
WHDDCAte_pos	0.0
WHHDCAte_neg	18396.193324446096
WHHDCAte_pos	0.0
WHTSTSTERONEte_neg	0.0
WHTSTSTERONEte_pos	0.0
WHTTDCAte_neg	7518.039533338695
WHTTDCAte_pos	0.0
XANDp_pos	12564.90926446331
XANtx_pos	11411.224955688542
XAO2x_pos	11919.35520771066
XAOx_pos	11411.22495568854
XOL27OHtm_neg	10951.657019700348
XOL27OHtm_pos	11555.469186366361
XOL7AH2tm_neg	70452.94305715739
XOL7AH2tm_pos	10935.946405929264
XOL7AH2tr_neg	0.0
XOL7AH2tr_pos	0.0
XOL7AONEtr_neg	10935.946405929264
XOL7AONEtr_pos	8064.433794792002
XOLDIOLONEt_neg	65874.29074662863
XOLDIOLONEt_pos	8064.433794792002
XOLDIOLONEtm_neg	0.0
XOLDIOLONEtm_pos	0.0
XOLEST2HSTDle_pos	1900.0
XOLEST2te_neg	6973.605254157039
XOLEST2te_pos	1900.0
XOLESTte_neg	0.0
XOLESTte_pos	0.0
XOLTRI24tc_neg	0.0
XOLTRI24tc_pos	54685.9744739598
XOLTRI24te_neg	0.0
XOLTRI24te_pos	54685.97447395979
XOLTRI25tc_neg	0.0
XOLTRI25tc_pos	54562.96982220311
XOLTRI25te_neg	0.0
XOLTRI25te_pos	54562.96982220311
XOLTRI27tc_neg	0.0
XOLTRI27tc_pos	54367.272257755634
XOLTRI27te_neg	0.0
XOLTRI27te_pos	54367.272257755634
XOLTRIOLtm_neg	0.0
XOLTRIOLtm_pos	65874.29074662857
XOLTRIOLtr_neg	0.0
XOLTRIOLtr_pos	0.0
XSERtg_pos	0.0
XYLK_pos	8328.437721843376
XYLTD_Dr_neg	0.0
XYLTD_Dr_pos	8328.437721843376
XYLTer_pos	0.0
XYLTt_neg	0.0
XYLTt_pos	5083.822234661495
XYLUR_neg	1283.8222346614943
XYLUR_pos	1296.7950905337461
XYLt_neg	861.8965989372307
XYLt_pos	0.0
XYLtly_pos	861.8965989372308
YVITEt_pos	2.8499999999999996
biomass_reaction_pos	233.08775882434983
q10h2tc_neg	5682.108340523542
q10h2tc_pos	7474.576745431297
q10tm_neg	5682.108340523542
q10tm_pos	7474.576745431299
r0002_neg	2095.5186113864756
r0002_pos	2375.0
r0009_pos	4665.872716179516
r0010_pos	6037.166542743427
r0013_pos	42.244069870314256
r0016_neg	2676.8991137008757
r0016_pos	4318.781114539216
r0021_neg	1451.0137251291667
r0021_pos	532.8031751201529
r0022_neg	5316.247818802754
r0022_pos	483.3072992399377
r0027_neg	1463.9865810014187
r0027_pos	1247.2351131801063
r0028_pos	3712.8028155095626
r0033_pos	14463.028679023153
r0034_pos	11895.484444632772
r0047_pos	2411.1931425620082
r0051_neg	3.9872989321141556
r0051_pos	27407.261778992877
r0055_neg	1502.7028461364366
r0055_pos	7898.779701834445
r0060_pos	7900.3946025309015
r0062_pos	3546.385597177594
r0068_pos	3517.612253364643
r0074_neg	1181.218721791448
r0074_pos	2864.347236721962
r0081_neg	359.87968110853205
r0081_pos	359.87968110853205
r0082_pos	3690.9973282861542
r0083_pos	339.77597329744333
r0084_pos	12596.571722170402
r0085_pos	5294.402555645836
r0086_pos	7143.53994410674
r0093_pos	5.409044119280203
r0097_pos	3517.612253364643
r0113_pos	19612.75958822443
r0119_pos	3280.9342597301115
r0122_pos	572.7640379829909
r0127_pos	7357.410611383273
r0129_neg	2205.889201451538
r0129_pos	7222.2878854750315
r0130_neg	7645.034254911778
r0130_pos	2205.889201451538
r0139_neg	3.3211384108191577
r0139_pos	7.9886184739933075
r0142_pos	9570.670218288942
r0145_neg	1419.891584056552
r0145_pos	59096.558080033465
r0149_neg	7.9886184739933075
r0149_pos	3.3211384108191577
r0153_pos	572.7640379829909
r0156_pos	5294.402555645836
r0157_pos	7143.53994410674
r0160_pos	3751.766680705462
r0163_pos	11250.113146007054
r0165_pos	572.7640379829909
r0166_pos	12348.726826496404
r0170_neg	402.33558607119
r0170_pos	75790.58928303428
r0173_neg	2626.9789057570497
r0173_pos	2626.9789057570497
r0178_neg	1307.8081780416474
r0178_pos	12748.032378572945
r0179_pos	1307.8081780416474
r0181_neg	3.3211384108191577
r0181_pos	3.3211384108191577
r0186_pos	11832.856325341605
r0191_pos	692.8378657600805
r0193_neg	8912.457965599218
r0193_pos	6879.848133534797
r0196_neg	354.9991484565336
r0196_pos	14920.15361370134
r0202_neg	2626.9789057570497
r0202_pos	2626.9789057570497
r0208_neg	3213.1068988922543
r0208_pos	18821.75333953901
r0210_pos	8007.745448465245
r0224_pos	622.4156116830078
r0226_pos	3643.8830367585133
r0233_pos	5889.409693229909
r0236_pos	1289.8302147953689
r0239_neg	0.0
r0239_pos	10.000980240837057
r0242_neg	3.4460642551365677
r0242_pos	3.4460642551365677
r0245_neg	4362.692506339897
r0245_pos	6788.13979474604
r0246_pos	11234.48064402733
r0249_neg	2474.9715997194335
r0249_pos	2474.9715997194335
r0265_pos	5889.409693229909
r0267_neg	2116.7514678213124
r0267_pos	2103.77861194906
r0268_neg	2103.77861194906
r0268_pos	2116.7514678213124
r0276_neg	3953.0347162061003
r0276_pos	427.8361746030485
r0280_pos	572.7640379829909
r0281_neg	4.749999999999999
r0281_pos	15297.115159822402
r0283_pos	5017.48537515103
r0287_pos	18091.82806945505
r0295_pos	568.7583430697365
r0301_pos	3953.0347162061016
r0308_pos	7840.082219976962
r0309_neg	4984.902554520607
r0309_pos	17236.727097300783
r0310_pos	4922.379396051357
r0311_pos	8305.806883776808
r0317_neg	349.9401265131404
r0317_pos	349.9401265131404
r0321_pos	3903.6267523647584
r0330_pos	1276.8573589231169
r0331_pos	4161.6641682415975
r0339_pos	5670.555649167592
r0340_pos	11234.48064402733
r0345_neg	1166.1692153546444
r0345_pos	1166.1692153546444
r0354_pos	3288.154419417904
r0355_pos	3288.1544194179037
r0357_pos	4410.079928332549
r0358_pos	4410.07992833255
r0360_pos	5650.276559752357
r0361_pos	5583.872526983569
r0363_pos	6968.5749873598215
r0364_pos	6921.567357190133
r0365_pos	12670.178859105901
r0377_pos	3705.0497486292315
r0381_neg	4140.007303366464
r0381_pos	10049.967662492487
r0383_pos	6966.546950229986
r0384_pos	11109.97442059747
r0385_pos	12351.15402130628
r0386_pos	10769.20881579653
r0388_neg	4592.662835441556
r0388_pos	10323.549191684231
r0389_neg	4592.662835441555
r0389_pos	9317.446751773277
r0390_neg	3022.769603888214
r0390_pos	4.274999999999999
r0391_neg	11.891109196348062
r0391_pos	4394.8273813186925
r0392_neg	3751.766680705462
r0392_pos	6336.943734371562
r0393_pos	11234.48064402733
r0394_neg	541.0461677279973
r0394_pos	5821.561025712279
r0395_pos	541.0461677279973
r0398_pos	5401.922213002899
r0399_neg	290.8599575184075
r0399_pos	5933.702807321495
r0400_neg	5049.077761649344
r0400_pos	19631.13870797553
r0402_pos	0.0
r0403_neg	2004.0630953273085
r0403_pos	7.552998082592388
r0407_neg	625.8047144078121
r0407_pos	2826.076451030045
r0408_neg	514.4698501345207
r0408_pos	514.4698501345207
r0409_neg	514.4698501345207
r0409_pos	514.4698501345207
r0410_neg	4.162679385690782
r0410_pos	4.711026916706239
r0413_pos	572.7640379829909
r0422_neg	0.0
r0422_pos	3690.997328286154
r0423_pos	339.77597329744333
r0424_neg	0.0
r0424_pos	12596.571722170404
r0425_neg	374.235108615821
r0425_pos	503.52803762088934
r0426_neg	349.9401265131404
r0426_pos	349.9401265131404
r0434_neg	2348.174981013838
r0434_pos	5203.19282121966
r0437_neg	3097.522115083623
r0437_pos	5203.19282121966
r0441_neg	0.0
r0441_pos	311.92104241110513
r0443_pos	299.86409615571915
r0450_neg	0.0
r0450_pos	4067.273580774332
r0451_pos	70.76656152854284
r0456_pos	3554.3773750864975
r0463_neg	10165.755066790829
r0463_pos	0.0
r0464_neg	355.9073457759115
r0464_pos	357.9040589117966
r0470_pos	729.0774833319152
r0472_neg	7253.767380395666
r0472_pos	829.366206882014
r0474_neg	7695.533449101599
r0474_pos	829.366206882014
r0475_neg	5551.048696705976
r0475_pos	829.366206882014
r0480_neg	16139.51142917858
r0480_pos	12967.883014552934
r0483_neg	359.87968110853205
r0483_pos	359.87968110853205
r0488_neg	20493.869580618957
r0488_pos	339.61632170529776
r0494_neg	3.3211384108191577
r0494_pos	7.9886184739933075
r0497_neg	7.9886184739933075
r0497_pos	3.3211384108191577
r0502_pos	9215.208174247575
r0504_pos	9036.224955688542
r0509_pos	433.0899656996114
r0512_neg	7519.214833587437
r0512_pos	635.3884675552597
r0514_pos	3784.080666949905
r0517_neg	354.9991484565336
r0517_pos	14920.153613701339
r0522_pos	1644.7060470953156
r0523_pos	1644.7060470953156
r0525_neg	419.2990354851096
r0525_pos	26.44528831831952
r0527_neg	12.615329216747034
r0527_pos	5433.747914363503
r0531_neg	421.60761826792157
r0531_pos	3617.2028312058455
r0537_pos	0.0
r0539_neg	0.0
r0539_pos	14526.184623743058
r0541_neg	305.0641333826901
r0541_pos	81.3299196636233
r0545_pos	908.0473744851741
r0546_pos	0.0
r0547_neg	908.0473744851741
r0547_pos	19053.746017704045
r0548_pos	0.0
r0549_neg	357.9040589117966
r0549_pos	355.9073457759115
r0552_neg	420.5300797703729
r0552_pos	504.50949491375655
r0553_neg	504.50949491375655
r0553_pos	420.53007977037294
r0555_pos	6966.546950229986
r0556_neg	11109.97442059747
r0556_pos	0.0
r0557_pos	70.76656152854285
r0558_neg	1377.76518766322
r0558_pos	1377.76518766322
r0559_neg	1377.76518766322
r0559_pos	1377.76518766322
r0560_pos	12166.324025303917
r0561_pos	288.0486688812464
r0568_pos	7641.797548077085
r0570_neg	4505.564254128792
r0570_pos	6324.4307365117065
r0571_neg	13116.110152107214
r0571_pos	2120.8156258945114
r0573_pos	7320.410804713205
r0575_neg	402.33558607119
r0575_pos	75790.5892830343
r0578_neg	4100.000750562687
r0578_pos	4265.933741084536
r0579_pos	4100.000750562687
r0580_pos	4560.881885250969
r0584_neg	5433.747914363503
r0584_pos	3484.751224556542
r0587_neg	3.4460642551365677
r0587_pos	3.4460642551365677
r0590_pos	14463.028679023153
r0591_neg	42200.65849085931
r0591_pos	3398.127709330188
r0594_pos	26.63614538009821
r0595_pos	8920.824364332637
r0596_pos	12670.178859105901
r0598_pos	0.0
r0603_neg	317.7511474146961
r0603_pos	9506.395067544972
r0604_pos	9770.428781814584
r0610_neg	614.7585736846196
r0610_pos	614.7585736846196
r0611_neg	614.7585736846196
r0611_pos	614.7585736846196
r0614_neg	4100.000750562687
r0614_pos	32970.79260977406
r0615_neg	732.3568113554013
r0615_pos	745.3296672276532
r0616_neg	695.8337913474381
r0616_pos	12279.336564632344
r0617_neg	745.3296672276532
r0617_pos	732.3568113554013
r0618_pos	695.8337913474381
r0620_neg	0.0
r0620_pos	11250.113146007057
r0625_pos	0.0
r0627_neg	4144.042685181695
r0627_pos	9.604273178902936
r0629_neg	4022.5023312326757
r0629_pos	11951.077304749453
r0630_neg	3242.147828720269
r0630_pos	13136.493671692338
r0633_neg	5350.440522475387
r0633_pos	18741.326861055077
r0634_neg	34180.00480097396
r0634_pos	501.275344561797
r0636_pos	14073.296238706731
r0637_pos	14073.296238706731
r0638_neg	5250.755854899577
r0638_pos	19567.59654905283
r0639_pos	14355.26990008963
r0641_neg	3186.6752528088095
r0641_pos	3186.6752528088095
r0642_neg	1377.76518766322
r0642_pos	511.3929836337687
r0643_neg	2120.8156258945114
r0643_pos	13116.110152107212
r0644_neg	1377.76518766322
r0644_pos	511.3929836337687
r0645_neg	0.0
r0645_pos	47.724450112469576
r0647_neg	1188.445309476198
r0647_pos	0.0
r0650_neg	4671.171477316691
r0650_pos	4671.171477316691
r0651_neg	4671.171477316691
r0651_pos	3326.495846460606
r0652_neg	5251.746220455046
r0652_pos	15109.016175171928
r0653_pos	12561.53044847612
r0655_neg	329.44652924571113
r0655_pos	11189.356720422387
r0656_pos	10769.20881579653
r0660_neg	19023.512618121586
r0660_pos	5491.221795451547
r0661_pos	24932.412943169056
r0666_neg	0.0
r0666_pos	21009.539458153064
r0668_neg	5049.077761649346
r0668_pos	19631.138707975533
r0669_pos	12066.671950259346
r0670_pos	9770.428781814584
r0671_pos	14548.782408183815
r0672_neg	54562.96982220309
r0672_pos	12317.71812700891
r0673_pos	0.0
r0679_neg	15210.253993172146
r0679_pos	4100.000750562687
r0680_neg	4100.000750562687
r0680_pos	32970.79260977406
r0683_pos	12864.296288457945
r0686_neg	398.47431373254545
r0686_pos	12300.889825437054
r0688_neg	1237.4064079196091
r0688_pos	1250.379263791861
r0698_pos	16195.646095145266
r0706_pos	65874.29074662863
r0707_neg	4.782610403488932
r0707_pos	6.712126218755792
r0714_pos	12561.53044847612
r0715_pos	24256.38310885479
r0716_pos	12561.53044847612
r0717_pos	24256.38310885479
r0718_pos	14355.26990008963
r0719_pos	24932.412943169064
r0720_pos	14355.26990008963
r0721_pos	24932.412943169064
r0722_neg	5491.221795451547
r0722_pos	19023.512618121593
r0723_pos	24932.412943169056
r0724_neg	19023.51261812159
r0724_pos	5491.221795451547
r0726_neg	501.275344561797
r0726_pos	34180.00480097397
r0727_pos	24932.412943169064
r0728_neg	34180.00480097396
r0728_pos	501.275344561797
r0729_pos	24932.412943169064
r0730_pos	18091.82806945505
r0731_pos	18091.82806945505
r0732_pos	18091.82806945505
r0733_pos	18091.82806945505
r0734_pos	18091.82806945505
r0735_neg	5269.674550602109
r0735_pos	33931.022280694495
r0739_neg	68525.21220093244
r0739_pos	8398.426793153569
r0741_neg	0.0
r0741_pos	70164.36837647196
r0743_pos	65874.29074662863
r0744_pos	65874.29074662863
r0747_neg	11045.861627537854
r0747_pos	2103.77861194906
r0750_neg	66057.81415969349
r0750_pos	2103.77861194906
r0752_neg	858.5514986049591
r0752_pos	0.0
r0753_pos	858.5514986049591
r0754_neg	858.5514986049591
r0754_pos	0.0
r0755_pos	858.5514986049591
r0756_neg	858.5514986049591
r0756_pos	0.0
r0757_pos	858.5514986049591
r0758_neg	511.3929836337687
r0758_pos	0.0
r0774_neg	9.634359101454015
r0774_pos	9.634359101454015
r0779_pos	12066.671950259346
r0780_neg	75764.7623148348
r0780_pos	255.48068810499856
r0781_neg	0.0
r0781_pos	75764.76231483485
r0782_pos	11013.02097321064
r0783_neg	471.9777505800595
r0783_pos	5018.120298753307
r0784_neg	1283.8222346614943
r0784_pos	1296.7950905337461
r0787_pos	3472.4947503360345
r0788_neg	16139.511429178576
r0788_pos	12967.88301455293
r0789_neg	16139.511429178578
r0789_pos	12967.88301455293
r0791_neg	18741.32686105508
r0791_pos	5350.440522475387
r0792_neg	6925.279703159591
r0792_pos	845.58242861296
r0795_pos	8920.824364332637
r0796_neg	0.0
r0796_pos	6470.293369219006
r0797_neg	4022.5023312326757
r0797_pos	63987.589562254994
r0801_neg	1828.682678232625
r0801_pos	1348.7086445319353
r0809_neg	1191.65491211764
r0809_pos	1191.65491211764
r0812_neg	2850.0
r0812_pos	2850.0
r0813_pos	8195.874580912872
r0817_neg	1233.2044039369332
r0817_pos	1181.0099450311964
r0818_pos	6375.728909758971
r0819_neg	441.1481347310497
r0819_pos	568.8827594018421
r0821_neg	441.1481347310497
r0821_pos	441.1481347310497
r0822_neg	441.1481347310497
r0822_pos	441.1481347310497
r0825_pos	0.0
r0826_pos	0.0
r0829_neg	441.1481347310497
r0829_pos	441.1481347310497
r0830_neg	441.1481347310497
r0830_pos	441.1481347310497
r0834_neg	588.197512974733
r0834_pos	588.197512974733
r0835_neg	588.197512974733
r0835_pos	588.197512974733
r0836_neg	588.197512974733
r0836_pos	588.197512974733
r0838_neg	4779.7258581111955
r0838_pos	4992.285415552206
r0839_neg	2165.5763257243407
r0839_pos	3838.5900118257427
r0840_neg	2474.9715997194335
r0840_pos	2474.9715997194335
r0841_neg	2474.9715997194335
r0841_pos	2474.9715997194335
r0842_neg	2850.0
r0842_pos	2850.0
r0845_pos	19612.75958822443
r0853_pos	5962.920257239743
r0859_pos	0.0
r0860_neg	2850.0
r0860_pos	2850.0
r0870_neg	14604.346767143055
r0870_pos	0.0
r0871_neg	9779.514118517733
r0871_pos	9.506633378541753
r0879_pos	704.944158499207
r0881_pos	1424.7880531430906
r0885_neg	441.4484343990447
r0885_pos	569.1830590698371
r0886_neg	0.0
r0886_pos	0.0
r0892_neg	6.6579213875617835
r0892_pos	11885.61093866037
r0899_neg	5092.12967350819
r0899_pos	1489.2040542376687
r0907_neg	0.0
r0907_pos	23987.60613392393
r0908_neg	24634.132362816446
r0908_pos	2850.0
r0909_neg	2850.0
r0909_pos	24634.132362816443
r0911_neg	10379.0888894646
r0911_pos	5465.016877981601
r0913_neg	2027.7346246707925
r0913_pos	2027.7346246707925
r0915_neg	2047.0493782436833
r0915_pos	2047.0493782436833
r0917_neg	1193.6805080709846
r0917_pos	1193.6805080709846
r0921_pos	4161.6641682415975
r0924_pos	9014.433794792001
r0925_pos	0.0
r0926_pos	11234.48064402733
r0931_pos	2850.0
r0932_neg	2850.0
r0932_pos	0.0
r0934_pos	1289.2909949751875
r0936_pos	2850.0
r0937_neg	2850.0
r0937_pos	0.0
r0940_neg	5.450377093272651
r0940_pos	6885.178316761576
r0941_neg	14568.37238837035
r0941_pos	4255.650553046129
r0942_neg	983.0880383495683
r0942_pos	983.0880383495683
r0944_neg	1900.0
r0944_pos	1900.0
r0946_neg	1214.1535686722782
r0946_pos	2183.2044039369334
r0950_pos	5998.530496043462
r0954_neg	0.0
r0954_pos	18509.4399691187
r0960_neg	2972.3041212838093
r0960_pos	2972.3041212838093
r0961_pos	2080.489954211591
r0962_pos	3784.080666949905
r0963_pos	1361.445656287123
r0968_pos	19612.75958822443
r0970_neg	0.0
r0970_pos	7320.410804713205
r0973_neg	4100.000750562687
r0973_pos	0.0
r0974_neg	2071.843082900294
r0974_pos	2071.843082900294
r0975_pos	4161.6641682415975
r0983_pos	2095.5186113864756
r0984_neg	2095.5186113864756
r0984_pos	0.0
r0986_pos	3800.0
r0987_neg	3800.0
r0987_pos	0.0
r0988_pos	0.0
r0989_neg	0.0
r0989_pos	7320.410804713205
r0990_neg	3242.147828720269
r0990_pos	5092.1296735081905
r0993_pos	4272.500763109687
r0994_neg	4671.171477316691
r0994_pos	4671.171477316691
r0995_neg	1625.6528659302155
r0995_pos	1625.6528659302155
r0997_pos	14073.296238706731
r0998_neg	2348.174981013838
r0998_pos	5203.19282121966
r0999_neg	3097.522115083623
r0999_pos	5203.19282121966
r1007_neg	0.0
r1007_pos	311.9210424111052
r1008_pos	299.86409615571915
r1010_neg	4100.000750562687
r1010_pos	32970.79260977406
r1011_pos	76060.2843618339
r1012_pos	76060.2843618339
r1013_pos	72542.6049962191
r1014_pos	72542.60499621912
r1015_pos	989.573597214535
r1017_pos	7906.158431446925
r1018_neg	4671.171477316691
r1018_pos	4671.171477316691
r1019_neg	3242.1478287202694
r1019_pos	4192.147828720269
r1020_neg	68525.21220093245
r1020_pos	8398.426793153567
r1021_neg	0.0
r1021_pos	0.0
r1024_pos	8064.433794792003
r1025_pos	8064.433794792002
r1026_pos	3430.555823454524
r1028_pos	3430.5558234545247
r1029_pos	7964.696067991507
r1030_neg	22.725304372912593
r1030_pos	11.86791831665461
r1043_pos	1719.8701176273769
r1044_pos	1719.8701176273769
r1045_pos	1598.1311544445578
r1050_neg	11007.578950104762
r1050_pos	1900.0
r1051_neg	2130.804814324193
r1051_pos	2130.804814324193
r1052_pos	2130.804814324193
r1059_pos	0.0
r1061_pos	0.0
r1062_pos	0.0
r1063_pos	0.0
r1064_pos	0.0
r1067_pos	0.0
r1068_pos	0.0
r1071_pos	0.0
r1073_pos	0.0
r1074_pos	0.0
