	Treg_Lymph_Treg7_L1	Treg_Spleen_Treg1_L2	Tcon_Spleen_Tcon1_L1	Tcon_Lymph_Tcon10_L2	exTreg_Lymph_exTreg3_L1
r1843_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1844_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1846_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1847_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1848_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1850_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1851_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1852_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1853_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1854_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1855_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1856_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1857_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1858_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1859_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1860_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1861_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1862_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1863_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1864_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1865_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1866_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1867_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1871_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1872_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1873_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1874_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1876_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1877_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1879_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1880_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1881_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1882_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1883_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1884_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1885_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1886_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1887_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1888_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1889_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1890_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1891_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1892_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1893_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1894_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1895_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1896_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1897_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1898_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1899_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1900_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1901_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1902_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1903_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1904_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1905_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1906_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1907_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1908_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1909_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1910_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1911_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1912_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1913_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1914_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1915_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1916_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1917_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1918_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1919_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1920_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1921_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1922_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1923_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1924_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1925_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1926_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1928_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1929_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1930_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1931_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1932_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1933_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1934_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1935_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1936_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1937_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1938_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1939_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1940_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1941_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1942_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1943_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1944_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1945_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1946_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1947_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1948_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1949_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1950_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1951_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1952_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1953_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1954_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1955_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1956_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1957_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1958_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1959_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1960_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1961_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1962_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1963_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1964_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1965_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1966_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1967_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1968_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1969_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1970_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1971_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1972_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1973_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1974_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1975_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1976_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1977_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1978_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1979_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1980_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1981_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1982_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1983_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1984_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1985_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1986_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1987_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1988_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1989_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1990_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1991_pos	5.134842948993639	4.924591342284715	4.730646434716923	4.9705479532428	3.8515118903261745
r1992_pos	0.0	0.0	0.0	0.0	0.0
r1993_pos	0.0	0.0	0.0	0.0	0.0
r1994_pos	0.0	0.0	0.0	0.0	0.0
r1995_pos	0.0	0.0	0.0	0.0	0.0
r1996_pos	0.0	0.0	0.0	0.0	0.0
r1997_pos	0.0	0.0	0.0	0.0	0.0
r1998_pos	0.0	0.0	0.0	0.0	0.0
r1999_pos	0.0	0.0	0.0	0.0	0.0
r2000_pos	0.0	0.0	0.0	0.0	0.0
r2001_pos	0.0	0.0	0.0	0.0	0.0
r2002_pos	0.0	0.0	0.0	0.0	0.0
r2003_pos	0.0	0.0	0.0	0.0	0.0
r2004_pos	0.0	0.0	0.0	0.0	0.0
r2005_pos	0.0	0.0	0.0	0.0	0.0
r2006_pos	0.0	0.0	0.0	0.0	0.0
r2007_pos	0.0	0.0	0.0	0.0	0.0
r2008_pos	0.0	0.0	0.0	0.0	0.0
r2009_pos	0.0	0.0	0.0	0.0	0.0
r2010_pos	0.0	0.0	0.0	0.0	0.0
r2011_pos	0.0	0.0	0.0	0.0	0.0
r2012_pos	0.0	0.0	0.0	0.0	0.0
r2013_pos	0.0	0.0	0.0	0.0	0.0
r2014_pos	0.0	0.0	0.0	0.0	0.0
r2015_pos	0.0	0.0	0.0	0.0	0.0
r2016_pos	0.0	0.0	0.0	0.0	0.0
r2017_pos	0.0	0.0	0.0	0.0	0.0
r2018_pos	0.0	0.0	0.0	0.0	0.0
r2019_pos	0.0	0.0	0.0	0.0	0.0
r2020_pos	0.0	0.0	0.0	0.0	0.0
r2021_pos	0.0	0.0	0.0	0.0	0.0
r2022_pos	0.0	0.0	0.0	0.0	0.0
r2023_pos	0.0	0.0	0.0	0.0	0.0
r2024_pos	0.0	0.0	0.0	0.0	0.0
r2026_pos	0.0	0.0	0.0	0.0	0.0
r2027_pos	0.0	0.0	0.0	0.0	0.0
r2028_pos	0.0	0.0	0.0	0.0	0.0
r2029_pos	0.0	0.0	0.0	0.0	0.0
r2030_pos	0.0	0.0	0.0	0.0	0.0
r2031_pos	0.0	0.0	0.0	0.0	0.0
r2032_pos	0.0	0.0	0.0	0.0	0.0
r2034_pos	0.0	0.0	0.0	0.0	0.0
r2035_pos	0.0	0.0	0.0	0.0	0.0
r2036_pos	0.0	0.0	0.0	0.0	0.0
r2037_pos	0.0	0.0	0.0	0.0	0.0
r2038_pos	0.0	0.0	0.0	0.0	0.0
r2039_pos	0.0	0.0	0.0	0.0	0.0
r2040_pos	0.0	0.0	0.0	0.0	0.0
r2041_pos	0.0	0.0	0.0	0.0	0.0
r2042_pos	0.0	0.0	0.0	0.0	0.0
r2043_pos	0.0	0.0	0.0	0.0	0.0
r2044_pos	0.0	0.0	0.0	0.0	0.0
r2045_pos	0.0	0.0	0.0	0.0	0.0
r2046_pos	0.0	0.0	0.0	0.0	0.0
r2047_pos	0.0	0.0	0.0	0.0	0.0
r2048_pos	0.0	0.0	0.0	0.0	0.0
r2049_pos	0.0	0.0	0.0	0.0	0.0
r2050_pos	0.0	0.0	0.0	0.0	0.0
r2051_pos	0.0	0.0	0.0	0.0	0.0
r2052_pos	0.0	0.0	0.0	0.0	0.0
r2053_pos	0.0	0.0	0.0	0.0	0.0
r2054_pos	0.0	0.0	0.0	0.0	0.0
r2055_pos	0.0	0.0	0.0	0.0	0.0
r2056_pos	0.0	0.0	0.0	0.0	0.0
r2057_pos	0.0	0.0	0.0	0.0	0.0
r2058_pos	0.0	0.0	0.0	0.0	0.0
r2059_pos	0.0	0.0	0.0	0.0	0.0
r2060_pos	0.0	0.0	0.0	0.0	0.0
r2061_pos	0.0	0.0	0.0	0.0	0.0
r2062_pos	0.0	0.0	0.0	0.0	0.0
r2063_pos	0.0	0.0	0.0	0.0	0.0
r2064_pos	0.0	0.0	0.0	0.0	0.0
r2065_pos	0.0	0.0	0.0	0.0	0.0
r2066_pos	0.0	0.0	0.0	0.0	0.0
r2067_pos	0.0	0.0	0.0	0.0	0.0
r2068_pos	0.0	0.0	0.0	0.0	0.0
r2069_pos	0.0	0.0	0.0	0.0	0.0
r2070_pos	0.0	0.0	0.0	0.0	0.0
r2071_pos	0.0	0.0	0.0	0.0	0.0
r2073_pos	0.0	0.0	0.0	0.0	0.0
r2079_pos	0.0	0.0	0.0	0.0	0.0
r2079_neg	0.0	0.0	0.0	0.0	0.0
r2080_pos	0.0	0.0	0.0	0.0	0.0
r2080_neg	0.0	0.0	0.0	0.0	0.0
r2081_pos	0.0	0.0	0.0	0.0	0.0
r2081_neg	0.0	0.0	0.0	0.0	0.0
r2082_pos	0.0	0.0	0.0	0.0	0.0
r2082_neg	0.0	0.0	0.0	0.0	0.0
r2083_pos	0.0	0.0	0.0	0.0	0.0
r2083_neg	0.0	0.0	0.0	0.0	0.0
r2084_pos	0.0	0.0	0.0	0.0	0.0
r2084_neg	0.0	0.0	0.0	0.0	0.0
r2085_pos	0.0	0.0	0.0	0.0	0.0
r2085_neg	0.0	0.0	0.0	0.0	0.0
r2086_pos	0.0	0.0	0.0	0.0	0.0
r2086_neg	0.0	0.0	0.0	0.0	0.0
r2087_pos	0.0	0.0	0.0	0.0	0.0
r2087_neg	0.0	0.0	0.0	0.0	0.0
r2088_pos	0.0	0.0	0.0	0.0	0.0
r2088_neg	0.0	0.0	0.0	0.0	0.0
r2089_pos	0.0	0.0	0.0	0.0	0.0
r2089_neg	0.0	0.0	0.0	0.0	0.0
r2090_pos	0.0	0.0	0.0	0.0	0.0
r2090_neg	0.0	0.0	0.0	0.0	0.0
r2091_pos	0.0	0.0	0.0	0.0	0.0
r2091_neg	0.0	0.0	0.0	0.0	0.0
r2092_pos	0.0	0.0	0.0	0.0	0.0
r2092_neg	0.0	0.0	0.0	0.0	0.0
r2093_pos	0.0	0.0	0.0	0.0	0.0
r2093_neg	0.0	0.0	0.0	0.0	0.0
r2094_pos	0.0	0.0	0.0	0.0	0.0
r2094_neg	0.0	0.0	0.0	0.0	0.0
r2095_pos	0.0	0.0	0.0	0.0	0.0
r2095_neg	0.0	0.0	0.0	0.0	0.0
r2096_pos	0.0	0.0	0.0	0.0	0.0
r2096_neg	0.0	0.0	0.0	0.0	0.0
r2097_pos	0.0	0.0	0.0	0.0	0.0
r2097_neg	0.0	0.0	0.0	0.0	0.0
r2098_pos	0.0	0.0	0.0	0.0	0.0
r2098_neg	0.0	0.0	0.0	0.0	0.0
r2099_pos	0.0	0.0	0.0	0.0	0.0
r2099_neg	0.0	0.0	0.0	0.0	0.0
r2100_pos	0.0	0.0	0.0	0.0	0.0
r2100_neg	0.0	0.0	0.0	0.0	0.0
r2101_pos	0.0	0.0	0.0	0.0	0.0
r2101_neg	0.0	0.0	0.0	0.0	0.0
r2102_pos	0.0	0.0	0.0	0.0	0.0
r2102_neg	0.0	0.0	0.0	0.0	0.0
r2103_pos	0.0	0.0	0.0	0.0	0.0
r2103_neg	0.0	0.0	0.0	0.0	0.0
r2104_pos	0.0	0.0	0.0	0.0	0.0
r2104_neg	0.0	0.0	0.0	0.0	0.0
r2105_pos	0.0	0.0	0.0	0.0	0.0
r2105_neg	0.0	0.0	0.0	0.0	0.0
r2106_pos	0.0	0.0	0.0	0.0	0.0
r2106_neg	0.0	0.0	0.0	0.0	0.0
r2107_pos	0.0	0.0	0.0	0.0	0.0
r2107_neg	0.0	0.0	0.0	0.0	0.0
r2108_pos	0.0	0.0	0.0	0.0	0.0
r2108_neg	0.0	0.0	0.0	0.0	0.0
r2109_pos	0.0	0.0	0.0	0.0	0.0
r2109_neg	0.0	0.0	0.0	0.0	0.0
r2110_pos	0.0	0.0	0.0	0.0	0.0
r2110_neg	0.0	0.0	0.0	0.0	0.0
r2111_pos	0.0	0.0	0.0	0.0	0.0
r2111_neg	0.0	0.0	0.0	0.0	0.0
r2112_pos	0.0	0.0	0.0	0.0	0.0
r2112_neg	0.0	0.0	0.0	0.0	0.0
r2113_pos	0.0	0.0	0.0	0.0	0.0
r2113_neg	0.0	0.0	0.0	0.0	0.0
r2114_pos	0.0	0.0	0.0	0.0	0.0
r2114_neg	0.0	0.0	0.0	0.0	0.0
r2115_pos	0.0	0.0	0.0	0.0	0.0
r2115_neg	0.0	0.0	0.0	0.0	0.0
r2116_pos	0.0	0.0	0.0	0.0	0.0
r2116_neg	0.0	0.0	0.0	0.0	0.0
r2117_pos	0.0	0.0	0.0	0.0	0.0
r2117_neg	0.0	0.0	0.0	0.0	0.0
r2118_pos	0.0	0.0	0.0	0.0	0.0
r2118_neg	0.0	0.0	0.0	0.0	0.0
r2119_pos	0.0	0.0	0.0	0.0	0.0
r2119_neg	0.0	0.0	0.0	0.0	0.0
r2120_pos	0.0	0.0	0.0	0.0	0.0
r2120_neg	0.0	0.0	0.0	0.0	0.0
r2121_pos	0.0	0.0	0.0	0.0	0.0
r2121_neg	0.0	0.0	0.0	0.0	0.0
r2122_pos	0.0	0.0	0.0	0.0	0.0
r2122_neg	0.0	0.0	0.0	0.0	0.0
r2123_pos	0.0	0.0	0.0	0.0	0.0
r2123_neg	0.0	0.0	0.0	0.0	0.0
r2124_pos	0.0	0.0	0.0	0.0	0.0
r2124_neg	0.0	0.0	0.0	0.0	0.0
r2125_pos	0.0	0.0	0.0	0.0	0.0
r2125_neg	0.0	0.0	0.0	0.0	0.0
r2126_pos	0.0	0.0	0.0	0.0	0.0
r2126_neg	0.0	0.0	0.0	0.0	0.0
r2127_pos	0.0	0.0	0.0	0.0	0.0
r2127_neg	0.0	0.0	0.0	0.0	0.0
r2128_pos	0.0	0.0	0.0	0.0	0.0
r2128_neg	0.0	0.0	0.0	0.0	0.0
r2129_pos	0.0	0.0	0.0	0.0	0.0
r2129_neg	0.0	0.0	0.0	0.0	0.0
r2130_pos	0.0	0.0	0.0	0.0	0.0
r2130_neg	0.0	0.0	0.0	0.0	0.0
r2131_pos	0.0	0.0	0.0	0.0	0.0
r2131_neg	0.0	0.0	0.0	0.0	0.0
r2132_pos	0.0	0.0	0.0	0.0	0.0
r2132_neg	0.0	0.0	0.0	0.0	0.0
r2133_pos	0.0	0.0	0.0	0.0	0.0
r2133_neg	0.0	0.0	0.0	0.0	0.0
r2136_pos	0.0	0.0	0.0	0.0	0.0
r2137_pos	0.0	0.0	0.0	0.0	0.0
r2137_neg	0.0	0.0	0.0	0.0	0.0
r2139_pos	0.0	0.0	0.0	0.0	0.0
r2139_neg	0.0	0.0	0.0	0.0	0.0
r2140_pos	0.0	0.0	0.0	0.0	0.0
r2140_neg	0.0	0.0	0.0	0.0	0.0
r2141_pos	0.0	0.0	0.0	0.0	0.0
r2141_neg	0.0	0.0	0.0	0.0	0.0
r2142_pos	0.0	0.0	0.0	0.0	0.0
r2142_neg	0.0	0.0	0.0	0.0	0.0
r2143_pos	0.0	0.0	0.0	0.0	0.0
r2143_neg	0.0	0.0	0.0	0.0	0.0
r2144_pos	0.0	0.0	0.0	0.0	0.0
r2144_neg	0.0	0.0	0.0	0.0	0.0
r2145_pos	0.0	0.0	0.0	0.0	0.0
r2145_neg	0.0	0.0	0.0	0.0	0.0
r2149_pos	0.0	0.0	0.0	0.0	0.0
r2149_neg	0.0	0.0	0.0	0.0	0.0
r2150_pos	0.0	0.0	0.0	0.0	0.0
r2150_neg	0.0	0.0	0.0	0.0	0.0
r2193_pos	0.0	0.0	0.0	0.0	0.0
r2193_neg	0.0	0.0	0.0	0.0	0.0
r2194_pos	0.0	0.0	0.0	0.0	0.0
r2194_neg	0.0	0.0	0.0	0.0	0.0
r2195_pos	0.0	0.0	0.0	0.0	0.0
r2195_neg	0.0	0.0	0.0	0.0	0.0
r2196_pos	0.0	0.0	0.0	0.0	0.0
r2196_neg	0.0	0.0	0.0	0.0	0.0
r2197_pos	0.0	0.0	0.0	0.0	0.0
r2197_neg	0.0	0.0	0.0	0.0	0.0
r2198_pos	0.0	0.0	0.0	0.0	0.0
r2198_neg	0.0	0.0	0.0	0.0	0.0
r2199_pos	0.0	0.0	0.0	0.0	0.0
r2199_neg	0.0	0.0	0.0	0.0	0.0
r2200_pos	0.0	0.0	0.0	0.0	0.0
r2200_neg	0.0	0.0	0.0	0.0	0.0
r2201_pos	0.0	0.0	0.0	0.0	0.0
r2201_neg	0.0	0.0	0.0	0.0	0.0
r2202_pos	0.0	0.0	0.0	0.0	0.0
r2202_neg	0.0	0.0	0.0	0.0	0.0
r2308_pos	0.0	0.0	0.0	0.0	0.0
r2308_neg	0.0	0.0	0.0	0.0	0.0
r2309_pos	0.0	0.0	0.0	0.0	0.0
r2309_neg	0.0	0.0	0.0	0.0	0.0
r2310_pos	0.0	0.0	0.0	0.0	0.0
r2310_neg	0.0	0.0	0.0	0.0	0.0
r2311_pos	0.0	0.0	0.0	0.0	0.0
r2311_neg	0.0	0.0	0.0	0.0	0.0
r2312_pos	0.0	0.0	0.0	0.0	0.0
r2312_neg	0.0	0.0	0.0	0.0	0.0
r2313_pos	0.22533791589366542	0.2681673319364301	0.0	0.08690926292589546	0.0
r2313_neg	0.22533791589366542	0.2681673319364301	0.0	0.08690926292589546	0.0
r2314_pos	0.22533791589366542	0.2681673319364301	0.0	0.08690926292589546	0.0
r2314_neg	0.22533791589366542	0.2681673319364301	0.0	0.08690926292589546	0.0
r2315_pos	0.22533791589366542	0.2681673319364301	0.0	0.08690926292589546	0.0
r2315_neg	0.22533791589366542	0.2681673319364301	0.0	0.08690926292589546	0.0
r2316_pos	0.22533791589366542	0.2681673319364301	0.0	0.08690926292589546	0.0
r2316_neg	0.22533791589366542	0.2681673319364301	0.0	0.08690926292589546	0.0
r2317_pos	0.22533791589366542	0.2681673319364301	0.0	0.08690926292589546	0.0
r2317_neg	0.22533791589366542	0.2681673319364301	0.0	0.08690926292589546	0.0
r2318_pos	0.22533791589366542	0.2681673319364301	0.0	0.08690926292589546	0.0
r2318_neg	0.22533791589366542	0.2681673319364301	0.0	0.08690926292589546	0.0
r2319_pos	0.22533791589366542	0.2681673319364301	0.0	0.08690926292589546	0.0
r2319_neg	0.22533791589366542	0.2681673319364301	0.0	0.08690926292589546	0.0
r2320_pos	0.22533791589366542	0.2681673319364301	0.0	0.08690926292589546	0.0
