	WT.b_S126_L007_R1_001
BAMPPALDOX_pos	30381.4387259611
BAMPPALDOXm_pos	0.0
BBHOX_pos	0.0
BCDO_pos	13.11403340035839
BCRNe_pos	8753.296706619813
BDG2HCGHD_pos	0.0
BDHm_neg	7833.271959420136
BDHm_pos	5.162737622885377
BDMT_L_pos	17493.456156198135
BDMT_U_pos	17493.45615619813
BETALDHxm_pos	10365.84872916419
BGLUGCHe_pos	13833.90595434752
BGLUTCHLe_pos	15061.728892192126
BGLUTDECHOe_pos	3800.0
BHBt_neg	1267.188890534298
BHBt_pos	1267.188890534298
BHBtm_neg	7833.271959420136
BHBtm_pos	5.16273762288538
BHMT_pos	27158.295200680313
BILDGLCURt_neg	2022.9034095161655
BILDGLCURt_pos	2022.7304117125354
BILDGLCURte_pos	4220.151564565056
BILDGLCURtr_neg	43136.27211572853
BILDGLCURtr_pos	8146.132489067591
BILGLCURt_neg	2022.9034095161655
BILGLCURt_pos	2022.7304117125354
BILGLCURte_pos	4685.540696804258
BILGLCURtr_neg	65993.57335948432
BILGLCURtr_pos	10.270502476768549
BILIRED_pos	51278.85231249977
BILIRUBt2_neg	1964.959970411463
BILIRUBt2_pos	2224.8195709774136
BILIRUBtr_neg	2975.54314776086
BILIRUBtr_pos	2975.54314776086
BIOCYTtn_neg	0.0
BIOCYTtn_pos	9564.898487900415
BMTer_L_pos	52.10698670029728
BMTer_U_pos	52.10698670029727
BPNT2_pos	3425.1283173083257
BPNT_pos	8081.730776780121
BTND1_pos	5764.898487900419
BTND1n_pos	9564.898487900415
BTNDe_pos	3.9407448608811926
BTNDm_pos	6188.499893621433
BTNPL_pos	5764.898487900419
BTNPLm_pos	6188.499893621433
BTNTe_pos	1442.800212387695
BTNt2_neg	1770.8168574364631
BTNt2_pos	1442.800212387695
BTNt2m_neg	0.0
BTNt2m_pos	0.0
BTNt3i_pos	3819.5645802195645
BTNt3ile_pos	3741.726059620078
BTNt4i_pos	1770.8168574364631
BTNtn_neg	9564.898487900415
BTNtn_pos	0.0
BUP2_pos	18226.726338694716
BUTt2m_neg	0.0
BUTt2m_pos	6.221224724775193
BUTt2r_neg	484.816490644742
BUTt2r_pos	484.816490644742
BVITEt_pos	2.8499999999999996
BZt_neg	0.0
BZt_pos	0.0
BZtr_neg	0.0
BZtr_pos	0.0
B_MANNASEly_pos	17809.930570888486
C100CPT1_neg	0.0
C100CPT1_pos	15140.731109598648
C101CPT1_neg	0.0
C101CPT1_pos	12698.869837931814
C101CRNe_pos	12698.869837931818
C102CPT1_neg	0.0
C102CPT1_pos	12698.869837931814
C10CRNe_pos	15140.731109598648
C10DCCACT_neg	8025.700259127434
C10DCCACT_pos	48333.010330908975
C10DCc_neg	0.0
C10DCc_pos	8025.700259127435
C10DCe_pos	20016.507017493386
C10OHc_neg	0.0
C10OHc_pos	13034.560968673068
C120CPT1_neg	0.0
C120CPT1_pos	10796.074559350325
C121CPT1_neg	0.0
C121CPT1_pos	12698.869837931814
C12DCACOT_pos	8025.700259127434
C12DCACT_pos	8025.700259127435
C12DCTD_neg	0.0
C12DCTD_pos	8025.700259127435
C12DCe_pos	46279.18651950127
C12OHc_neg	0.0
C12OHc_pos	12586.68604451796
C140CPT1_neg	0.0
C140CPT1_pos	8252.376624284494
C141ACBP_neg	0.0
C141ACBP_pos	14035.445735475672
C141CPT1_neg	0.0
C141CPT1_pos	12698.869837931814
C141OHc_neg	0.0
C141OHc_pos	14035.445735475674
C141OHe_pos	14035.445735475672
C142ACBP_neg	0.0
C142ACBP_pos	32331.32364156276
C142CPT1_neg	0.0
C142CPT1_pos	12698.869837931814
C142OHc_neg	0.0
C142OHc_pos	32331.32364156276
C142OHe_pos	32331.323641562758
C14OHc_neg	0.0
C14OHc_pos	10544.095793886641
C14STRr_pos	236.76254332954986
C160CPT1_pos	2290.831407176465
C160CPT2_pos	13404.452276744496
C160CRNt_pos	13538.427687365776
C161CPT12_pos	11194.895852001811
C161CPT1_pos	10503.517978380807
C161CPT22_pos	11194.895852001811
C161CPT2_pos	10503.517978380807
C161CRN2t_pos	11194.895852001811
C161CRNt_pos	10503.517978380807
C161OHc_neg	0.0
C161OHc_pos	10503.517978380805
C162ACBP_neg	0.0
C162ACBP_pos	22532.847249103346
C162OHc_neg	0.0
C162OHc_pos	22532.847249103346
C162OHe_pos	22532.847249103346
C16DCc_neg	0.0
C16DCc_pos	30186.008882433092
C16DCe_pos	30186.008882433092
C16OHc_neg	0.0
C16OHc_pos	10796.002536077518
C16txc_pos	5039.806152828829
C180CPT1_pos	8460.187890269182
C180CPT2_pos	8460.187890269182
C180CRNt_pos	8460.187890269182
C181CPT1_pos	1641.4877995354475
C181CPT2_pos	1641.4877995354475
C181CRNt_pos	1641.4877995354475
C181OHc_neg	0.0
C181OHc_pos	15726.702085326086
C182OHc_neg	0.0
C182OHc_pos	10.024723843315522
C18OHc_neg	0.0
C18OHc_pos	8595.216439665879
C204CPT1_pos	283.32913082262377
C204CPT2_pos	283.3291308226238
C204CRNt_pos	283.3291308226238
C226COAtx_neg	476.31052142756624
C226COAtx_pos	9.824466300319948
C226CPT1_pos	736.8516399576714
C226CPT2_pos	736.8516399576714
C226CRNt_pos	736.8516399576714
C2M26DCOAHLm_neg	0.0
C2M26DCOAHLm_pos	0.0
C2M26DCOAHLx_neg	0.0
C2M26DCOAHLx_pos	0.0
C2tcx_neg	1246.4799158050093
C2tcx_pos	5774.724653441206
C30CPT1_pos	1672.0490488913124
C3DCe_pos	11131.207452059052
C3STDH1Pr_pos	75383.19524202004
C3STDH1r_pos	75436.3241232674
C3STKR2r_pos	75383.19524202004
C40CPT1_neg	0.0
C40CPT1_pos	3448.539136936567
C4CRNCPT2_neg	18225.829523960223
C4CRNCPT2_pos	3448.539136936567
C4CRNe_pos	17351.767876795988
C4DCCACT_neg	8025.700259127434
C4DCCACT_pos	44120.88798641462
C4DCe_pos	10780.351925931302
C4OHc_neg	0.0
C4OHc_pos	8753.296706619818
C4STMO1r_pos	75383.19524201998
C4STMO2Pr_pos	75383.19524202001
C4STMO2r_pos	75436.3241232674
C4tcx_neg	0.0
C4tcx_pos	18197.924892356743
C4tmc_neg	18225.82952396022
C4tmc_pos	3448.539136936567
C4x_neg	0.0
C4x_pos	18197.924892356747
C50CPT1_neg	0.0
C50CPT1_pos	10877.927152844306
C51CPT1_neg	0.0
C51CPT1_pos	12104.145884852518
C5DCe_pos	8249.815157150022
C60CPT1_neg	0.0
C60CPT1_pos	13475.094686919352
C6COAt_neg	18204.1657356315
C6COAt_pos	15272.05191262614
C6CRNe_pos	13475.094686919361
C6CRNtcx_neg	18204.1657356315
C6CRNtcx_pos	15272.051912626137
C6DCCACT_neg	8025.700259127435
C6DCCACT_pos	62576.030825538575
C6DCc_neg	0.0
C6DCc_pos	8025.700259127434
C6DCe_pos	62576.030825538575
C80CPT1_neg	0.0
C80CPT1_pos	9112.933566422824
C81CPT1_neg	0.0
C81CPT1_pos	12698.869837931814
C81CRNe_pos	12698.869837931818
C8CRNe_pos	9112.933566422824
C8DCc_neg	0.0
C8DCc_pos	8025.700259127434
C8DCe_pos	28195.000117065287
C9BRxtc_neg	2033.97541062128
C9BRxtc_pos	2033.97541062128
CAATPS_pos	4973.056307857369
CAMPt_pos	13362.834799383472
CAROtr_neg	0.0
CAROtr_pos	13.11403340035839
CARPEPT1tc_pos	11112.841684587584
CARVEOLte_neg	7.528206656118891
CARVEOLte_pos	0.0
CARhPTtc_pos	0.0
CAT2p_pos	11.81560804823877
CATm_pos	5935.313054576254
CATp_pos	7770.602362575423
CAt7r_neg	1809.1524879262734
CAt7r_pos	1809.1524879262734
CBASPte_neg	19864.73061998892
CBASPte_pos	8447.290537741104
CBL2OR_pos	0.0
CBL2tm_pos	0.0
CBLATm_neg	0.0
CBLATm_pos	0.0
CBLTDe_pos	1900.0
CBLtle_pos	1900.0
CBPPer_pos	0.0
CBPS_pos	19169.57895249504
CBPSam_pos	14146.343971868342
CBPter_neg	0.0
CBPter_pos	0.0
CBR1_pos	0.0
CBR2_pos	21.963954170873325
CCA_D3t_pos	0.0
CCA_D3tm_pos	0.0
CDIPTr_neg	13816.90567874657
CDIPTr_pos	3849.629524930026
CDPDAGtm_neg	13738.586666523122
CDPDAGtm_pos	0.0
CDS_pos	3849.6295249300256
CDSm_pos	13738.586666523119
CEPTC_pos	4017.403750299205
CEPTE_pos	4227.906429748326
CERK_pos	28433.27422767031
CERT1gt_neg	8325.229813771599
CERT1gt_pos	22180.74605118176
CERT1rt_neg	0.0
CERT1rt_pos	13093.041262795054
CERT2gt_neg	0.0
CERT2gt_pos	29666.14484587991
CERT2rt_neg	13093.041262795054
CERT2rt_pos	0.0
CGLYt3_2__pos	2725.678617591128
CGMPt_pos	14532.040750473432
CH25H_pos	12314.048386345034
CHAT_neg	5510.122819054446
CHAT_pos	5489.027559191665
CHATn_neg	5510.122819054446
CHATn_pos	5510.122819054446
CHLPCTD_pos	4017.4037502992046
CHLP_pos	3521.885769614099
CHLtm_neg	13738.58666652312
CHLtm_pos	10365.84872916419
CHOLATEt2_pos	1399.012403891166
CHOLATEt3_pos	3380.1978304750032
CHOLATEt_neg	1399.012403891166
CHOLATEt_pos	2224.8195709774136
CHOLD2m_pos	10365.84872916419
CHOLESACATc_pos	7027.409145852849
CHOLESTTDe_pos	1900.0
CHOLESTle_pos	7024.464571939704
CHOLK_pos	3281.6953353277668
CHOLPtg_neg	8325.229813771602
CHOLPtg_pos	0.0
CHOLPtl_neg	61031.66013656537
CHOLPtl_pos	0.0
CHOLt4_neg	1336.0552941605954
CHOLt4_pos	1335.5363007497053
CHOLtg_neg	0.0
CHOLtg_pos	5571.635468678772
CHOLtn_neg	5510.122819054446
CHOLtn_pos	5510.122819054446
CHOLtr_neg	0.0
CHOLtr_pos	5571.635468678772
CHOLtu_neg	1335.5363007497053
CHOLtu_pos	1336.0552941605954
CHSTEROLSULT_pos	8119.555316926913
CHSTEROLt1_neg	2125.0183938935634
CHSTEROLt1_pos	2125.0183938935634
CHSTEROLt2_neg	2125.0183938935634
CHSTEROLt2_pos	2125.0183938935634
CHSTEROLt3_neg	2850.0
CHSTEROLt3_pos	2125.0183938935634
CHSTEROLt_pos	4263.134991779133
CHSTEROLtg_pos	0.0
CHSTEROLtrc_neg	2850.0
CHSTEROLtrc_pos	2850.0
CHTNASE_pos	0.0
CHTNASEe_pos	6.65
CITL_pos	5028.9070884483235
CITMCOAHm_neg	0.0
CITMCOAHm_pos	0.0
CITMCOALm_pos	0.0
CITRtm_neg	351.8870411445322
CITRtm_pos	351.8870411445322
CITt4_2_neg	994.4839637056839
CITt4_2_pos	1334.2294946678585
CITt4_4_neg	1343.9506442836357
CITt4_4_pos	1341.1066115121187
CITtam_neg	2025.823064139108
CITtam_pos	2025.823064139108
CITtbm_neg	0.0
CITtbm_pos	2148.8104325456297
CK_neg	0.0
CK_pos	3692.143100843867
CKc_neg	3692.143100843867
CKc_pos	0.0
CLFORtex_pos	2144.565007955077
CLHCO3tex2_pos	710.6006993763111
CLI2tex_pos	3200.781801729507
CLOHtex2_pos	938.2437334825028
CLOXAtex2_pos	925.4421553736285
CLPNDCOAtx_neg	11.029065110033791
CLPNDCOAtx_pos	37945.10648167334
CLPNDCPT1_pos	0.0
CLPNDCPT2_pos	0.0
CLPNDCRNt_pos	0.0
CLPNDt_neg	387.2924235108055
CLPNDt_pos	12.746897932423868
CLS_hs_pos	229.82276688324194
CMPACNAtg_neg	0.0
CMPACNAtg_pos	18888.471387429203
CMPACNAtn_pos	8822.368687919648
CMPSAS_pos	5022.36868791965
CMPSASn_pos	8822.368687919648
CO2t_neg	3247.2289091676516
CO2t_pos	3291.928878861303
CO2ter_neg	11256.418811363897
CO2ter_pos	24866.99707812025
CO2tg_neg	0.0
CO2tg_pos	0.0
CO2tm_neg	3820.6334561300405
CO2tm_pos	3663.581080624487
CO2tn_neg	0.0
CO2tn_pos	0.0
CO2tp_neg	12432.970249193679
CO2tp_pos	18519.453351149128
COAtg_neg	19790.418129150075
COAtg_pos	0.0
COAtl_neg	0.0
COAtl_pos	7251.378068191898
COAtm_neg	4751.52958057272
COAtm_pos	1641.4877995354475
COAtn_neg	5510.122819054446
COAtn_pos	5510.122819054446
COAtp_neg	2509.0951857169284
COAtp_pos	3101.3266135147715
COAtr_neg	1564.5047936616936
COAtr_pos	1564.5047936616936
COKECBESr_pos	0.0
COQ3m_pos	45991.61775238168
COQ5m_pos	45991.61775238168
COQ6m_pos	45991.61775238168
COQ7m_pos	45991.61775238168
CORE2GTg_pos	7776.981425976201
CORE3GTg_pos	7633.114273725242
CORE4GTg_pos	7633.114273725242
CORE5GTg_pos	398.32622972631157
CORE6GTg_pos	7098.532834376289
CORE7GTg_pos	398.32622972631157
CORE8GTg_pos	407.71233606080267
COUCOAFm_pos	45991.61775238168
COUMARINte_neg	0.0
COUMARINte_pos	7.52820665611889
COt_neg	0.0
COt_pos	51278.85231249989
CPCTDTX_pos	0.0
CPPPGO_pos	14754.554838929253
CREATt4_2_r_neg	958.8912631609187
CREATt4_2_r_pos	956.0472303894014
CREATtmdiffir_pos	3692.143100843867
CRMPte_neg	0.0
CRMPte_pos	28433.274227670303
CRNCAR3tp_pos	4560.840459768775
CRNCARtp_pos	1246.4799158050093
CRNrtx_neg	1246.4799158050093
CRNrtx_pos	3162.6152699119198
CRNtHa_pos	882.5072017361949
CRNt_neg	597.7612775961936
CRNt_pos	882.5072017361949
CRNtim_pos	887.7316050783637
CRNtuNa_pos	597.7612775961936
CRNtx_neg	2033.97541062128
CRNtx_pos	2033.97541062128
CRTNsyn_pos	0.0
CRTSLt_neg	52233.70325070999
CRTSLt_pos	0.0
CRTSLtm_neg	52233.70325071
CRTSLtm_pos	0.0
CRTSLtr_neg	0.0
CRTSLtr_pos	0.0
CRTSTRNt_neg	54783.74249364397
CRTSTRNt_pos	0.0
CRTSTRNtm_neg	54783.74249364398
CRTSTRNtm_pos	0.0
CRTSTRNtr_neg	0.0
CRTSTRNtr_pos	0.0
CRVNCtr_neg	1207.6985833556548
CRVNCtr_pos	1208.2175767665449
CSAPASEly_pos	85.30242231741246
CSBPASEly_pos	102.05419471592006
CSCPASEly_pos	85.09834257357845
CSDPASEly_pos	130.67097999060923
CSEPASEly_pos	151.42691413066305
CSNAT2m_neg	0.0
CSNAT2m_pos	1672.0490488913124
CSNAT2x_neg	3162.6152699119198
CSNAT2x_pos	2509.095185716929
CSNAT3x_neg	0.0
CSNAT3x_pos	4560.840459768775
CSNATer_neg	1564.5047936616936
CSNATer_pos	1564.5047936616936
CSNATm_neg	0.0
CSNATm_pos	2405.996751060896
CSNATp_neg	4549.559220530051
CSNATp_pos	5048.568528941494
CSNATr_neg	1564.5047936616936
CSNATr_pos	1564.5047936616936
CSND_pos	7.444622872198595
CSNt_neg	0.0
CSNt_pos	7.444622872198595
CSPG_At_pos	0.0
CSPG_Atly_pos	85.30242231741246
CSPG_Bt_pos	0.0
CSPG_Btly_pos	102.05419471592006
CSPG_Ct_pos	0.0
CSPG_Ctly_pos	85.09834257357845
CSPG_Dt_pos	0.0
CSPG_Dtly_pos	130.67097999060923
CSPG_Et_pos	0.0
CSPG_Etly_pos	151.42691413066305
CSm_pos	4327.3672613025155
CTPS1_pos	4254.756331745195
CTPS2_pos	7617.05120446332
CTPtn_neg	0.0
CTPtn_pos	8822.368687919648
CYANt_neg	0.0
CYANt_pos	6.7390639385086475
CYANtm_neg	0.0
CYANtm_pos	12.022423310906621
CYOOm3_pos	9001.597073624882
CYOR_u10m_pos	3607.3758722647513
CYSALANaEx_pos	852.0606260640367
CYSAMOe_pos	4750.0
CYSASNNaEx_pos	919.091344281157
CYSATB0tc_pos	1282.152938364833
CYSGLNNaEx_pos	729.8263869927521
CYSGLTH_neg	1460.367756962383
CYSGLTH_pos	1242.2582273390274
CYSGLUexR_neg	571.9043855860115
CYSGLUexR_pos	669.4467184077985
CYSGLYexR_neg	663.9561214584036
CYSGLYexR_pos	561.7565677506509
CYSLYSL_pos	0.0
CYSO_pos	9729.776420611246
CYSPHELAT2tc_pos	606.0750820152296
CYSSERNaEx_pos	852.0606260640367
CYSSNAT5tc_neg	1251.344830979585
CYSSNAT5tc_pos	1238.3786628885234
CYSTALArBATtc_pos	2.3883789026866884
CYSTA_neg	0.0
CYSTA_pos	7671.299343137686
CYSTAm_neg	0.0
CYSTAm_pos	0.0
CYSTGLUex_pos	2.369043218539792
CYSTGL_pos	13902.997608074624
CYSTHRNaEx_pos	852.0606260640367
CYSTLEUrBATtc_pos	2.3725610039529665
CYSTSERex_pos	2.391302175317876
CYSTS_pos	13902.997608074624
CYSt4_pos	469.4526995494312
CYStec_neg	684.7822889374529
CYStec_pos	820.7711837128352
CYTDK1_pos	421.62286396334963
CYTDK2m_pos	13738.586666523119
CYTD_pos	3634.795630701931
CYTDn_pos	13463.782416453365
CYTDt4_pos	1154.1585735831097
CYTDt5le_pos	1411.9536298622415
CYTDt_neg	1154.1585735831097
CYTDt_pos	6257.556826574437
CYTDtl_neg	0.0
CYTDtl_pos	0.0
CYTDtm_neg	0.0
CYTDtm_pos	13738.586666523128
CYTDtn_neg	0.0
CYTDtn_pos	13463.782416453365
CYTK10_neg	380.3148644498451
CYTK10_pos	380.3148644498451
CYTK10n_neg	382.2163653818357
CYTK10n_pos	382.2163653818357
CYTK11_neg	380.3148644498451
CYTK11_pos	380.3148644498451
CYTK11n_neg	382.2163653818357
CYTK11n_pos	382.2163653818357
CYTK12_neg	380.3148644498451
CYTK12_pos	380.3148644498451
CYTK12n_neg	382.2163653818357
CYTK12n_pos	382.2163653818357
CYTK13_neg	380.3148644498451
CYTK13_pos	380.3148644498451
CYTK13n_neg	382.2163653818357
CYTK13n_pos	382.2163653818357
CYTK14_neg	380.3148644498451
CYTK14_pos	380.3148644498451
CYTK14n_neg	382.2163653818357
CYTK14n_pos	382.2163653818357
CYTK1_neg	380.3148644498451
CYTK1_pos	380.3148644498451
CYTK1m_neg	0.0
CYTK1m_pos	13738.586666523119
CYTK1n_neg	382.2163653818357
CYTK1n_pos	382.2163653818357
CYTK2_neg	380.3148644498451
CYTK2_pos	380.3148644498451
CYTK2n_neg	382.2163653818357
CYTK2n_pos	382.2163653818357
CYTK3_neg	1038.1885323406068
CYTK3_pos	1038.1885323406068
CYTK3n_neg	382.2163653818357
CYTK3n_pos	382.2163653818357
CYTK4_neg	1038.1885323406068
CYTK4_pos	1038.1885323406068
CYTK4n_neg	382.2163653818357
CYTK4n_pos	382.2163653818357
CYTK5_neg	380.3148644498451
CYTK5_pos	380.3148644498451
CYTK5n_neg	382.2163653818357
CYTK5n_pos	382.2163653818357
CYTK6_neg	380.3148644498451
CYTK6_pos	380.3148644498451
CYTK6n_neg	382.2163653818357
CYTK6n_pos	382.2163653818357
CYTK7_neg	380.3148644498451
CYTK7_pos	380.3148644498451
CYTK7n_neg	382.2163653818357
CYTK7n_pos	382.2163653818357
CYTK8_neg	380.3148644498451
CYTK8_pos	380.3148644498451
CYTK8n_neg	382.2163653818357
CYTK8n_pos	382.2163653818357
CYTK9_neg	380.3148644498451
CYTK9_pos	380.3148644498451
CYTK9n_neg	382.2163653818357
CYTK9n_pos	382.2163653818357
Coqe_neg	0.0
Coqe_pos	5597.588299491423
D3AIBTm_neg	362.26612632903465
D3AIBTm_pos	362.26612632903465
DADA_pos	8077.128324260852
DADAe_pos	9500.44510699633
DADNK_pos	4249.784980607442
DADNt4_neg	1722.4938909511382
DADNt4_pos	7842.44122213008
DAGK_hs_neg	4017.4037502992046
DAGK_hs_pos	3433.701785181776
DAGKn_hs_neg	0.0
DAGKn_hs_pos	17497.055517212953
DAG_HSter_pos	61.05608108614332
DAGt_neg	6359.2340772358
DAGt_pos	5863.7114198811005
DALAOXx_pos	9747.670419322281
DALAt2rL_neg	0.0
DALAt2rL_pos	0.0
DALAt2r_neg	618.426347394924
DALAt2r_pos	618.426347394924
DALAxt_pos	9747.670419322281
DARGOp_pos	0.0
DASCBH_pos	0.0
DASCBR_pos	4201.85210846239
DASPO1p_pos	11.404206036973385
DATPtm_pos	14306.77997106508
DATPtn_neg	0.0
DATPtn_pos	20602.25384045773
DCATDc_neg	0.0
DCATDc_pos	20016.507017493386
DCATDr_neg	0.0
DCATDr_pos	20016.50701749338
DCIm_neg	0.0
DCIm_pos	0.0
DCK1m_neg	0.0
DCK1m_pos	0.0
DCK1n_neg	830.9886872809237
DCK1n_pos	830.9886872809237
DCK2n_neg	830.9886872809237
DCK2n_pos	830.9886872809237
DCMPDA_neg	4605.7973782768
DCMPDA_pos	7804.463179172165
DCSPTN1COAtx_neg	5039.806152828828
DCSPTN1COAtx_pos	11.029065110033791
DCSPTN1COAtxc_pos	5039.80615282883
DCSPTN1CPT1_pos	355.3408187999386
DCSPTN1CPT2_pos	355.3408187999386
DCSPTN1CRNt_pos	355.3408187999386
DCSPTN1t_neg	197.81444520088615
DCSPTN1t_pos	11.02906511003379
DCTPtm_pos	23413.560191100285
DCTPtn_neg	0.0
DCTPtn_pos	18590.55368385822
DCT_neg	0.0
DCT_pos	12631.479462222913
DCYTD_pos	4596.5361629947365
DCYTDn_pos	19951.70708321998
DCYTt_neg	1722.4938909511382
DCYTt_pos	7406.066732445776
DDCRNe_pos	12586.686044517959
DDECCRNe_pos	10796.074559350329
DDECE1CRNe_pos	12698.869837931818
DDPGAm_neg	0.0
DDPGAm_pos	12234.043556336217
DEBRISOQUINEt_neg	0.0
DEBRISOQUINEt_pos	7.528206656118891
DECCRNe_pos	13034.560968673068
DECDICRNe_pos	12698.869837931818
DECDPtm_neg	0.0
DECDPtm_pos	45991.6177523817
DEDOLP1_L_pos	0.0
DEDOLP1_U_pos	0.0
DEDOLP2_L_pos	0.0
DEDOLP2_U_pos	0.0
DEDOLR_L_pos	0.0
DEDOLR_U_pos	0.0
DESAT16_2_pos	20717.91866149879
DESAT18_10_pos	6.991782719035815
DESAT18_3_pos	8891.691805729017
DESAT18_4_pos	8879.997264148798
DESAT18_5_pos	7128.6584163828
DESAT18_6_pos	18547.594904132475
DESAT18_7_pos	47835.08541074523
DESAT18_8_pos	9157.706998860302
DESAT18_9_pos	6.160972583383399
DESAT20_1_pos	68.53668569580071
DESAT20_2_pos	48.863699332584346
DESAT22_1p_pos	190.43337075924728
DESAT22_2p_pos	37940.211491861475
DESAT24_1_pos	7.885899805447139
DGAT_pos	4276.989372838779
DGCHOLte_neg	1392.1005778106016
DGCHOLte_pos	4199.769628986033
DGCHOLtx_neg	0.0
DGCHOLtx_pos	4022.6380615164057
DGK1_neg	6708.3762836784645
DGK1_pos	7629.48477732844
DGK2m_neg	17124.26327495183
DGK2m_pos	7791.48405043551
DGNSKm_pos	5932.134440508331
DGSNt_neg	1588.5018345950825
DGSNt_pos	7812.610310570366
DGSNtm_neg	0.0
DGSNtm_pos	5932.13444050833
DGTPtm_pos	6922.545178916135
DGTPtn_neg	0.0
DGTPtn_pos	20165.778366429262
DGULND_neg	0.0
DGULND_pos	12382.949700821215
DHAAt1r_neg	0.0
DHAAt1r_pos	4202.253203922344
DHAPA_pos	0.0
DHAPAx_pos	0.0
DHAPtc_pos	6476.09142546624
DHCHOLESTANATEtm_neg	8307.38881455845
DHCHOLESTANATEtm_pos	66512.39621696834
DHCR241r_pos	5039.892937524016
DHCR242r_pos	5039.539190643615
DHCR243r_pos	75560.75614352767
DHCR71r_pos	75383.2283742991
DHCR72r_pos	10989.076516407385
DHCRD1_pos	26739.859013756715
DHCRD2_pos	27959.80475101339
DHDPBMTm_pos	45991.61775238168
DHEASULT_pos	8119.555316926913
DHEASt_neg	1220.2833365236017
DHEASt_pos	1220.1103387199717
DHEAStr_neg	0.0
DHEAStr_pos	0.0
DHEAtr_neg	9.510409533416109
DHEAtr_pos	60713.528088707055
DHFR_neg	626.9916083062133
DHFR_pos	7562.030226483973
DHFtl_neg	3243.7280735340637
DHFtl_pos	0.0
DHFtm_neg	3781.513886738037
DHFtm_pos	3592.3719585177673
DHORD9_pos	8447.290537741106
DHORTS_neg	8447.290537741106
DHORTS_pos	0.0
DHPM1_pos	14647.391423591402
DHPM2_pos	18226.726338694716
DHPR2_pos	6310.614114464403
DHPR_pos	5428.484108653762
DIDPtn_neg	4196.307645385982
DIDPtn_pos	4196.307645385982
DIGALSGALSIDEte_neg	0.0
DIGALSGALSIDEte_pos	68010.74105565931
DIGALSGALSIDEtg_neg	68010.74105565932
DIGALSGALSIDEtg_pos	0.0
DIGALSIDEtg_neg	8944.965176816411
DIGALSIDEtg_pos	68010.74105565928
DIGALSIDEtl_neg	0.0
DIGALSIDEtl_pos	8407.0624480805
DINt_neg	1588.5018345950825
DINt_pos	7886.639586832688
DITPtn_neg	4196.307645385982
DITPtn_pos	4196.307645385982
DKMPPD_pos	15321.169788090456
DLNLCGCPT1_pos	122.63809238818511
DLNLCGCPT2_pos	122.63809238818511
DLNLCGCRNt_pos	122.63809238818511
DLNLCGt_neg	49.44596328478565
DLNLCGt_pos	3409.564726837939
DMANTIPYRINEte_neg	7.9146065589076935
DMANTIPYRINEte_pos	0.0
DMATT_pos	75425.85674364127
DMATTx_pos	76946.50801940411
DMGDHm_pos	27158.295200680313
DMGtm_neg	0.0
DMGtm_pos	27158.295200680313
DMHPTCRNCPT1_neg	0.0
DMHPTCRNCPT1_pos	0.0
DMHPTCRNCPT2_neg	47.01778589269704
DMHPTCRNCPT2_pos	0.0
DMHPTCRNt_neg	47.017785892697034
DMHPTCRNt_pos	0.0
DMHPTCRNte_neg	0.0
DMHPTCRNte_pos	47.017785892697034
DMNONCOACRNCPT1_neg	2509.095185716929
DMNONCOACRNCPT1_pos	3162.6152699119198
DMNONCRNCPT2_neg	0.0
DMNONCRNCPT2_pos	47.01778589269704
DMNONCRNt_neg	2033.97541062128
DMNONCRNt_pos	2033.97541062128
DM_13_cis_oretn_n__pos	1515.060259848743
DM_13_cis_retn_n__pos	1225.7852598487432
DM_1a25dhvitd3(n)_pos	50554.49784459764
DM_4abut(n)_pos	9557.785442496051
DM_4hrpo_pos	2850.0
DM_5hpet(r)_pos	2375.0
DM_Asn_X_Ser_Thr_ly__pos	574.1701223657351
DM_Lcystin_pos	14643.49123849696
DM_Ser_Gly_Ala_X_Gly_ly__pos	858.2322362146821
DM_Ser_Thr_ly__pos	368.4354605543429
DM_T_antigen_g__neg	20.829811851983216
DM_T_antigen_g__pos	243.50798264014074
DM_anth_pos	2850.0
DM_atp_c__pos	4089.806152828829
DM_avite1_c__pos	2.8499999999999996
DM_avite2_c__pos	2.8499999999999996
DM_btn_pos	241.67282145115715
DM_bvite_c__pos	2.8499999999999996
DM_core5_g__pos	398.32622972631157
DM_core7_g__pos	398.32622972631157
DM_core8_g__pos	407.7123360608026
DM_datp_m__pos	20483.558111767008
DM_datp_n__pos	20602.253840457728
DM_dctp_m__pos	23413.560191100292
DM_dctp_n__pos	23413.56019110029
DM_dem2emgacpail_prot_hs_r__pos	52.106986700297284
DM_dgpi_prot_hs_r__pos	61.05608108614332
DM_dgtp_m__pos	20165.778366429255
DM_dgtp_n__pos	20165.778366429262
DM_dsT_antigen_g__pos	221.45291200905123
DM_dttp_m__pos	29186.59953881782
DM_dttp_n__pos	29191.889370438566
DM_ethamp_r__pos	32849.13095870902
DM_fol_pos	2324.725339451782
DM_gncore2_g__pos	259.0676372374818
DM_gpi_sig_er__pos	52.10698670029727
DM_hretn_n__pos	1635.3461649399715
DM_kdn_c__pos	8894.367465827587
DM_m_em_3gacpail_prot_hs_r__pos	0.0
DM_melanin_c__pos	12631.479462222916
DM_mem2emgacpail_prot_hs_r__pos	57.54090810314199
DM_n5m2masn_g__pos	929.8590706240029
DM_ncam_pos	23.257987385572594
DM_oretn_n__pos	1497.3069976600925
