	Ob-b_S131_L007_R1_001
RE3636C_pos	0.0
RETFA_pos	5874.448073271351
RETFAt1_pos	1513.3539837769686
RETFAt2_pos	1513.353983776969
RETFAt_pos	7397.324552142355
RETH1_pos	11854.385362101239
RETH1e_pos	1620.6764589249076
RETH2_pos	11854.385362101239
RETH2e_pos	1620.6764589249076
RETH_pos	5874.44807327135
RETHe_pos	7394.073164678097
RETI1_neg	2197.980093299879
RETI1_pos	2197.980093299879
RETI2_neg	2197.980093299879
RETI2_pos	2197.980093299879
RETI3_neg	0.0
RETI3_pos	932.4412882240995
RETNCOA_pos	0.0
RETNGLCt2_pos	2699.3420124191157
RETNGLCt2r_pos	3865.5074139879125
RETNGLCt_pos	3849.0918655000323
RETNGLCtr_pos	3849.0918655000323
RETNt_neg	1497.257853639517
RETNt_pos	1442.8949759141544
RETNtr2_pos	3865.5074139879116
RETNtr_pos	3849.0918655000332
RETt_pos	7239.681588658385
RIBFLVt3_pos	4962.33286933388
RIBFLVte_pos	4962.332869333881
RIBt2_pos	2193.1184256878705
RIBt_neg	2193.1184256878705
RIBt_pos	5005.576162528085
RN0001C_pos	0.0
RN0001R_pos	0.0
RN0002N_pos	0.0
RN0002R_pos	0.0
RN0013C_pos	0.0
RN0014R_pos	0.0
RNDR1_pos	739.7112446363856
RNDR2_pos	837.2470104814781
RNDR3_pos	837.2470104814781
RNDR4_pos	837.2470104814781
RNMK_pos	7867.3958351991105
RPE_neg	260.3625440039915
RPE_pos	260.3625440039915
RPEc_neg	10301.814638779078
RPEc_pos	7623.876893641624
RPI_neg	2482.817499158499
RPI_pos	2482.817499158499
RTOTAL2CRNCPT1_pos	0.0
RTOTAL2CRNCPT2_pos	0.0
RTOTAL2CRNt_pos	0.0
RTOTAL2FATPc_pos	5076.204639811187
RTOTAL2t_neg	5049.407542129617
RTOTAL2t_pos	9145.567985602514
RTOTAL3CRNCPT1_pos	0.0
RTOTAL3CRNCPT2_pos	0.0
RTOTAL3CRNt_pos	0.0
RTOTAL3FATPc_pos	4346.679114710087
RTOTAL3t_neg	4346.679114710087
RTOTAL3t_pos	7464.120791940587
RTOTALCRNCPT1_pos	0.0
RTOTALCRNCPT2_pos	0.0
RTOTALCRNt_pos	0.0
RTOTALFATPc_pos	4473.115171687991
RTOTALt_neg	4473.115171687991
RTOTALt_pos	7541.943531452829
R_group_phosphotase_1_pos	4321.358605148155
R_group_phosphotase_2_pos	4924.448073271349
R_group_phosphotase_3_pos	4194.922548170251
Rtotaltl_neg	38075.16431554399
Rtotaltl_pos	0.0
Rtotaltp_neg	0.0
Rtotaltp_pos	0.0
S23T2g_pos	7530.99095829715
S23T3g_pos	10794.402938393225
S23T4g_pos	7500.833622667603
S23Tg_pos	217.04235902986878
S26Tg_pos	17557.423258929346
S2L2FN2M2MASNt_pos	17557.423258929346
S2L2FN2M2MASNtly_pos	17640.474108551116
S2L2N2M2MASNtly_pos	17672.4447916232
S2T1g_pos	0.0
S2T2g_pos	0.0
S2T3g_pos	0.0
S2T4g_pos	0.0
S2TASE1ly_pos	342.6625751292567
S2TASE2ly_pos	342.6625751292567
S2TASE3ly_pos	100.33385492698474
S2TASE4ly_pos	128.28635265705012
S2TASE5ly_pos	128.28635265705012
S3T1g_pos	0.0
S3T2g_pos	0.0
S3T3g_pos	0.0
S3TASE1ly_neg	0.0
S3TASE1ly_pos	342.6625751292566
S3TASE2ly_neg	0.0
S3TASE2ly_pos	342.66257512925665
S3TASE3ly_neg	0.0
S3TASE3ly_pos	342.6625751292566
S4T1g_pos	0.0
S4T2g_pos	0.0
S4T3g_pos	0.0
S4T4g_pos	0.0
S4T5g_pos	0.0
S4T6g_pos	0.0
S4TASE1ly_neg	0.0
S4TASE1ly_pos	84.08164529799976
S4TASE2ly_neg	0.0
S4TASE2ly_pos	184.79399782228415
S4TASE3ly_neg	0.0
S4TASE3ly_pos	100.50152399118521
S4TASE4ly_neg	0.0
S4TASE4ly_pos	148.6329522313551
S4TASE5ly_neg	0.0
S4TASE5ly_pos	148.63295223135506
S6T10g_pos	10794.402938393223
S6T11g_pos	10794.402938393223
S6T12g_pos	10794.402938393223
S6T13g_pos	10794.402938393223
S6T14g_pos	10794.402938393223
S6T15g_pos	10794.402938393223
S6T16g_pos	7500.833622667603
S6T17g_pos	7500.833622667603
S6T18g_pos	7500.833622667603
S6T19g_pos	0.0
S6T1g_pos	7530.99095829715
S6T20g_pos	0.0
S6T21g_pos	0.0
S6T22g_pos	0.0
S6T23g_pos	0.0
S6T24g_pos	0.0
S6T25g_pos	0.0
S6T2g_pos	7530.99095829715
S6T3g_pos	7530.99095829715
S6T4g_pos	10794.402938393223
S6T5g_pos	10794.402938393223
S6T6g_pos	10794.402938393223
S6T7g_pos	10794.402938393223
S6T8g_pos	10794.402938393223
S6T9g_pos	10794.402938393223
S6TASE10ly_neg	0.0
S6TASE10ly_pos	11943.70533609882
S6TASE11ly_neg	0.0
S6TASE11ly_pos	11945.559130960266
S6TASE12ly_neg	0.0
S6TASE12ly_pos	11945.559130960264
S6TASE13ly_neg	0.0
S6TASE13ly_pos	11945.559130960266
S6TASE14ly_neg	0.0
S6TASE14ly_pos	11945.559130960264
S6TASE15ly_neg	0.0
S6TASE15ly_pos	11945.559130960262
S6TASE16ly_neg	0.0
S6TASE16ly_pos	11945.559130960271
S6TASE17ly_neg	0.0
S6TASE17ly_pos	11945.559130960266
S6TASE18ly_neg	0.0
S6TASE18ly_pos	11945.559130960266
S6TASE19ly_neg	0.0
S6TASE19ly_pos	11945.559130960266
S6TASE1ly_neg	0.0
S6TASE1ly_pos	342.6625751292566
S6TASE20ly_neg	0.0
S6TASE20ly_pos	11945.559130960264
S6TASE21ly_neg	0.0
S6TASE21ly_pos	11945.55913096026
S6TASE22ly_neg	0.0
S6TASE22ly_pos	7647.654203595543
S6TASE23ly_neg	0.0
S6TASE23ly_pos	7652.868363939111
S6TASE24ly_neg	0.0
S6TASE24ly_pos	7719.293572187562
S6TASE25ly_neg	0.0
S6TASE25ly_pos	7568.83678461695
S6TASE26ly_neg	0.0
S6TASE26ly_pos	7573.64049175179
S6TASE2ly_neg	0.0
S6TASE2ly_pos	342.66257512925665
S6TASE3ly_neg	0.0
S6TASE3ly_pos	342.6625751292566
S6TASE4ly_neg	0.0
S6TASE4ly_pos	83.90802737931723
S6TASE5ly_neg	0.0
S6TASE5ly_pos	83.90802737931723
S6TASE6ly_neg	0.0
S6TASE6ly_pos	128.44807286676854
S6TASE7ly_neg	0.0
S6TASE7ly_pos	128.4480728667685
S6TASE8ly_neg	0.0
S6TASE8ly_pos	148.63295223135506
S6TASE9ly_neg	0.0
S6TASE9ly_pos	148.6329522313551
SACCD3m_pos	25.95139069854883
SACCD4m_pos	386.6667724538592
SADT_pos	7103.789479884798
SALMCOM2_pos	41986.11568275135
SALMCOM_pos	0.0
SAMHISTA_pos	12971.877208782573
SARCOXp_pos	0.0
SARCStex_pos	10.017757730073024
SARCStm_pos	10843.627273506867
SARCStp_pos	0.0
SARDHm_pos	10843.627273506865
SBCOAACOTx_pos	7803.802471794089
SBPP1er_pos	6358.019421020602
SBPP3er_pos	6358.019421020602
SBTD_D2_pos	2792.2487594511676
SBTR_pos	1253.2054658524069
SBT_Dtde_neg	4921.738598053316
SBT_Dtde_pos	1900.0
SBTle_pos	1900.0
SCP21cx_pos	4089.1539408199455
SCP21x_neg	4089.153940819945
SCP21x_pos	45.53938171324275
SCP22x_neg	3122.0317517768817
SCP22x_pos	2393.806393367962
SCP2x_pos	18132.670118437487
SCPx_pos	64522.322585283706
SEAHCYSHYD_pos	0.0
SEAHCYStn_neg	0.0
SEAHCYStn_pos	0.0
SEASMETtn_neg	0.0
SEASMETtn_pos	0.0
SEBACACT_pos	7803.802471794088
SEBACIDTD_neg	0.0
SEBACIDTD_pos	7803.802471794089
SEBCOACROT_neg	7803.802471794089
SEBCOACROT_pos	47474.083717958805
SEBCOAPET_pos	7803.802471794088
SELADT_pos	0.0
SELCYSLY2_pos	0.0
SELCYSLY_pos	0.0
SELCYSTGL_pos	0.0
SELCYSTS_pos	0.0
SELMETAT_pos	0.0
SELNPS_pos	0.0
SELt4_3_neg	0.0
SELt4_3_pos	0.0
SERALANaEx_pos	734.938279688477
SERASNNaEx_pos	893.8256175125437
SERATB0tc_pos	1291.1400501823719
SERCYSNaEx_pos	697.9459325542857
SERDGLNexR_neg	676.1032425636674
SERDGLNexR_pos	676.1032425636674
SERDGLYexR_neg	676.1032425636674
SERDGLYexR_pos	676.1032425636674
SERGLNNaEx_pos	707.319388839898
SERGLNexR_neg	523.598474019435
SERGLNexR_pos	675.983237599759
SERGLYexR_neg	524.3468507194855
SERGLYexR_pos	676.1032425636674
SERHL_pos	7757.968747467173
SERLYSNaex_pos	708.4859336629514
SERPT_pos	19382.520417031166
SERTHRNaEx_pos	734.938279688477
SERt4_pos	430.3453596831121
SERtN1_neg	1192.3423776103655
SERtN1_pos	1231.2560964090694
SERtp_neg	0.0
SERtp_pos	12366.582299354186
SFCYSc_neg	0.0
SFCYSc_pos	21612.56895485708
SFCYSe_neg	0.0
SFCYSe_pos	21612.56895485708
SFGTH_pos	20886.11137861387
SGALSIDEtg_neg	38118.375260468514
SGALSIDEtg_pos	0.0
SGALSIDEtl_neg	0.0
SGALSIDEtl_pos	38118.37526046851
SGPL11r_pos	0.0
SGPL12r_pos	32238.365649268417
SIAASE2ly_pos	11943.705336098821
SIAASE3ly_pos	7647.654203595543
SIAASE4ly_pos	7568.83678461695
SIAASE_pos	0.0
SIAASEly_pos	17669.33237746626
SIAT4Bg_pos	11192.40222271305
SIAT9g_pos	19226.258417129273
SLCBK1_pos	3346.4851162171076
SLDt_pos	14863.479469579506
SLDx_neg	14863.47946957951
SLDx_pos	0.0
SLDxm_neg	0.0
SLDxm_pos	0.0
SMPD3g_pos	7756.180262092958
SMPD3l_pos	59753.72418809009
SMPD4_pos	32158.701864004182
SMS_pos	7756.180262092957
SO4CLtex2_pos	4981.009197529101
SO4HCOtex_pos	894.299284922141
SO4OXAtex2_pos	4974.008623851359
SO4t4_2_neg	886.1839436900452
SO4t4_2_pos	4556.363740432193
SO4tl_neg	0.0
SO4tl_pos	37861.12376353221
SOAT11_pos	0.0
SOAT11r_pos	0.0
SOAT12_pos	0.0
SOAT12r_pos	0.0
SPC_HSt_neg	11.414919630469393
SPC_HSt_pos	28128.46726021318
SPH1Pte_neg	13.157696298191809
SPH1Pte_pos	19382.520417031166
SPH1Ptr_neg	0.0
SPH1Ptr_pos	6358.019421020602
SPHGNtr_neg	0.0
SPHGNtr_pos	6358.019421020601
SPHINGStl_neg	38075.16431554398
SPHINGStl_pos	0.0
SPHINGStr_neg	6358.019421020602
SPHINGStr_pos	0.0
SPHK21c_pos	6358.019421020602
SPHMDAc_pos	28128.467260213172
SPHMYLNtg_neg	0.0
SPHMYLNtg_pos	7756.180262092958
SPHMYLNtl_neg	0.0
SPHMYLNtl_pos	59753.72418809008
SPHS1Pte_neg	9.292586173204164
SPHS1Pte_pos	32277.219153473812
SPHS1Ptr_neg	0.0
SPHS1Ptr_pos	6358.019421020603
SPMDOX_pos	4020.243642295254
SPMS_pos	23372.654197098556
SPMTDe_neg	1900.0
SPMTDe_pos	1900.0
SPODM_pos	8674.967382305867
SPODMe_pos	8707.44821345813
SPODMm_pos	8685.132082371547
SPODMn_pos	8795.421072450494
SPODMx_pos	8734.817382305868
SPRMS_pos	15154.606336326648
SPRMTDe_neg	15204.033143369688
SPRMTDe_pos	1.9987548592268622
SPR_pos	0.0
SPRn_pos	0.0
SPTix_pos	12366.582299354186
SQLEr_pos	74663.73772515298
SQLSr_pos	432.58734214868997
SR5AR2r_pos	55753.86361518488
SR5ARr_pos	55290.609765649264
SRTN23OX_pos	0.0
SRTNACT_pos	0.0
SRTNMTX_pos	0.0
SRTNt6_2_r_neg	2141.5653957208424
SRTNt6_2_r_pos	2293.7103163598813
SRTNtu_neg	1347.3633133531587
SRTNtu_pos	1347.3633133531587
ST3GAL21g_pos	12444.51294666198
ST3GAL22g_pos	12613.637165153857
ST3GAL23g_pos	12781.455423259136
ST3GAL31g_pos	11665.782602643298
ST3GAL61g_pos	11632.357220171676
ST3GAL62g_pos	10150.480259868908
ST6GALNAC21_pos	11192.402222713054
ST6GALNAC22_pos	11192.402222713054
ST6GALNAC23_pos	12398.351896196382
ST6GALNAC24_pos	12398.351896196382
ST6GALNAC25_pos	12785.62781970009
ST6GALNAC26_pos	12785.62781970009
ST6GALNAC27_pos	13050.381835424549
ST6GALNAC28_pos	13050.381835424556
ST6GALNAC31_pos	12618.670876623526
ST6GALNAC62_pos	12781.455423259136
ST8SIA11_pos	11224.572120002747
ST8SIA12_pos	19226.258417129262
ST8SIA51g_pos	18467.869514126683
ST8SIA52g_pos	12860.47270835078
ST8SIA53g_pos	12613.637165153854
ST8SIA54g_pos	12444.512946661976
ST8SIA55g_pos	13089.177282116369
ST8SIA56g_pos	12381.822022471642
STCOATxc_pos	4962.332869333881
STCOAtx_neg	4962.332869333882
STCOAtx_pos	8952.356223545463
STRDNCCOAtxc_pos	61.80485909953043
STRDNCCPT1_pos	39.59407008781821
STRDNCCPT2_pos	39.59407008781821
STRDNCCRNt_pos	39.59407008781821
STRDNCt_neg	6.955578863447556
STRDNCt_pos	4171.824570880979
STS1_pos	7103.7894798848
STS1r_pos	0.0
STS2_pos	7127.960950600759
STS2r_pos	0.0
SUBEACTD_neg	0.0
SUBEACTD_pos	7803.802471794088
SUBERCACT_neg	7803.802471794087
SUBERCACT_pos	27377.14312535203
SUBERCROT_neg	7803.802471794089
SUBERCROT_pos	27377.14312535203
SUBERICACT_pos	7803.802471794089
SUCCACT_pos	7801.63259590883
SUCCCROT_neg	7803.802471794088
SUCCCROT_pos	43248.84515483998
SUCCOAPET_pos	7803.802471794088
SUCCTD_neg	1900.0
SUCCTD_pos	1900.0
SUCCt2m_neg	330.85775932437826
SUCCt2m_pos	330.85775932437826
SUCCt4_2_neg	5493.072641386303
SUCCt4_2_pos	6.1813626396346715
SUCCtp_neg	1900.0
SUCCtp_pos	1900.0
SUCD1m_neg	395.8623340412594
SUCD1m_pos	14803.96841952998
SUCOAS1m_neg	419.09093389355877
SUCOAS1m_pos	419.09093389355877
SUCOASm_neg	419.09093389355877
SUCOASm_pos	419.09093389355877
SUCRe_pos	3.487518452981803
SULFOX_pos	8856.10141682101
Ser_Thrtg_neg	7021.172335719015
Ser_Thrtg_pos	0.0
T2M26DCOAHLm_neg	0.0
T2M26DCOAHLm_pos	0.0
T2M26DCOAHLx_neg	0.0
T2M26DCOAHLx_pos	0.0
T4HCINNMFM_pos	45607.62638283898
T4HCINNOX_pos	0.0
TAGAT_Dt_pos	6.959948376155017
TAGHSTDe_pos	1900.0
TAGt_neg	5715.877358480427
TAGt_pos	1900.0
TALA_neg	2702.9628034483926
TALA_pos	565.5068784865499
TAUBETAtc_pos	551.2066611961192
TAUPAT1c_pos	678.462156190742
TAURCHAe_pos	1368.4130585117641
TAURt4_2_r_neg	551.2066611961192
TAURt4_2_r_pos	1430.018354301936
TAURtcx_neg	1313.9077290819628
TAURtcx_pos	4203.726117443014
TAXOLte_neg	0.0
TAXOLte_pos	7.485319951562108
TCHOLAt2_pos	1336.3156855739103
TCHOLAt3_pos	3194.2018392267373
TCHOLAt_neg	1187.3728498302924
TCHOLAt_pos	1997.1424585115067
TCHOLAte_neg	1190.6914069435097
TCHOLAte_pos	2000.8293877063309
TCHOLAtx_neg	7790.336747381777
TCHOLAtx_pos	3253.726117443014
TCYNTt_pos	6.743099827255461
TCYNTtm_pos	11.72409757060579
TDCHOLAte_neg	1339.723651823987
TDCHOLAte_pos	2198.6084541262962
TDCHOLAtx_neg	4203.726117443014
TDCHOLAtx_pos	3253.7261174430146
TDCRNe_pos	8090.782352411659
TDPDRE_pos	0.0
TDPDRR_pos	0.0
TDPGDH_pos	0.0
TDP_pos	8450.90823549557
TDPm_pos	7611.130968375108
TETDEC2CRNe_pos	12443.53568032296
TETDECE1CRNe_pos	12443.53568032296
TETHEX3COAtx_neg	0.0
TETHEX3COAtx_pos	22.270651942000587
TETHEX3t_neg	7.8080899651893105
TETHEX3t_pos	9.99396133839368
TETPENT3COAtx_neg	0.0
TETPENT3COAtx_pos	10.703619695396302
TETPENT3CPT1_pos	0.0
TETPENT3CPT2_pos	0.0
TETPENT3CRNt_pos	0.0
TETPENT3t_neg	0.0
TETPENT3t_pos	7.8080899651893105
TETPENT6COAtx_neg	0.0
TETPENT6COAtx_pos	10.703619695396302
TETPENT6CPT1_pos	0.0
TETPENT6CPT2_pos	0.0
TETPENT6CRNt_pos	0.0
TETPENT6t_neg	0.0
TETPENT6t_pos	10.703619695396302
TETTET6COAtx_neg	0.0
TETTET6COAtx_pos	9.993961338393678
TETTET6CPT1_pos	0.0
TETTET6CPT2_pos	0.0
TETTET6CRNt_pos	0.0
TETTET6t_neg	0.0
TETTET6t_pos	9.99396133839368
THBPT4ACAMDASE_pos	280.4810935061431
THCHOLSTOICtm_neg	0.0
THCHOLSTOICtm_pos	64522.32258528367
THD1m_pos	1402.1662140982035
THFt2_neg	4965.276946455695
THFt2_pos	41.68888516574808
THFtl_neg	3221.575341214459
THFtl_pos	0.0
THFtm_neg	3574.8478886881953
THFtm_pos	6970.345273153157
THMATPe_pos	4467.258235687817
THMDt4_pos	6.719091328710375
THMDt5le_pos	7.320932093620081
THMMPt4_neg	12007.736809717411
THMMPt4_pos	9.121571726185087
THMMPtm_neg	7611.130968375108
THMMPtm_pos	0.0
THMPPtm_pos	7611.130968375109
THMP_pos	7559.076974785624
THMTP_pos	4214.9217781403395
THMTPt_pos	27811.053897747235
THMt2m_pos	0.0
THMt3_neg	0.0
THMt3_pos	4467.258235687818
THP2Ctp_neg	48.427624468404794
THP2Ctp_pos	0.0
THRALANaEx_pos	734.938279688477
THRASNNaEx_pos	893.8256175125437
THRATB0tc_pos	1291.1400501823719
THRCYSNaEx_pos	697.9459325542857
THRD_L_pos	4.845215745065819
THRGLNNaEx_pos	707.319388839898
THRGLNexR_neg	589.993504844331
THRGLNexR_pos	675.983237599759
THRGLYexR_neg	590.7418815443816
THRGLYexR_pos	676.1032425636674
THRPHELAT2tc_pos	610.980969483679
THRSERNaEx_pos	734.938279688477
THRS_pos	0.0
THRt4_pos	496.74039050800826
THYMDt1_pos	6.200505278460561
THYMDtl_neg	0.0
THYMDtl_pos	0.0
THYMDtm_neg	2512.692932376493
THYMDtm_pos	5012.962843189099
THYMt_neg	12037.21127278247
THYMt_pos	9.270057515550654
THYOXt2_neg	1176.4976726744476
THYOXt2_pos	1180.1846018692718
THYOXt_neg	1180.1846018692718
THYOXt_pos	1176.4976726744476
THYPX_pos	10.07255426433376
TIGCRNe_pos	11878.668740774454
TKT1_neg	19098.362117649835
TKT1_pos	15527.897039345775
TKT2_neg	19098.36211764984
TKT2_pos	15527.897039345775
TMABADH_pos	0.0
TMDK1_pos	2449.8422188846594
TMDK1m_pos	1708.933216205331
TMDPK_pos	7559.076974785624
TMDPPK_pos	4214.921778140339
TMDPP_neg	10.749139916287492
TMDPP_pos	12037.211272782468
TMDS_pos	12010.049922012102
TMLYSOX_pos	0.0
TMLYSter_pos	0.0
TMNDNCCOAtx_neg	37186.27794869953
TMNDNCCOAtx_pos	137.07260220304687
TMNDNCCPT1_pos	491.14597271327864
TMNDNCCPT2_pos	491.14597271327864
TMNDNCCRNt_pos	491.14597271327864
TMNDNCt_neg	239.33682174765852
TMNDNCt_pos	13.108111938148848
TOLBUTAMIDEte_neg	0.0
TOLBUTAMIDEte_pos	7.485319951562108
TPI_neg	9179.967536590155
TPI_pos	3975.7615763220274
TRDR2_pos	5087.853518078532
TRDR3_pos	5119.733009866559
TRDR_pos	2812.9388870164885
TRDRm_pos	279.847426761528
TREH_pos	0.0
TREHe_pos	3.0501553725494297
TRIODTHYSUFt_pos	21.10850102218246
TRIODTHYSULT_pos	21.10850102218246
TRIODTHYt2_neg	1176.4976726744476
TRIODTHYt2_pos	1180.1846018692718
TRIODTHYt_neg	1180.1846018692718
TRIODTHYt_pos	1176.4976726744476
TRIOK_pos	3441.010423883045
TRPATB0tc_pos	1519.2887335322944
TRPHYDRO2_pos	1994.698619362333
TRPO2_pos	9.665633615649188
TRPt4_pos	1267.8954686196976
TRPt_neg	799.5945786520767
TRPt_pos	799.5945786520767
TRYPTAOX_pos	0.0
TS3_neg	0.0
TS3_pos	0.0
TSTSTERONEGLCte_pos	67628.02863749245
TSTSTERONEGLCtr_neg	67628.02863749246
TSTSTERONEGLCtr_pos	0.0
TSTSTERONESULT_pos	59876.02571830569
TSTSTERONESte_neg	0.0
TSTSTERONESte_pos	59876.02571830568
TSTSTERONEt_neg	54271.13505698365
TSTSTERONEt_pos	8.964703848257772
TSTSTERONEtr_neg	9.586044991740257
TSTSTERONEtr_pos	54271.13505698364
TSULt4_3_neg	0.0
TSULt4_3_pos	11.72409757060579
TTDCAFATPc_pos	8677.271147334899
TTDCAtr_neg	0.0
TTDCAtr_pos	3309.0770449923334
TTDCPT1_pos	10298.897833310146
TTDCPT2_pos	10298.897833310146
TTDCRNt_pos	10298.897833310146
TXA2te_neg	168.54385736643508
TXA2te_pos	0.0
TXA2tr_neg	168.54385736643508
TXA2tr_pos	0.0
TXASr_pos	168.54385736643508
TYMSFt_pos	19420.454990641083
TYMSULT_pos	19420.454990641083
TYR3MO2_pos	9931.265145978907
TYRASE_pos	12460.25548211234
TYRATB0tc_pos	1519.2887335322944
TYRCBOX_pos	10739.98840360134
TYRDOPO3_pos	12460.25548211234
TYRDOPO_pos	48293.24997245709
TYROXDAc_pos	10862.317699827538
TYRPHELAT2tc_pos	514.6991902561645
TYRTA_neg	6792.496868572382
TYRTA_pos	8428.646214097695
TYRTAm_neg	0.0
TYRTAm_pos	45607.62638283903
TYRt4_pos	1267.8954686196976
TYRt_neg	514.6991902561645
TYRt_pos	799.5945786520767
UAG2EMAi_pos	4012.5932777264297
UAG4E_neg	863.2145021963507
UAG4E_pos	9589.522803883563
UAGALDP_pos	543.0874946303871
UAGDP_pos	4012.5932777264297
UDPACGALtl_neg	7063.087936273132
UDPACGALtl_pos	0.0
UDPDOLPT_L_pos	9157.986252141402
UDPDOLPT_U_pos	9157.986252141402
UDPG1P_pos	16299.425722132119
UDPG4E_neg	4945.614998272172
UDPG4E_pos	11889.250062614517
UDPGALt2g_pos	0.0
UDPGALtg_neg	0.0
UDPGALtg_pos	6357.476546667023
UDPGD_pos	12566.14001725456
UDPGLCAter_neg	2041.8640878195135
UDPGLCAter_pos	2041.8640878195135
UDPGLCAtg_neg	0.0
UDPGLCAtg_pos	0.0
UDPGLCter_neg	2850.0
UDPGLCter_pos	2850.0
UDPGLCtg_neg	0.0
UDPGLCtg_pos	0.0
UDPGLDCg_pos	0.0
UDPGNP_pos	12878.2985542247
UDPGP_pos	3269.778462197901
UDPXYLter_neg	0.0
UDPXYLter_pos	0.0
UDPXYLtg_neg	0.0
UDPXYLtg_pos	0.0
UDPtl_neg	0.0
UDPtl_pos	7063.087936273131
UGALGTg_pos	6357.476546667022
UGALNACter_neg	0.0
UGALNACter_pos	0.0
UGALNACtg_neg	0.0
UGALNACtg_pos	10981.695241038522
UGCG_pos	12794.259939414878
UGLCNACtg_neg	0.0
UGLCNACtg_pos	18821.910032468557
UGLT_neg	382.8510254815144
UGLT_pos	382.8510254815144
UGT1A10r_neg	10.242546212024935
UGT1A10r_pos	64867.51933479847
UGT1A1r_pos	59145.65596390305
UGT1A2r_pos	42468.11159579705
UGT1A3r_pos	69010.30147392278
UGT1A4r_pos	67628.02863749243
UGT1A5r2_pos	3865.5074139879125
UGT1A5r_pos	3849.0918655000323
UGT1A6r_pos	56565.60699952831
UGT1A7r_pos	0.0
UGT1A8r_pos	0.0
UGT1A9r_pos	68846.34700844943
UMPK2_neg	344.2171879136356
UMPK2_pos	344.2171879136356
UMPK2n_neg	345.48570876129435
UMPK2n_pos	345.48570876129435
UMPK3_neg	344.2171879136356
UMPK3_pos	344.2171879136356
UMPK3n_neg	345.48570876129435
UMPK3n_pos	345.48570876129435
UMPK4_neg	344.2171879136356
UMPK4_pos	344.2171879136356
UMPK4n_neg	345.48570876129435
UMPK4n_pos	345.48570876129435
UMPK5_neg	344.2171879136356
UMPK5_pos	344.2171879136356
UMPK5n_neg	345.48570876129435
UMPK5n_pos	345.48570876129435
UMPK6_neg	344.2171879136356
UMPK6_pos	344.2171879136356
UMPK6n_neg	345.48570876129435
UMPK6n_pos	345.48570876129435
UMPK7_neg	344.2171879136356
UMPK7_pos	344.2171879136356
UMPK7n_neg	345.48570876129435
UMPK7n_pos	345.48570876129435
UMPK_neg	344.2171879136356
UMPK_pos	344.2171879136356
UMPKm_neg	9159.672475851226
UMPKm_pos	0.0
UMPKn_neg	345.48570876129435
UMPKn_pos	345.48570876129435
UMPtr_neg	2041.8640878195135
UMPtr_pos	2041.8640878195135
UNK2_pos	15160.760301541195
UNK3_pos	15989.805557523978
UPP3S_pos	14527.06508146201
UPPDC1_pos	14527.06508146201
UPPN_pos	14330.221329840986
URATEt_pos	8925.54119890387
URATEtx_pos	11238.63436584478
URAt_neg	7342.543027514516
URAt_pos	5.66304090995017
URCN_pos	11489.234780522585
UREAt5_neg	1461.105849786028
UREAt5_pos	1461.105849786028
UREAt_neg	1461.105849786028
UREAt_pos	1461.105849786028
UREAtm_neg	14816.524267536823
UREAtm_pos	0.0
URIDK2m_neg	6455.330959640214
URIDK2m_pos	3490.5370669515373
URIK1_pos	379.4864200320734
URIt4_pos	735.5208163649309
URIt5le_pos	1375.7021643623884
URIt_neg	735.5208163649309
URIt_pos	11637.55674201361
UROLACer_neg	0.0
UROLACer_pos	6746.452832139812
UTPtn_neg	0.0
UTPtn_pos	0.0
Uritl_neg	0.0
Uritl_pos	0.0
Uritm_neg	9159.672475851225
Uritm_pos	0.0
Uritn_neg	13240.70869932406
Uritn_pos	0.0
VACCCPT1_pos	89168.04042199985
VACCCPT2_pos	89168.04042199985
VACCCRNt_pos	89168.04042199985
VACCt_neg	8808.808795119192
VACCt_pos	7.7961534805630786
VALATB0tc_pos	1571.447452782107
VALLAT1tc_pos	655.0283642883759
VALPHELAT2tc_pos	628.6617018888554
VALTA_neg	7746.160321885906
VALTA_pos	3994.6979453603753
VALTAm_neg	3994.6979453603753
VALTAm_pos	15043.170198810723
VALt4_pos	1381.8579802523884
VALt5m_neg	3994.6979453603753
VALt5m_pos	15043.170198810723
VALtec_neg	628.6617018888554
VALtec_pos	913.5570902847676
VD3_neg	10989.052321696578
VD3_pos	76487.2683522079
VITD2Hm_pos	0.0
VITD2t_pos	0.0
VITD2tm_neg	0.0
VITD2tm_pos	0.0
VITD3Hm_pos	9871.620040297823
VITD3t2_pos	1045.6557518862048
VITD3t_pos	1045.6557518862048
VITD3tm3_pos	1900.0
VITD3tm_pos	1900.0
VITEtl_pos	4176.137116485275
VITKtl_pos	4962.332869333881
VLCS2p_pos	65506.74231060894
VLCS2r_pos	74489.1711135576
VLCSp_pos	64522.32258528367
VLCSr_pos	70972.87116011608
WHDDCAte_neg	7.485319951562108
WHDDCAte_pos	0.0
WHHDCAte_neg	18032.251599823012
WHHDCAte_pos	0.0
WHTSTSTERONEte_neg	0.0
WHTSTSTERONEte_pos	0.0
WHTTDCAte_neg	7496.190835796941
WHTTDCAte_pos	0.0
XANDp_pos	12294.581482684835
XANtx_pos	11238.634365844784
XAO2x_pos	11756.069403097665
XAOx_pos	11238.63436584478
XOL27OHtm_neg	11320.452514471364
XOL27OHtm_pos	11439.442708537657
XOL7AH2tm_neg	69137.07830633062
XOL7AH2tm_pos	11290.63278734464
XOL7AH2tr_neg	0.0
XOL7AH2tr_pos	0.0
