	Treg_Spleen_Treg3_L2	exTreg_Lymph_exTreg1_L1	Treg_Lymph_Treg6_L2	Treg_Spleen_Treg2_L1	exTreg_Spleen_exTreg9_L1
RE3169C_neg	0.0	0.0	0.0	0.0	0.0
RE3169R_pos	0.0	0.0	0.0	0.0	0.0
RE3169R_neg	0.0	0.0	0.0	0.0	0.0
RE3170C_pos	0.3552315492409841	0.6113331114019186	0.4645997614074696	0.1004947207530655	0.17576897277243936
RE3170R_pos	0.0	0.0	0.0	0.0	0.0
RE3171C_pos	0.0	0.0	0.0	0.0	0.0
RE3171C_neg	0.0	0.0	0.0	0.0	0.0
RE3171R_pos	0.0	0.0	0.0	0.0	0.0
RE3171R_neg	0.0	0.0	0.0	0.0	0.0
RE3172C_pos	0.0	0.0	0.0	0.0	0.0
RE3172C_neg	0.0	0.0	0.0	0.0	0.0
RE3172R_pos	0.0	0.0	0.0	0.0	0.0
RE3172R_neg	0.0	0.0	0.0	0.0	0.0
RE3173C_pos	0.0	0.0	0.0	0.0	0.0
RE3173C_neg	0.0	0.0	0.0	0.0	0.0
RE3173R_pos	0.0	0.0	0.0	0.0	0.0
RE3173R_neg	0.0	0.0	0.0	0.0	0.0
RE3174C_pos	0.3552315492409841	0.6113331114019186	0.4645997614074696	0.1004947207530655	0.17576897277243936
RE3174R_pos	0.0	0.0	0.0	0.0	0.0
RE3175C_pos	0.0	0.0	0.0	0.0	0.0
RE3175C_neg	0.0	0.0	0.0	0.0	0.0
RE3175R_pos	0.0	0.0	0.0	0.0	0.0
RE3175R_neg	0.0	0.0	0.0	0.0	0.0
RE3176C_pos	0.0	0.0	0.0	0.0	0.0
RE3176C_neg	0.0	0.0	0.0	0.0	0.0
RE3176R_pos	0.0	0.0	0.0	0.0	0.0
RE3176R_neg	0.0	0.0	0.0	0.0	0.0
RE3177M_pos	0.0	0.0	0.0	0.0	0.0
RE3177M_neg	0.0	0.0	0.0	0.0	0.0
RE3178M_pos	0.0	0.0	0.0	0.0	0.0
RE3178M_neg	0.0	0.0	0.0	0.0	0.0
RE3179M_pos	0.0	0.0	0.0	0.0	0.0
RE3179M_neg	0.0	0.0	0.0	0.0	0.0
RE3180C_pos	0.0	0.0	0.0	0.0	0.0
RE3180C_neg	0.0	0.0	0.0	0.0	0.0
RE3184M_pos	0.0	0.0	0.0	0.0	0.0
RE3184M_neg	0.0	0.0	0.0	0.0	0.0
RE3185M_pos	0.0	0.0	0.0	0.0	0.0
RE3185M_neg	0.0	0.0	0.0	0.0	0.0
RE3186M_pos	0.0	0.0	0.0	0.0	0.0
RE3186M_neg	0.0	0.0	0.0	0.0	0.0
RE3189M_pos	0.0	0.0	0.0	0.0	0.0
RE3189M_neg	0.0	0.0	0.0	0.0	0.0
RE3190M_pos	0.0	0.0	0.0	0.0	0.0
RE3190M_neg	0.0	0.0	0.0	0.0	0.0
RE3191M_pos	0.0	0.0	0.0	0.0	0.0
RE3191M_neg	0.0	0.0	0.0	0.0	0.0
RE3192M_pos	0.0	0.0	0.0	0.0	0.0
RE3192M_neg	0.0	0.0	0.0	0.0	0.0
RE3193M_pos	0.0	0.0	0.0	0.0	0.0
RE3193M_neg	0.0	0.0	0.0	0.0	0.0
RE3194M_pos	0.0	0.0	0.0	0.0	0.0
RE3194M_neg	0.0	0.0	0.0	0.0	0.0
RE3195M_pos	0.0	0.0	0.0	0.0	0.0
RE3195M_neg	0.0	0.0	0.0	0.0	0.0
RE3198C_pos	0.0	0.0	0.0	0.0	0.0
RE3198C_neg	0.0	0.0	0.0	0.0	0.0
RE3201C_pos	0.0	0.0	0.0	0.0	0.0
RE3218C_pos	0.0	0.0	0.0	0.0	0.0
RE3218C_neg	0.0	0.0	0.0	0.0	0.0
RE3218L_pos	0.0	0.0	0.0	0.0	0.0
RE3218L_neg	0.0	0.0	0.0	0.0	0.0
RE3218R_pos	0.0	0.0	0.0	0.0	0.0
RE3218R_neg	0.0	0.0	0.0	0.0	0.0
RE3220C_pos	0.0	0.0	0.0	0.0	0.0
RE3220C_neg	0.0	0.0	0.0	0.0	0.0
RE3220L_pos	0.0	0.0	0.0	0.0	0.0
RE3220L_neg	0.0	0.0	0.0	0.0	0.0
RE3220R_pos	0.0	0.0	0.0	0.0	0.0
RE3220R_neg	0.0	0.0	0.0	0.0	0.0
RE3224C_pos	0.3552315492409841	0.6113331114019186	0.4645997614074696	0.1004947207530655	0.17576897277243936
RE3224R_pos	0.0	0.0	0.0	0.0	0.0
RE3225C_pos	0.3552315492409841	0.6113331114019186	0.4645997614074696	0.1004947207530655	0.17576897277243936
RE3225R_pos	0.0	0.0	0.0	0.0	0.0
RE3226C_pos	0.3552315492409841	0.6113331114019186	0.4645997614074696	0.1004947207530655	0.17576897277243936
RE3226R_pos	0.0	0.0	0.0	0.0	0.0
RE3227C_pos	0.0	0.0	0.0	0.0	0.0
RE3227C_neg	0.0	0.0	0.0	0.0	0.0
RE3227R_pos	0.0	0.0	0.0	0.0	0.0
RE3227R_neg	0.0	0.0	0.0	0.0	0.0
RE3228C_pos	0.0	0.0	0.0	0.0	0.0
RE3228C_neg	0.0	0.0	0.0	0.0	0.0
RE3228R_pos	0.0	0.0	0.0	0.0	0.0
RE3228R_neg	0.0	0.0	0.0	0.0	0.0
RE3229C_pos	0.0	0.0	0.0	0.0	0.0
RE3229C_neg	0.0	0.0	0.0	0.0	0.0
RE3229R_pos	0.0	0.0	0.0	0.0	0.0
RE3229R_neg	0.0	0.0	0.0	0.0	0.0
RE3230C_pos	0.0	0.0	0.0	0.0	0.0
RE3230C_neg	0.0	0.0	0.0	0.0	0.0
RE3230R_pos	0.0	0.0	0.0	0.0	0.0
RE3230R_neg	0.0	0.0	0.0	0.0	0.0
RE3231C_pos	0.0	0.0	0.0	0.0	0.0
RE3231C_neg	0.0	0.0	0.0	0.0	0.0
RE3231R_pos	0.0	0.0	0.0	0.0	0.0
RE3231R_neg	0.0	0.0	0.0	0.0	0.0
RE3232C_pos	0.0	0.0	0.0	0.0	0.0
RE3232C_neg	0.0	0.0	0.0	0.0	0.0
RE3232R_pos	0.0	0.0	0.0	0.0	0.0
RE3232R_neg	0.0	0.0	0.0	0.0	0.0
RE3233C_pos	0.0	0.0	0.0	0.0	0.0
RE3233G_pos	0.0	0.025235339606365564	0.0	0.0	0.0
RE3233L_pos	0.0	0.025235339606365564	0.0	0.0	0.0
RE3234C_pos	0.0	0.0	0.0	0.0	0.0
RE3234C_neg	0.0	0.0	0.0	0.0	0.0
RE3234R_pos	0.0	0.0	0.0	0.0	0.0
RE3234R_neg	0.0	0.0	0.0	0.0	0.0
RE3235C_pos	0.0	0.0	0.0	0.0	0.0
RE3235C_neg	0.0	0.0	0.0	0.0	0.0
RE3235R_pos	0.0	0.0	0.0	0.0	0.0
RE3235R_neg	0.0	0.0	0.0	0.0	0.0
RE3236C_pos	0.0	0.0	0.0	0.0	0.0
RE3236C_neg	0.0	0.0	0.0	0.0	0.0
RE3236R_pos	0.0	0.0	0.0	0.0	0.0
RE3236R_neg	0.0	0.0	0.0	0.0	0.0
RE3237C_pos	0.0	0.0	0.0	0.0	0.0
RE3237C_neg	0.0	0.0	0.0	0.0	0.0
RE3238C_pos	0.0	0.0	0.0	0.0	0.0
RE3238C_neg	0.0	0.0	0.0	0.0	0.0
RE3239C_pos	0.0	0.0	0.0	0.0	0.0
RE3239C_neg	0.0	0.0	0.0	0.0	0.0
RE3241C_pos	0.3552315492409841	0.6113331114019186	0.4645997614074696	0.1004947207530655	0.17576897277243936
RE3241R_pos	0.0	0.0	0.0	0.0	0.0
RE3242C_pos	0.0	0.0	0.0	0.0	0.0
RE3242C_neg	0.0	0.0	0.0	0.0	0.0
RE3242R_pos	0.0	0.0	0.0	0.0	0.0
RE3242R_neg	0.0	0.0	0.0	0.0	0.0
RE3243C_pos	0.0	0.0	0.0	0.0	0.0
RE3243C_neg	0.0	0.0	0.0	0.0	0.0
RE3243R_pos	0.0	0.0	0.0	0.0	0.0
RE3243R_neg	0.0	0.0	0.0	0.0	0.0
RE3244C_pos	0.0	0.0	0.0	0.0	0.0
RE3244C_neg	0.0	0.0	0.0	0.0	0.0
RE3244R_pos	0.0	0.0	0.0	0.0	0.0
RE3244R_neg	0.0	0.0	0.0	0.0	0.0
RE3245C_pos	0.0	0.0	0.0	0.0	0.0
RE3245C_neg	0.0	0.0	0.0	0.0	0.0
RE3247M_pos	0.0	0.0	0.0	0.0	0.0
RE3247X_pos	0.0	0.40335770661344866	0.0	0.0	0.0
RE3248M_pos	0.0	0.0	0.0	0.0	0.0
RE3248M_neg	0.0	0.0	0.0	0.0	0.0
RE3248X_pos	0.0	0.0	0.0	0.0	0.0
RE3248X_neg	0.0	0.0	0.0	0.0	0.0
RE3250C_pos	0.0	0.0	0.0	0.0	0.0
RE3250C_neg	0.0	0.0	0.0	0.0	0.0
RE3250M_pos	0.0	0.0	0.0	0.0	0.0
RE3250M_neg	0.0	0.0	0.0	0.0	0.0
RE3250X_pos	0.0	0.0	0.0	0.0	0.0
RE3250X_neg	0.0	0.0	0.0	0.0	0.0
RE3251C_pos	0.0	0.0	0.0	0.0	0.0
RE3251M_pos	0.0	0.0	0.0	0.0	0.0
RE3252C_pos	0.0	0.0	0.0	0.0	0.0
RE3252C_neg	0.0	0.0	0.0	0.0	0.0
RE3258C_pos	0.0	0.0	0.0	0.0	0.0
RE3258C_neg	0.0	0.0	0.0	0.0	0.0
RE3258R_pos	0.0	0.0	0.0	0.0	0.0
RE3258R_neg	0.0	0.0	0.0	0.0	0.0
RE3259C_pos	0.0	0.0	0.0	0.0	0.0
RE3259C_neg	0.0	0.0	0.0	0.0	0.0
RE3259R_pos	0.0	0.0	0.0	0.0	0.0
RE3259R_neg	0.0	0.0	0.0	0.0	0.0
RE3260C_pos	0.0	0.0	0.0	0.0	0.0
RE3260R_pos	0.0	1.041409214866779	0.0	0.0	0.0
RE3261C_pos	0.0	0.0	0.0	0.0	0.0
RE3261R_pos	0.0	1.041409214866779	0.0	0.0	0.0
RE3263C_pos	0.0	0.0	0.0	0.0	0.0
RE3263C_neg	0.0	0.0	0.0	0.0	0.0
RE3264C_pos	0.0	0.0	0.0	0.0	0.0
RE3264R_pos	0.0	1.041409214866779	0.0	0.0	0.0
RE3265C_pos	0.0	0.0	0.0	0.0	0.0
RE3265R_pos	0.0	1.041409214866779	0.0	0.0	0.0
RE3268R_pos	0.0	0.0	0.0	0.0	0.0
RE3268R_neg	0.0	0.0	0.0	0.0	0.0
RE3269C_pos	4.043352010581844	3.6971889547947665	4.121289238288494	4.015259773802585	3.111414841455688
RE3269C_neg	4.043352010581844	3.6971889547947665	4.121289238288494	4.015259773802585	3.111414841455688
RE3270C_pos	0.0	0.0	0.0	0.0	0.0
RE3270C_neg	0.0	0.0	0.0	0.0	0.0
RE3272N_pos	0.0	0.0	0.0	0.0	0.0
RE3272N_neg	0.0	0.0	0.0	0.0	0.0
RE3273C_pos	2.918687566129933	2.8447636014443614	2.592947355912775	3.0778443256375714	2.2667997747568567
RE3273C_neg	2.918687566129933	2.8447636014443614	2.592947355912775	3.0778443256375714	2.2667997747568567
RE3273G_pos	0.1098615352782373	0.39811400732591584	0.08788515030290239	0.057818397522047274	0.0
RE3273G_neg	0.1098615352782373	0.39811400732591584	0.08788515030290239	0.057818397522047274	0.0
RE3273R_pos	0.1098615352782373	0.39811400732591584	0.08788515030290239	0.057818397522047274	0.0
RE3273R_neg	0.1098615352782373	0.39811400732591584	0.08788515030290239	0.057818397522047274	0.0
RE3286C_pos	0.0	0.0	0.0	0.0	0.0
RE3286R_pos	0.0	2.2436377495307136	0.09918484152141689	0.04919146781268737	0.1789511300947002
RE3287C_pos	0.0	0.0	0.0	0.0	0.0
RE3287R_pos	0.0	2.2436377495307136	0.09918484152141689	0.04919146781268737	0.1789511300947002
RE3288C_pos	0.0	0.0	0.0	0.0	0.0
RE3288R_pos	0.0	2.2436377495307136	0.09918484152141689	0.04919146781268737	0.1789511300947002
RE3289C_pos	0.0	0.0	0.0	0.0	0.0
RE3289R_pos	0.0	2.2436377495307136	0.09918484152141689	0.04919146781268737	0.1789511300947002
RE3295C_pos	0.0	0.0	0.0	0.0	0.0
RE3295C_neg	0.0	0.0	0.0	0.0	0.0
RE3301C_pos	2.918687566129933	2.8447636014443614	2.592947355912775	3.0778443256375714	2.2667997747568567
RE3301C_neg	2.918687566129933	2.8447636014443614	2.592947355912775	3.0778443256375714	2.2667997747568567
RE3301G_pos	0.1098615352782373	0.39811400732591584	0.08788515030290239	0.057818397522047274	0.0
RE3301G_neg	0.1098615352782373	0.39811400732591584	0.08788515030290239	0.057818397522047274	0.0
RE3301R_pos	0.1098615352782373	0.39811400732591584	0.08788515030290239	0.057818397522047274	0.0
RE3301R_neg	0.1098615352782373	0.39811400732591584	0.08788515030290239	0.057818397522047274	0.0
RE3307C_pos	7.186372608659345	7.654723815461216	7.0672607697636955	6.941528604917987	7.425800075035522
RE3307C_neg	7.186372608659345	7.654723815461216	7.0672607697636955	6.941528604917987	7.425800075035522
RE3307M_pos	0.0	0.0	0.0	0.0	0.0
RE3307M_neg	0.0	0.0	0.0	0.0	0.0
RE3307X_pos	0.0	0.0	0.0	0.0	0.0
RE3307X_neg	0.0	0.0	0.0	0.0	0.0
RE3308C_pos	0.0	0.0	0.0	0.0	0.0
RE3308C_neg	0.0	0.0	0.0	0.0	0.0
RE3308M_pos	0.0	0.0	0.0	0.0	0.0
RE3308M_neg	0.0	0.0	0.0	0.0	0.0
RE3308R_pos	0.0	2.2436377495307136	0.09918484152141689	0.04919146781268737	0.1789511300947002
RE3308R_neg	0.0	2.2436377495307136	0.09918484152141689	0.04919146781268737	0.1789511300947002
RE3308X_pos	0.0	0.0	0.0	0.0	0.0
RE3308X_neg	0.0	0.0	0.0	0.0	0.0
RE3310C_pos	0.0	0.0	0.0	0.0	0.0
RE3310C_neg	0.0	0.0	0.0	0.0	0.0
RE3310R_pos	0.0	2.2436377495307136	0.09918484152141689	0.04919146781268737	0.1789511300947002
RE3310R_neg	0.0	2.2436377495307136	0.09918484152141689	0.04919146781268737	0.1789511300947002
RE3326M_pos	0.0	0.0	0.0	0.0	0.0
RE3326M_neg	0.0	0.0	0.0	0.0	0.0
RE3334M_pos	0.0	0.0	0.0	0.0	0.0
RE3334X_pos	0.0	0.40335770661344866	0.0	0.0	0.0
RE3335C_pos	0.0	0.0	0.0	0.0	0.0
RE3335C_neg	0.0	0.0	0.0	0.0	0.0
RE3335M_pos	0.0	0.0	0.0	0.0	0.0
RE3335M_neg	0.0	0.0	0.0	0.0	0.0
RE3335R_pos	0.0	0.0	0.0	0.0	0.0
RE3335R_neg	0.0	0.0	0.0	0.0	0.0
RE3335X_pos	0.0	0.0	0.0	0.0	0.0
RE3335X_neg	0.0	0.0	0.0	0.0	0.0
RE3336M_pos	0.0	0.0	0.0	0.0	0.0
RE3336M_neg	0.0	0.0	0.0	0.0	0.0
RE3336X_pos	0.0	0.0	0.0	0.0	0.0
RE3336X_neg	0.0	0.0	0.0	0.0	0.0
RE3337M_pos	0.0	0.0	0.0	0.0	0.0
RE3337M_neg	0.0	0.0	0.0	0.0	0.0
RE3337X_pos	0.0	0.0	0.0	0.0	0.0
RE3337X_neg	0.0	0.0	0.0	0.0	0.0
RE3338C_pos	0.0	0.0	0.0	0.0	0.0
RE3338C_neg	0.0	0.0	0.0	0.0	0.0
RE3338M_pos	0.0	0.0	0.0	0.0	0.0
RE3338M_neg	0.0	0.0	0.0	0.0	0.0
RE3338X_pos	0.0	0.0	0.0	0.0	0.0
RE3338X_neg	0.0	0.0	0.0	0.0	0.0
RE3339C_pos	0.0	0.5106969634936385	0.0	0.0	0.0
RE3339C_neg	0.0	0.5106969634936385	0.0	0.0	0.0
RE3339M_pos	0.0	0.0	0.0	0.0	0.0
RE3339M_neg	0.0	0.0	0.0	0.0	0.0
RE3339X_pos	0.0	0.5106969634936385	0.0	0.0	0.0
RE3339X_neg	0.0	0.5106969634936385	0.0	0.0	0.0
RE3340C_pos	0.0	0.0	0.0	0.0	0.0
RE3340C_neg	0.0	0.0	0.0	0.0	0.0
RE3340M_pos	0.0	0.0	0.0	0.0	0.0
RE3340M_neg	0.0	0.0	0.0	0.0	0.0
RE3340X_pos	0.0	0.0	0.0	0.0	0.0
RE3340X_neg	0.0	0.0	0.0	0.0	0.0
RE3341M_pos	0.0	0.0	0.0	0.0	0.0
RE3341X_pos	0.0	0.40335770661344866	0.0	0.0	0.0
RE3342M_pos	0.0	0.0	0.0	0.0	0.0
RE3342M_neg	0.0	0.0	0.0	0.0	0.0
RE3342X_pos	0.0	0.0	0.0	0.0	0.0
RE3342X_neg	0.0	0.0	0.0	0.0	0.0
RE3343C_pos	0.0	0.5106969634936385	0.0	0.0	0.0
RE3343C_neg	0.0	0.5106969634936385	0.0	0.0	0.0
RE3343M_pos	0.0	0.0	0.0	0.0	0.0
RE3343M_neg	0.0	0.0	0.0	0.0	0.0
RE3343X_pos	0.0	0.5106969634936385	0.0	0.0	0.0
RE3343X_neg	0.0	0.5106969634936385	0.0	0.0	0.0
RE3344M_pos	0.0	0.0	0.0	0.0	0.0
RE3344M_neg	0.0	0.0	0.0	0.0	0.0
RE3344X_pos	0.0	0.0	0.0	0.0	0.0
RE3344X_neg	0.0	0.0	0.0	0.0	0.0
RE3345C_pos	0.0	0.0	0.0	0.0	0.0
RE3345C_neg	0.0	0.0	0.0	0.0	0.0
RE3345M_pos	0.0	0.0	0.0	0.0	0.0
RE3345M_neg	0.0	0.0	0.0	0.0	0.0
RE3345R_pos	0.0	0.0	0.0	0.0	0.0
RE3345R_neg	0.0	0.0	0.0	0.0	0.0
RE3345X_pos	0.0	0.0	0.0	0.0	0.0
RE3345X_neg	0.0	0.0	0.0	0.0	0.0
RE3346C_pos	0.0	0.15243828326813985	0.0	0.349656609160211	0.0
RE3346C_neg	0.0	0.15243828326813985	0.0	0.349656609160211	0.0
RE3346M_pos	0.0	0.0	0.0	0.0	0.0
RE3346R_pos	0.0	0.15243828326813985	0.0	0.349656609160211	0.0
RE3346R_neg	0.0	0.15243828326813985	0.0	0.349656609160211	0.0
RE3347C_pos	0.0	0.0	0.0	0.0	0.0
RE3347C_neg	0.0	0.0	0.0	0.0	0.0
RE3352C_pos	0.0	0.0	0.0	0.0	0.0
RE3352C_neg	0.0	0.0	0.0	0.0	0.0
RE3367C_pos	0.0	0.8067090321438439	0.0	0.0	0.0
RE3367E_pos	0.27763816973031386	0.09335151519046926	0.0	0.7294438850138115	0.0
RE3367X_pos	0.27763816973031386	0.09335151519046926	0.0	0.7294438850138115	0.0
RE3370C_pos	0.0	0.0	0.0	0.0	0.0
RE3370R_pos	4.744762902240627	4.805211015488984	4.876744796494687	4.8246704162674865	4.234200982028975
RE3372C_pos	0.0	0.0	0.0	0.0	0.0
RE3372C_neg	0.0	0.0	0.0	0.0	0.0
RE3381C_pos	0.0	0.0	0.0	0.0	0.0
RE3381C_neg	0.0	0.0	0.0	0.0	0.0
RE3381E_pos	0.0	0.0	0.0	0.0	0.0
RE3381E_neg	0.0	0.0	0.0	0.0	0.0
RE3381L_pos	5.58215618440865	5.323945600739137	5.234372687038031	5.223466888956471	5.308727828204351
RE3381L_neg	5.58215618440865	5.323945600739137	5.234372687038031	5.223466888956471	5.308727828204351
RE3383M_pos	0.0	0.0	0.0	0.0	0.0
RE3383M_neg	0.0	0.0	0.0	0.0	0.0
RE3384M_pos	0.0	0.0	0.0	0.0	0.0
RE3384M_neg	0.0	0.0	0.0	0.0	0.0
RE3385M_pos	0.0	0.0	0.0	0.0	0.0
RE3386M_pos	0.0	0.0	0.0	0.0	0.0
RE3386M_neg	0.0	0.0	0.0	0.0	0.0
RE3387M_pos	0.0	0.0	0.0	0.0	0.0
RE3387M_neg	0.0	0.0	0.0	0.0	0.0
RE3388M_pos	0.0	0.0	0.0	0.0	0.0
RE3388M_neg	0.0	0.0	0.0	0.0	0.0
RE3389M_pos	0.0	0.0	0.0	0.0	0.0
RE3390M_pos	0.0	0.0	0.0	0.0	0.0
RE3390M_neg	0.0	0.0	0.0	0.0	0.0
RE3391M_pos	0.0	0.0	0.0	0.0	0.0
RE3391M_neg	0.0	0.0	0.0	0.0	0.0
RE3392M_pos	0.0	0.0	0.0	0.0	0.0
RE3392M_neg	0.0	0.0	0.0	0.0	0.0
RE3393M_pos	0.0	0.0	0.0	0.0	0.0
RE3393M_neg	0.0	0.0	0.0	0.0	0.0
RE3394M_pos	0.0	0.0	0.0	0.0	0.0
RE3394M_neg	0.0	0.0	0.0	0.0	0.0
RE3395M_pos	0.0	0.0	0.0	0.0	0.0
RE3396M_pos	0.0	0.0	0.0	0.0	0.0
RE3396M_neg	0.0	0.0	0.0	0.0	0.0
RE3397M_pos	0.0	0.0	0.0	0.0	0.0
RE3398M_pos	0.0	0.0	0.0	0.0	0.0
RE3398M_neg	0.0	0.0	0.0	0.0	0.0
RE3399M_pos	0.0	0.0	0.0	0.0	0.0
RE3399M_neg	0.0	0.0	0.0	0.0	0.0
RE3400M_pos	0.0	0.0	0.0	0.0	0.0
RE3400M_neg	0.0	0.0	0.0	0.0	0.0
RE3401M_pos	0.0	0.0	0.0	0.0	0.0
RE3401M_neg	0.0	0.0	0.0	0.0	0.0
RE3402M_pos	0.0	0.0	0.0	0.0	0.0
RE3402M_neg	0.0	0.0	0.0	0.0	0.0
RE3403M_pos	0.0	0.0	0.0	0.0	0.0
RE3403M_neg	0.0	0.0	0.0	0.0	0.0
RE3404M_pos	0.0	0.0	0.0	0.0	0.0
RE3404M_neg	0.0	0.0	0.0	0.0	0.0
RE3407C_pos	0.0	0.0	0.0	0.0	0.0
RE3408C_pos	0.0	0.0	0.0	0.0	0.0
RE3408C_neg	0.0	0.0	0.0	0.0	0.0
RE3409C_pos	0.0	0.0	0.0	0.0	0.0
RE3411C_pos	0.0	0.0	0.0	0.0	0.0
RE3411C_neg	0.0	0.0	0.0	0.0	0.0
RE3412C_pos	0.0	0.0	0.0	0.0	0.0
RE3413C_pos	0.0	0.0	0.0	0.0	0.0
RE3413C_neg	0.0	0.0	0.0	0.0	0.0
RE3414C_pos	0.0	0.0	0.0	0.0	0.0
RE3414C_neg	0.0	0.0	0.0	0.0	0.0
RE3415C_pos	0.0	0.0	0.0	0.0	0.0
RE3415C_neg	0.0	0.0	0.0	0.0	0.0
RE3417C_pos	0.0	0.0	0.0	0.0	0.0
RE3417C_neg	0.0	0.0	0.0	0.0	0.0
RE3420C_pos	0.0	0.0	0.0	0.0	0.0
RE3420C_neg	0.0	0.0	0.0	0.0	0.0
RE3421M_pos	0.0	0.0	0.0	0.0	0.0
RE3421M_neg	0.0	0.0	0.0	0.0	0.0
RE3421R_pos	0.0	0.0	0.0	0.0	0.0
RE3421R_neg	0.0	0.0	0.0	0.0	0.0
RE3422C_pos	0.0	0.0	0.0	0.0	0.0
RE3422C_neg	0.0	0.0	0.0	0.0	0.0
RE3423C_pos	0.0	0.0	0.0	0.0	0.0
RE3423C_neg	0.0	0.0	0.0	0.0	0.0
RE3430C_pos	7.186372608659345	7.654723815461216	7.0672607697636955	6.941528604917987	7.425800075035522
RE3430C_neg	7.186372608659345	7.654723815461216	7.0672607697636955	6.941528604917987	7.425800075035522
RE3430M_pos	0.0	0.0	0.0	0.0	0.0
RE3430M_neg	0.0	0.0	0.0	0.0	0.0
RE3430X_pos	0.0	0.0	0.0	0.0	0.0
RE3430X_neg	0.0	0.0	0.0	0.0	0.0
RE3431C_pos	0.0	0.0	0.0	0.0	0.0
RE3431C_neg	0.0	0.0	0.0	0.0	0.0
RE3432C_pos	7.186372608659345	7.654723815461216	7.0672607697636955	6.941528604917987	7.425800075035522
RE3432C_neg	7.186372608659345	7.654723815461216	7.0672607697636955	6.941528604917987	7.425800075035522
RE3432M_pos	0.0	0.0	0.0	0.0	0.0
RE3432M_neg	0.0	0.0	0.0	0.0	0.0
RE3432X_pos	0.0	0.0	0.0	0.0	0.0
RE3432X_neg	0.0	0.0	0.0	0.0	0.0
RE3434C_pos	0.0	0.0	0.0	0.0	0.0
RE3434R_pos	4.744762902240627	4.805211015488984	4.876744796494687	4.8246704162674865	4.234200982028975
RE3435C_pos	0.0	0.0	0.0	0.0	0.0
RE3435R_pos	4.744762902240627	4.805211015488984	4.876744796494687	4.8246704162674865	4.234200982028975
RE3436C_pos	0.0	0.0	0.0	0.0	0.0
RE3436R_pos	4.744762902240627	4.805211015488984	4.876744796494687	4.8246704162674865	4.234200982028975
RE3437C_pos	0.0	0.0	0.0	0.0	0.0
RE3437C_neg	0.0	0.0	0.0	0.0	0.0
RE3440C_pos	0.0	0.0	0.0	0.0	0.0
RE3440R_pos	4.744762902240627	4.805211015488984	4.876744796494687	4.8246704162674865	4.234200982028975
RE3443M_pos	0.0	0.0	0.0	0.0	0.0
RE3443M_neg	0.0	0.0	0.0	0.0	0.0
RE3443X_pos	0.0	0.0	0.0	0.0	0.0
RE3443X_neg	0.0	0.0	0.0	0.0	0.0
RE3444C_pos	0.0	0.5106969634936385	0.0	0.0	0.0
RE3444C_neg	0.0	0.5106969634936385	0.0	0.0	0.0
RE3444M_pos	0.0	0.0	0.0	0.0	0.0
RE3444M_neg	0.0	0.0	0.0	0.0	0.0
RE3444X_pos	0.0	0.5106969634936385	0.0	0.0	0.0
RE3444X_neg	0.0	0.5106969634936385	0.0	0.0	0.0
RE3445M_pos	0.0	0.0	0.0	0.0	0.0
RE3445X_pos	0.0	0.40335770661344866	0.0	0.0	0.0
RE3446C_pos	0.0	0.0	0.0	0.0	0.0
RE3446C_neg	0.0	0.0	0.0	0.0	0.0
RE3446M_pos	0.0	0.0	0.0	0.0	0.0
RE3446M_neg	0.0	0.0	0.0	0.0	0.0
RE3446R_pos	0.0	0.0	0.0	0.0	0.0
RE3446R_neg	0.0	0.0	0.0	0.0	0.0
RE3446X_pos	0.0	0.0	0.0	0.0	0.0
RE3446X_neg	0.0	0.0	0.0	0.0	0.0
RE3447M_pos	0.0	0.0	0.0	0.0	0.0
RE3447M_neg	0.0	0.0	0.0	0.0	0.0
RE3447X_pos	0.0	0.0	0.0	0.0	0.0
RE3447X_neg	0.0	0.0	0.0	0.0	0.0
RE3448C_pos	0.0	0.0	0.0	0.0	0.0
RE3448C_neg	0.0	0.0	0.0	0.0	0.0
RE3448M_pos	0.0	0.0	0.0	0.0	0.0
RE3448M_neg	0.0	0.0	0.0	0.0	0.0
RE3448X_pos	0.0	0.0	0.0	0.0	0.0
RE3448X_neg	0.0	0.0	0.0	0.0	0.0
RE3449C_pos	0.0	0.0	0.0	0.0	0.0
RE3449C_neg	0.0	0.0	0.0	0.0	0.0
RE3451C_pos	0.0	0.0	0.0	0.0	0.0
RE3452C_pos	0.0	0.0	0.0	0.0	0.0
RE3452C_neg	0.0	0.0	0.0	0.0	0.0
RE3453C_pos	0.0	0.0	0.0	0.0	0.0
RE3453C_neg	0.0	0.0	0.0	0.0	0.0
RE3454C_pos	0.0	0.0	0.0	0.0	0.0
RE3455C_pos	0.0	0.0	0.0	0.0	0.0
RE3457C_pos	0.0	0.0	0.0	0.0	0.0
RE3458C_pos	0.0	0.0	0.0	0.0	0.0
RE3458C_neg	0.0	0.0	0.0	0.0	0.0
RE3459C_pos	0.0	0.0	0.0	0.0	0.0
RE3459C_neg	0.0	0.0	0.0	0.0	0.0
RE3460C_pos	0.0	0.0	0.0	0.0	0.0
RE3464C_pos	0.0	0.0	0.0	0.0	0.0
RE3464R_pos	4.744762902240627	4.805211015488984	4.876744796494687	4.8246704162674865	4.234200982028975
RE3469C_pos	0.0	0.0	0.0	0.0	0.0
RE3469C_neg	0.0	0.0	0.0	0.0	0.0
