	Tcon_Spleen_Tcon3_L2	exTreg_Spleen_exTreg10_L1	Tcon_Lymph_Tcon7_L2	exTreg_Lymph_exTreg4_L1	exTreg_Lymph_exTreg1_L2	Treg_Lymph_Treg6_L1	Tcon_Lymph_Tcon8_L1	exTreg_Lymph_exTreg5_L2	Tcon_Spleen_Tcon2_L1	exTreg_Spleen_exTreg9_L2	Treg_Spleen_Treg2_L2
r1833_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1834_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1835_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1836_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1837_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1841_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1842_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1843_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1844_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1846_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1847_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1848_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1850_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1851_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1852_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1853_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1854_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1855_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1856_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1857_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1858_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1859_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1860_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1861_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1862_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1863_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1864_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1865_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1866_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1867_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1871_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1872_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1873_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1874_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1876_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1877_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1879_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1880_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1881_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1882_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1883_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1884_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1885_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1886_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1887_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1888_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1889_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1890_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1891_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1892_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1893_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1894_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1895_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1896_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1897_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1898_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1899_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1900_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1901_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1902_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1903_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1904_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1905_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1906_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1907_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1908_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1909_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1910_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1911_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1912_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1913_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1914_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1915_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1916_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1917_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1918_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1919_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1920_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1921_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1922_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1923_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1924_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1925_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1926_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1928_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1929_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1930_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1931_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1932_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1933_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1934_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1935_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1936_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1937_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1938_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1939_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1940_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1941_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1942_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1943_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1944_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1945_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1946_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1947_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1948_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1949_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1950_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1951_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1952_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1953_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1954_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1955_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1956_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1957_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1958_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1959_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1960_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1961_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1962_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1963_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1964_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1965_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1966_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1967_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1968_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1969_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1970_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1971_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1972_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1973_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1974_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1975_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1976_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1977_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1978_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1979_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1980_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1981_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1982_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
r1983_pos	4.7874343885617305	4.454476439360499	4.942686913749937	4.302851337192597	3.873928746125353	5.073279137470021	4.9988495024399064	4.568213276915806	4.771108436242511	4.5274246420830755	4.831437875681494
