	WT.EPA.b_S127_L007_R1_001	Ob.911.a_S124_L007_R1_001	Ob.b_S131_L007_R1_001	WT.1012.b_S130_L007_R1_001
r2096_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2097_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2097_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2098_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2098_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2099_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2099_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2100_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2100_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2101_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2101_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2102_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2102_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2103_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2103_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2104_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2104_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2105_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2105_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2106_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2106_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2107_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2107_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2108_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2108_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2109_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2109_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2110_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2110_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2111_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2111_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2112_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2112_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2113_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2113_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2114_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2114_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2115_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2115_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2116_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2116_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2117_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2117_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2118_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2118_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2119_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2119_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2120_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2120_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2121_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2121_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2122_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2122_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2123_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2123_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2124_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2124_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2125_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2125_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2126_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2126_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2127_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2127_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2128_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2128_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2129_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2129_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2130_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2130_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2131_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2131_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2132_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2132_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2133_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2133_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2136_pos	3.3074285251922473	3.8083850506560935	4.072105800480419	3.533563348214512
r2137_pos	3.3074285251922473	3.8083850506560935	4.072105800480419	3.533563348214512
r2137_neg	3.3074285251922473	3.8083850506560935	4.072105800480419	3.533563348214512
r2139_pos	0.0	0.0	0.0	0.0
r2139_neg	0.0	0.0	0.0	0.0
r2140_pos	0.0	0.0	0.0	0.0
r2140_neg	0.0	0.0	0.0	0.0
r2141_pos	0.0	0.0	0.0	0.0
r2141_neg	0.0	0.0	0.0	0.0
r2142_pos	0.0	0.0	0.0	0.0
r2142_neg	0.0	0.0	0.0	0.0
r2143_pos	0.0	0.0	0.0	0.0
r2143_neg	0.0	0.0	0.0	0.0
r2144_pos	0.0	0.0	0.0	0.0
r2144_neg	0.0	0.0	0.0	0.0
r2145_pos	0.0	0.0	0.0	0.0
r2145_neg	0.0	0.0	0.0	0.0
r2149_pos	0.0	0.0	0.0	0.0
r2149_neg	0.0	0.0	0.0	0.0
r2150_pos	0.0	0.0	0.0	0.0
r2150_neg	0.0	0.0	0.0	0.0
r2193_pos	0.0	0.0	0.0	0.0
r2193_neg	0.0	0.0	0.0	0.0
r2194_pos	0.0	0.0	0.0	0.0
r2194_neg	0.0	0.0	0.0	0.0
r2195_pos	0.0	0.0	0.0	0.0
r2195_neg	0.0	0.0	0.0	0.0
r2196_pos	0.0	0.0	0.0	0.0
r2196_neg	0.0	0.0	0.0	0.0
r2197_pos	0.0	0.0	0.0	0.0
r2197_neg	0.0	0.0	0.0	0.0
r2198_pos	0.0	0.0	0.0	0.0
r2198_neg	0.0	0.0	0.0	0.0
r2199_pos	0.0	0.0	0.0	0.0
r2199_neg	0.0	0.0	0.0	0.0
r2200_pos	0.0	0.0	0.0	0.0
r2200_neg	0.0	0.0	0.0	0.0
r2201_pos	0.0	0.0	0.0	0.0
r2201_neg	0.0	0.0	0.0	0.0
r2202_pos	0.0	0.0	0.0	0.0
r2202_neg	0.0	0.0	0.0	0.0
r2308_pos	0.0	0.0	0.0	0.0
r2308_neg	0.0	0.0	0.0	0.0
r2309_pos	0.0	0.0	0.0	0.0
r2309_neg	0.0	0.0	0.0	0.0
r2310_pos	0.0	0.0	0.0	0.0
r2310_neg	0.0	0.0	0.0	0.0
r2311_pos	0.0	0.0	0.0	0.0
r2311_neg	0.0	0.0	0.0	0.0
r2312_pos	0.0	0.0	0.0	0.0
r2312_neg	0.0	0.0	0.0	0.0
r2313_pos	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2313_neg	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2314_pos	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2314_neg	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2315_pos	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2315_neg	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2316_pos	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2316_neg	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2317_pos	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2317_neg	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2318_pos	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2318_neg	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2319_pos	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2319_neg	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2320_pos	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2320_neg	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2321_pos	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2321_neg	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2322_pos	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2322_neg	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2323_pos	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2323_neg	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2324_pos	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2324_neg	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2325_pos	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2325_neg	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2326_pos	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2326_neg	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2327_pos	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2327_neg	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2328_pos	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2328_neg	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2329_pos	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2329_neg	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2330_pos	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2330_neg	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2331_pos	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2331_neg	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2332_pos	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2332_neg	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2333_pos	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2333_neg	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2334_pos	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2334_neg	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2335_pos	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2335_neg	5.220329954879555	4.6690267655096305	3.723558561472103	4.859969548221026
r2338_pos	7.951459576495686	8.00101403849448	8.619779800583105	7.7525479058471385
r2338_neg	7.951459576495686	8.00101403849448	8.619779800583105	7.7525479058471385
r2341_pos	0.0	0.0	0.0	0.0
r2341_neg	0.0	0.0	0.0	0.0
r2342_pos	0.0	0.0	0.0	0.0
r2342_neg	0.0	0.0	0.0	0.0
r2343_pos	0.0	0.0	0.0	0.0
r2343_neg	0.0	0.0	0.0	0.0
r2344_pos	0.0	0.0	0.0	0.0
r2344_neg	0.0	0.0	0.0	0.0
r2346_pos	0.0	0.0	0.0	0.0
r2346_neg	0.0	0.0	0.0	0.0
r2347_pos	0.0	0.0	0.0	0.0
r2347_neg	0.0	0.0	0.0	0.0
r2352_pos	0.0	0.0	0.0	0.0
r2352_neg	0.0	0.0	0.0	0.0
r2353_pos	0.0	0.0	0.0	0.0
r2353_neg	0.0	0.0	0.0	0.0
r2354_pos	0.0	0.0	0.0	0.0
r2354_neg	0.0	0.0	0.0	0.0
r2355_pos	0.0	0.0	0.0	0.0
r2355_neg	0.0	0.0	0.0	0.0
r2356_pos	0.0	0.0	0.0	0.0
r2356_neg	0.0	0.0	0.0	0.0
r2357_pos	0.0	0.0	0.0	0.0
r2357_neg	0.0	0.0	0.0	0.0
r2358_pos	0.0	0.0	0.0	0.0
r2358_neg	0.0	0.0	0.0	0.0
r2359_pos	0.0	0.0	0.0	0.0
r2359_neg	0.0	0.0	0.0	0.0
r2360_pos	0.0	0.0	0.0	0.0
r2360_neg	0.0	0.0	0.0	0.0
r2361_pos	0.0	0.0	0.0	0.0
r2361_neg	0.0	0.0	0.0	0.0
r2362_pos	0.0	0.0	0.0	0.0
r2362_neg	0.0	0.0	0.0	0.0
r2363_pos	0.0	0.0	0.0	0.0
r2363_neg	0.0	0.0	0.0	0.0
r2364_pos	0.0	0.0	0.0	0.0
r2364_neg	0.0	0.0	0.0	0.0
r2365_pos	0.0	0.0	0.0	0.0
r2365_neg	0.0	0.0	0.0	0.0
r2366_pos	0.0	0.0	0.0	0.0
r2366_neg	0.0	0.0	0.0	0.0
r2367_pos	0.0	0.0	0.0	0.0
r2367_neg	0.0	0.0	0.0	0.0
r2368_pos	0.0	0.0	0.0	0.0
r2368_neg	0.0	0.0	0.0	0.0
r2369_pos	0.0	0.0	0.0	0.0
r2369_neg	0.0	0.0	0.0	0.0
r2370_pos	5.126807703142035	5.765004246250036	5.680042992622571	5.135863165368679
r2371_pos	0.0	0.0	0.0	0.0
r2371_neg	0.0	0.0	0.0	0.0
r2372_pos	0.0	0.0	0.0	0.0
r2372_neg	0.0	0.0	0.0	0.0
r2373_pos	0.0	0.0	0.0	0.0
r2373_neg	0.0	0.0	0.0	0.0
r2374_pos	0.0	0.0	0.0	0.0
r2374_neg	0.0	0.0	0.0	0.0
r2375_pos	0.0	0.0	0.0	0.0
r2375_neg	0.0	0.0	0.0	0.0
r2376_pos	0.0	0.0	0.0	0.0
r2376_neg	0.0	0.0	0.0	0.0
r2377_pos	0.0	0.0	0.0	0.0
r2377_neg	0.0	0.0	0.0	0.0
r2378_pos	0.0	0.0	0.0	0.0
r2378_neg	0.0	0.0	0.0	0.0
r2379_pos	0.0	0.0	0.0	0.0
r2379_neg	0.0	0.0	0.0	0.0
r2380_pos	0.0	0.0	0.0	0.0
r2380_neg	0.0	0.0	0.0	0.0
r2381_pos	0.0	0.0	0.0	0.0
r2382_pos	0.0	0.0	0.0	0.0
r2384_pos	0.0	0.0	0.0	0.0
r2385_pos	0.0	0.0	0.0	0.0
r2386_pos	0.0	0.0	0.0	0.0
r2387_pos	0.0	0.0	0.0	0.0
r2388_pos	0.0	0.0	0.0	0.0
r2389_pos	0.0	0.0	0.0	0.0
r2390_pos	0.0	0.0	0.0	0.0
r2391_pos	0.0	0.0	0.0	0.0
r2392_pos	0.0	0.0	0.0	0.0
r2393_pos	0.0	0.0	0.0	0.0
r2394_pos	0.0	0.0	0.0	0.0
r2395_pos	0.0	0.0	0.0	0.0
r2396_pos	0.0	0.0	0.0	0.0
r2397_pos	0.0	0.0	0.0	0.0
r2398_pos	0.0	0.0	0.0	0.0
r2399_pos	0.0	0.0	0.0	0.0
r2400_pos	0.0	0.0	0.0	0.0
r2401_pos	0.0	0.0	0.0	0.0
r2402_pos	0.0	0.0	0.0	0.0
r2403_pos	0.0	0.0	0.0	0.0
r2404_pos	0.0	0.0	0.0	0.0
r2405_pos	0.0	0.0	0.0	0.0
r2406_pos	0.0	0.0	0.0	0.0
r2407_pos	0.0	0.0	0.0	0.0
r2408_pos	0.0	0.0	0.0	0.0
r2409_pos	0.0	0.0	0.0	0.0
r2410_pos	0.0	0.0	0.0	0.0
r2411_pos	0.0	0.0	0.0	0.0
r2412_pos	0.0	0.0	0.0	0.0
r2413_pos	0.0	0.0	0.0	0.0
r2416_pos	0.0	0.0	0.0	0.0
r2419_pos	5.561020577829269	7.0522419811811385	7.613973587380225	5.363171077119244
r2420_pos	5.561020577829269	7.0522419811811385	7.613973587380225	5.363171077119244
r2420_neg	5.561020577829269	7.0522419811811385	7.613973587380225	5.363171077119244
r2425_pos	2.4698859762744636	3.0513721017210256	2.918386234446348	2.0531113364595623
r2433_pos	6.051154549878513	6.982080909763738	7.855491443101874	5.893604904858294
r2434_pos	6.051154549878513	6.982080909763738	7.855491443101874	5.893604904858294
r2435_pos	6.051154549878513	6.982080909763738	7.855491443101874	5.893604904858294
r2437_pos	6.051154549878513	6.982080909763738	7.855491443101874	5.893604904858294
r2439_pos	6.120600773845165	6.904243227203662	5.903761365128077	5.957450336347116
r2443_pos	0.0	0.0	0.0	0.0
r2444_pos	0.0	0.0	0.0	0.0
r2447_pos	0.12432813500220177	0.46466826700344427	0.9107326619029126	0.23878685958711648
r2449_pos	0.47508488294878287	0.6135316529179271	0.28688114778816154	0.9107326619029126
r2465_pos	0.0	0.0	0.0	0.0
r2471_pos	3.983677694698067	3.71918344048179	3.873813198359087	3.896271848807375
r2472_pos	0.0	0.0	0.0	0.0
r2473_pos	6.622051819456376	7.25917831326943	6.429448588478955	6.721235930571739
r2497_pos	0.0	0.0	0.0	0.0
r2498_pos	0.0	0.0	0.0	0.0
r2499_pos	0.0	0.0	0.0	0.0
r2501_pos	0.0	0.0	0.0	0.0
r2502_pos	0.0	0.0	0.0	0.0
r2503_pos	0.0	0.0	0.0	0.0
r2505_pos	0.7048719644563528	1.0356239097307212	1.01435529297707	0.12432813500220177
r2506_pos	0.0	0.0	0.0	0.0
r2506_neg	0.0	0.0	0.0	0.0
r2507_pos	0.0	0.0	0.0	0.0
r2507_neg	0.0	0.0	0.0	0.0
r2508_pos	0.0	0.0	0.0	0.0
r2508_neg	0.0	0.0	0.0	0.0
r2509_pos	0.0	0.0	0.0	0.0
r2509_neg	0.0	0.0	0.0	0.0
r2510_pos	0.0	0.0	0.0	0.0
r2510_neg	0.0	0.0	0.0	0.0
r2511_pos	0.0	0.0	0.0	0.0
r2511_neg	0.0	0.0	0.0	0.0
r2512_pos	0.0	0.0	0.0	0.0
r2513_pos	0.0	0.0	0.0	0.0
r2514_pos	0.0	0.0	0.0	0.0
r2514_neg	0.0	0.0	0.0	0.0
r2515_pos	0.0	0.0	0.0	0.0
r2516_pos	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2516_neg	4.431622959713292	5.474436043252266	4.842476062993939	4.548436624696042
r2517_pos	0.0	0.0	0.0	0.0
r2518_pos	0.0	0.0	0.0	0.0
r2519_pos	0.0	0.0	0.0	0.0
r2519_neg	0.0	0.0	0.0	0.0
r2520_pos	5.777682717073553	6.312882955284356	5.996840647795369	5.9140860970127225
r2520_neg	5.777682717073553	6.312882955284356	5.996840647795369	5.9140860970127225
r2521_pos	0.0	0.0	0.0	0.0
r2521_neg	0.0	0.0	0.0	0.0
r2525_pos	2.4698859762744636	2.1634987322828794	1.1110313123887439	2.2141248053528475
r2525_neg	2.4698859762744636	2.1634987322828794	1.1110313123887439	2.2141248053528475
r2526_pos	2.4698859762744636	2.1634987322828794	1.1110313123887439	2.2141248053528475
r2526_neg	2.4698859762744636	2.1634987322828794	1.1110313123887439	2.2141248053528475
r2532_pos	2.4698859762744636	2.1634987322828794	1.1110313123887439	2.2141248053528475
r2532_neg	2.4698859762744636	2.1634987322828794	1.1110313123887439	2.2141248053528475
r2534_pos	2.4698859762744636	2.1634987322828794	1.1110313123887439	2.2141248053528475
r2534_neg	2.4698859762744636	2.1634987322828794	1.1110313123887439	2.2141248053528475
r2535_pos	2.4698859762744636	2.1634987322828794	1.1110313123887439	2.2141248053528475
r2535_neg	2.4698859762744636	2.1634987322828794	1.1110313123887439	2.2141248053528475
r2537_pos	0.0	0.0	0.0	0.0
r2537_neg	0.0	0.0	0.0	0.0
r2538_pos	0.0	0.0	0.0	0.0
r2538_neg	0.0	0.0	0.0	0.0
r2539_pos	0.0	0.0	0.0	0.0
r2539_neg	0.0	0.0	0.0	0.0
EX_no2(e)_pos	0.0	0.0	0.0	0.0
EX_no2(e)_neg	0.0	0.0	0.0	0.0
EX_so3(e)_pos	0.0	0.0	0.0	0.0
EX_so3(e)_neg	0.0	0.0	0.0	0.0
EX_sprm(e)_pos	0.0	0.0	0.0	0.0
EX_sprm(e)_neg	0.0	0.0	0.0	0.0
RE0066C_pos	0.0	0.0	0.0	0.0
RE0066M_pos	0.0	0.0	0.0	0.0
RE0066R_pos	0.0	0.0	0.0	0.0
RE0124C_pos	0.0	0.0	0.0	0.0
RE0124C_neg	0.0	0.0	0.0	0.0
RE0344C_pos	7.47459828053564	7.663415784493286	7.5673476962842585	7.47321868174143
RE0344C_neg	7.47459828053564	7.663415784493286	7.5673476962842585	7.47321868174143
RE0344M_pos	2.560714954474479	4.532940288372874	6.681027527419368	2.3645724322958563
RE0344M_neg	2.560714954474479	4.532940288372874	6.681027527419368	2.3645724322958563
RE0344X_pos	7.603848851483441	7.824004050933153	7.904664724536998	7.58526303088387
RE0344X_neg	7.603848851483441	7.824004050933153	7.904664724536998	7.58526303088387
RE0383C_pos	8.09608260157217	8.84683802724396	8.849373822667431	7.9669956397984745
RE0383C_neg	8.09608260157217	8.84683802724396	8.849373822667431	7.9669956397984745
RE0452M_pos	0.0	0.0	0.0	0.0
RE0452M_neg	0.0	0.0	0.0	0.0
RE0452N_pos	0.0	0.0	0.0	0.0
RE0452N_neg	0.0	0.0	0.0	0.0
RE0453C_pos	0.0	0.0	0.0	0.0
RE0453C_neg	0.0	0.0	0.0	0.0
RE0453M_pos	1.207892851641333	1.2509615735332187	0.7739963251111731	2.4489009511451276
RE0453M_neg	1.207892851641333	1.2509615735332187	0.7739963251111731	2.4489009511451276
RE0453N_pos	8.63033994060448	8.667253497702506	8.614967445230237	8.773172182229478
RE0453N_neg	8.63033994060448	8.667253497702506	8.614967445230237	8.773172182229478
RE0456M_pos	0.0	0.0	0.0	0.0
RE0456M_neg	0.0	0.0	0.0	0.0
RE0456N_pos	0.0	0.0	0.0	0.0
RE0456N_neg	0.0	0.0	0.0	0.0
RE0512C_pos	0.0	0.0	0.0	0.0
RE0512C_neg	0.0	0.0	0.0	0.0
RE0512M_pos	9.790185563210503	10.755021078853614	11.27854238244459	9.473360760192945
RE0512X_pos	8.203152204107154	9.37914006442636	10.01342038531029	7.799022528441553
RE0512X_neg	8.203152204107154	9.37914006442636	10.01342038531029	7.799022528441553
RE0549C_pos	0.0	0.0	0.0	0.0
RE0549C_neg	0.0	0.0	0.0	0.0
RE0565C_pos	0.0	0.0	0.0	0.0
RE0566C_pos	0.0	0.0	0.0	0.0
RE0566C_neg	0.0	0.0	0.0	0.0
RE0567C_pos	0.0	0.0	0.0	0.0
RE0567C_neg	0.0	0.0	0.0	0.0
RE0568C_pos	0.0	0.0	0.0	0.0
RE0568C_neg	0.0	0.0	0.0	0.0
RE0569C_pos	0.0	0.0	0.0	0.0
RE0569E_pos	0.0	0.0	0.0	0.0
RE0570C_pos	0.0	0.0	0.0	0.0
RE0570C_neg	0.0	0.0	0.0	0.0
RE0571C_pos	0.0	0.0	0.0	0.0
RE0571C_neg	0.0	0.0	0.0	0.0
RE0572N_pos	0.0	0.0	0.0	0.0
RE0572N_neg	0.0	0.0	0.0	0.0
RE0573N_pos	0.0	0.0	0.0	0.0
RE0574C_pos	0.0	0.0	0.0	0.0
RE0574C_neg	0.0	0.0	0.0	0.0
RE0575C_pos	0.0	0.0	0.0	0.0
RE0575C_neg	0.0	0.0	0.0	0.0
RE0576C_pos	0.0	0.0	0.0	0.0
RE0576C_neg	0.0	0.0	0.0	0.0
RE0577C_pos	7.47459828053564	7.663415784493286	7.5673476962842585	7.47321868174143
RE0577C_neg	7.47459828053564	7.663415784493286	7.5673476962842585	7.47321868174143
RE0577M_pos	2.560714954474479	4.532940288372874	6.681027527419368	2.3645724322958563
RE0577M_neg	2.560714954474479	4.532940288372874	6.681027527419368	2.3645724322958563
RE0577X_pos	7.603848851483441	7.824004050933153	7.904664724536998	7.58526303088387
RE0577X_neg	7.603848851483441	7.824004050933153	7.904664724536998	7.58526303088387
RE0578C_pos	7.47459828053564	7.663415784493286	7.5673476962842585	7.47321868174143
RE0578C_neg	7.47459828053564	7.663415784493286	7.5673476962842585	7.47321868174143
RE0578M_pos	2.560714954474479	4.532940288372874	6.681027527419368	2.3645724322958563
RE0578M_neg	2.560714954474479	4.532940288372874	6.681027527419368	2.3645724322958563
RE0578X_pos	7.603848851483441	7.824004050933153	7.904664724536998	7.58526303088387
RE0578X_neg	7.603848851483441	7.824004050933153	7.904664724536998	7.58526303088387
RE0579C_pos	7.47459828053564	7.663415784493286	7.5673476962842585	7.47321868174143
RE0579C_neg	7.47459828053564	7.663415784493286	7.5673476962842585	7.47321868174143
RE0579M_pos	2.560714954474479	4.532940288372874	6.681027527419368	2.3645724322958563
RE0579M_neg	2.560714954474479	4.532940288372874	6.681027527419368	2.3645724322958563
RE0579X_pos	7.603848851483441	7.824004050933153	7.904664724536998	7.58526303088387
RE0579X_neg	7.603848851483441	7.824004050933153	7.904664724536998	7.58526303088387
RE0580L_pos	5.870857864363762	6.179311989210016	6.232277010268292	5.798309782454597
RE0580R_pos	0.0	0.0	0.0	0.0
RE0581C_pos	0.0	0.0	0.0	0.0
RE0581C_neg	0.0	0.0	0.0	0.0
RE0581R_pos	0.0	0.0	0.0	0.0
RE0581R_neg	0.0	0.0	0.0	0.0
RE0582N_pos	0.0	0.0	0.0	0.0
RE0582N_neg	0.0	0.0	0.0	0.0
RE0583C_pos	0.0	0.0	0.0	0.0
RE0583C_neg	0.0	0.0	0.0	0.0
RE0583N_pos	0.0	0.0	0.0	0.0
RE0583N_neg	0.0	0.0	0.0	0.0
RE0688C_pos	0.28688114778816154	0.12432813500220177	0.0	0.0
RE0688E_pos	0.0	0.0	0.16349873228287956	0.3785116232537299
RE0688X_pos	0.0	0.0	0.16349873228287956	0.3785116232537299
RE0689C_pos	0.28688114778816154	0.12432813500220177	0.0	0.0
RE0689E_pos	0.0	0.0	0.16349873228287956	0.3785116232537299
RE0689X_pos	0.0	0.0	0.16349873228287956	0.3785116232537299
RE0690C_pos	0.28688114778816154	0.12432813500220177	0.0	0.0
RE0690E_pos	0.0	0.0	0.16349873228287956	0.3785116232537299
RE0690X_pos	0.0	0.0	0.16349873228287956	0.3785116232537299
RE0691C_pos	0.0	0.0	0.0	0.0
RE0691C_neg	0.0	0.0	0.0	0.0
RE0702C_pos	0.08406426478847456	0.0	0.0	0.0
RE0702C_neg	0.08406426478847456	0.0	0.0	0.0
RE0702E_pos	0.0	0.0	0.0	0.0
RE0702E_neg	0.0	0.0	0.0	0.0
RE0702L_pos	0.0	0.5160151470036647	0.0	0.0
RE0702L_neg	0.0	0.5160151470036647	0.0	0.0
