	Treg_Spleen_Treg5_L2	Tcon_Spleen_Tcon5_L1	exTreg_Spleen_exTreg8_L2	Tcon_Lymph_Tcon9_L1	exTreg_Lymph_exTreg2_L2
RE3519C_pos	0.0	0.0	0.0	0.0	0.0
RE3519C_neg	0.0	0.0	0.0	0.0	0.0
RE3519R_pos	0.0	0.0	0.0	0.0	0.0
RE3519R_neg	0.0	0.0	0.0	0.0	0.0
RE3519X_pos	0.0	0.0	0.0	0.0	0.0
RE3519X_neg	0.0	0.0	0.0	0.0	0.0
RE3520C_pos	0.0	0.0	0.0	0.0	0.0
RE3520C_neg	0.0	0.0	0.0	0.0	0.0
RE3520E_pos	2.4019451874123074	1.5035514534187429	1.601676040999187	1.7117111158542038	1.7215887653514648
RE3520E_neg	2.4019451874123074	1.5035514534187429	1.601676040999187	1.7117111158542038	1.7215887653514648
RE3520M_pos	0.0	0.0	0.0	0.0	0.0
RE3520M_neg	0.0	0.0	0.0	0.0	0.0
RE3520N_pos	0.0	0.0	0.0	0.0	0.0
RE3520N_neg	0.0	0.0	0.0	0.0	0.0
RE3521C_pos	0.0	0.0	0.0	0.0	0.0
RE3521C_neg	0.0	0.0	0.0	0.0	0.0
RE3521M_pos	0.0	0.0	0.0	0.0	0.0
RE3521M_neg	0.0	0.0	0.0	0.0	0.0
RE3521R_pos	5.52626190187991	5.224529627824216	5.272834703599252	6.116380450905863	6.02652622747456
RE3521R_neg	5.52626190187991	5.224529627824216	5.272834703599252	6.116380450905863	6.02652622747456
RE3521X_pos	0.0	0.0	0.0	0.0	0.0
RE3521X_neg	0.0	0.0	0.0	0.0	0.0
RE3522C_pos	0.0	0.0	0.0	0.0	0.0
RE3522R_pos	4.703059882354933	4.820604845939358	4.571615941273916	5.171238774799763	4.668463475390063
RE3524R_pos	0.0	0.0	0.0	0.0	0.0
RE3524R_neg	0.0	0.0	0.0	0.0	0.0
RE3525C_pos	2.4286820574110966	0.9237915812738879	1.7094490715577335	0.26815849444019446	1.2081420135358742
RE3525M_pos	0.0	0.0	0.0	0.0	0.0
RE3525N_pos	0.0	0.0	0.0	0.0	0.0
RE3525R_pos	0.0	0.0	0.0	0.0	0.0
RE3525X_pos	0.0	0.0	0.0	0.0	0.0
RE3526C_pos	2.4286820574110966	0.9237915812738879	1.7094490715577335	0.26815849444019446	1.2081420135358742
RE3526M_pos	0.0	0.0	0.0	0.0	0.0
RE3526X_pos	0.0	0.0	0.0	0.0	0.0
RE3532C_pos	0.0	0.0	0.0	0.0	0.0
RE3532C_neg	0.0	0.0	0.0	0.0	0.0
RE3532M_pos	0.0	0.0	0.0	0.0	0.0
RE3532M_neg	0.0	0.0	0.0	0.0	0.0
RE3532R_pos	5.52626190187991	5.224529627824216	5.272834703599252	6.116380450905863	6.02652622747456
RE3532R_neg	5.52626190187991	5.224529627824216	5.272834703599252	6.116380450905863	6.02652622747456
RE3533C_pos	0.0	0.0	0.0	0.0	0.0
RE3533C_neg	0.0	0.0	0.0	0.0	0.0
RE3533M_pos	0.0	0.0	0.0	0.0	0.0
RE3533M_neg	0.0	0.0	0.0	0.0	0.0
RE3533R_pos	5.52626190187991	5.224529627824216	5.272834703599252	6.116380450905863	6.02652622747456
RE3533R_neg	5.52626190187991	5.224529627824216	5.272834703599252	6.116380450905863	6.02652622747456
RE3534C_pos	0.0	0.0	0.0	0.0	0.0
RE3534C_neg	0.0	0.0	0.0	0.0	0.0
RE3534M_pos	0.0	0.0	0.0	0.0	0.0
RE3534M_neg	0.0	0.0	0.0	0.0	0.0
RE3534R_pos	5.52626190187991	5.224529627824216	5.272834703599252	6.116380450905863	6.02652622747456
RE3534R_neg	5.52626190187991	5.224529627824216	5.272834703599252	6.116380450905863	6.02652622747456
RE3535R_pos	0.0	0.0	0.0	0.0	0.0
RE3535R_neg	0.0	0.0	0.0	0.0	0.0
RE3536C_pos	0.0	0.0	0.0	0.0	0.0
RE3536C_neg	0.0	0.0	0.0	0.0	0.0
RE3537C_pos	0.0	0.0	0.0	0.0	0.0
RE3537C_neg	0.0	0.0	0.0	0.0	0.0
RE3550X_pos	0.0	0.0	0.0	0.0	0.0
RE3551X_pos	0.0	0.0	0.0	0.0	0.0
RE3551X_neg	0.0	0.0	0.0	0.0	0.0
RE3552X_pos	0.0	0.0	0.0	0.0	0.0
RE3552X_neg	0.0	0.0	0.0	0.0	0.0
RE3554C_pos	0.0	0.0	0.0	0.0	0.0
RE3554C_neg	0.0	0.0	0.0	0.0	0.0
RE3554M_pos	0.0	0.0	0.0	0.0	0.0
RE3554M_neg	0.0	0.0	0.0	0.0	0.0
RE3554R_pos	5.52626190187991	5.224529627824216	5.272834703599252	6.116380450905863	6.02652622747456
RE3554R_neg	5.52626190187991	5.224529627824216	5.272834703599252	6.116380450905863	6.02652622747456
RE3556C_pos	0.0	0.0	0.0	0.0	0.0
RE3556C_neg	0.0	0.0	0.0	0.0	0.0
RE3557C_pos	0.0	0.0	0.0	0.0	0.0
RE3557C_neg	0.0	0.0	0.0	0.0	0.0
RE3557M_pos	0.0	0.0	0.0	0.0	0.0
RE3557M_neg	0.0	0.0	0.0	0.0	0.0
RE3557R_pos	5.52626190187991	5.224529627824216	5.272834703599252	6.116380450905863	6.02652622747456
RE3557R_neg	5.52626190187991	5.224529627824216	5.272834703599252	6.116380450905863	6.02652622747456
RE3559M_pos	0.0	0.0	0.0	0.0	0.0
RE3559M_neg	0.0	0.0	0.0	0.0	0.0
RE3559X_pos	0.0	0.0	0.0	0.0	0.0
RE3559X_neg	0.0	0.0	0.0	0.0	0.0
RE3560C_pos	0.0	0.0	0.0	0.0	0.0
RE3560C_neg	0.0	0.0	0.0	0.0	0.0
RE3560M_pos	0.0	0.0	0.0	0.0	0.0
RE3560M_neg	0.0	0.0	0.0	0.0	0.0
RE3560X_pos	0.0	0.0	0.0	0.0	0.0
RE3560X_neg	0.0	0.0	0.0	0.0	0.0
RE3561M_pos	0.0	0.0	0.0	0.0	0.0
RE3561X_pos	0.0	0.0	0.0	0.07849688747310436	0.0
RE3562C_pos	0.0	0.0	0.0	0.0	0.0
RE3562C_neg	0.0	0.0	0.0	0.0	0.0
RE3562M_pos	0.0	0.0	0.0	0.0	0.0
RE3562M_neg	0.0	0.0	0.0	0.0	0.0
RE3562R_pos	0.0	0.0	0.0	0.0	0.0
RE3562R_neg	0.0	0.0	0.0	0.0	0.0
RE3562X_pos	0.0	0.0	0.0	0.0	0.0
RE3562X_neg	0.0	0.0	0.0	0.0	0.0
RE3563M_pos	0.0	0.0	0.0	0.0	0.0
RE3563M_neg	0.0	0.0	0.0	0.0	0.0
RE3563X_pos	0.0	0.0	0.0	0.0	0.0
RE3563X_neg	0.0	0.0	0.0	0.0	0.0
RE3564C_pos	0.0	0.0	0.0	0.0	0.0
RE3564C_neg	0.0	0.0	0.0	0.0	0.0
RE3564M_pos	0.0	0.0	0.0	0.0	0.0
RE3564M_neg	0.0	0.0	0.0	0.0	0.0
RE3564X_pos	0.0	0.0	0.0	0.0	0.0
RE3564X_neg	0.0	0.0	0.0	0.0	0.0
RE3565C_pos	0.0	0.0	0.0	0.0	0.0
RE3565C_neg	0.0	0.0	0.0	0.0	0.0
RE3566C_pos	0.0	0.0	0.0	0.0	0.0
RE3566C_neg	0.0	0.0	0.0	0.0	0.0
RE3567C_pos	0.0	0.0	0.0	0.0	0.0
RE3567C_neg	0.0	0.0	0.0	0.0	0.0
RE3568C_pos	0.0	0.0	0.0	0.0	0.0
RE3568C_neg	0.0	0.0	0.0	0.0	0.0
RE3570C_pos	0.0	0.0	0.0	0.0	0.0
RE3570C_neg	0.0	0.0	0.0	0.0	0.0
RE3571C_pos	0.0	0.0	0.0	0.0	0.0
RE3571R_pos	4.177328242355137	3.5320768655488703	3.7411486174596287	3.5529021327635353	3.8986968876620156
RE3572X_pos	0.0	0.0	0.0	0.0	0.0
RE3572X_neg	0.0	0.0	0.0	0.0	0.0
RE3573X_pos	0.0	0.0	0.0	0.0	0.0
RE3573X_neg	0.0	0.0	0.0	0.0	0.0
RE3574X_pos	0.0	0.0	0.0	0.0	0.0
RE3574X_neg	0.0	0.0	0.0	0.0	0.0
RE3575X_pos	0.0	0.0	0.0	0.0	0.0
RE3575X_neg	0.0	0.0	0.0	0.0	0.0
RE3576X_pos	0.0	0.0	0.0	0.07849688747310436	0.0
RE3577X_pos	0.0	0.0	0.0	0.0	0.0
RE3577X_neg	0.0	0.0	0.0	0.0	0.0
RE3578X_pos	0.0	0.0	0.0	0.0	0.0
RE3578X_neg	0.0	0.0	0.0	0.0	0.0
RE3580X_pos	0.0	0.0	0.0	0.07849688747310436	0.0
RE3581X_pos	0.0	0.0	0.0	0.0	0.0
RE3581X_neg	0.0	0.0	0.0	0.0	0.0
RE3582X_pos	0.0	0.0	0.0	0.0	0.0
RE3582X_neg	0.0	0.0	0.0	0.0	0.0
RE3583X_pos	0.0	0.0	0.0	0.0	0.0
RE3583X_neg	0.0	0.0	0.0	0.0	0.0
RE3586X_pos	0.0	0.0	0.0	0.0	0.0
RE3586X_neg	0.0	0.0	0.0	0.0	0.0
RE3587C_pos	0.0	0.0	0.0	0.0	0.0
RE3587C_neg	0.0	0.0	0.0	0.0	0.0
RE3587N_pos	0.0	0.0	0.0	0.0	0.0
RE3587N_neg	0.0	0.0	0.0	0.0	0.0
RE3596C_pos	6.829179144418713	7.343876093608295	7.014034749855607	7.213918982178803	7.497018129429925
RE3596C_neg	6.829179144418713	7.343876093608295	7.014034749855607	7.213918982178803	7.497018129429925
RE3596M_pos	0.0	0.0	0.0	0.0	0.0
RE3596M_neg	0.0	0.0	0.0	0.0	0.0
RE3596X_pos	0.0	0.0	0.0	0.0	0.0
RE3596X_neg	0.0	0.0	0.0	0.0	0.0
RE3597C_pos	6.829179144418713	7.343876093608295	7.014034749855607	7.213918982178803	7.497018129429925
RE3597C_neg	6.829179144418713	7.343876093608295	7.014034749855607	7.213918982178803	7.497018129429925
RE3597M_pos	0.0	0.0	0.0	0.0	0.0
RE3597M_neg	0.0	0.0	0.0	0.0	0.0
RE3597X_pos	0.0	0.0	0.0	0.0	0.0
RE3597X_neg	0.0	0.0	0.0	0.0	0.0
RE3624M_pos	0.0	0.0	0.0	0.0	0.0
RE3624X_pos	0.0	0.0	0.0	0.07849688747310436	0.0
RE3626M_pos	0.0	0.0	0.0	0.0	0.0
RE3627C_pos	0.0	0.0	0.0	0.0	0.0
RE3627C_neg	0.0	0.0	0.0	0.0	0.0
RE3627M_pos	0.0	0.0	0.0	0.0	0.0
RE3627M_neg	0.0	0.0	0.0	0.0	0.0
RE3627X_pos	0.0	0.0	0.0	0.0	0.0
RE3627X_neg	0.0	0.0	0.0	0.0	0.0
RE3628M_pos	0.0	0.0	0.0	0.0	0.0
RE3628M_neg	0.0	0.0	0.0	0.0	0.0
RE3629C_pos	0.0	0.0	0.0	0.0	0.0
RE3630C_pos	0.0	0.0	0.0	0.0	0.0
RE3630C_neg	0.0	0.0	0.0	0.0	0.0
RE3631C_pos	0.0	0.0	0.0	0.0	0.0
RE3631C_neg	0.0	0.0	0.0	0.0	0.0
RE3633C_pos	0.0	0.0	0.0	0.0	0.0
RE3633C_neg	0.0	0.0	0.0	0.0	0.0
RE3636C_pos	0.0	0.0	0.0	0.0	0.0
RE3636C_neg	0.0	0.0	0.0	0.0	0.0
RN0001C_pos	0.0	0.0	0.0	0.0	0.0
RN0001R_pos	0.0	0.0	0.0	0.0	0.0
RN0002N_pos	0.0	0.0	0.0	0.0	0.0
RN0002R_pos	0.0	0.0	0.0	0.0	0.0
RN0013C_pos	0.0	0.0	0.0	0.0	0.0
RN0014R_pos	0.0	0.0	0.0	0.0	0.0
EX_prostgh2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_prostgh2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_prostgi2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_prostgi2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ppi(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ppi(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cdp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cdp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dtdp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dtdp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC00955(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC00955(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC00001(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC00001(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC00002(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC00002(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC00003(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC00003(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC00004(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC00004(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_citr_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_citr_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC01787(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC01787(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_C02470(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_C02470(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC01852(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC01852(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC01939(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC01939(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC01942(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC01942(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC01943(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC01943(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC01944(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC01944(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC00822(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC00822(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_C02528(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_C02528(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02192(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02192(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02193(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02193(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02195(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02195(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02196(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02196(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02220(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02220(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02154(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02154(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02175(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02175(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02176(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02176(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02199(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02199(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02200(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02200(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02201(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02201(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02172(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02172(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02191(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02191(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02194(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02194(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02197(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02197(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02198(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02198(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02187(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02187(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02180(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02180(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02179(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02179(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02202(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02202(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02203(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02203(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02204(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02204(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02205(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02205(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02206(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02206(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02207(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02207(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02208(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02208(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02210(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02210(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02213(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02213(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02214(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02214(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02216(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02216(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_HC02217(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_HC02217(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_malcoa(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_malcoa(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_arachcoa(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_arachcoa(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_coa(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_coa(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE2250(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE2250(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE1935(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE1935(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE1940(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE1940(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE1943(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE1943(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE2011(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE2011(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE1936(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE1936(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE1939(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE1939(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_maltttr(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_maltttr(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_maltpt(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_maltpt(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_malthx(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_malthx(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE2915(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE2915(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE4722(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE4722(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE2916(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE2916(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE4723(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE4723(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE2917(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE2917(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE4724(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE4724(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_malthp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_malthp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE2839(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE2839(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE2838(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE2838(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE1950(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE1950(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cynt(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cynt(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_23cump(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_23cump(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_3ump(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_3ump(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE5786(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE5786(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE5788(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE5788(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE5789(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE5789(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE5797(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE5797(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE5798(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE5798(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE5787(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE5787(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE5791(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE5791(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE5867(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE5867(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE5868(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE5868(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE5869(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE5869(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE4633(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE4633(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE4881(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE4881(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE5854(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE5854(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glcur(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_glcur(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE1926(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE1926(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_udpgal(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_udpgal(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_crm_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_crm_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_galside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_galside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE0074(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE0074(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cdpea(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cdpea(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_12dgr120(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_12dgr120(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE5853(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE5853(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CE1925(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CE1925(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_C05965(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_C05965(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_C04849(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_C04849(e)_neg	0.0	0.0	0.0	0.0	0.0
CITt4_4_pos	0.0	0.0	0.0	0.0	0.0
CITt4_4_neg	0.0	0.0	0.0	0.0	0.0
GLYt7_311_r_pos	0.0	0.0	0.0	0.0	0.0
GLYt7_311_r_neg	0.0	0.0	0.0	0.0	0.0
HCO3_NAt_pos	3.3965348765383916	3.384850568120327	2.667976205680461	3.5054947730063284	2.5454732221069096
HCO3_NAt_neg	3.3965348765383916	3.384850568120327	2.667976205680461	3.5054947730063284	2.5454732221069096
INSTt4_2_pos	0.2689788258691163	0.34083690353692	0.0	0.1961448645266087	0.11363519373565088
INSTt4_2_neg	0.2689788258691163	0.34083690353692	0.0	0.1961448645266087	0.11363519373565088
PIt8_pos	5.7137384909623234	6.813943493640545	3.852212084748521	5.685309271177814	5.453280340314956
PIt8_neg	5.7137384909623234	6.813943493640545	3.852212084748521	5.685309271177814	5.453280340314956
PIt9_pos	0.0	0.0	0.0	1.0275884659514	0.0
PIt9_neg	0.0	0.0	0.0	1.0275884659514	0.0
PROt4_2_r_pos	0.0	0.0	0.0	0.0	0.0
PROt4_2_r_neg	0.0	0.0	0.0	0.0	0.0
HSD17B3r_pos	0.0	0.0	0.0	0.0	0.0
CYOOm3_pos	0.0	0.0	0.0	0.0	0.0
biomass_reaction_pos	0.0	0.0	0.0	0.0	0.0
2MB2COAc_pos	0.0	0.0	0.0	0.0	0.0
2MB2COAc_neg	0.0	0.0	0.0	0.0	0.0
3HBCOARc_pos	0.0	0.0	0.0	0.0	0.0
3HBCOARc_neg	0.0	0.0	0.0	0.0	0.0
ADPACDAc_pos	0.0	0.0	0.0	0.0	0.0
ADPACTD_pos	0.0	0.0	0.0	0.0	0.0
ADPACTD_neg	0.0	0.0	0.0	0.0	0.0
ADPCOACROT_pos	0.0	0.0	0.0	0.0	0.0
ADPCOACROT_neg	0.0	0.0	0.0	0.0	0.0
ADPCOAPTE_pos	0.0	0.0	0.0	0.0	0.0
BCRNe_pos	0.0	0.0	0.0	0.0	0.0
C100CPT1_pos	0.0	0.0	0.0	0.0	0.0
C100CPT1_neg	0.0	0.0	0.0	0.0	0.0
sink_c101coa(c)_pos	0.0	0.0	0.0	0.0	0.0
sink_c101coa(c)_neg	0.0	0.0	0.0	0.0	0.0
C101CPT1_pos	0.0	0.0	0.0	0.0	0.0
C101CPT1_neg	0.0	0.0	0.0	0.0	0.0
