	WT.1012.d_S145_L007_R1_001
r0028_pos	3642.09833863753
r0033_pos	14336.575938281156
r0034_pos	11844.774828432439
r0047_pos	2415.439470250276
r0051_neg	3.9779789096118368
r0051_pos	27216.9251296137
r0055_neg	1512.3842789510823
r0055_pos	7761.316543331023
r0060_pos	7794.755454229607
r0062_pos	3485.1013828591235
r0068_pos	3456.056956610273
r0074_neg	1178.7988587652708
r0074_pos	2303.303907447823
r0081_neg	354.1705515645987
r0081_pos	354.1705515645987
r0082_pos	3680.8492220505545
r0083_pos	341.56623453449413
r0084_pos	12579.579362196684
r0085_pos	5210.754422628582
r0086_pos	7065.970444546792
r0093_pos	5.376987648564284
r0097_pos	3456.056956610273
r0113_pos	19499.142360951784
r0119_pos	3258.0143390758944
r0122_pos	550.7508558580737
r0127_pos	7242.472997883752
r0129_neg	2204.087814811243
r0129_pos	7095.250741810857
r0130_neg	7446.515216591393
r0130_pos	2204.087814811243
r0139_neg	3.33636058071228
r0139_pos	8.033483816836196
r0142_pos	9517.532595843757
r0145_neg	1329.2622959966566
r0145_pos	58593.67484617709
r0149_neg	8.033483816836196
r0149_pos	3.33636058071228
r0153_pos	550.7508558580737
r0156_pos	5210.754422628582
r0157_pos	7065.970444546792
r0160_pos	3340.2453211872166
r0163_pos	11103.305704947028
r0165_pos	550.7508558580737
r0166_pos	12144.084055715122
r0170_neg	404.2640036887201
r0170_pos	75233.25548352723
r0173_neg	2615.920011659406
r0173_pos	2615.920011659406
r0178_neg	1303.5691806194554
r0178_pos	12560.478122494114
r0179_pos	1303.5691806194554
r0181_neg	3.33636058071228
r0181_pos	3.33636058071228
r0186_pos	11744.36147347068
r0191_pos	679.0091311569405
r0193_neg	8839.831852849062
r0193_pos	6854.928952006621
r0196_neg	380.62692840599254
r0196_pos	14864.465591869372
r0202_neg	2615.920011659406
r0202_pos	2615.920011659406
r0208_neg	3143.3328790496325
r0208_pos	18673.455480439385
r0210_pos	7900.966170493916
r0224_pos	640.911505614894
r0226_pos	3597.4051328555424
r0233_pos	5864.228084346537
r0236_pos	1290.418897064327
r0239_neg	0.0
r0239_pos	9.98452462993658
r0242_neg	3.4461410895792994
r0242_pos	3.4461410895792994
r0245_neg	3953.14975017907
r0245_pos	6792.491904934724
r0246_pos	11129.85836629392
r0249_neg	2571.8958969650193
r0249_pos	2571.8958969650193
r0265_pos	5864.228084346537
r0267_neg	2118.04582754826
r0267_pos	2105.0275994077274
r0268_neg	2105.0275994077274
r0268_pos	2118.04582754826
r0276_neg	3919.928133357423
r0276_pos	438.8879083118778
r0280_pos	550.7508558580737
r0281_neg	4.749999999999999
r0281_pos	15221.245008752358
r0283_pos	4984.452501522998
r0287_pos	18114.6994527156
r0295_pos	550.2309820963088
r0301_pos	3919.928133357423
r0308_pos	7646.013489168856
r0309_neg	4964.970625791866
r0309_pos	17279.182355092456
r0310_pos	4900.934390390259
r0311_pos	8282.446682970323
r0317_neg	347.0331438483179
r0317_pos	347.0331438483179
r0321_pos	3920.337809344635
r0330_pos	1277.4006689237945
r0331_pos	4154.480186004332
r0339_pos	5450.855274243171
r0340_pos	11129.85836629392
r0345_neg	1077.8592807380012
r0345_pos	1077.8592807380012
r0354_pos	3268.8344279437188
r0355_pos	3268.8344279437183
r0357_pos	4371.333931324808
r0358_pos	4371.333931324808
r0360_pos	5650.096108232665
r0361_pos	5584.883913966326
r0363_pos	6905.517222221331
r0364_pos	6860.597573434976
r0365_pos	12676.667157575626
r0377_pos	3624.891418090326
r0381_neg	4130.192787214301
r0381_pos	10057.319524271656
r0383_pos	6936.133940324622
r0384_pos	10966.67467139857
r0385_pos	12319.116253131677
r0386_pos	10770.918178098213
r0388_neg	4508.641308186638
r0388_pos	10244.302281826178
r0389_neg	4508.641308186637
r0389_pos	9260.009991608065
r0390_neg	3016.9659729273735
r0390_pos	4.274999999999999
r0391_neg	11.771809140126404
r0391_pos	4306.60382132463
r0392_neg	3340.2453211872166
r0392_pos	6317.700650719521
r0393_pos	11129.85836629392
r0394_neg	553.5624600727315
r0394_pos	5821.289586247446
r0395_pos	553.5624600727315
r0398_pos	5391.6626003427355
r0399_neg	295.38596534926995
r0399_pos	5924.329559847367
r0400_neg	5026.032412716395
r0400_pos	19409.35050294493
r0402_pos	0.0
r0403_neg	2003.8875225015113
r0403_pos	7.559382997331163
r0407_neg	616.0115987124151
r0407_pos	2812.6020502976035
r0408_neg	499.8996066008224
r0408_pos	499.8996066008224
r0409_neg	499.8996066008224
r0409_pos	499.8996066008224
r0410_neg	4.170065881911303
r0410_pos	4.701526884926484
r0413_pos	550.7508558580737
r0422_neg	0.0
r0422_pos	3680.849222050554
r0423_pos	341.56623453449413
r0424_neg	0.0
r0424_pos	12579.579362196679
r0425_neg	372.3461388238054
r0425_pos	503.9565294538083
r0426_neg	347.0331438483179
r0426_pos	347.0331438483179
r0434_neg	2360.235127887601
r0434_pos	5216.527592533065
r0437_neg	3092.762225790043
r0437_pos	5216.527592533065
r0441_neg	0.0
r0441_pos	311.732310926783
r0443_pos	299.65733356038703
r0450_neg	0.0
r0450_pos	4002.3476481269126
r0451_pos	70.66199065157127
r0456_pos	3480.955461390775
r0463_neg	10114.766797406792
r0463_pos	0.0
r0464_neg	353.2895105232013
r0464_pos	357.9045991186773
r0470_pos	684.2577303779868
r0472_neg	7276.053947522854
r0472_pos	783.1177377642359
r0474_neg	7791.2093134162
r0474_pos	783.1177377642359
r0475_neg	5739.233034050866
r0475_pos	783.1177377642359
r0480_neg	16055.672058871018
r0480_pos	12883.369017313229
r0483_neg	354.1705515645987
r0483_pos	354.1705515645987
r0488_neg	20373.089662389404
r0488_pos	353.99080420582504
r0494_neg	3.33636058071228
r0494_pos	8.033483816836196
r0497_neg	8.033483816836196
r0497_pos	3.33636058071228
r0502_pos	9227.265829696475
r0504_pos	9043.45796816997
r0509_pos	431.0915744362063
r0512_neg	7548.363988804068
r0512_pos	653.9297337554267
r0514_pos	3791.421532596711
r0517_neg	380.62692840599254
r0517_pos	14864.465591869368
r0522_pos	1633.7087826371067
r0523_pos	1633.7087826371067
r0525_neg	412.76267513796637
r0525_pos	26.36050716925915
r0527_neg	12.312980986498571
r0527_pos	5118.278625717763
r0531_neg	422.7649334630414
r0531_pos	3539.0191826245787
r0537_pos	0.0
r0539_neg	0.0
r0539_pos	14432.334511656403
r0541_neg	303.37332530949305
r0541_pos	80.9310123603797
r0545_pos	960.026107969564
r0546_pos	0.0
r0547_neg	960.026107969564
r0547_pos	19001.228043326468
r0548_pos	0.0
r0549_neg	357.9045991186773
r0549_pos	353.2895105232013
r0552_neg	423.0734269559877
r0552_pos	504.74910158394624
r0553_neg	504.74910158394624
r0553_pos	423.0734269559877
r0555_pos	6936.133940324622
r0556_neg	10966.67467139857
r0556_pos	0.0
r0557_pos	70.6619906515713
r0558_neg	1408.3699349895737
r0558_pos	1408.3699349895737
r0559_neg	1408.3699349895737
r0559_pos	1408.3699349895737
r0560_pos	12136.367091888915
r0561_pos	281.265023101316
r0568_pos	7496.701153771413
r0570_neg	4415.718437875295
r0570_pos	6201.783845753552
r0571_neg	13089.118810399312
r0571_pos	2118.8691568839517
r0573_pos	7287.920390842758
r0575_neg	404.2640036887201
r0575_pos	75233.25548352726
r0578_neg	4024.8097894047964
r0578_pos	4179.769786702706
r0579_pos	4024.8097894047964
r0580_pos	4523.009889276098
r0584_neg	5118.278625717764
r0584_pos	3445.082106122357
r0587_neg	3.4461410895792994
r0587_pos	3.4461410895792994
r0590_pos	14336.575938281156
r0591_neg	41957.12020886291
r0591_pos	3359.3567568713647
r0594_pos	26.55570514572356
r0595_pos	8848.1605505718
r0596_pos	12676.667157575626
r0598_pos	0.0
r0603_neg	320.24882309593346
r0603_pos	9510.860476323445
r0604_pos	9758.717107051896
r0610_neg	598.7596139870715
r0610_pos	598.7596139870715
r0611_neg	598.7596139870715
r0611_pos	598.7596139870715
r0614_neg	4024.8097894047964
r0614_pos	32617.80954227494
r0615_neg	734.3103799832801
r0615_pos	747.3286081238128
r0616_neg	695.4260983827921
r0616_pos	12277.54622875898
r0617_neg	747.3286081238128
r0617_pos	734.3103799832801
r0618_pos	695.4260983827921
r0620_neg	0.0
r0620_pos	11103.30570494703
r0625_pos	0.0
r0627_neg	4145.109612612456
r0627_pos	9.5725297872813
r0629_neg	4025.3868471141395
r0629_pos	11907.373545224757
r0630_neg	3243.5398845878594
r0630_pos	13172.8985308193
r0633_neg	5321.92465507385
r0633_pos	18768.581914260565
r0634_neg	34319.45123517419
r0634_pos	498.83649983107574
r0636_pos	14078.292025624565
r0637_pos	14078.292025624565
r0638_neg	5225.462427389961
r0638_pos	19574.718025027705
r0639_pos	14387.790640034547
r0641_neg	3191.946968298422
r0641_pos	3191.946968298422
r0642_neg	1408.3699349895737
r0642_pos	541.4415938931936
r0643_neg	2118.8691568839517
r0643_pos	13089.11881039931
r0644_neg	1408.3699349895737
r0644_pos	541.4415938931936
r0645_neg	0.0
r0645_pos	47.62344923755895
r0647_neg	1182.8942499187237
r0647_pos	0.0
r0650_neg	4687.6874799166735
r0650_pos	4687.6874799166735
r0651_neg	4687.6874799166735
r0651_pos	3294.753213989628
r0652_neg	5226.1583836784
r0652_pos	15154.699679570747
r0653_pos	12549.059805340217
r0655_neg	326.6704405816972
r0655_pos	11199.923059873392
r0656_pos	10770.918178098213
r0660_neg	19032.38140380043
r0660_pos	5465.376051893713
r0661_pos	24793.174106003895
r0666_neg	0.0
r0666_pos	20671.734204563407
r0668_neg	5026.032412716396
r0668_pos	19409.35050294493
r0669_pos	12040.098776682891
r0670_pos	9758.717107051896
r0671_pos	14460.479330437356
r0672_neg	54321.31641265683
r0672_pos	12304.092691814885
r0673_pos	0.0
r0679_neg	15148.632514859426
r0679_pos	4024.8097894047964
r0680_neg	4024.8097894047964
r0680_pos	32617.809542274943
r0683_pos	12871.166629352607
r0686_neg	394.9421765725102
r0686_pos	12298.237145580088
r0688_neg	1238.0992583113473
r0688_pos	1251.11748645188
r0698_pos	16267.78921418316
r0706_pos	65423.88216626161
r0707_neg	4.741196557899987
r0707_pos	6.742589767152721
r0714_pos	12549.059805340217
r0715_pos	24117.342950027687
r0716_pos	12549.059805340217
r0717_pos	24117.342950027687
r0718_pos	14387.790640034547
r0719_pos	24793.17410600389
r0720_pos	14387.790640034547
r0721_pos	24793.17410600389
r0722_neg	5465.376051893713
r0722_pos	19032.38140380043
r0723_pos	24793.174106003895
r0724_neg	19032.38140380043
r0724_pos	5465.376051893713
r0726_neg	498.83649983107574
r0726_pos	34319.45123517418
r0727_pos	24793.174106003888
r0728_neg	34319.451235174194
r0728_pos	498.83649983107574
r0729_pos	24793.174106003888
r0730_pos	18114.69945271559
r0731_pos	18114.69945271559
r0732_pos	18114.69945271559
r0733_pos	18114.6994527156
r0734_pos	18114.6994527156
r0735_neg	5243.962977023093
r0735_pos	34071.88106239961
r0739_neg	68144.4038297574
r0739_pos	8266.928446683753
r0741_neg	0.0
r0741_pos	69539.87354397988
r0743_pos	65423.88216626164
r0744_pos	65423.88216626164
r0747_neg	11233.10379938128
r0747_pos	2105.0275994077274
r0750_neg	65610.6130633625
r0750_pos	2105.0275994077274
r0752_neg	908.1235982285432
r0752_pos	0.0
r0753_pos	908.1235982285432
r0754_neg	908.1235982285432
r0754_pos	0.0
r0755_pos	908.1235982285432
r0756_neg	908.1235982285432
r0756_pos	0.0
r0757_pos	908.1235982285432
r0758_neg	541.4415938931936
r0758_pos	0.0
r0774_neg	9.634391760640158
r0774_pos	9.634391760640158
r0779_pos	12040.098776682891
r0780_neg	75207.30472518296
r0780_pos	254.83446582183848
r0781_neg	0.0
r0781_pos	75207.30472518291
r0782_pos	10766.794228273884
r0783_neg	457.2078549369264
r0783_pos	5182.953898750893
r0784_neg	1289.3663166540064
r0784_pos	1302.3845447945391
r0787_pos	3382.6618923063425
r0788_neg	16055.67205887102
r0788_pos	12883.369017313227
r0789_neg	16055.672058871018
r0789_pos	12883.369017313227
r0791_neg	18768.58191426057
r0791_pos	5321.924655073853
r0792_neg	6822.256120940038
r0792_pos	719.5389956612513
r0795_pos	8848.1605505718
r0796_neg	0.0
r0796_pos	6455.614130394814
r0797_neg	4025.3868471141395
r0797_pos	63550.99771197931
r0801_neg	1843.51970270922
r0801_pos	1360.8397713434053
r0809_neg	1190.0855162087287
r0809_pos	1190.0855162087287
r0812_neg	2850.0
r0812_pos	2850.0
r0813_pos	8124.138463210275
r0817_neg	1089.0768940415473
r0817_pos	1042.6949165175815
r0818_pos	6592.068413700621
r0819_neg	449.33567187295
r0819_pos	577.4985491399
r0821_neg	449.33567187295
r0821_pos	449.33567187295
r0822_neg	449.33567187295
r0822_pos	449.33567187295
r0825_pos	0.0
r0826_pos	0.0
r0829_neg	449.33567187295
r0829_pos	449.33567187295
r0830_neg	449.33567187295
r0830_pos	449.33567187295
r0834_neg	599.1142291639334
r0834_pos	599.1142291639334
r0835_neg	599.1142291639334
r0835_pos	599.1142291639334
r0836_neg	599.1142291639334
r0836_pos	599.1142291639334
r0838_neg	4732.107886815849
r0838_pos	4971.823400056921
r0839_neg	2154.696662464417
r0839_pos	3846.8189123041584
r0840_neg	2571.8958969650193
r0840_pos	2571.8958969650193
r0841_neg	2571.8958969650193
r0841_pos	2571.8958969650193
r0842_neg	2850.0
r0842_pos	2850.0
r0845_pos	19499.142360951784
r0853_pos	5886.679901378482
r0859_pos	0.0
r0860_neg	2850.0
r0860_pos	2850.0
r0870_neg	14448.933165652865
r0870_pos	0.0
r0871_neg	9688.667323607786
r0871_pos	9.489806019619968
r0879_pos	674.2131238195891
r0881_pos	1405.2755987479773
r0885_neg	445.4648946885098
r0885_pos	573.6277719554597
r0886_neg	0.0
r0886_pos	0.0
r0892_neg	6.651527857438666
r0892_pos	11675.771712110034
r0899_neg	5009.586670923018
r0899_pos	1453.078744943746
r0907_neg	0.0
r0907_pos	23774.999256922274
r0908_neg	24589.9524640485
r0908_pos	2850.0
r0909_neg	2850.0
r0909_pos	24589.9524640485
r0911_neg	10534.157276511709
r0911_pos	5468.202506826183
r0913_neg	2028.1628772669499
r0913_pos	2028.1628772669499
r0915_neg	2049.7785572909834
r0915_pos	2049.7785572909834
r0917_neg	1192.4495950393464
r0917_pos	1192.4495950393464
r0921_pos	4154.480186004332
r0924_pos	8935.066826428776
r0925_pos	0.0
r0926_pos	11129.85836629392
r0931_pos	2850.0
r0932_neg	2850.0
r0932_pos	0.0
r0934_pos	1286.3060749474407
r0936_pos	2850.0
r0937_neg	2850.0
r0937_pos	0.0
r0940_neg	5.48624199059204
r0940_pos	6861.359704956508
r0941_neg	14539.816880770904
r0941_pos	4242.559625137457
r0942_neg	933.6588233547303
r0942_pos	920.8287582122141
r0944_neg	1900.0
r0944_pos	1900.0
r0946_neg	1207.3356217254054
r0946_pos	2039.076894041547
r0950_pos	5935.555369661824
r0954_neg	0.0
r0954_pos	18438.740235839472
r0960_neg	2975.4801555057547
r0960_pos	2975.4801555057547
r0961_pos	2071.5904672773113
r0962_pos	3791.421532596711
r0963_pos	1366.2254853761287
r0968_pos	19499.142360951784
r0970_neg	0.0
r0970_pos	7287.920390842758
r0973_neg	4024.8097894047964
r0973_pos	0.0
r0974_neg	2069.1714050832925
r0974_pos	2063.107131375433
r0975_pos	4154.480186004332
r0983_pos	2095.214577819116
r0984_neg	2095.214577819116
r0984_pos	0.0
r0986_pos	3800.0
r0987_neg	3800.0
r0987_pos	0.0
r0988_pos	0.0
r0989_neg	0.0
r0989_pos	7287.920390842758
r0990_neg	3243.5398845878594
r0990_pos	5009.586670923019
r0993_pos	4188.741355913892
r0994_neg	4687.6874799166735
r0994_pos	4687.6874799166735
r0995_neg	1642.4729020975576
r0995_pos	1642.4729020975576
r0997_pos	14078.292025624565
r0998_neg	2360.235127887601
r0998_pos	5216.527592533065
r0999_neg	3092.762225790043
r0999_pos	5216.527592533065
r1007_neg	0.0
r1007_pos	311.73231092678304
r1008_pos	299.65733356038703
r1010_neg	4024.8097894047964
r1010_pos	32617.80954227494
r1011_pos	75412.21316199668
r1012_pos	75412.21316199668
r1013_pos	71898.68595598656
r1014_pos	71898.68595598654
r1015_pos	1057.6030723266551
r1017_pos	7857.818330362347
r1018_neg	4687.6874799166735
r1018_pos	4687.6874799166735
r1019_neg	3243.53988458786
r1019_pos	4193.53988458786
r1020_neg	68144.4038297574
r1020_pos	8266.928446683753
r1021_neg	0.0
r1021_pos	0.0
r1024_pos	7985.066826428775
r1025_pos	7985.066826428773
r1026_pos	3345.908207889284
r1028_pos	3345.908207889284
r1029_pos	7913.841520547918
r1030_neg	22.606479531254326
r1030_pos	11.800436614852625
r1043_pos	1580.2815701262596
r1044_pos	1580.2815701262596
r1045_pos	1355.731313082448
r1050_neg	10983.153606616665
r1050_pos	1900.0
r1051_neg	2116.7629767934077
r1051_pos	2116.7629767934077
r1052_pos	2116.7629767934077
r1059_pos	0.0
r1061_pos	0.0
r1062_pos	0.0
r1063_pos	0.0
r1064_pos	0.0
r1067_pos	0.0
r1068_pos	0.0
r1071_pos	0.0
r1073_pos	0.0
r1074_pos	0.0
r1076_pos	0.0
r1077_pos	0.0
r1078_pos	46054.2284819655
r1080_pos	0.0
r1088_neg	1485.1840581987315
r1088_pos	1759.321246319701
r1090_pos	1057.694893784027
r1106_neg	5009.5866709230195
r1106_pos	5009.58667092302
r1109_neg	5111.853757477564
r1109_pos	4271.04763139663
r1116_neg	14004.427820171988
r1116_pos	14454.803934947267
r1117_neg	5100.099874152068
r1117_pos	2556.6048348118843
r1135_neg	0.0
r1135_pos	0.0
r1140_pos	0.0
r1143_pos	1204.6966624644167
r1144_pos	2154.4059843145596
r1147_neg	2028.1628772669499
r1147_pos	2028.1628772669499
r1148_neg	12479.4249173406
r1148_pos	0.0
r1150_pos	7213.697665392759
r1154_neg	4232.184221316981
r1154_pos	18533.86537290612
r1155_pos	922.2312288137704
r1156_neg	422.7649334630414
r1156_pos	4196.470099387482
r1159_neg	0.0
r1159_pos	0.0
r1162_pos	4194.817766848932
r1163_pos	1208.5294986669246
r1164_pos	8282.446682970323
r1167_pos	8282.446682970321
r1168_pos	8282.446682970323
r1172_pos	8282.446682970323
r1173_pos	0.0
r1177_pos	8282.446682970321
r1178_pos	0.0
r1179_pos	8282.446682970323
r1180_pos	0.0
r1251_pos	0.0
r1252_pos	11204.157373807984
r1253_pos	0.0
r1254_pos	23.23352385312371
r1255_pos	8282.446682970321
r1257_pos	5130.307248134375
r1259_pos	7.217330713931473
r1260_pos	5122.116136112356
r1262_pos	311.732310926783
r1291_neg	1712.4125165864973
r1291_pos	4776.222141513922
r1292_neg	5009.586670923019
r1292_pos	4645.718006313128
r1298_pos	3800.0
r1299_pos	3800.0
r1301_pos	2375.0
r1302_neg	2375.0
r1302_pos	0.0
r1303_pos	3800.0
r1304_pos	3800.0
r1318_neg	5130.307248134375
r1318_pos	9944.984917956923
r1364_pos	3800.0
r1365_pos	3800.0
r1367_pos	3800.0
r1368_pos	3800.0
r1374_pos	3.3249999999999997
r1375_pos	41.97818653691334
r1377_neg	1160.8755750294727
r1377_pos	1160.8755750294727
r1378_neg	1160.8755750294727
r1378_pos	1160.8755750294727
r1380_neg	457.2078549369264
r1380_pos	75207.30472518293
r1381_neg	75207.30472518298
r1381_pos	230.47244566525734
r1384_neg	1519.030579175415
r1384_pos	4876.360928545971
r1396_pos	3153.4643329870096
r1397_pos	3153.4643329870096
r1400_pos	2652.733887821813
r1401_pos	3451.96559956813
r1418_neg	3242.161525380768
r1418_pos	3282.2788285339507
r1421_neg	21362.56070992018
r1421_pos	4.324661538231194
r1423_pos	1337.831722306728
r1427_pos	2525.1429567824553
r1428_neg	2615.920011659406
r1428_pos	2615.920011659406
r1429_neg	2615.920011659406
r1429_pos	1900.0
r1431_pos	2839.7411515617177
r1432_pos	0.0
r1433_pos	307.39814085833495
r1434_pos	4343.260761865864
r1435_pos	5317.998045619406
r1436_pos	0.0
r1437_pos	0.0
r1440_pos	0.0
r1441_pos	0.0
r1443_pos	24083.419021754013
r1444_pos	24793.17410600389
r1445_pos	24793.174106003888
r1446_pos	18468.78489109239
r1447_pos	4854.195376742262
r1448_pos	4852.686837020994
r1449_pos	4854.195376742263
r1450_pos	4852.686837020992
r1451_pos	4854.195376742267
r1453_neg	13459.455515700329
r1453_pos	12718.072213775387
r1454_pos	922.2312288137701
r1455_pos	2525.1429567824553
r1456_pos	2525.1429567824553
r1459_neg	7860.746144672024
r1459_pos	17435.41395167326
r1464_neg	1276.1078002484346
r1464_pos	1276.1078002484346
r1466_neg	24596.21673572282
r1466_pos	0.0
r1467_neg	1644.6407083719046
r1467_pos	48623.83142990219
r1468_neg	0.0
r1468_pos	0.0
r1487_neg	0.0
r1487_pos	24596.21673572283
r1488_neg	0.0
r1488_pos	18153.270506927704
r1492_pos	1320.26528324198
r1493_pos	1266.500374802562
r1495_pos	4188.741355913892
r1497_pos	1371.6366300423572
r1498_pos	1371.6366300423572
r1499_pos	1464.3869749777637
r1500_pos	1464.3869749777637
r1512_pos	2019.2428480547867
r1514_pos	3283.7421011767124
r1515_pos	3333.5859017148205
r1516_pos	3375.0068924666652
r1517_pos	4227.399603557106
r1518_pos	3375.0068924666643
r1519_pos	3364.537314395539
r1520_pos	3375.0068924666634
r1521_pos	3375.0068924666657
r1522_pos	3270.9815346338496
r1523_pos	3364.9057613758287
r1525_pos	3375.0068924666652
r1527_pos	4227.399603557106
r1528_pos	5009.586670923019
r1529_pos	3364.9057613758287
r1530_pos	3616.999878032293
r1536_pos	9416.467232601353
r1538_pos	1160.3827146370415
r1540_pos	724.7761418549962
r1544_neg	772.6813674890487
r1544_pos	772.6813674890487
r1546_neg	953.7639171517785
r1546_pos	858.2452198033434
r1547_neg	876.3935353192998
r1547_pos	1024.455837119537
r1548_neg	802.198626991672
r1548_pos	800.142696406634
r1549_neg	876.3935353192998
r1549_pos	992.6640912980372
r1551_neg	953.7639171517785
r1551_pos	800.091704443801
r1552_neg	854.1702809564149
r1552_pos	803.0717577689636
r1553_neg	796.9390255237122
r1553_pos	803.0717577689636
r1554_neg	953.7639171517785
r1554_pos	992.6640912980372
r1556_neg	1005.1094336754345
r1556_pos	832.1140699210108
r1557_neg	953.7639171517785
r1557_pos	992.6640912980372
r1559_neg	840.5347565997848
r1559_pos	705.3544906857226
r1560_neg	950.8348557894489
r1560_pos	760.5279527201023
r1561_neg	873.4644739569701
r1561_pos	926.7385700362959
r1562_neg	837.621617324706
r1562_pos	702.4254293233929
r1563_neg	873.4644739569701
r1563_pos	894.9468242147962
r1564_neg	805.1117662667507
r1564_pos	772.3883884623684
r1565_neg	950.8348557894489
r1565_pos	702.3744373605599
r1566_neg	854.1702809564149
r1566_pos	705.3544906857226
r1567_neg	645.1002224333027
r1567_pos	645.1002224333027
r1568_neg	950.8348557894489
r1568_pos	894.9468242147962
r1569_neg	840.5347565997848
r1569_pos	771.4959486405012
r1570_neg	1002.180372313105
r1570_pos	734.3968028377698
r1571_neg	950.8348557894489
r1571_pos	894.9468242147962
r1573_neg	953.7639171517785
r1573_pos	852.112487558092
r1574_neg	876.3935353192998
r1574_pos	894.2149765672827
r1575_neg	817.4566830375068
r1575_pos	794.0099641613826
r1576_neg	876.3935353192998
r1576_pos	894.2149765672827
r1578_neg	953.7639171517785
r1578_pos	793.9589721985496
r1579_neg	901.4740547852682
r1579_pos	796.9390255237122
r1580_neg	645.1002224333027
r1580_pos	645.1002224333027
r1581_neg	953.7639171517785
r1581_pos	971.5853583997616
r1583_neg	1005.1094336754345
r1583_pos	825.9813376757595
r1584_neg	953.7639171517785
r1584_pos	971.5853583997616
r1585_neg	953.7639171517785
r1585_pos	955.9624868865844
r1586_neg	876.3935353192998
r1586_pos	894.2149765672827
r1587_neg	870.1377349892674
r1587_pos	887.9591762372506
r1588_neg	876.3935353192998
r1588_pos	894.2149765672827
r1589_neg	805.1117662667507
r1589_pos	805.1117662667507
r1590_neg	953.7639171517785
r1590_pos	897.808971527042
r1591_neg	854.1702809564148
r1591_pos	900.7890248522046
r1592_neg	796.9390255237122
r1592_pos	840.5347565997848
r1593_neg	953.7639171517785
r1593_pos	971.5853583997616
r1594_neg	852.8002210902876
r1594_pos	852.8002210902876
r1595_neg	1005.1094336754345
r1595_pos	929.8313370042518
r1596_neg	953.7639171517785
r1596_pos	971.5853583997616
r1597_neg	842.8694600436268
r1597_pos	842.8694600436268
r1598_neg	836.6136597135945
r1598_pos	836.6136597135945
r1599_neg	842.8694600436268
r1599_pos	842.8694600436268
r1600_neg	915.903060085965
r1600_pos	987.2300519934482
r1602_neg	947.1515537202371
r1602_pos	953.7639171517785
r1603_neg	852.112487558092
r1603_pos	953.7639171517785
r1604_neg	920.2398418761056
r1604_pos	920.2398418761056
r1605_neg	955.9624868865844
r1605_pos	971.5853583997616
r1606_neg	971.5853583997616
r1606_pos	971.5853583997616
r1607_neg	920.2398418761056
r1607_pos	920.2398418761056
r1608_neg	759.2432778811158
r1608_pos	759.2432778811158
r1609_neg	765.4990782111481
r1609_pos	765.4990782111481
r1610_neg	909.8596701609695
r1610_pos	909.8596701609695
r1611_neg	842.8694600436268
r1611_pos	842.8694600436268
r1612_neg	1116.0603526344626
r1612_pos	876.3935353192998
r1613_neg	894.2149765672827
r1613_pos	876.3935353192998
r1614_neg	842.8694600436268
r1614_pos	842.8694600436268
r1615_neg	894.2149765672827
r1615_pos	894.2149765672827
r1616_neg	894.2149765672827
r1616_pos	894.2149765672827
r1617_neg	842.8694600436268
r1617_pos	842.8694600436268
r1618_neg	759.2432778811158
r1618_pos	654.4525476487267
r1619_neg	857.8005366892555
r1619_pos	654.4525476487267
r1620_neg	654.4525476487267
r1620_pos	654.4525476487267
r1621_neg	898.5449934229385
r1621_pos	870.1377349892674
r1622_neg	794.0099641613826
r1622_pos	654.4525476487267
r1623_neg	836.6136597135945
r1623_pos	654.4525476487267
r1624_neg	887.9591762372506
r1624_pos	654.4525476487267
r1625_neg	887.9591762372506
r1625_pos	887.9591762372506
r1626_neg	836.6136597135945
r1626_pos	654.4525476487267
r1627_neg	909.8596701609695
r1627_pos	909.8596701609695
r1628_neg	842.8694600436268
r1628_pos	842.8694600436268
r1629_neg	1091.0663883143418
r1629_pos	876.3935353192998
r1630_neg	894.2149765672827
r1630_pos	876.3935353192998
r1631_neg	842.8694600436268
r1631_pos	842.8694600436268
r1632_neg	894.2149765672827
r1632_pos	894.2149765672827
r1633_neg	894.2149765672827
r1633_pos	894.2149765672827
r1634_neg	842.8694600436268
r1634_pos	842.8694600436268
r1635_neg	846.9739425401301
r1635_pos	857.7495447264225
r1636_neg	968.5079525619141
r1636_pos	860.7295980515852
r1637_neg	808.1043578220828
r1637_pos	808.1043578220828
r1638_neg	987.2300519934482
r1638_pos	987.2300519934482
r1639_neg	805.1117662667507
r1639_pos	805.1117662667507
r1640_neg	1038.5755685171043
r1640_pos	889.7719102036324
r1641_neg	987.2300519934482
r1641_pos	987.2300519934482
r1642_neg	898.4940014601057
r1642_pos	953.7639171517785
r1643_neg	793.9589721985496
r1643_pos	846.9739425401301
r1644_neg	920.2398418761056
r1644_pos	656.0139656296019
r1645_neg	897.808971527042
r1645_pos	846.9739425401301
r1646_neg	971.5853583997616
r1646_pos	971.5853583997616
r1647_neg	920.2398418761056
r1647_pos	656.0139656296019
r1648_neg	796.9390255237122
r1648_pos	901.4740547852682
r1649_neg	953.7639171517785
r1649_pos	1091.0663883143418
r1650_neg	900.7890248522046
r1650_pos	967.6155127400468
r1651_neg	1005.1094336754345
r1651_pos	930.5163669373154
r1652_neg	953.7639171517785
r1652_pos	1091.0663883143418
r1653_neg	953.7639171517785
r1653_pos	971.5853583997616
r1654_neg	840.5347565997848
r1654_pos	840.5347565997848
