	Ob.1012.b_S133_L007_R1_001
RE3627C_neg	0.0
RE3627C_pos	0.0
RE3627M_neg	0.0
RE3627M_pos	23.12098744480052
RE3627X_neg	0.0
RE3627X_pos	0.0
RE3628M_neg	23.12098744480052
RE3628M_pos	0.0
RE3629C_pos	4964.424615820784
RE3630C_neg	0.0
RE3630C_pos	4964.424615820785
RE3631C_neg	0.0
RE3631C_pos	0.0
RE3633C_neg	0.0
RE3633C_pos	0.0
RE3636C_neg	0.0
RE3636C_pos	0.0
RETFA_pos	5812.215969134869
RETFAt1_pos	1509.0054120583443
RETFAt2_pos	1509.0054120583443
RETFAt_pos	7332.196706287899
RETH1_pos	11803.922645304945
RETH1e_pos	1613.1076028751677
RETH2_pos	11803.922645304945
RETH2e_pos	1613.1076028751681
RETH_pos	5812.215969134869
RETHe_pos	7328.974583489455
RETI1_neg	2193.831878926046
RETI1_pos	2193.831878926046
RETI2_neg	2193.831878926046
RETI2_pos	2193.831878926046
RETI3_neg	0.0
RETI3_pos	931.8851955392211
RETNCOA_pos	0.0
RETNGLCt2_pos	2685.9049044814683
RETNGLCt2r_pos	3882.727730675908
RETNGLCt_pos	3866.431559386486
RETNGLCtr_pos	3866.431559386486
RETNt_neg	1536.957182277302
RETNt_pos	1438.7123386713852
RETNtr2_pos	3882.727730675908
RETNtr_pos	3866.4315593864867
RETt_pos	7193.7594117102535
RIBFLVt3_pos	4902.083806667883
RIBFLVte_pos	4902.0838066678825
RIBt2_pos	2200.0387478217913
RIBt_neg	2200.0387478217913
RIBt_pos	4975.721852842306
RN0001C_pos	0.0
RN0001R_pos	0.0
RN0002N_pos	0.0
RN0002R_pos	0.0
RN0013C_pos	0.0
RN0014R_pos	0.0
RNDR1_pos	636.3042112438363
RNDR2_pos	732.5165082584942
RNDR3_pos	732.5165082584942
RNDR4_pos	732.5165082584942
RNMK_pos	7855.941233460733
RPE_neg	263.6627890525856
RPE_pos	263.6627890525856
RPEc_neg	10254.665175237542
RPEc_pos	7578.179323740014
RPI_neg	2419.4606350801996
RPI_pos	2419.4606350801996
RTOTAL2CRNCPT1_pos	0.0
RTOTAL2CRNCPT2_pos	0.0
RTOTAL2CRNt_pos	0.0
RTOTAL2FATPc_pos	5024.52596256635
RTOTAL2t_neg	5004.098681956498
RTOTAL2t_pos	9069.886712856416
RTOTAL3CRNCPT1_pos	0.0
RTOTAL3CRNCPT2_pos	0.0
RTOTAL3CRNt_pos	0.0
RTOTAL3FATPc_pos	4298.5889908909785
RTOTAL3t_neg	4298.5889908909785
RTOTAL3t_pos	7391.839727101465
RTOTALCRNCPT1_pos	0.0
RTOTALCRNCPT2_pos	0.0
RTOTALCRNt_pos	0.0
RTOTALFATPc_pos	4407.294748079455
RTOTALt_neg	4407.294748079455
RTOTALt_pos	7469.469485594927
R_group_phosphotase_1_pos	4244.984754647971
R_group_phosphotase_2_pos	4862.215969134868
R_group_phosphotase_3_pos	4136.278997459496
Rtotaltl_neg	37903.813891103324
Rtotaltl_pos	0.0
Rtotaltp_neg	0.0
Rtotaltp_pos	0.0
S23T2g_pos	7475.52860547101
S23T3g_pos	10706.294068856594
S23T4g_pos	7447.630460758727
S23Tg_pos	217.186520171297
S26Tg_pos	17447.895964561718
S2L2FN2M2MASNt_pos	17447.895964561718
S2L2FN2M2MASNtly_pos	17559.873993194764
S2L2N2M2MASNtly_pos	17560.060349634718
S2T1g_pos	0.0
S2T2g_pos	0.0
S2T3g_pos	0.0
S2T4g_pos	0.0
S2TASE1ly_pos	344.6576713434461
S2TASE2ly_pos	344.65767134344605
S2TASE3ly_pos	100.53819418070735
S2TASE4ly_pos	128.7724795267907
S2TASE5ly_pos	128.7724795267907
S3T1g_pos	0.0
S3T2g_pos	0.0
S3T3g_pos	0.0
S3TASE1ly_neg	0.0
S3TASE1ly_pos	344.657671343446
S3TASE2ly_neg	0.0
S3TASE2ly_pos	344.6576713434461
S3TASE3ly_neg	0.0
S3TASE3ly_pos	344.657671343446
S4T1g_pos	0.0
S4T2g_pos	0.0
S4T3g_pos	0.0
S4T4g_pos	0.0
S4T5g_pos	0.0
S4T6g_pos	0.0
S4TASE1ly_neg	0.0
S4TASE1ly_pos	84.3452936205761
S4TASE2ly_neg	0.0
S4TASE2ly_pos	185.49411597409295
S4TASE3ly_neg	0.0
S4TASE3ly_pos	100.71539841884187
S4TASE4ly_neg	0.0
S4TASE4ly_pos	149.38584819651425
S4TASE5ly_neg	0.0
S4TASE5ly_pos	149.38584819651422
S6T10g_pos	10706.29406885659
S6T11g_pos	10706.29406885659
S6T12g_pos	10706.29406885659
S6T13g_pos	10706.29406885659
S6T14g_pos	10706.29406885659
S6T15g_pos	10706.29406885659
S6T16g_pos	7447.630460758727
S6T17g_pos	7447.630460758727
S6T18g_pos	7447.630460758727
S6T19g_pos	0.0
S6T1g_pos	7475.52860547101
S6T20g_pos	0.0
S6T21g_pos	0.0
S6T22g_pos	0.0
S6T23g_pos	0.0
S6T24g_pos	0.0
S6T25g_pos	0.0
S6T2g_pos	7475.52860547101
S6T3g_pos	7475.52860547101
S6T4g_pos	10706.29406885659
S6T5g_pos	10706.29406885659
S6T6g_pos	10706.29406885659
S6T7g_pos	10706.29406885659
S6T8g_pos	10706.29406885659
S6T9g_pos	10706.29406885659
S6TASE10ly_neg	0.0
S6TASE10ly_pos	11875.861648501674
S6TASE11ly_neg	0.0
S6TASE11ly_pos	11877.83341554537
S6TASE12ly_neg	0.0
S6TASE12ly_pos	11877.833415545372
S6TASE13ly_neg	0.0
S6TASE13ly_pos	11877.833415545369
S6TASE14ly_neg	0.0
S6TASE14ly_pos	11877.833415545367
S6TASE15ly_neg	0.0
S6TASE15ly_pos	11877.833415545363
S6TASE16ly_neg	0.0
S6TASE16ly_pos	11877.833415545365
S6TASE17ly_neg	0.0
S6TASE17ly_pos	11877.833415545367
S6TASE18ly_neg	0.0
S6TASE18ly_pos	11877.83341554537
S6TASE19ly_neg	0.0
S6TASE19ly_pos	11877.833415545374
S6TASE1ly_neg	0.0
S6TASE1ly_pos	344.657671343446
S6TASE20ly_neg	0.0
S6TASE20ly_pos	11877.833415545372
S6TASE21ly_neg	0.0
S6TASE21ly_pos	11877.833415545367
S6TASE22ly_neg	0.0
S6TASE22ly_pos	7593.375854579708
S6TASE23ly_neg	0.0
S6TASE23ly_pos	7598.921834741692
S6TASE24ly_neg	0.0
S6TASE24ly_pos	7667.005140465474
S6TASE25ly_neg	0.0
S6TASE25ly_pos	7516.100022775265
S6TASE26ly_neg	0.0
S6TASE26ly_pos	7521.209429222014
S6TASE2ly_neg	0.0
S6TASE2ly_pos	344.657671343446
S6TASE3ly_neg	0.0
S6TASE3ly_pos	344.65767134344605
S6TASE4ly_neg	0.0
S6TASE4ly_pos	84.1531126750108
S6TASE5ly_neg	0.0
S6TASE5ly_pos	84.15311267501079
S6TASE6ly_neg	0.0
S6TASE6ly_pos	128.93470705749445
S6TASE7ly_neg	0.0
S6TASE7ly_pos	128.93470705749445
S6TASE8ly_neg	0.0
S6TASE8ly_pos	149.38584819651422
S6TASE9ly_neg	0.0
S6TASE9ly_pos	149.38584819651425
SACCD3m_pos	25.986996653145205
SACCD4m_pos	405.09664463224783
SADT_pos	7075.03415124176
SALMCOM2_pos	41907.992403892415
SALMCOM_pos	0.0
SAMHISTA_pos	12778.252852166812
SARCOXp_pos	0.0
SARCStex_pos	9.90970837341283
SARCStm_pos	10759.585035710163
SARCStp_pos	0.0
SARDHm_pos	10759.585035710164
SBCOAACOTx_pos	7790.037634642809
SBPP1er_pos	6289.258786578362
SBPP3er_pos	6289.25878657836
SBTD_D2_pos	2804.26042581058
SBTR_pos	1258.9640587562424
SBT_Dtde_neg	4926.962915978995
SBT_Dtde_pos	1900.0
SBTle_pos	1900.0
SCP21cx_pos	4030.1532909865696
SCP21x_neg	4030.1532909865696
SCP21x_pos	45.88076888169413
SCP22x_neg	3144.538808999623
SCP22x_pos	2437.964820735995
SCP2x_pos	18138.843528062782
SCPx_pos	64550.220002216425
SEAHCYSHYD_pos	0.0
SEAHCYStn_neg	0.0
SEAHCYStn_pos	0.0
SEASMETtn_neg	0.0
SEASMETtn_pos	0.0
SEBACACT_pos	7790.037634642808
SEBACIDTD_neg	0.0
SEBACIDTD_pos	7790.037634642809
SEBCOACROT_neg	7790.037634642808
SEBCOACROT_pos	47510.498448871396
SEBCOAPET_pos	7790.037634642808
SELADT_pos	0.0
SELCYSLY2_pos	0.0
SELCYSLY_pos	0.0
SELCYSTGL_pos	0.0
SELCYSTS_pos	0.0
SELMETAT_pos	0.0
SELNPS_pos	0.0
SELt4_3_neg	0.0
SELt4_3_pos	0.0
SERALANaEx_pos	769.5380191897154
SERASNNaEx_pos	881.9232474284813
SERATB0tc_pos	1289.7237526773374
SERCYSNaEx_pos	727.4287744112695
SERDGLNexR_neg	668.9988266332174
SERDGLNexR_pos	668.9988266332174
SERDGLYexR_neg	668.9988266332174
SERDGLYexR_pos	668.9988266332174
SERGLNNaEx_pos	698.0028893581632
SERGLNexR_neg	522.8468686813267
SERGLNexR_pos	664.645897374761
SERGLYexR_neg	523.6567564847292
SERGLYexR_pos	668.9988266332174
SERHL_pos	7671.87191640526
SERLYSNaex_pos	675.787928746658
SERPT_pos	19191.058038094572
SERTHRNaEx_pos	771.1577947965203
SERt4_pos	430.8866896461676
SERtN1_neg	1195.3465559690444
SERtN1_pos	1227.5003127122823
SERtp_neg	0.0
SERtp_pos	12200.953728110144
SFCYSc_neg	0.0
SFCYSc_pos	21246.593099735324
SFCYSe_neg	0.0
SFCYSe_pos	21246.593099735317
SFGTH_pos	20815.270619847986
SGALSIDEtg_neg	38076.34891126775
SGALSIDEtg_pos	0.0
SGALSIDEtl_neg	0.0
SGALSIDEtl_pos	38076.34891126775
SGPL11r_pos	0.0
SGPL12r_pos	32102.506504352983
SIAASE2ly_pos	11875.861648501674
SIAASE3ly_pos	7593.37585457971
SIAASE4ly_pos	7516.100022775267
SIAASE_pos	0.0
SIAASEly_pos	17560.06034963472
SIAT4Bg_pos	11133.911860477956
SIAT9g_pos	19157.630519557002
SLCBK1_pos	3279.4913427135807
SLDt_pos	14622.593534735714
SLDx_neg	14622.593534735714
SLDx_pos	0.0
SLDxm_neg	0.0
SLDxm_pos	0.0
SMPD3g_pos	7712.224282169542
SMPD3l_pos	59435.92777861267
SMPD4_pos	32057.02052257914
SMS_pos	7712.224282169544
SO4CLtex2_pos	5079.0842194259485
SO4HCOtex_pos	1079.2268764516473
SO4OXAtex2_pos	5087.440118045203
SO4t4_2_neg	1058.5161609353015
SO4t4_2_pos	4675.1981777306055
SO4tl_neg	0.0
SO4tl_pos	37826.81083403632
SOAT11_pos	0.0
SOAT11r_pos	0.0
SOAT12_pos	0.0
SOAT12r_pos	0.0
SPC_HSt_neg	11.338815071330986
SPC_HSt_pos	28037.803609376282
SPH1Pte_neg	13.115247872236017
SPH1Pte_pos	19191.058038094572
SPH1Ptr_neg	0.0
SPH1Ptr_pos	6289.2587865783635
SPHGNtr_neg	0.0
SPHGNtr_pos	6289.258786578361
SPHINGStl_neg	37903.81389110329
SPHINGStl_pos	0.0
SPHINGStr_neg	6289.2587865783635
SPHINGStr_pos	0.0
SPHK21c_pos	6289.258786578362
SPHMDAc_pos	28037.803609376286
SPHMYLNtg_neg	0.0
SPHMYLNtg_pos	7712.224282169543
SPHMYLNtl_neg	0.0
SPHMYLNtl_pos	59435.92777861267
SPHS1Pte_neg	9.283736897740509
SPHS1Pte_pos	32216.55765228924
SPHS1Ptr_neg	0.0
SPHS1Ptr_pos	6289.2587865783635
SPMDOX_pos	4031.768297859251
SPMS_pos	23355.280109077707
SPMTDe_neg	1900.0
SPMTDe_pos	1900.0
SPODM_pos	8782.213016676731
SPODMe_pos	8814.40570536508
SPODMm_pos	8792.129257541608
SPODMn_pos	8902.832322464616
SPODMx_pos	8842.063016676731
SPRMS_pos	15144.607833473026
SPRMTDe_neg	15195.161942392975
SPRMTDe_pos	2.001007210629271
SPR_pos	0.0
SPRn_pos	0.0
SPTix_pos	12200.953728110144
SQLEr_pos	74224.75994516097
SQLSr_pos	375.011640012322
SR5AR2r_pos	55627.714332480406
SR5ARr_pos	55165.23248354605
SRTN23OX_pos	0.0
SRTNACT_pos	0.0
SRTNMTX_pos	0.0
SRTNt6_2_r_neg	1946.8644158271825
SRTNt6_2_r_pos	2096.371762691535
SRTNtu_neg	1375.7621375517099
SRTNtu_pos	1375.7621375517099
ST3GAL21g_pos	12400.22556267465
ST3GAL22g_pos	12572.798686146189
ST3GAL23g_pos	12741.93704725536
ST3GAL31g_pos	11549.388147917245
ST3GAL61g_pos	11511.435851732438
ST3GAL62g_pos	10077.1395989089
ST6GALNAC21_pos	11133.911860477958
ST6GALNAC22_pos	11133.911860477958
ST6GALNAC23_pos	12320.223857483124
ST6GALNAC24_pos	12320.223857483124
ST6GALNAC25_pos	12752.681263952205
ST6GALNAC26_pos	12752.681263952205
ST6GALNAC27_pos	12996.718119666491
ST6GALNAC28_pos	12996.718119666488
ST6GALNAC31_pos	12577.693380444325
ST6GALNAC62_pos	12741.937047255351
ST8SIA11_pos	11162.684106887005
ST8SIA12_pos	19157.630519557002
ST8SIA51g_pos	18413.640123207646
ST8SIA52g_pos	12820.730850841595
ST8SIA53g_pos	12572.798686146192
ST8SIA54g_pos	12400.225562674652
ST8SIA55g_pos	13032.424792830441
ST8SIA56g_pos	12306.73700176311
STCOATxc_pos	4902.083806667883
STCOAtx_neg	4902.083806667883
STCOAtx_pos	8878.858714786082
STRDNCCOAtxc_pos	62.29374958688858
STRDNCCPT1_pos	40.00145103434183
STRDNCCPT2_pos	40.00145103434183
STRDNCCRNt_pos	40.00145103434183
STRDNCt_neg	6.962983371191907
STRDNCt_pos	4123.857901459475
STS1_pos	7075.034151241759
STS1r_pos	0.0
STS2_pos	7082.684682623954
STS2r_pos	0.0
SUBEACTD_neg	0.0
SUBEACTD_pos	7790.037634642808
SUBERCACT_neg	7790.037634642809
SUBERCACT_pos	27447.904305297518
SUBERCROT_neg	7790.037634642808
SUBERCROT_pos	27447.904305297518
SUBERICACT_pos	7790.037634642809
SUCCACT_pos	7787.016539514611
SUCCCROT_neg	7790.03763464281
SUCCCROT_pos	43390.06497415949
SUCCOAPET_pos	7790.037634642808
SUCCTD_neg	1900.0
SUCCTD_pos	1900.0
SUCCt2m_neg	344.5698210595272
SUCCt2m_pos	344.5698210595272
SUCCt4_2_neg	5455.980031630847
SUCCt4_2_pos	6.1785163453334695
SUCCtp_neg	1900.0
SUCCtp_pos	1900.0
SUCD1m_neg	401.90386471161025
SUCD1m_pos	14815.991666142563
SUCOAS1m_neg	396.25213198695315
SUCOAS1m_pos	396.25213198695315
SUCOASm_neg	396.25213198695315
SUCOASm_pos	396.25213198695315
SUCRe_pos	3.4953570749840615
SULFOX_pos	8839.655373030884
Ser_Thrtg_neg	6957.34267803928
Ser_Thrtg_pos	0.0
T2M26DCOAHLm_neg	0.0
T2M26DCOAHLm_pos	0.0
T2M26DCOAHLx_neg	0.0
T2M26DCOAHLx_pos	0.0
T4HCINNMFM_pos	45052.14638589888
T4HCINNOX_pos	0.0
TAGAT_Dt_pos	6.971367310407935
TAGHSTDe_pos	1900.0
TAGt_neg	5654.149720532949
TAGt_pos	1900.0
TALA_neg	2665.163942655827
TALA_pos	542.3673640976776
TAUBETAtc_pos	551.2023174613992
TAUPAT1c_pos	686.9768728945621
TAURCHAe_pos	1363.4227263425266
TAURt4_2_r_neg	551.2023174613992
TAURt4_2_r_pos	1434.7885380183097
TAURtcx_neg	1305.767783294917
TAURtcx_pos	4205.800765965907
TAXOLte_neg	0.0
TAXOLte_pos	7.479181027687727
TCHOLAt2_pos	1162.4128166993062
TCHOLAt3_pos	3132.7825289606635
TCHOLAt_neg	1009.0442071508793
TCHOLAt_pos	1816.453656001625
TCHOLAte_neg	1194.8920999395382
TCHOLAte_pos	1819.0675103975384
TCHOLAtx_neg	7743.571606535836
TCHOLAtx_pos	3255.800765965906
TCYNTt_pos	6.714673907413542
TCYNTtm_pos	11.858380048696631
TDCHOLAte_neg	1348.3444231249637
TDCHOLAte_pos	2224.754926922439
TDCHOLAtx_neg	4205.800765965907
TDCHOLAtx_pos	3255.800765965907
TDCRNe_pos	8036.407829545959
TDPDRE_pos	0.0
TDPDRR_pos	0.0
TDPGDH_pos	0.0
TDP_pos	8343.686900168232
TDPm_pos	7554.986014847579
TETDEC2CRNe_pos	12461.597951751288
TETDECE1CRNe_pos	12461.597951751288
TETHEX3COAtx_neg	0.0
TETHEX3COAtx_pos	22.411622516499293
TETHEX3t_neg	7.816137948749047
TETHEX3t_pos	10.072772071381575
TETPENT3COAtx_neg	0.0
TETPENT3COAtx_pos	10.777086242316955
TETPENT3CPT1_pos	0.0
TETPENT3CPT2_pos	0.0
TETPENT3CRNt_pos	0.0
TETPENT3t_neg	0.0
TETPENT3t_pos	7.816137948749047
TETPENT6COAtx_neg	0.0
TETPENT6COAtx_pos	10.777086242316956
TETPENT6CPT1_pos	0.0
TETPENT6CPT2_pos	0.0
TETPENT6CRNt_pos	0.0
TETPENT6t_neg	0.0
TETPENT6t_pos	10.777086242316955
TETTET6COAtx_neg	0.0
TETTET6COAtx_pos	10.072772071381573
TETTET6CPT1_pos	0.0
TETTET6CPT2_pos	0.0
TETTET6CRNt_pos	0.0
TETTET6t_neg	0.0
TETTET6t_pos	10.072772071381575
THBPT4ACAMDASE_pos	284.1640707216334
THCHOLSTOICtm_neg	0.0
THCHOLSTOICtm_pos	64550.220002216454
THD1m_pos	1406.672732031539
THFt2_neg	4939.742145237848
THFt2_pos	41.53769265094043
THFtl_neg	3202.3681937040365
THFtl_pos	0.0
THFtm_neg	3422.1394191311783
THFtm_pos	6907.85784444463
THMATPe_pos	4411.232848429856
THMDt4_pos	6.533844579944752
THMDt5le_pos	7.045053911199406
THMMPt4_neg	11928.790195128277
THMMPt4_pos	9.064058836296295
THMMPtm_neg	7554.98601484758
THMMPtm_pos	0.0
THMPPtm_pos	7554.98601484758
THMP_pos	7505.568797902894
THMTP_pos	4147.200376856771
THMTPt_pos	27565.428497401408
THMt2m_pos	0.0
THMt3_neg	0.0
THMt3_pos	4411.232848429855
THP2Ctp_neg	48.582322155312866
THP2Ctp_pos	0.0
THRALANaEx_pos	769.5380191897154
THRASNNaEx_pos	881.9232474284813
THRATB0tc_pos	1289.7237526773374
THRCYSNaEx_pos	727.4287744112695
THRD_L_pos	4.835518763469268
THRGLNNaEx_pos	698.0028893581632
THRGLNexR_neg	594.076715927968
THRGLNexR_pos	664.645897374761
THRGLYexR_neg	594.8866037313705
THRGLYexR_pos	668.9988266332174
THRPHELAT2tc_pos	611.4688282488637
THRSERNaEx_pos	771.1577947965203
THRS_pos	0.0
THRt4_pos	502.116536892809
THYMDt1_pos	5.912441469844018
THYMDtl_neg	0.0
THYMDtl_pos	0.0
THYMDtm_neg	2525.9991722263776
THYMDtm_pos	4893.262085816211
THYMt_neg	11871.400370632757
THYMt_pos	9.137646085984603
THYOXt2_neg	1006.2049328477092
THYOXt2_pos	1008.8187872436223
THYOXt_neg	1008.8187872436223
THYOXt_pos	1006.2049328477092
THYPX_pos	10.0368739716225
TIGCRNe_pos	11933.675379870145
TKT1_neg	19084.584019821727
TKT1_pos	15413.241814478695
TKT2_neg	19084.584019821734
TKT2_pos	15413.241814478695
TMABADH_pos	0.0
TMDK1_pos	2444.4485353632867
TMDK1m_pos	1705.5827886854304
TMDPK_pos	7505.568797902898
TMDPPK_pos	4147.200376856773
TMDPP_neg	10.573298366344611
TMDPP_pos	11871.400370632757
TMDS_pos	11839.464415888895
TMLYSOX_pos	0.0
TMLYSter_pos	0.0
TMNDNCCOAtx_neg	37208.08286153901
TMNDNCCOAtx_pos	138.41281047354067
TMNDNCCPT1_pos	494.9580849628809
TMNDNCCPT2_pos	494.9580849628809
TMNDNCCRNt_pos	494.9580849628809
TMNDNCt_neg	240.04965469458037
TMNDNCt_pos	13.123943107479056
TOLBUTAMIDEte_neg	0.0
TOLBUTAMIDEte_pos	7.479181027687729
TPI_neg	9113.288679595214
TPI_pos	3743.1754596179894
TRDR2_pos	5071.924640423808
TRDR3_pos	5104.608592413188
TRDR_pos	2661.853837125763
TRDRm_pos	276.0305114301983
TREH_pos	0.0
TREHe_pos	3.062595342327943
TRIODTHYSUFt_pos	21.0264452107683
TRIODTHYSULT_pos	21.0264452107683
TRIODTHYt2_neg	1006.2049328477092
TRIODTHYt2_pos	1008.8187872436223
TRIODTHYt_neg	1008.8187872436223
TRIODTHYt_pos	1006.2049328477092
TRIOK_pos	3209.8564387031984
TRPATB0tc_pos	1533.8091732962107
TRPHYDRO2_pos	1994.4654809777453
TRPO2_pos	9.67039743111089
TRPt4_pos	1280.8654229633175
TRPt_neg	852.7102994944752
TRPt_pos	852.7102994944752
TRYPTAOX_pos	0.0
TS3_neg	0.0
TS3_pos	0.0
TSTSTERONEGLCte_pos	67688.43832199801
TSTSTERONEGLCtr_neg	67688.43832199798
TSTSTERONEGLCtr_pos	0.0
TSTSTERONESULT_pos	59882.68703859999
TSTSTERONESte_neg	0.0
TSTSTERONESte_pos	59882.68703860001
TSTSTERONEt_neg	54172.97834854329
TSTSTERONEt_pos	8.956389973382763
TSTSTERONEtr_neg	9.566256158028489
TSTSTERONEtr_pos	54172.97834854327
TSULt4_3_neg	0.0
TSULt4_3_pos	11.858380048696631
TTDCAFATPc_pos	8662.68561468273
TTDCAtr_neg	0.0
TTDCAtr_pos	3267.771420476339
TTDCPT1_pos	10364.730962589936
TTDCPT2_pos	10364.730962589936
TTDCRNt_pos	10364.730962589936
TXA2te_neg	168.20489441051856
TXA2te_pos	0.0
TXA2tr_neg	168.20489441051856
TXA2tr_pos	0.0
TXASr_pos	168.20489441051856
TYMSFt_pos	19351.781780298625
TYMSULT_pos	19351.781780298625
TYR3MO2_pos	9925.90461333256
TYRASE_pos	12393.638793296906
TYRATB0tc_pos	1533.8091732962107
TYRCBOX_pos	10774.38932973087
TYRDOPO3_pos	12393.638793296906
TYRDOPO_pos	48266.427957342625
TYROXDAc_pos	10883.45246237873
TYRPHELAT2tc_pos	523.8209733320925
TYRTA_neg	6794.297618025137
TYRTA_pos	8299.12612253607
TYRTAm_neg	0.0
TYRTAm_pos	45052.14638589888
TYRt4_pos	1280.8654229633175
TYRt_neg	523.8209733320925
TYRt_pos	852.7102994944752
UAG2EMAi_pos	3899.0174559814636
UAG4E_neg	867.698664657111
UAG4E_pos	9458.476370427328
UAGALDP_pos	546.34692188172
UAGDP_pos	3899.0174559814636
UDPACGALtl_neg	6998.876184419233
UDPACGALtl_pos	0.0
UDPDOLPT_L_pos	9075.266618933001
UDPDOLPT_U_pos	9075.266618933001
UDPG1P_pos	16179.119106147788
UDPG4E_neg	4835.495321624039
UDPG4E_pos	11734.122432750937
UDPGALt2g_pos	0.0
UDPGALtg_neg	0.0
UDPGALtg_pos	6284.49083343202
UDPGD_pos	12491.194544327234
UDPGLCAter_neg	2058.9717300588723
UDPGLCAter_pos	2058.9717300588723
UDPGLCAtg_neg	0.0
UDPGLCAtg_pos	0.0
UDPGLCter_neg	2850.0
UDPGLCter_pos	2850.0
UDPGLCtg_neg	0.0
UDPGLCtg_pos	0.0
UDPGLDCg_pos	0.0
UDPGNP_pos	12790.334718854507
UDPGP_pos	3205.400453639732
UDPXYLter_neg	0.0
UDPXYLter_pos	0.0
UDPXYLtg_neg	0.0
UDPXYLtg_pos	0.0
UDPtl_neg	0.0
UDPtl_pos	6998.876184419234
UGALGTg_pos	6284.49083343202
UGALNACter_neg	0.0
UGALNACter_pos	0.0
UGALNACtg_neg	0.0
UGALNACtg_pos	10876.75079296574
UGCG_pos	12716.370326849246
UGLCNACtg_neg	0.0
UGLCNACtg_pos	18734.830155213214
UGLT_neg	363.66686099581614
UGLT_pos	363.66686099581614
UGT1A10r_neg	10.334914400294792
UGT1A10r_pos	64828.21366802923
UGT1A1r_pos	59200.452343617304
UGT1A2r_pos	42434.98502223436
UGT1A3r_pos	69071.98632787782
UGT1A4r_pos	67688.438321998
UGT1A5r2_pos	3882.727730675908
UGT1A5r_pos	3866.431559386486
UGT1A6r_pos	56511.75349746929
UGT1A7r_pos	0.0
UGT1A8r_pos	0.0
UGT1A9r_pos	68818.27264310984
UMPK2_neg	346.7774852107753
UMPK2_pos	346.7774852107753
UMPK2n_neg	348.04097190742505
UMPK2n_pos	348.04097190742505
UMPK3_neg	346.7774852107753
UMPK3_pos	346.7774852107753
UMPK3n_neg	348.04097190742505
UMPK3n_pos	348.04097190742505
UMPK4_neg	346.7774852107753
UMPK4_pos	346.7774852107753
UMPK4n_neg	348.04097190742505
UMPK4n_pos	348.04097190742505
UMPK5_neg	346.7774852107753
UMPK5_pos	346.7774852107753
UMPK5n_neg	348.04097190742505
UMPK5n_pos	348.04097190742505
UMPK6_neg	346.7774852107753
UMPK6_pos	346.7774852107753
UMPK6n_neg	348.04097190742505
UMPK6n_pos	348.04097190742505
UMPK7_neg	346.7774852107753
UMPK7_pos	346.7774852107753
UMPK7n_neg	348.04097190742505
UMPK7n_pos	348.04097190742505
UMPK_neg	346.7774852107753
UMPK_pos	346.7774852107753
UMPKm_neg	8836.61143437653
UMPKm_pos	0.0
UMPKn_neg	348.04097190742505
UMPKn_pos	348.04097190742505
UMPtr_neg	2058.9717300588723
UMPtr_pos	2058.9717300588723
UNK2_pos	15108.595881855494
UNK3_pos	15866.964541730234
UPP3S_pos	14493.706948223778
UPPDC1_pos	14493.706948223778
UPPN_pos	14260.638510930126
URATEt_pos	8909.217835475283
URATEtx_pos	11240.78040240091
URAt_neg	7203.076789280298
URAt_pos	5.481539080011451
URCN_pos	11423.64787606533
UREAt5_neg	1166.7200226632522
UREAt5_pos	1166.7200226632522
UREAt_neg	1166.7200226632522
UREAt_pos	1166.7200226632522
UREAtm_neg	14410.082873837418
UREAtm_pos	0.0
URIDK2m_neg	6313.200221123663
URIDK2m_pos	3490.3210441896713
URIK1_pos	364.80019101110736
URIt4_pos	803.3745460827464
URIt5le_pos	1381.1968513863153
URIt_neg	803.3745460827464
URIt_pos	11519.331236280377
UROLACer_neg	0.0
UROLACer_pos	6748.412561908713
UTPtn_neg	0.0
UTPtn_pos	0.0
Uritl_neg	0.0
Uritl_pos	0.0
Uritm_neg	8836.61143437653
Uritm_pos	0.0
Uritn_neg	13165.656241260354
Uritn_pos	0.0
VACCCPT1_pos	89288.46463049957
VACCCPT2_pos	89288.46463049957
VACCCRNt_pos	89288.46463049957
VACCt_neg	8811.78725005074
VACCt_pos	7.8117508041783035
VALATB0tc_pos	1587.4816400857978
VALLAT1tc_pos	647.1892728552233
VALPHELAT2tc_pos	577.4934401216797
VALTA_neg	7623.39715949301
VALTA_pos	3958.3322813200166
VALTAm_neg	3958.3322813200166
VALTAm_pos	14994.581953904402
VALt4_pos	1334.5378897529047
VALt5m_neg	3958.3322813200166
VALt5m_pos	14994.581953904404
VALtec_neg	577.4934401216797
VALtec_pos	906.3827662840622
VD3_neg	10912.747360494535
VD3_pos	76086.92576447103
VITD2Hm_pos	0.0
VITD2t_pos	0.0
VITD2tm_neg	0.0
VITD2tm_pos	0.0
VITD3Hm_pos	9878.159090436633
VITD3t2_pos	1047.1349121235107
VITD3t_pos	1047.1349121235107
VITD3tm3_pos	1900.0
VITD3tm_pos	1900.0
VITEtl_pos	4128.148356424341
VITKtl_pos	4902.083806667883
VLCS2p_pos	65558.68124157342
VLCS2r_pos	74557.14225592112
VLCSp_pos	64550.22000221641
VLCSr_pos	70963.19367754797
WHDDCAte_neg	7.479181027687729
WHDDCAte_pos	0.0
WHHDCAte_neg	18046.701242733918
WHHDCAte_pos	0.0
WHTSTSTERONEte_neg	0.0
