	WT.1012.a_S120_L007_R1_001
BAMPPALDOXm_pos	0.0
BBHOX_pos	0.0
BCDO_pos	13.21111429587058
BCRNe_pos	8906.764483975929
BDG2HCGHD_pos	0.0
BDHm_neg	7950.114996588892
BDHm_pos	5.185672845938278
BDMT_L_pos	17766.9336271114
BDMT_U_pos	17766.9336271114
BETALDHxm_pos	10508.818436270634
BGLUGCHe_pos	13904.142900534072
BGLUTCHLe_pos	15319.323969071182
BGLUTDECHOe_pos	3800.0
BHBt_neg	1300.9179675389812
BHBt_pos	1300.9179675389812
BHBtm_neg	7950.114996588892
BHBtm_pos	5.185672845938279
BHMT_pos	27546.397114482825
BILDGLCURt_neg	2050.64852069603
BILDGLCURt_pos	2048.189583769654
BILDGLCURte_pos	4302.568198301785
BILDGLCURtr_neg	43685.63460390092
BILDGLCURtr_pos	8236.018526258933
BILGLCURt_neg	2050.64852069603
BILGLCURt_pos	2048.189583769654
BILGLCURte_pos	4776.662582296967
BILGLCURtr_neg	66705.2845965349
BILGLCURtr_pos	10.418481273542199
BILIRED_pos	51714.30880702728
BILIRUBt2_neg	1990.9217516611652
BILIRUBt2_pos	2297.010681929004
BILIRUBtr_neg	2982.6316711710388
BILIRUBtr_pos	2982.6316711710388
BIOCYTtn_neg	0.0
BIOCYTtn_pos	9751.466336177806
BMTer_L_pos	53.4456054531173
BMTer_U_pos	53.445605453117295
BPNT2_pos	3510.0624654488674
BPNT_pos	8040.497125471207
BTND1_pos	5951.466336177805
BTND1n_pos	9751.466336177808
BTNDe_pos	3.9519214155841293
BTNDm_pos	6340.126931454232
BTNPL_pos	5951.466336177806
BTNPLm_pos	6340.126931454232
BTNTe_pos	1474.0091490994732
BTNt2_neg	1832.1938890068652
BTNt2_pos	1474.0091490994732
BTNt2m_neg	0.0
BTNt2m_pos	0.0
BTNt3i_pos	3955.3952171021792
BTNt3ile_pos	3875.3093267465406
BTNt4i_pos	1832.1938890068652
BTNtn_neg	9751.466336177808
BTNtn_pos	0.0
BUP2_pos	18660.926728204548
BUTt2m_neg	0.0
BUTt2m_pos	6.315382800121555
BUTt2r_neg	537.8702685803327
BUTt2r_pos	537.8702685803327
BVITEt_pos	2.8499999999999996
BZt_neg	0.0
BZt_pos	0.0
BZtr_neg	0.0
BZtr_pos	0.0
B_MANNASEly_pos	18089.516395689025
C100CPT1_neg	0.0
C100CPT1_pos	15654.182760139245
C101CPT1_neg	0.0
C101CPT1_pos	13006.130440505109
C101CRNe_pos	13006.130440505107
C102CPT1_neg	0.0
C102CPT1_pos	13006.130440505107
C10CRNe_pos	15654.182760139247
C10DCCACT_neg	8163.013799407292
C10DCCACT_pos	48975.232412008016
C10DCc_neg	0.0
C10DCc_pos	8163.013799407292
C10DCe_pos	20259.855605442997
C10OHc_neg	0.0
C10OHc_pos	13267.149163940154
C120CPT1_neg	0.0
C120CPT1_pos	11263.17554905301
C121CPT1_neg	0.0
C121CPT1_pos	13006.130440505107
C12DCACOT_pos	8163.013799407292
C12DCACT_pos	8163.013799407292
C12DCTD_neg	0.0
C12DCTD_pos	8163.013799407292
C12DCe_pos	47009.754352216136
C12OHc_neg	0.0
C12OHc_pos	12845.721306718815
C140CPT1_neg	0.0
C140CPT1_pos	8461.351409152423
C141ACBP_neg	0.0
C141ACBP_pos	14302.831076695476
C141CPT1_neg	0.0
C141CPT1_pos	13006.130440505109
C141OHc_neg	0.0
C141OHc_pos	14302.831076695493
C141OHe_pos	14302.831076695491
C142ACBP_neg	0.0
C142ACBP_pos	32726.241623402464
C142CPT1_neg	0.0
C142CPT1_pos	13006.130440505109
C142OHc_neg	0.0
C142OHc_pos	32726.24162340246
C142OHe_pos	32726.24162340247
C14OHc_neg	0.0
C14OHc_pos	10793.060973328336
C14STRr_pos	255.22987841641236
C160CPT1_pos	2477.126348291019
C160CPT2_pos	13822.178231677492
C160CRNt_pos	13963.971715964
C161CPT12_pos	11455.329373474548
C161CPT1_pos	10750.783136603339
C161CPT22_pos	11455.329373474548
C161CPT2_pos	10750.783136603339
C161CRN2t_pos	11455.329373474548
C161CRNt_pos	10750.783136603339
C161OHc_neg	0.0
C161OHc_pos	10750.783136603337
C162ACBP_neg	0.0
C162ACBP_pos	22759.84881937313
C162OHc_neg	0.0
C162OHc_pos	22759.84881937313
C162OHe_pos	22759.84881937313
C16DCc_neg	0.0
C16DCc_pos	30683.397591877805
C16DCe_pos	30683.397591877805
C16OHc_neg	0.0
C16OHc_pos	11016.107762581409
C16txc_pos	5100.948592553261
C180CPT1_pos	8650.052523149743
C180CPT2_pos	8650.052523149743
C180CRNt_pos	8650.052523149743
C181CPT1_pos	1713.3777286574757
C181CPT2_pos	1713.3777286574757
C181CRNt_pos	1713.3777286574757
C181OHc_neg	0.0
C181OHc_pos	16091.094108325487
C182OHc_neg	0.0
C182OHc_pos	10.237885427112655
C18OHc_neg	0.0
C18OHc_pos	8788.638824708802
C204CPT1_pos	288.5238285712327
C204CPT2_pos	288.50421854567793
C204CRNt_pos	288.50421854567793
C226COAtx_neg	483.42562082691984
C226COAtx_pos	9.964913445464875
C226CPT1_pos	747.93730481746
C226CPT2_pos	747.93730481746
C226CRNt_pos	747.93730481746
C2M26DCOAHLm_neg	0.0
C2M26DCOAHLm_pos	0.0
C2M26DCOAHLx_neg	0.0
C2M26DCOAHLx_pos	0.0
C2tcx_neg	1320.4102686816916
C2tcx_pos	5991.6366936957775
C30CPT1_pos	1796.7847104472935
C3DCe_pos	11381.91751907797
C3STDH1Pr_pos	76203.88198491075
C3STDH1r_pos	76259.83033598986
C3STKR2r_pos	76203.8819849108
C40CPT1_neg	0.0
C40CPT1_pos	3520.8405436199237
C4CRNCPT2_neg	18545.456808648963
C4CRNCPT2_pos	3520.8405436199237
C4CRNe_pos	17649.7123273057
C4DCCACT_neg	8163.013799407295
C4DCCACT_pos	44739.38303452757
C4DCe_pos	10930.08481740615
C4OHc_neg	0.0
C4OHc_pos	8906.764483975936
C4STMO1r_pos	76203.8819849108
C4STMO2Pr_pos	76203.8819849108
C4STMO2r_pos	76259.83033598986
C4tcx_neg	0.0
C4tcx_pos	18710.03574347165
C4tmc_neg	18545.45680864896
C4tmc_pos	3520.8405436199237
C4x_neg	0.0
C4x_pos	18710.035743471642
C50CPT1_neg	0.0
C50CPT1_pos	10995.819314635093
C51CPT1_neg	0.0
C51CPT1_pos	12296.844584306935
C5DCe_pos	8384.614582857954
C60CPT1_neg	0.0
C60CPT1_pos	13666.43852264491
C6COAt_neg	18739.729662635396
C6COAt_pos	15736.011206901538
C6CRNe_pos	13666.438522644912
C6CRNtcx_neg	18739.729662635393
C6CRNtcx_pos	15736.011206901538
C6DCCACT_neg	8163.013799407292
C6DCCACT_pos	63364.56532635674
C6DCc_neg	0.0
C6DCc_pos	8163.013799407292
C6DCe_pos	63364.56532635674
C80CPT1_neg	0.0
C80CPT1_pos	9319.436208874191
C81CPT1_neg	0.0
C81CPT1_pos	13006.130440505107
C81CRNe_pos	13006.130440505107
C8CRNe_pos	9319.436208874191
C8DCc_neg	0.0
C8DCc_pos	8163.013799407294
C8DCe_pos	28854.943025160992
C9BRxtc_neg	2041.7934842865109
C9BRxtc_pos	2041.7934842865109
CAATPS_pos	5016.469343671589
CAMPt_pos	13555.657571398615
CAROtr_neg	0.0
CAROtr_pos	13.21111429587058
CARPEPT1tc_pos	11140.851311466906
CARVEOLte_neg	7.585530511833835
CARVEOLte_pos	0.0
CARhPTtc_pos	0.0
CAT2p_pos	11.881128677536072
CATm_pos	5968.4340319296925
CATp_pos	7908.625598633874
CAt7r_neg	1787.9279301456845
CAt7r_pos	1787.9279301456845
CBASPte_neg	20126.78250053381
CBASPte_pos	8555.222229370076
CBL2OR_pos	0.0
CBL2tm_pos	0.0
CBLATm_neg	0.0
CBLATm_pos	0.0
CBLTDe_pos	1900.0
CBLtle_pos	1900.0
CBPPer_pos	0.0
CBPS_pos	19502.38314397733
CBPSam_pos	14325.211453671374
CBPter_neg	0.0
CBPter_pos	0.0
CBR1_pos	0.0
CBR2_pos	22.36418223758971
CCA_D3t_pos	0.0
CCA_D3tm_pos	0.0
CDIPTr_neg	14140.808219810098
CDIPTr_pos	4054.311674578174
CDPDAGtm_neg	14009.850175334725
CDPDAGtm_pos	0.0
CDS_pos	4054.3116745781745
CDSm_pos	14009.850175334726
CEPTC_pos	4144.889389805929
CEPTE_pos	4438.397320540272
CERK_pos	28959.476865988305
CERT1gt_neg	8455.27923722772
CERT1gt_pos	22618.735407616794
CERT1rt_neg	0.0
CERT1rt_pos	13345.847346894816
CERT2gt_neg	0.0
CERT2gt_pos	30261.28926433785
CERT2rt_neg	13345.847346894814
CERT2rt_pos	0.0
CGLYt3_2__pos	2297.1474522828667
CGMPt_pos	14724.457826093976
CH25H_pos	12389.241718272944
CHAT_neg	5700.0
CHAT_pos	5696.593952241574
CHATn_neg	5700.0
CHATn_pos	5700.0
CHLPCTD_pos	4144.889389805929
CHLP_pos	3643.4522828511035
CHLtm_neg	14009.850175334728
CHLtm_pos	10508.818436270632
CHOLATEt2_pos	1426.4095156777396
CHOLATEt3_pos	3464.790932043492
CHOLATEt_neg	1426.4095156777396
CHOLATEt_pos	2297.010681929004
CHOLD2m_pos	10508.818436270634
CHOLESACATc_pos	7149.665288300152
CHOLESTTDe_pos	1900.0
CHOLESTle_pos	7146.628363557027
CHOLK_pos	3402.1482780529814
CHOLPtg_neg	8455.27923722772
CHOLPtg_pos	0.0
CHOLPtl_neg	62153.834462864324
CHOLPtl_pos	0.0
CHOLt4_neg	1413.6849232639795
CHOLt4_pos	1406.308112484851
CHOLtg_neg	0.0
CHOLtg_pos	5654.814957099984
CHOLtn_neg	5700.0
CHOLtn_pos	5700.0
CHOLtr_neg	0.0
CHOLtr_pos	5654.814957099984
CHOLtu_neg	1406.308112484851
CHOLtu_pos	1413.6849232639795
CHSTEROLSULT_pos	8063.419983178604
CHSTEROLt1_neg	2156.572472303227
CHSTEROLt1_pos	2156.572472303227
CHSTEROLt2_neg	2156.572472303227
CHSTEROLt2_pos	2156.572472303227
CHSTEROLt3_neg	2850.0
CHSTEROLt3_pos	2156.572472303227
CHSTEROLt_pos	4349.549744114665
CHSTEROLtg_pos	0.0
CHSTEROLtrc_neg	2850.0
CHSTEROLtrc_pos	2850.0
CHTNASE_pos	0.0
CHTNASEe_pos	6.65
CITL_pos	5068.172044909167
CITMCOAHm_neg	0.0
CITMCOAHm_pos	0.0
CITMCOALm_pos	0.0
CITRtm_neg	385.44589331480745
CITRtm_pos	385.44589331480745
CITt4_2_neg	950.3175437520064
CITt4_2_pos	1248.5106530625253
CITt4_4_neg	1315.0524282522085
CITt4_4_pos	1293.9245364029382
CITtam_neg	2034.404021968141
CITtam_pos	2034.404021968141
CITtbm_neg	0.0
CITtbm_pos	2170.665226458844
CK_neg	0.0
CK_pos	3707.4757435984625
CKc_neg	3707.4757435984625
CKc_pos	0.0
CLFORtex_pos	2113.382730965217
CLHCO3tex2_pos	709.2293241340092
CLI2tex_pos	3137.4430656048976
CLOHtex2_pos	970.7147400907429
CLOXAtex2_pos	972.1393583934464
CLPNDCOAtx_neg	11.363385451081468
CLPNDCOAtx_pos	38410.38641707408
CLPNDCPT1_pos	0.0
CLPNDCPT2_pos	0.0
CLPNDCRNt_pos	0.0
CLPNDt_neg	392.76140964484085
CLPNDt_pos	12.837591059074128
CLS_hs_pos	234.14311361070523
CMPACNAtg_neg	0.0
CMPACNAtg_pos	19277.644248439603
CMPACNAtn_pos	8888.234306608376
CMPSAS_pos	5088.2343066083795
CMPSASn_pos	8888.234306608376
CO2t_neg	3289.2073317811073
CO2t_pos	3339.4909113050535
CO2ter_neg	11387.81114112066
CO2ter_pos	24964.310297598386
CO2tg_neg	0.0
CO2tg_pos	0.0
CO2tm_neg	3847.0321822597575
CO2tm_pos	3739.547550496196
CO2tn_neg	0.0
CO2tn_pos	0.0
CO2tp_neg	12536.705357431118
CO2tp_pos	18723.99691370377
COAtg_neg	20188.643116352327
COAtg_pos	0.0
COAtl_neg	0.0
COAtl_pos	7343.214753923194
COAtm_neg	4846.895052527736
COAtm_pos	1713.3777286574757
COAtn_neg	5700.0
COAtn_pos	5700.0
COAtp_neg	2602.867061473512
COAtp_pos	3128.219131237811
COAtr_neg	1723.907217053208
COAtr_pos	1723.907217053208
COKECBESr_pos	0.0
COQ3m_pos	46730.6652731348
COQ5m_pos	46730.6652731348
COQ6m_pos	46730.6652731348
COQ7m_pos	46730.6652731348
CORE2GTg_pos	7892.716399666984
CORE3GTg_pos	7749.707113982812
CORE4GTg_pos	7749.707113982812
CORE5GTg_pos	403.8337063573638
CORE6GTg_pos	7157.604619208555
CORE7GTg_pos	403.8337063573638
CORE8GTg_pos	413.17467102517736
COUCOAFm_pos	46730.665273134786
COUMARINte_neg	0.0
COUMARINte_pos	7.585530511833836
COt_neg	0.0
COt_pos	51714.30880702725
CPCTDTX_pos	0.0
CPPPGO_pos	14862.528615529922
CREATt4_2_r_neg	1175.0286874085834
CREATt4_2_r_pos	1153.900795559313
CREATtmdiffir_pos	3707.4757435984625
CRMPte_neg	0.0
CRMPte_pos	28959.4768659883
CRNCAR3tp_pos	4738.265350804437
CRNCARtp_pos	1320.4102686816916
CRNrtx_neg	1320.4102686816916
CRNrtx_pos	3182.4567927918215
CRNtHa_pos	1014.6367614848855
CRNt_neg	740.8127286442364
CRNt_pos	1014.6367614848855
CRNtim_pos	927.5856064719932
CRNtuNa_pos	740.8127286442364
CRNtx_neg	2041.7934842865109
CRNtx_pos	2041.7934842865109
CRTNsyn_pos	0.0
CRTSLt_neg	52625.3117398579
CRTSLt_pos	0.0
CRTSLtm_neg	52625.31173985788
CRTSLtm_pos	0.0
CRTSLtr_neg	0.0
CRTSLtr_pos	0.0
CRTSTRNt_neg	55151.94902816143
CRTSTRNt_pos	0.0
CRTSTRNtm_neg	55151.949028161434
CRTSTRNtm_pos	0.0
CRTSTRNtr_neg	0.0
CRTSTRNtr_pos	0.0
CRVNCtr_neg	1209.0686031518276
CRVNCtr_pos	1216.445413930956
CSAPASEly_pos	85.9048167699784
CSBPASEly_pos	102.88875808127013
CSCPASEly_pos	85.67064028629974
CSDPASEly_pos	131.84878709493114
CSEPASEly_pos	153.01895030596984
CSNAT2m_neg	0.0
CSNAT2m_pos	1796.7847104472935
CSNAT2x_neg	3182.4567927918215
CSNAT2x_pos	2602.867061473512
CSNAT3x_neg	0.0
CSNAT3x_pos	4738.265350804437
CSNATer_neg	1723.907217053208
CSNATer_pos	1723.907217053208
CSNATm_neg	0.0
CSNATm_pos	2616.4565993032247
CSNATp_neg	4770.189942251933
CSNATp_pos	5324.225852289576
CSNATr_neg	1723.907217053208
CSNATr_pos	1723.907217053208
CSND_pos	7.565387102799875
CSNt_neg	0.0
CSNt_pos	7.565387102799875
CSPG_At_pos	0.0
CSPG_Atly_pos	85.9048167699784
CSPG_Bt_pos	0.0
CSPG_Btly_pos	102.88875808127013
CSPG_Ct_pos	0.0
CSPG_Ctly_pos	85.67064028629974
CSPG_Dt_pos	0.0
CSPG_Dtly_pos	131.84878709493114
CSPG_Et_pos	0.0
CSPG_Etly_pos	153.01895030596984
CSm_pos	4371.439972251909
CTPS1_pos	4331.421787560877
CTPS2_pos	7766.616526587152
CTPtn_neg	0.0
CTPtn_pos	8888.234306608376
CYANt_neg	0.0
CYANt_pos	6.794373716941957
CYANtm_neg	0.0
CYANtm_pos	12.086462783547281
CYOOm3_pos	9243.30424492022
CYOR_u10m_pos	3662.2806517914255
CYSALANaEx_pos	882.8148637834674
CYSAMOe_pos	4750.0
CYSASNNaEx_pos	1010.6071159044795
CYSATB0tc_pos	1320.3246102233866
CYSGLNNaEx_pos	817.9681395048485
CYSGLTH_neg	1503.7901006006077
CYSGLTH_pos	1269.1071721741564
CYSGLUexR_neg	625.5543040081448
CYSGLUexR_pos	722.318024770079
CYSGLYexR_neg	710.1531600958872
CYSGLYexR_pos	619.5333233296076
CYSLYSL_pos	0.0
CYSO_pos	9848.674514412607
CYSPHELAT2tc_pos	656.5989501592046
CYSSERNaEx_pos	888.958747779122
CYSSNAT5tc_neg	1397.6002423488549
CYSSNAT5tc_pos	1385.2146214346126
CYSTALArBATtc_pos	2.447314227438763
CYSTA_neg	0.0
CYSTA_pos	7803.187843528407
CYSTAm_neg	0.0
CYSTAm_pos	0.0
CYSTGLUex_pos	2.387603337073516
CYSTGL_pos	14036.149029697946
CYSTHRNaEx_pos	888.958747779122
CYSTLEUrBATtc_pos	2.434640114891905
CYSTSERex_pos	2.4496138707985926
CYSTS_pos	14036.149029697946
CYSt4_pos	520.1418931319648
CYStec_neg	714.6948693037164
CYStec_pos	855.374655649722
CYTDK1_pos	429.05501849992197
CYTDK2m_pos	14009.850175334728
CYTD_pos	3701.4104663070484
CYTDn_pos	13605.225290074137
CYTDt4_pos	1245.8232956760703
CYTDt5le_pos	1417.6267920015362
CYTDt_neg	1245.8232956760703
CYTDt_pos	6339.43602465976
CYTDtl_neg	0.0
CYTDtl_pos	0.0
CYTDtm_neg	0.0
CYTDtm_pos	14009.850175334728
CYTDtn_neg	0.0
CYTDtn_pos	13605.225290074137
CYTK10_neg	388.2459960020352
CYTK10_pos	388.2459960020352
CYTK10n_neg	389.5418559030824
CYTK10n_pos	389.5418559030824
CYTK11_neg	388.2459960020352
CYTK11_pos	388.2459960020352
CYTK11n_neg	389.5418559030824
CYTK11n_pos	389.5418559030824
CYTK12_neg	388.2459960020352
CYTK12_pos	388.2459960020352
CYTK12n_neg	389.5418559030824
CYTK12n_pos	389.5418559030824
CYTK13_neg	388.2459960020352
CYTK13_pos	388.2459960020352
CYTK13n_neg	389.5418559030824
CYTK13n_pos	389.5418559030824
CYTK14_neg	388.2459960020351
CYTK14_pos	388.2459960020351
CYTK14n_neg	389.5418559030824
CYTK14n_pos	389.5418559030824
CYTK1_neg	388.2459960020351
CYTK1_pos	388.2459960020351
CYTK1m_neg	0.0
CYTK1m_pos	14009.850175334728
CYTK1n_neg	389.5418559030824
CYTK1n_pos	389.5418559030824
CYTK2_neg	388.2459960020351
CYTK2_pos	388.2459960020351
CYTK2n_neg	389.5418559030824
CYTK2n_pos	389.5418559030824
CYTK3_neg	1192.780480525779
CYTK3_pos	1192.780480525779
CYTK3n_neg	389.5418559030824
CYTK3n_pos	389.5418559030824
CYTK4_neg	1192.780480525779
CYTK4_pos	1192.780480525779
CYTK4n_neg	389.5418559030824
CYTK4n_pos	389.5418559030824
CYTK5_neg	388.2459960020351
CYTK5_pos	388.2459960020351
CYTK5n_neg	389.5418559030824
CYTK5n_pos	389.5418559030824
CYTK6_neg	388.2459960020351
CYTK6_pos	388.2459960020351
CYTK6n_neg	389.5418559030824
CYTK6n_pos	389.5418559030824
CYTK7_neg	388.2459960020351
CYTK7_pos	388.2459960020351
CYTK7n_neg	389.5418559030824
CYTK7n_pos	389.5418559030824
CYTK8_neg	388.2459960020352
CYTK8_pos	388.2459960020352
CYTK8n_neg	389.5418559030824
CYTK8n_pos	389.5418559030824
CYTK9_neg	388.2459960020352
CYTK9_pos	388.2459960020352
CYTK9n_neg	389.5418559030824
CYTK9n_pos	389.5418559030824
Coqe_neg	0.0
Coqe_pos	5665.527238812762
D3AIBTm_neg	383.9869865720309
D3AIBTm_pos	383.9869865720309
DADA_pos	8458.402703011756
DADAe_pos	9955.565674690813
DADNK_pos	4307.601418589652
DADNt4_neg	1866.8974170711056
DADNt4_pos	8016.733666284365
DAGK_hs_neg	4144.889389805928
DAGK_hs_pos	3517.524655335221
DAGKn_hs_neg	0.0
DAGKn_hs_pos	17866.749289356427
DAG_HSter_pos	62.59446283269081
DAGt_neg	6450.310760187711
DAGt_pos	6009.761418649996
DALAOXx_pos	9794.352576009496
DALAt2rL_neg	0.0
DALAt2rL_pos	0.0
DALAt2r_neg	685.3431362790064
DALAt2r_pos	685.3431362790064
DALAxt_pos	9794.352576009496
DARGOp_pos	0.0
DASCBH_pos	0.0
DASCBR_pos	4370.432374593801
DASPO1p_pos	11.499573368836781
DATPtm_pos	14609.92609392677
DATPtn_neg	0.0
DATPtn_pos	20953.5989752225
DCATDc_neg	0.0
DCATDc_pos	20259.855605443
DCATDr_neg	0.0
DCATDr_pos	20259.855605443
DCIm_neg	0.0
DCIm_pos	0.0
DCK1m_neg	0.0
DCK1m_pos	0.0
DCK1n_neg	944.978570836999
DCK1n_pos	944.978570836999
DCK2n_neg	944.978570836999
DCK2n_pos	944.978570836999
DCMPDA_neg	4541.19125627059
DCMPDA_pos	7910.077052975906
DCSPTN1COAtx_neg	5100.948592553262
DCSPTN1COAtx_pos	11.363385451081472
DCSPTN1COAtxc_pos	5100.948592553262
DCSPTN1CPT1_pos	361.37099462565124
DCSPTN1CPT2_pos	361.37099462565124
DCSPTN1CRNt_pos	361.37099462565124
DCSPTN1t_neg	200.4754160697684
DCSPTN1t_pos	11.363385451081472
DCTPtm_pos	23799.113800030947
DCTPtn_neg	0.0
DCTPtn_pos	18780.3833638446
DCT_neg	0.0
DCT_pos	12587.08338490637
DCYTD_pos	4533.7946111341025
DCYTDn_pos	20051.277307673878
DCYTt_neg	1866.8974170711056
DCYTt_pos	7589.788461765549
DDCRNe_pos	12845.721306718815
DDECCRNe_pos	11263.17554905301
DDECE1CRNe_pos	13006.130440505107
DDPGAm_neg	0.0
DDPGAm_pos	12399.39759106214
DEBRISOQUINEt_neg	0.0
DEBRISOQUINEt_pos	7.585530511833835
DECCRNe_pos	13267.149163940156
DECDICRNe_pos	13006.130440505107
DECDPtm_neg	0.0
DECDPtm_pos	46730.66527313482
DEDOLP1_L_pos	0.0
DEDOLP1_U_pos	0.0
DEDOLP2_L_pos	0.0
DEDOLP2_U_pos	0.0
DEDOLR_L_pos	0.0
DEDOLR_U_pos	0.0
DESAT16_2_pos	21156.19785933566
DESAT18_10_pos	7.1203778412256975
DESAT18_3_pos	8990.749482732537
DESAT18_4_pos	8993.645492779622
DESAT18_5_pos	7218.633973926408
DESAT18_6_pos	18650.786330037812
DESAT18_7_pos	48316.436391258765
DESAT18_8_pos	9229.959766071643
DESAT18_9_pos	6.281626260851904
DESAT20_1_pos	68.69761367321154
DESAT20_2_pos	49.28650866427831
DESAT22_1p_pos	193.1000553058361
DESAT22_2p_pos	38406.64078158301
DESAT24_1_pos	8.006430615646863
DGAT_pos	4353.088511863563
DGCHOLte_neg	1392.9137221863896
DGCHOLte_pos	4267.380636024309
DGCHOLtx_neg	0.0
DGCHOLtx_pos	4028.310001314947
DGK1_neg	6901.950103282923
DGK1_pos	7904.251315336299
DGK2m_neg	17390.121313075157
DGK2m_pos	7865.183835754495
DGNSKm_pos	5999.516392702868
DGSNt_neg	1483.0233364107974
DGSNt_pos	8012.679028303595
DGSNtm_neg	0.0
DGSNtm_pos	5999.516392702866
DGTPtm_pos	6988.189930634898
DGTPtn_neg	0.0
DGTPtn_pos	20591.560458578286
DGULND_neg	0.0
DGULND_pos	12550.06542407489
DHAAt1r_neg	0.0
DHAAt1r_pos	4371.211859351681
DHAPA_pos	0.0
DHAPAx_pos	0.0
DHAPtc_pos	6559.392557910178
DHCHOLESTANATEtm_neg	8589.739439416198
DHCHOLESTANATEtm_pos	67111.37772936502
DHCR241r_pos	5350.646307014139
DHCR242r_pos	5348.400459996357
DHCR243r_pos	76375.63280319955
DHCR71r_pos	76203.98566187732
DHCR72r_pos	11073.462116098633
DHCRD1_pos	27356.439597729688
DHCRD2_pos	28578.874735808015
DHDPBMTm_pos	46730.6652731348
DHEASULT_pos	8261.263117449473
DHEASt_neg	1253.8824251928124
DHEASt_pos	1251.4234882664364
DHEAStr_neg	0.0
DHEAStr_pos	0.0
DHEAtr_neg	9.559076059383887
DHEAtr_pos	61372.96993202799
DHFR_neg	651.253556906416
DHFR_pos	7731.430265828062
DHFtl_neg	3255.7020430619177
DHFtl_pos	0.0
DHFtm_neg	3854.980808211833
DHFtm_pos	3744.541737393206
DHORD9_pos	8555.22222937008
DHORTS_neg	8555.22222937008
DHORTS_pos	0.0
DHPM1_pos	14978.495740989136
DHPM2_pos	18660.926728204548
DHPR2_pos	6424.935955447298
DHPR_pos	5495.86009601801
DIDPtn_neg	4191.851580000186
DIDPtn_pos	4191.851580000186
DIGALSGALSIDEte_neg	0.0
DIGALSGALSIDEte_pos	69278.60207164074
DIGALSGALSIDEtg_neg	69278.60207164072
DIGALSGALSIDEtg_pos	0.0
DIGALSIDEtg_neg	9062.839357339128
DIGALSIDEtg_pos	69278.60207164071
DIGALSIDEtl_neg	0.0
DIGALSIDEtl_pos	8589.5429754698
DINt_neg	1483.0233364107974
DINt_pos	8082.223683247434
DITPtn_neg	4191.851580000186
DITPtn_pos	4191.851580000186
DKMPPD_pos	15488.253673147583
DLNLCGCPT1_pos	124.45383187457355
DLNLCGCPT2_pos	124.45383187457355
DLNLCGCRNt_pos	124.45383187457355
DLNLCGt_neg	49.42900444121577
DLNLCGt_pos	3501.5826753297492
DMANTIPYRINEte_neg	7.9349077618741175
DMANTIPYRINEte_pos	0.0
DMATT_pos	76245.06071174833
DMATTx_pos	77782.37258720672
DMGDHm_pos	27546.397114482825
DMGtm_neg	0.0
DMGtm_pos	27546.39711448282
DMHPTCRNCPT1_neg	0.0
DMHPTCRNCPT1_pos	0.0
DMHPTCRNCPT2_neg	47.98122126549286
DMHPTCRNCPT2_pos	0.0
DMHPTCRNt_neg	47.98122126549286
DMHPTCRNt_pos	0.0
DMHPTCRNte_neg	0.0
DMHPTCRNte_pos	47.98122126549286
DMNONCOACRNCPT1_neg	2602.867061473512
DMNONCOACRNCPT1_pos	3182.4567927918215
DMNONCRNCPT2_neg	0.0
DMNONCRNCPT2_pos	47.98122126549287
DMNONCRNt_neg	2041.7934842865109
DMNONCRNt_pos	2041.7934842865109
DM_13_cis_oretn_n__pos	1521.287856915781
DM_13_cis_retn_n__pos	1232.0128569157812
DM_1a25dhvitd3(n)_pos	50908.93885866045
DM_4abut(n)_pos	9721.503591594685
DM_4hrpo_pos	2850.0
DM_5hpet(r)_pos	2375.0
DM_Asn_X_Ser_Thr_ly__pos	584.080383046619
DM_Lcystin_pos	14779.857180121893
DM_Ser_Gly_Ala_X_Gly_ly__pos	868.9497027969435
DM_Ser_Thr_ly__pos	374.04395589122964
DM_T_antigen_g__neg	21.11769209890697
DM_T_antigen_g__pos	247.312715995566
DM_anth_pos	2850.0
DM_atp_c__pos	4150.948592553262
DM_avite1_c__pos	2.8499999999999996
DM_avite2_c__pos	2.8499999999999996
DM_btn_pos	244.82492405904677
DM_bvite_c__pos	2.8499999999999996
DM_core5_g__pos	403.8337063573638
DM_core7_g__pos	403.8337063573638
DM_core8_g__pos	413.1746710251775
DM_datp_m__pos	20813.697672684248
DM_datp_n__pos	20953.598975222503
DM_dctp_m__pos	23799.11380003094
DM_dctp_n__pos	23799.113800030944
DM_dem2emgacpail_prot_hs_r__pos	53.4456054531173
DM_dgpi_prot_hs_r__pos	62.59446283269081
DM_dgtp_m__pos	20591.560458578297
DM_dgtp_n__pos	20591.560458578286
DM_dsT_antigen_g__pos	224.85297017524016
DM_dttp_m__pos	29673.73773564531
DM_dttp_n__pos	29673.737735645318
DM_ethamp_r__pos	33443.73056479034
DM_fol_pos	2386.2903105670703
DM_gncore2_g__pos	262.9362322398467
DM_gpi_sig_er__pos	53.4456054531173
DM_hretn_n__pos	1640.1928927547283
DM_kdn_c__pos	9071.64856956079
DM_m_em_3gacpail_prot_hs_r__pos	0.0
DM_melanin_c__pos	12587.083384906373
DM_mem2emgacpail_prot_hs_r__pos	59.04557265352572
DM_n5m2masn_g__pos	944.2195903653222
DM_ncam_pos	23.412432990101177
DM_oretn_n__pos	1502.4024198584164
DM_pe_hs(r)_pos	3325.0
DM_pmtcoa(r)_pos	13713.18492962635
