	WT.EPA.e_S151_L007_R1_001
TCHOLAte_pos	1684.7073185232698
TCHOLAtx_neg	7846.6636128255095
TCHOLAtx_pos	3234.4832448112616
TCYNTt_pos	6.72979612544089
TCYNTtm_pos	11.997265192958578
TDCHOLAte_neg	1359.2894906884578
TDCHOLAte_pos	2151.7283157593815
TDCHOLAtx_neg	4184.483244811262
TDCHOLAtx_pos	3234.483244811262
TDCRNe_pos	8209.795028617627
TDPDRE_pos	0.0
TDPDRR_pos	0.0
TDPGDH_pos	0.0
TDP_pos	8540.043179803217
TDPm_pos	7689.870320614629
TETDEC2CRNe_pos	12690.472165117078
TETDECE1CRNe_pos	12690.472165117078
TETHEX3COAtx_neg	0.0
TETHEX3COAtx_pos	22.99238889745068
TETHEX3t_neg	7.856963897278852
TETHEX3t_pos	10.352600224630498
TETPENT3COAtx_neg	0.0
TETPENT3COAtx_pos	11.049420052950348
TETPENT3CPT1_pos	0.0
TETPENT3CPT2_pos	0.0
TETPENT3CRNt_pos	0.0
TETPENT3t_neg	0.0
TETPENT3t_pos	7.856963897278852
TETPENT6COAtx_neg	0.0
TETPENT6COAtx_pos	11.04942005295035
TETPENT6CPT1_pos	0.0
TETPENT6CPT2_pos	0.0
TETPENT6CRNt_pos	0.0
TETPENT6t_neg	0.0
TETPENT6t_pos	11.049420052950348
TETTET6COAtx_neg	0.0
TETTET6COAtx_pos	10.3526002246305
TETTET6CPT1_pos	0.0
TETTET6CPT2_pos	0.0
TETTET6CRNt_pos	0.0
TETTET6t_neg	0.0
TETTET6t_pos	10.3526002246305
THBPT4ACAMDASE_pos	285.18163576367584
THCHOLSTOICtm_neg	0.0
THCHOLSTOICtm_pos	65219.413515012326
THD1m_pos	1418.8382853942994
THFt2_neg	5073.2439933625465
THFt2_pos	41.8253515426642
THFtl_neg	3221.1839944174208
THFtl_pos	0.0
THFtm_neg	3545.3390294719215
THFtm_pos	6987.399417581807
THMATPe_pos	4498.983850203072
THMDt4_pos	6.879453308423982
THMDt5le_pos	7.142040374639397
THMMPt4_neg	12158.805519883119
THMMPt4_pos	9.338999278097534
THMMPtm_neg	7689.870320614629
THMMPtm_pos	0.0
THMPPtm_pos	7689.870320614629
THMP_pos	7645.328119180973
THMTP_pos	4239.083920159998
THMTPt_pos	27899.280635408304
THMt2m_pos	0.0
THMt3_neg	0.0
THMt3_pos	4498.983850203072
THP2Ctp_neg	48.95756842335254
THP2Ctp_pos	0.0
THRALANaEx_pos	908.1427876929465
THRASNNaEx_pos	985.0749035339852
THRATB0tc_pos	1329.4473263489012
THRCYSNaEx_pos	875.4301810799038
THRD_L_pos	4.97553440942359
THRGLNNaEx_pos	801.0577703064158
THRGLNexR_neg	583.94882810783
THRGLNexR_pos	717.0510250177916
THRGLYexR_neg	592.8283477549186
THRGLYexR_pos	722.5685633998273
THRPHELAT2tc_pos	621.6174762686092
THRSERNaEx_pos	925.9018269871237
THRS_pos	0.0
THRt4_pos	491.94026149404533
THYMDt1_pos	5.99357981579302
THYMDtl_neg	0.0
THYMDtl_pos	0.0
THYMDtm_neg	2508.9977982533733
THYMDtm_pos	5038.054423658538
THYMt_neg	12214.334278845567
THYMt_pos	9.227741920426581
THYOXt2_neg	868.7075643091869
THYOXt2_pos	872.8734598608448
THYOXt_neg	872.8734598608448
THYOXt_pos	868.7075643091869
THYPX_pos	10.096617624146148
TIGCRNe_pos	12070.395796631548
TKT1_neg	19631.602986008274
TKT1_pos	15704.13133475991
TKT2_neg	19631.60298600827
TKT2_pos	15704.131334759908
TMABADH_pos	0.0
TMDK1_pos	2463.685675548952
TMDK1m_pos	1699.8169477419658
TMDPK_pos	7645.328119180975
TMDPPK_pos	4239.083920159999
TMDPP_neg	10.684598706745994
TMDPP_pos	12214.334278845563
TMDS_pos	12198.863505748315
TMLYSOX_pos	0.0
TMLYSter_pos	0.0
TMNDNCCOAtx_neg	37681.557445725804
TMNDNCCOAtx_pos	144.9881901111208
TMNDNCCPT1_pos	503.60842328854056
TMNDNCCPT2_pos	503.60842328854056
TMNDNCCRNt_pos	503.60842328854056
TMNDNCt_neg	244.3825497561818
TMNDNCt_pos	13.447941728832328
TOLBUTAMIDEte_neg	0.0
TOLBUTAMIDEte_pos	7.50265709384345
TPI_neg	9180.761186734762
TPI_pos	4125.076393646066
TRDR2_pos	5098.277218393883
TRDR3_pos	5133.521602350352
TRDR_pos	2785.5390617983844
TRDRm_pos	297.0527693523344
TREH_pos	0.0
TREHe_pos	3.34920173173587
TRIODTHYSUFt_pos	21.34577285723333
TRIODTHYSULT_pos	21.34577285723333
TRIODTHYt2_neg	868.7075643091869
TRIODTHYt2_pos	872.8734598608448
TRIODTHYt_neg	872.8734598608448
TRIODTHYt_pos	868.7075643091869
TRIOK_pos	3585.0761457960543
TRPATB0tc_pos	1538.4153420109283
TRPHYDRO2_pos	1999.7107841600537
TRPO2_pos	9.680322238236904
TRPt4_pos	1262.3739236920824
TRPt_neg	838.7927432568598
TRPt_pos	838.7927432568598
TRYPTAOX_pos	0.0
TS3_neg	0.0
TS3_pos	0.0
TSTSTERONEGLCte_pos	68359.33475137183
TSTSTERONEGLCtr_neg	68359.33475137185
TSTSTERONEGLCtr_pos	0.0
TSTSTERONESULT_pos	60933.94968808439
TSTSTERONESte_neg	0.0
TSTSTERONESte_pos	60933.94968808436
TSTSTERONEt_neg	54927.57685052446
TSTSTERONEt_pos	9.197678093526772
TSTSTERONEtr_neg	9.624481445389465
TSTSTERONEtr_pos	54927.57685052451
TSULt4_3_neg	0.0
TSULt4_3_pos	11.99726519295858
TTDCAFATPc_pos	8824.19869445247
TTDCAtr_neg	0.0
TTDCAtr_pos	3346.843775057273
TTDCPT1_pos	10567.375643249063
TTDCPT2_pos	10567.375643249063
TTDCRNt_pos	10567.375643249063
TXA2te_neg	170.26622629059938
TXA2te_pos	0.0
TXA2tr_neg	170.26622629059935
TXA2tr_pos	0.0
TXASr_pos	170.26622629059932
TYMSFt_pos	19522.826665404664
TYMSULT_pos	19522.826665404664
TYR3MO2_pos	9951.887818414169
TYRASE_pos	12597.5339188637
TYRATB0tc_pos	1538.4153420109283
TYRCBOX_pos	10844.55083216002
TYRDOPO3_pos	12597.533918863704
TYRDOPO_pos	48741.13531504501
TYROXDAc_pos	10911.286181766593
TYRPHELAT2tc_pos	501.425852281471
TYRTA_neg	6822.914423769776
TYRTA_pos	8495.077513855667
TYRTAm_neg	0.0
TYRTAm_pos	45796.72011487225
TYRt4_pos	1262.3739236920824
TYRt_neg	501.425852281471
TYRt_pos	838.7927432568598
UAG2EMAi_pos	4080.8079580633057
UAG4E_neg	877.7478772520448
UAG4E_pos	9664.907620402486
UAGALDP_pos	551.9989094571667
UAGDP_pos	4080.8079580633053
UDPACGALtl_neg	7125.171149288062
UDPACGALtl_pos	0.0
UDPDOLPT_L_pos	9237.454104498891
UDPDOLPT_U_pos	9237.454104498891
UDPG1P_pos	16572.297539618987
UDPG4E_neg	4992.900011687071
UDPG4E_pos	11946.421892516642
UDPGALt2g_pos	0.0
UDPGALtg_neg	0.0
UDPGALtg_pos	6393.930965459353
UDPGD_pos	12696.259914308666
UDPGLCAter_neg	2056.1565403298573
UDPGLCAter_pos	2056.1565403298573
UDPGLCAtg_neg	0.0
UDPGLCAtg_pos	0.0
UDPGLCter_neg	2850.0
UDPGLCter_pos	2850.0
UDPGLCtg_neg	0.0
UDPGLCtg_pos	0.0
UDPGLDCg_pos	0.0
UDPGNP_pos	13014.706813993544
UDPGP_pos	3328.3752336943594
UDPXYLter_neg	0.0
UDPXYLter_pos	0.0
UDPXYLtg_neg	0.0
UDPXYLtg_pos	0.0
UDPtl_neg	0.0
UDPtl_pos	7125.171149288062
UGALGTg_pos	6393.9309654593535
UGALNACter_neg	0.0
UGALNACter_pos	0.0
UGALNACtg_neg	0.0
UGALNACtg_pos	11124.946691469098
UGCG_pos	12959.370671713743
UGLCNACtg_neg	0.0
UGLCNACtg_pos	19079.38897574731
UGLT_neg	379.86790415688074
UGLT_pos	379.86790415688074
UGT1A10r_neg	10.259268327393501
UGT1A10r_pos	65550.86737304057
UGT1A1r_pos	59851.74457557883
UGT1A2r_pos	42816.99328393921
UGT1A3r_pos	69798.56268470692
UGT1A4r_pos	68359.33475137183
UGT1A5r2_pos	3922.8361081049698
UGT1A5r_pos	3905.661145323189
UGT1A6r_pos	57137.66127616141
UGT1A7r_pos	0.0
UGT1A8r_pos	0.0
UGT1A9r_pos	69636.77727478046
UMPK2_neg	369.2860402701436
UMPK2_pos	369.2860402701436
UMPK2n_neg	370.9732550963069
UMPK2n_pos	370.9732550963069
UMPK3_neg	369.2860402701436
UMPK3_pos	369.2860402701436
UMPK3n_neg	370.9732550963069
UMPK3n_pos	370.9732550963069
UMPK4_neg	369.2860402701436
UMPK4_pos	369.2860402701436
UMPK4n_neg	370.9732550963069
UMPK4n_pos	370.9732550963069
UMPK5_neg	369.2860402701436
UMPK5_pos	369.2860402701436
UMPK5n_neg	370.9732550963069
UMPK5n_pos	370.9732550963069
UMPK6_neg	369.2860402701436
UMPK6_pos	369.2860402701436
UMPK6n_neg	370.9732550963069
UMPK6n_pos	370.9732550963069
UMPK7_neg	369.2860402701436
UMPK7_pos	369.2860402701436
UMPK7n_neg	370.9732550963069
UMPK7n_pos	370.9732550963069
UMPK_neg	369.2860402701436
UMPK_pos	369.2860402701436
UMPKm_neg	9052.909850302478
UMPKm_pos	0.0
UMPKn_neg	370.9732550963069
UMPKn_pos	370.9732550963069
UMPtr_neg	2056.1565403298573
UMPtr_pos	2056.1565403298573
UNK2_pos	15355.179182354916
UNK3_pos	15964.521445056638
UPP3S_pos	14691.46631717638
UPPDC1_pos	14691.46631717638
UPPN_pos	14534.34742845347
URATEt_pos	9010.780691708213
URATEtx_pos	11385.780691708213
URAt_neg	7380.752137802323
URAt_pos	5.520369468300635
URCN_pos	11647.23242980047
UREAt5_neg	1423.1308637764323
UREAt5_pos	1423.1308637764323
UREAt_neg	1423.1308637764323
UREAt_pos	1423.1308637764323
UREAtm_neg	14513.960819847165
UREAtm_pos	0.0
URIDK2m_neg	6546.336601102835
URIDK2m_pos	3586.7551976481677
URIK1_pos	438.58234231179244
URIt4_pos	814.8350293345238
URIt5le_pos	1381.6839431632163
URIt_neg	814.8350293345238
URIt_pos	11913.350870018747
UROLACer_neg	0.0
UROLACer_pos	6755.182969829809
UTPtn_neg	0.0
UTPtn_pos	0.0
Uritl_neg	0.0
Uritl_pos	0.0
Uritm_neg	9052.909850302478
Uritm_pos	0.0
Uritn_neg	13370.255827642954
Uritn_pos	0.0
VACCCPT1_pos	90405.37882957212
VACCCPT2_pos	90405.37882957212
VACCCRNt_pos	90405.37882957212
VACCt_neg	8857.193953243863
VACCt_pos	7.8492943830407915
VALATB0tc_pos	1620.3336163772883
VALLAT1tc_pos	674.2615023337959
VALPHELAT2tc_pos	583.344126647831
VALTA_neg	7664.439217895234
VALTA_pos	3995.5940094198945
VALTAm_neg	3995.5940094198945
VALTAm_pos	15108.393154006228
VALt4_pos	1344.2921980584424
VALt5m_neg	3995.5940094198945
VALt5m_pos	15108.393154006228
VALtec_neg	583.344126647831
VALtec_pos	920.7110176232198
VD3_neg	10985.994579306791
VD3_pos	76813.7510507523
VITD2Hm_pos	0.0
VITD2t_pos	0.0
VITD2tm_neg	0.0
VITD2tm_pos	0.0
VITD3Hm_pos	9922.499957577098
VITD3t2_pos	1052.3831833812285
VITD3t_pos	1052.3831833812285
VITD3tm3_pos	1900.0
VITD3tm_pos	1900.0
VITEtl_pos	4208.918647007131
VITKtl_pos	4992.55532174565
VLCS2p_pos	66216.10488657186
VLCS2r_pos	75117.46152172655
VLCSp_pos	65219.413515012326
VLCSr_pos	71683.42889429256
WHDDCAte_neg	7.50265709384345
WHDDCAte_pos	0.0
WHHDCAte_neg	18353.110665230324
WHHDCAte_pos	0.0
WHTSTSTERONEte_neg	0.0
WHTSTSTERONEte_pos	0.0
WHTTDCAte_neg	7495.310093757129
WHTTDCAte_pos	0.0
XANDp_pos	12526.639702046605
XANtx_pos	11385.780691708214
XAO2x_pos	11893.656540895869
XAOx_pos	11385.780691708213
XOL27OHtm_neg	10972.010379470767
XOL27OHtm_pos	11475.830279737094
XOL7AH2tm_neg	69871.39057995555
XOL7AH2tm_pos	10953.8346850137
XOL7AH2tr_neg	0.0
XOL7AH2tr_pos	0.0
XOL7AONEtr_neg	10953.8346850137
XOL7AONEtr_pos	7967.915171018278
XOLDIOLONEt_neg	65219.4135150123
XOLDIOLONEt_pos	7967.91517101828
XOLDIOLONEtm_neg	0.0
XOLDIOLONEtm_pos	0.0
XOLEST2HSTDle_pos	1900.0
XOLEST2te_neg	6966.090280125154
XOLEST2te_pos	1900.0
XOLESTte_neg	0.0
XOLESTte_pos	0.0
XOLTRI24tc_neg	0.0
XOLTRI24tc_pos	54320.35287481372
XOLTRI24te_neg	0.0
XOLTRI24te_pos	54320.35287481371
XOLTRI25tc_neg	0.0
XOLTRI25tc_pos	54266.71425010208
XOLTRI25te_neg	0.0
XOLTRI25te_pos	54266.714250102086
XOLTRI27tc_neg	0.0
XOLTRI27tc_pos	54073.76864386899
XOLTRI27te_neg	0.0
XOLTRI27te_pos	54073.76864386901
XOLTRIOLtm_neg	0.0
XOLTRIOLtm_pos	65219.413515012326
XOLTRIOLtr_neg	0.0
XOLTRIOLtr_pos	0.0
XSERtg_pos	0.0
XYLK_pos	8279.189175552996
XYLTD_Dr_neg	0.0
XYLTD_Dr_pos	8279.189175552996
XYLTer_pos	0.0
XYLTt_neg	0.0
XYLTt_pos	5078.123231388799
XYLUR_neg	1278.1232313887986
XYLUR_pos	1290.017642269394
XYLt_neg	852.2976368845137
XYLt_pos	0.0
XYLtly_pos	852.2976368845137
YVITEt_pos	2.8499999999999996
biomass_reaction_pos	226.8758166286953
q10h2tc_neg	5637.717906800375
q10h2tc_pos	7458.192633945536
q10tm_neg	5637.717906800374
q10tm_pos	7458.192633945537
r0002_neg	2091.665017624691
r0002_pos	2375.0
r0009_pos	4588.60027412384
r0010_pos	5954.154629842746
r0013_pos	41.95611067127084
r0016_neg	2670.7362891843222
r0016_pos	4267.502221864165
r0021_neg	1437.223000053317
r0021_pos	514.910683269247
r0022_neg	5275.784033795897
r0022_pos	465.73483222371533
r0027_neg	1449.1174109339127
r0027_pos	1236.9952322221243
r0028_pos	3595.6717549017476
r0033_pos	14274.817721052348
r0034_pos	11816.595693150368
r0047_pos	2397.8650500496133
r0051_neg	3.983655527319357
r0051_pos	27020.528673153003
r0055_neg	1499.1502419824576
r0055_pos	7740.4875559297225
r0060_pos	7798.355024688355
r0062_pos	3433.616561740418
r0068_pos	3449.081561355291
r0074_neg	1177.7319697657722
r0074_pos	2593.0602567345873
r0081_neg	361.0360283159809
r0081_pos	361.0360283159809
r0082_pos	3658.292013831587
r0083_pos	333.4508256230817
r0084_pos	12543.45109825411
r0085_pos	5197.164980470974
r0086_pos	7055.772272818765
r0093_pos	5.368710505492894
r0097_pos	3449.081561355291
r0113_pos	19449.683714952873
r0119_pos	3237.086919082277
r0122_pos	536.723683447977
r0127_pos	7181.689404112513
r0129_neg	1999.36675616126
r0129_pos	6981.008105382304
r0130_neg	7464.645755839961
r0130_pos	1999.36675616126
r0139_neg	3.3094824807485264
r0139_pos	7.962717913200021
r0142_pos	9474.95482851094
r0145_neg	1224.3912322000515
r0145_pos	58340.965842197584
r0149_neg	7.9566795136179564
r0149_pos	3.3123507205500076
r0153_pos	536.723683447977
r0156_pos	5197.164980470974
r0157_pos	7055.772272818765
r0160_pos	3585.0761457960543
r0163_pos	11017.635541815049
r0165_pos	536.723683447977
r0166_pos	12016.339604463847
r0170_neg	408.0012501422565
r0170_pos	74991.1329202619
r0173_neg	2624.4940141582306
r0173_pos	2624.4940141582306
r0178_neg	1293.5796761648262
r0178_pos	12500.605470090715
r0179_pos	1293.5796761648262
r0181_neg	3.3094824807485264
r0181_pos	3.3123507205500067
r0186_pos	11725.781495173711
r0191_pos	677.0249374826484
r0193_neg	8813.708448759631
r0193_pos	6854.031663650149
r0196_neg	346.23251584489094
r0196_pos	14814.850825923631
r0202_neg	2624.4940141582306
r0202_pos	2624.4940141582306
r0208_neg	3127.227561315904
r0208_pos	18691.570209691923
r0210_pos	7907.976090790972
r0224_pos	607.9596905667405
r0226_pos	3545.3390294719215
r0233_pos	5864.204950018032
r0236_pos	1283.6365252594464
r0239_neg	0.0
r0239_pos	9.961718182336202
r0242_neg	3.467688273282098
r0242_pos	3.467688273282098
r0245_neg	4177.578012766727
r0245_pos	6781.360715413283
r0246_pos	11156.477819459014
r0249_neg	2546.0154102313254
r0249_pos	2546.0154102313254
r0265_pos	5864.204950018032
r0267_neg	2112.1221787117884
r0267_pos	2100.227767831193
r0268_neg	2100.227767831193
r0268_pos	2112.1221787117884
r0276_neg	3853.320608945836
r0276_pos	390.3123277280259
r0280_pos	536.723683447977
r0281_neg	4.749999999999999
r0281_pos	15186.265925242622
r0283_pos	4982.841902940228
r0287_pos	18008.929702899364
r0295_pos	547.1840755604333
r0301_pos	3853.320608945838
r0308_pos	7616.769985218585
r0309_neg	4954.117472967594
r0309_pos	17153.94855930674
r0310_pos	4890.21111546274
r0311_pos	8331.893659754518
r0317_neg	345.21646931330565
r0317_pos	345.21646931330565
r0321_pos	3881.1741839255196
r0330_pos	1271.742114378851
r0331_pos	4142.309029616995
r0339_pos	5561.776807599173
r0340_pos	11156.477819459014
r0345_neg	1066.1494476987116
r0345_pos	1066.1494476987116
r0354_pos	3246.4366232828365
r0355_pos	3246.436623282838
r0357_pos	4296.094821155412
r0358_pos	4296.094821155411
r0360_pos	5533.784634602559
r0361_pos	5469.15566546448
r0363_pos	6836.166271889011
r0364_pos	6790.5964255492
r0365_pos	12625.900567162138
r0377_pos	3579.782412748712
r0381_neg	4118.030163799712
r0381_pos	9991.84390636128
r0383_pos	6892.786541624783
r0384_pos	10881.358307647444
r0385_pos	12278.515620448652
r0386_pos	10722.246102558327
r0388_neg	4308.4684975663495
r0388_pos	10222.414352067843
r0389_neg	4308.4684975663495
r0389_pos	9251.702099948772
r0390_neg	3021.5507818258784
r0390_pos	4.274999999999999
r0391_neg	11.85547098296434
r0391_pos	4264.818365805176
r0392_neg	3585.0761457960543
r0392_pos	6282.064746354167
r0393_pos	11156.477819459014
r0394_neg	525.9859612678758
r0394_pos	5773.951761025195
r0395_pos	525.9859612678758
r0398_pos	5376.614016909054
r0399_neg	285.18163576367584
r0399_pos	5915.207073137441
r0400_neg	5005.285849938708
r0400_pos	19373.424148448583
r0402_pos	0.0
r0403_neg	1999.7107841600537
r0403_pos	7.550047642826666
r0407_neg	610.7963415425892
r0407_pos	2799.557816203
r0408_neg	499.6067581349037
r0408_pos	499.6067581349037
r0409_neg	499.6067581349037
r0409_pos	499.6067581349037
r0410_neg	4.14390286022884
r0410_pos	4.684944755104508
r0413_pos	536.723683447977
r0422_neg	0.0
r0422_pos	3658.292013831587
r0423_pos	333.4508256230817
r0424_neg	0.0
r0424_pos	12543.451098254109
r0425_neg	364.65776355789285
r0425_pos	493.16733374958335
r0426_neg	345.21646931330565
r0426_pos	345.21646931330565
r0434_neg	2312.1093740703177
r0434_pos	5166.407158424276
r0437_neg	3098.8019406987783
r0437_pos	5166.407158424276
r0441_neg	0.0
r0441_pos	310.4874383186462
r0443_pos	298.4451181996384
r0450_neg	0.0
r0450_pos	3872.723476602163
r0451_pos	70.42066202541235
r0456_pos	3430.4150105323015
r0463_neg	10045.813182192494
r0463_pos	0.0
r0464_neg	345.1751146622712
r0464_pos	351.27815483510847
r0470_pos	665.9907012811151
r0472_neg	7203.582963276501
r0472_pos	763.8219389856131
r0474_neg	7818.758350155077
r0474_pos	763.8219389856131
r0475_neg	5714.33671379835
r0475_pos	763.8219389856131
r0480_neg	15936.03822919979
r0480_pos	12879.721034891605
r0483_neg	361.0360283159809
r0483_pos	361.0360283159809
r0488_neg	20352.71524555733
r0488_pos	355.5310494766855
r0494_neg	3.3094824807485264
r0494_pos	7.962717913200021
r0497_neg	7.9566795136179564
r0497_pos	3.3123507205500076
r0502_pos	9183.63700796159
r0504_pos	9010.780691708214
r0509_pos	423.0021579596811
r0512_neg	7473.8748115723965
r0512_pos	619.854101447336
r0514_pos	3752.385789326725
r0517_neg	346.23251584489094
r0517_pos	14814.850825923626
r0522_pos	1620.411794501097
r0523_pos	1620.411794501097
r0525_neg	408.2243144053276
r0525_pos	26.251154415508054
r0527_neg	12.528960896991366
r0527_pos	5314.146243309694
r0531_neg	438.58234231179244
r0531_pos	3514.230646504686
r0537_pos	0.0
r0539_neg	0.0
r0539_pos	14387.585685139893
r0541_neg	298.6708049450092
r0541_pos	80.5940652643139
r0545_pos	901.271246427079
r0546_pos	0.0
r0547_neg	901.271246427079
r0547_pos	18995.097281713657
r0548_pos	0.0
r0549_neg	351.27815483510847
r0549_pos	345.1751146622712
r0552_neg	412.3499465429812
r0552_pos	482.8165626907083
r0553_neg	482.8165626907083
r0553_pos	412.3499465429812
r0555_pos	6892.786541624783
r0556_neg	10881.358307647444
r0556_pos	0.0
r0557_pos	70.42066202541234
r0558_neg	1359.5518763503608
r0558_pos	1359.5518763503608
r0559_neg	1359.5518763503608
r0559_pos	1359.5518763503608
r0560_pos	12091.85961177237
r0561_pos	276.9380584090568
r0568_pos	7464.737969928279
r0570_neg	4376.693342690393
r0570_pos	6167.616216985237
r0571_neg	13051.303812336262
r0571_pos	2113.6698315203403
r0573_pos	7278.880911664305
r0575_neg	408.0012501422565
r0575_pos	74991.13292026191
r0578_neg	4018.6755897749595
r0578_pos	4164.637838765875
r0579_pos	4018.6755897749595
r0580_pos	4519.427439687533
r0584_neg	5314.146243309694
r0584_pos	3453.8778243148545
r0587_neg	3.467688273282098
r0587_pos	3.467688273282098
r0590_pos	14274.817721052348
r0591_neg	41418.376786456996
r0591_pos	3354.6231445594494
r0594_pos	26.45744555414602
r0595_pos	8821.997901414003
r0596_pos	12625.900567162138
r0598_pos	0.0
r0603_neg	313.9884592669053
r0603_pos	9454.157808092827
r0604_pos	9707.965225609329
r0610_neg	597.4379958394018
r0610_pos	597.4379958394018
r0611_neg	597.4379958394018
r0611_pos	597.4379958394018
r0614_neg	4018.6755897749595
r0614_pos	32427.399813326923
r0615_neg	849.5785462184004
r0615_pos	861.472957098996
r0616_neg	812.2971060534642
r0616_pos	12262.420934959613
r0617_neg	861.472957098996
r0617_pos	849.5785462184004
r0618_pos	812.2971060534642
r0620_neg	0.0
r0620_pos	11017.635541815049
r0625_pos	0.0
r0627_neg	4132.171368954234
r0627_pos	9.535958393225506
r0629_neg	4020.132200711185
r0629_pos	11914.470515776378
r0630_neg	3234.4832448112616
r0630_pos	12966.32095468802
r0633_neg	5307.194821036003
r0633_pos	18662.19108129662
r0634_neg	33912.2106182467
r0634_pos	486.71222542426693
r0636_pos	14006.189072679488
r0637_pos	14006.189072679488
r0638_neg	5213.554538374827
r0638_pos	19483.157049223857
r0639_pos	14284.132515275773
r0641_neg	3118.66113907274
r0641_pos	3118.66113907274
r0642_neg	1359.5518763503608
r0642_pos	491.02504018348884
r0643_neg	2113.6698315203403
r0643_pos	13051.303812336262
r0644_neg	1359.5518763503608
r0644_pos	491.02504018348884
r0645_neg	0.0
r0645_pos	47.414031318291755
r0647_neg	1177.8963380770765
r0647_pos	0.0
r0650_neg	4629.97245099623
r0650_pos	4629.97245099623
r0651_neg	4629.97245099623
r0651_pos	3288.7405121081647
r0652_neg	5214.333667899057
r0652_pos	15054.93301390565
r0653_pos	12495.071155035155
r0655_neg	322.4340337865526
r0655_pos	11147.54636017738
r0656_pos	10722.246102558327
r0660_neg	18936.223923044192
r0660_pos	5441.277307581542
r0661_pos	24712.769377321667
r0666_neg	0.0
r0666_pos	20579.410973535225
r0668_neg	5005.285849938708
r0668_pos	19373.424148448572
r0669_pos	12001.770610518848
r0670_pos	9707.965225609329
r0671_pos	14408.644936449278
r0672_neg	54266.71425010206
r0672_pos	12290.360096100816
r0673_pos	0.0
r0679_neg	15108.789014613523
r0679_pos	4018.6755897749595
r0680_neg	4018.6755897749595
r0680_pos	32427.399813326927
r0683_pos	12816.664662157755
r0686_neg	390.6782974320289
r0686_pos	12280.972745531099
r0688_neg	1231.7009316643212
r0688_pos	1243.5953425449165
r0698_pos	16028.501071966104
r0706_pos	65219.41351501232
r0707_neg	4.732333021266178
r0707_pos	6.699956842753872
r0714_pos	12495.071155035155
r0715_pos	24040.852681798264
r0716_pos	12495.071155035155
r0717_pos	24040.852681798264
r0718_pos	14284.132515275773
r0719_pos	24712.76937732167
r0720_pos	14284.132515275773
r0721_pos	24712.76937732167
r0722_neg	5441.277307581542
r0722_pos	18936.223923044192
r0723_pos	24712.769377321667
r0724_neg	18936.223923044192
r0724_pos	5441.277307581542
r0726_neg	486.71222542426693
r0726_pos	33912.2106182467
r0727_pos	24712.76937732167
r0728_neg	33912.21061824671
r0728_pos	486.71222542426693
r0729_pos	24712.76937732167
r0730_pos	18008.929702899368
r0731_pos	18008.929702899368
r0732_pos	18008.929702899368
r0733_pos	18008.929702899364
r0734_pos	18008.929702899364
r0735_neg	5231.638190159999
r0735_pos	33673.22967602173
r0739_neg	67981.92345204733
r0739_pos	8213.435351174969
r0741_neg	0.0
r0741_pos	69309.77125529337
r0743_pos	65219.413515012304
r0744_pos	65219.413515012304
r0747_neg	11061.41609131681
r0747_pos	2100.227767831193
r0750_neg	65392.652983311906
r0750_pos	2100.227767831193
r0752_neg	852.0953953815472
r0752_pos	0.0
r0753_pos	852.0953953815472
r0754_neg	852.0953953815472
r0754_pos	0.0
r0755_pos	852.0953953815472
r0756_neg	852.0953953815472
r0756_pos	0.0
r0757_pos	852.0953953815472
r0758_neg	491.02504018348884
r0758_pos	0.0
r0774_neg	9.629946451742864
r0774_pos	9.629946451742864
r0779_pos	12001.770610518848
r0780_neg	74964.94225834291
r0780_pos	249.04279464861898
r0781_neg	0.0
r0781_pos	74964.94225834296
r0782_pos	10748.115558951728
r0783_neg	465.2117922920054
r0783_pos	5080.040468104748
r0784_neg	1278.1232313887986
r0784_pos	1290.017642269394
r0787_pos	3374.3687584494087
r0788_neg	15936.03822919979
r0788_pos	12879.721034891607
r0789_neg	15936.038229199792
r0789_pos	12879.72103489161
r0791_neg	18662.19108129662
r0791_pos	5307.194821036002
r0792_neg	6813.590561063316
r0792_pos	726.5023933841521
r0795_pos	8821.997901414003
r0796_neg	0.0
r0796_pos	6442.325298850174
r0797_neg	4020.132200711185
r0797_pos	63345.898959123406
r0801_neg	1804.0312266357403
r0801_pos	1338.893496352991
r0809_neg	1183.2233843168403
r0809_pos	1183.2233843168403
r0812_neg	2850.0
r0812_pos	2850.0
r0813_pos	8087.34689962989
r0817_neg	1220.58388552003
r0817_pos	1174.7178980007773
r0818_pos	6546.3366011028365
r0819_neg	450.0953412159579
r0819_pos	576.4365237756663
r0821_neg	450.0953412159579
r0821_pos	450.0953412159579
r0822_neg	450.0953412159579
r0822_pos	450.0953412159579
r0825_pos	0.0
r0826_pos	0.0
r0829_neg	450.0953412159579
r0829_pos	450.0953412159579
r0830_neg	450.0953412159579
r0830_pos	450.0953412159579
r0834_neg	600.1271216212772
r0834_pos	600.1271216212772
r0835_neg	600.1271216212772
r0835_pos	600.1271216212772
r0836_neg	600.1271216212772
r0836_pos	600.1271216212772
r0838_neg	4723.214828408293
r0838_pos	4938.756961158454
r0839_neg	2149.549102566703
r0839_pos	3646.730641192506
r0840_neg	2546.0154102313254
r0840_pos	2546.0154102313254
r0841_neg	2546.0154102313254
r0841_pos	2546.0154102313254
r0842_neg	2850.0
r0842_pos	2850.0
r0845_pos	19449.683714952873
r0853_pos	5843.854013240769
r0859_pos	0.0
r0860_neg	2850.0
r0860_pos	2850.0
