	Ob.a_S121_L007_R1_001
BALAtmr_pos	10690.000965410823
BAMPPALDOX_pos	29820.31710437341
BAMPPALDOXm_pos	0.0
BBHOX_pos	0.0
BCDO_pos	12.947322769360834
BCRNe_pos	8544.842097002353
BDG2HCGHD_pos	0.0
BDHm_neg	7640.119189066046
BDHm_pos	5.018977731468326
BDMT_L_pos	17061.261451347647
BDMT_U_pos	17061.261451347647
BETALDHxm_pos	10225.532235060713
BGLUGCHe_pos	13502.001186205685
BGLUTCHLe_pos	14804.568318916827
BGLUTDECHOe_pos	3800.0
BHBt_neg	1213.9491079428094
BHBt_pos	1213.9491079428094
BHBtm_neg	7640.119189066044
BHBtm_pos	5.018977731468325
BHMT_pos	26662.47345755535
BILDGLCURt_neg	2006.3888264260222
BILDGLCURt_pos	2003.6581901436696
BILDGLCURte_pos	4090.2423793187204
BILDGLCURtr_neg	42473.65622439369
BILDGLCURtr_pos	8011.83751527653
BILGLCURt_neg	2006.3888264260222
BILGLCURt_pos	2003.6581901436696
BILGLCURte_pos	4541.313210740471
BILGLCURtr_neg	64817.446389331235
BILGLCURtr_pos	10.326603095396386
BILIRED_pos	50597.51523091125
BILIRUBt2_neg	1952.5276659638673
BILIRUBt2_pos	2242.9629385940666
BILIRUBtr_neg	2971.435043616544
BILIRUBtr_pos	2971.435043616544
BIOCYTtn_neg	0.0
BIOCYTtn_pos	9361.086815037872
BMTer_L_pos	50.8204114532468
BMTer_U_pos	50.820411453246784
BPNT2_pos	3305.5195827625516
BPNT_pos	7135.471791811422
BTND1_pos	5561.086815037872
BTND1n_pos	9361.08681503787
BTNDe_pos	3.941151266415007
BTNDm_pos	5962.063612143339
BTNPL_pos	5561.086815037871
BTNPLm_pos	5962.063612143339
BTNTe_pos	1392.9716160141322
BTNt2_neg	1572.4863486736215
BTNt2_pos	1392.9716160141322
BTNt2m_neg	0.0
BTNt2m_pos	0.0
BTNt3i_pos	3538.943582207141
BTNt3ile_pos	3462.3828721618506
BTNt4i_pos	1572.4863486736215
BTNtn_neg	9361.08681503787
BTNtn_pos	0.0
BUP2_pos	17697.412335987196
BUTt2m_neg	0.0
BUTt2m_pos	6.0793374541206076
BUTt2r_neg	406.88873325830673
BUTt2r_pos	406.88873325830673
BVITEt_pos	2.8499999999999996
BZt_neg	0.0
BZt_pos	0.0
BZtr_neg	0.0
BZtr_pos	0.0
B_MANNASEly_pos	17371.649839823618
C100CPT1_neg	0.0
C100CPT1_pos	14720.550988403726
C101CPT1_neg	0.0
C101CPT1_pos	12439.066043199085
C101CRNe_pos	12439.066043199085
C102CPT1_neg	0.0
C102CPT1_pos	12439.066043199085
C10CRNe_pos	14720.550988403724
C10DCCACT_neg	7765.376604347461
C10DCCACT_pos	47535.09406761732
C10DCc_neg	0.0
C10DCc_pos	7765.376604347459
C10DCe_pos	19645.832754092753
C10OHc_neg	0.0
C10OHc_pos	12724.581392851362
C120CPT1_neg	0.0
C120CPT1_pos	10445.592156392595
C121CPT1_neg	0.0
C121CPT1_pos	12439.066043199085
C12DCACOT_pos	7765.37660434746
C12DCACT_pos	7765.37660434746
C12DCTD_neg	0.0
C12DCTD_pos	7765.37660434746
C12DCe_pos	45389.651489521784
C12OHc_neg	0.0
C12OHc_pos	12278.459323702358
C140CPT1_neg	0.0
C140CPT1_pos	8073.237843805273
C141ACBP_neg	0.0
C141ACBP_pos	13604.947632741898
C141CPT1_neg	0.0
C141CPT1_pos	12439.066043199085
C141OHc_neg	0.0
C141OHc_pos	13604.9476327419
C141OHe_pos	13604.947632741898
C142ACBP_neg	0.0
C142ACBP_pos	31762.07286924097
C142CPT1_neg	0.0
C142CPT1_pos	12439.066043199085
C142OHc_neg	0.0
C142OHc_pos	31762.072869240976
C142OHe_pos	31762.072869240976
C14OHc_neg	0.0
C14OHc_pos	10251.02997470336
C14STRr_pos	277.9536737104992
C160CPT1_pos	2154.8424666074243
C160CPT2_pos	13061.929466057367
C160CRNt_pos	13170.836797244114
C161CPT12_pos	10831.581209736802
C161CPT1_pos	10189.430025082356
C161CPT22_pos	10831.581209736802
C161CPT2_pos	10189.430025082356
C161CRN2t_pos	10831.581209736802
C161CRNt_pos	10189.430025082356
C161OHc_neg	0.0
C161OHc_pos	10189.430025082356
C162ACBP_neg	0.0
C162ACBP_pos	22254.109418302014
C162OHc_neg	0.0
C162OHc_pos	22254.109418302014
C162OHe_pos	22254.109418302014
C16DCc_neg	0.0
C16DCc_pos	29621.720930327618
C16DCe_pos	29621.720930327618
C16OHc_neg	0.0
C16OHc_pos	10519.424988028717
C16txc_pos	4931.701897245971
C180CPT1_pos	8231.442772169148
C180CPT2_pos	8231.442772169148
C180CRNt_pos	8231.442772169148
C181CPT1_pos	1548.5589082626502
C181CPT2_pos	1548.5589082626502
C181CRNt_pos	1548.5589082626502
C181OHc_neg	0.0
C181OHc_pos	15365.941027891422
C182OHc_neg	0.0
C182OHc_pos	9.703144548775214
C18OHc_neg	0.0
C18OHc_pos	8361.804383631805
C204CPT1_pos	276.7423673684813
C204CPT2_pos	276.7423673684814
C204CRNt_pos	276.7423673684814
C226COAtx_neg	469.6765152534153
C226COAtx_pos	9.49663770332079
C226CPT1_pos	720.117694740197
C226CPT2_pos	720.117694740197
C226CRNt_pos	720.117694740197
C2M26DCOAHLm_neg	0.0
C2M26DCOAHLm_pos	0.0
C2M26DCOAHLx_neg	0.0
C2M26DCOAHLx_pos	0.0
C2tcx_neg	1181.5229387118993
C2tcx_pos	5539.204759813064
C30CPT1_pos	1554.9157525501655
C3DCe_pos	10812.105565343465
C3STDH1Pr_pos	74666.89216339643
C3STDH1r_pos	74720.04354965956
C3STKR2r_pos	74666.89216339643
C40CPT1_neg	0.0
C40CPT1_pos	3354.290873061953
C4CRNCPT2_neg	17815.16861607539
C4CRNCPT2_pos	3354.290873061953
C4CRNe_pos	16926.42413246668
C4DCCACT_neg	7765.37660434746
C4DCCACT_pos	43300.22521277334
C4DCe_pos	10534.571938159495
C4OHc_neg	0.0
C4OHc_pos	8544.842097002353
C4STMO1r_pos	74666.89216339643
C4STMO2Pr_pos	74666.89216339643
C4STMO2r_pos	74720.0435496595
C4tcx_neg	0.0
C4tcx_pos	17607.319899001894
C4tmc_neg	17815.16861607539
C4tmc_pos	3354.290873061953
C4x_neg	0.0
C4x_pos	17607.319899001886
C50CPT1_neg	0.0
C50CPT1_pos	10724.228718869996
C51CPT1_neg	0.0
C51CPT1_pos	11896.423610538493
C5DCe_pos	7965.197630294359
C60CPT1_neg	0.0
C60CPT1_pos	13248.022235028115
C6COAt_neg	17607.319899001894
C6COAt_pos	14794.707792971496
C6CRNe_pos	13247.642572472158
C6CRNtcx_neg	17607.319899001897
C6CRNtcx_pos	14794.707792971496
C6DCCACT_neg	7765.376604347459
C6DCCACT_pos	61441.08964124986
C6DCc_neg	0.0
C6DCc_pos	7765.376604347461
C6DCe_pos	61441.089641249855
C80CPT1_neg	0.0
C80CPT1_pos	8938.289848917047
C81CPT1_neg	0.0
C81CPT1_pos	12439.066043199085
C81CRNe_pos	12439.066043199085
C8CRNe_pos	8938.289848917047
C8DCc_neg	0.0
C8DCc_pos	7765.376604347459
C8DCe_pos	27326.395548339104
C9BRxtc_neg	2008.9073311867467
C9BRxtc_pos	2008.9073311867467
CAATPS_pos	4602.496304714021
CAMPt_pos	12955.77798239568
CAROtr_neg	0.0
CAROtr_pos	12.947322769360834
CARPEPT1tc_pos	10657.094616695422
CARVEOLte_neg	7.477561302418027
CARVEOLte_pos	0.0
CARhPTtc_pos	0.0
CAT2p_pos	11.73968650143943
CATm_pos	5742.493883203597
CATp_pos	7612.636082179027
CAt7r_neg	1664.9482683251786
CAt7r_pos	1664.9482683251786
CBASPte_neg	19294.92204788528
CBASPte_pos	8294.879252087649
CBL2OR_pos	0.0
CBL2tm_pos	0.0
CBLATm_neg	0.0
CBLATm_pos	0.0
CBLTDe_pos	1900.0
CBLtle_pos	1900.0
CBPPer_pos	0.0
CBPS_pos	18556.76461303745
CBPSam_pos	13756.404829283658
CBPter_neg	0.0
CBPter_pos	0.0
CBR1_pos	0.0
CBR2_pos	22.112539810526094
CCA_D3t_pos	0.0
CCA_D3tm_pos	0.0
CDIPTr_neg	13493.319746843154
CDIPTr_pos	3707.7063300407863
CDPDAGtm_neg	13413.440047794473
CDPDAGtm_pos	0.0
CDS_pos	3707.7063300407863
CDSm_pos	13413.440047794473
CEPTC_pos	3841.164377072219
CEPTE_pos	4101.558958662675
CERK_pos	27646.07911821925
CERT1gt_neg	7706.507057238974
CERT1gt_pos	21668.49779847468
CERT1rt_neg	0.0
CERT1rt_pos	12751.528346111958
CERT2gt_neg	0.0
CERT2gt_pos	28920.51564894369
CERT2rt_neg	12751.528346111958
CERT2rt_pos	0.0
CGLYt3_2__pos	2164.746887548237
CGMPt_pos	14054.925206942578
CH25H_pos	12000.56933470431
CHAT_neg	5700.0
CHAT_pos	5386.204319868662
CHATn_neg	5700.0
CHATn_pos	5700.0
CHLPCTD_pos	3841.1643770722194
CHLP_pos	3317.850258479229
CHLtm_neg	13413.440047794471
CHLtm_pos	10225.532235060711
CHOLATEt2_pos	1350.8637288264329
CHOLATEt3_pos	3236.299853535263
CHOLATEt_neg	1350.8637288264329
CHOLATEt_pos	2242.9629385940666
CHOLD2m_pos	10225.532235060713
CHOLESACATc_pos	6827.923279685492
CHOLESTTDe_pos	1900.0
CHOLESTle_pos	6825.257065175383
CHOLK_pos	3100.66614361032
CHOLPtg_neg	7706.507057238974
CHOLPtg_pos	0.0
CHOLPtl_neg	59556.141861090124
CHOLPtl_pos	0.0
CHOLt4_neg	1270.6284871013388
CHOLt4_pos	1262.4365782542814
CHOLtg_neg	0.0
CHOLtg_pos	5554.46007058403
CHOLtn_neg	5700.0
CHOLtn_pos	5700.0
CHOLtr_neg	0.0
CHOLtr_pos	5554.46007058403
CHOLtu_neg	1262.4365782542814
CHOLtu_pos	1270.6284871013388
CHSTEROLSULT_pos	7904.70880684826
CHSTEROLt1_neg	2136.861667354773
CHSTEROLt1_pos	2136.861667354773
CHSTEROLt2_neg	2136.861667354773
CHSTEROLt2_pos	2136.861667354773
CHSTEROLt3_neg	2850.0
CHSTEROLt3_pos	2136.861667354773
CHSTEROLt_pos	4148.017100539834
CHSTEROLtg_pos	0.0
CHSTEROLtrc_neg	2850.0
CHSTEROLtrc_pos	2850.0
CHTNASE_pos	0.0
CHTNASEe_pos	6.65
CITL_pos	4948.57224929244
CITMCOAHm_neg	0.0
CITMCOAHm_pos	0.0
CITMCOALm_pos	0.0
CITRtm_neg	346.31947716803717
CITRtm_pos	346.31947716803717
CITt4_2_neg	1351.8911318364546
CITt4_2_pos	1586.2554634455137
CITt4_4_neg	1677.232364667916
CITt4_4_pos	1658.6742769152681
CITtam_neg	2007.5865118530753
CITtam_pos	2007.5865118530753
CITtbm_neg	0.0
CITtbm_pos	2124.444312983921
CK_neg	0.0
CK_pos	3568.6030581319396
CKc_neg	3568.6030581319396
CKc_pos	0.0
CLFORtex_pos	1726.890383876485
CLHCO3tex2_pos	666.2121585587479
CLI2tex_pos	2950.9420160501923
CLOHtex2_pos	882.2932234175411
CLOXAtex2_pos	865.484280514504
CLPNDCOAtx_neg	10.72182006467516
CLPNDCOAtx_pos	37373.52071280884
CLPNDCPT1_pos	0.0
CLPNDCPT2_pos	0.0
CLPNDCRNt_pos	0.0
CLPNDt_neg	380.34214247160315
CLPNDt_pos	12.679951322226971
CLS_hs_pos	222.5996821659678
CMPACNAtg_neg	0.0
CMPACNAtg_pos	18214.00507427843
CMPACNAtn_pos	8763.034781959883
CMPSAS_pos	4963.034781959882
CMPSASn_pos	8763.034781959883
CO2t_neg	3235.06299023906
CO2t_pos	3266.494711049003
CO2ter_neg	11196.340081756605
CO2ter_pos	24628.679883319084
CO2tg_neg	0.0
CO2tg_pos	0.0
CO2tm_neg	3808.0756909092984
CO2tm_pos	3570.88612807432
CO2tn_neg	0.0
CO2tn_pos	0.0
CO2tp_neg	12318.360234089187
CO2tp_pos	18036.627956984394
COAtg_neg	19112.56771827825
COAtg_pos	0.0
COAtl_neg	0.0
COAtl_pos	7123.592531775864
COAtm_neg	4668.090917782846
COAtm_pos	1548.5589082626502
COAtn_neg	5700.0
COAtn_pos	5700.0
COAtp_neg	2406.7205763361894
COAtp_pos	3075.646666691358
COAtr_neg	1454.1957999160666
COAtr_pos	1454.1957999160666
COKECBESr_pos	0.0
COQ3m_pos	45530.73545103973
COQ5m_pos	45530.73545103973
COQ6m_pos	45530.73545103973
COQ7m_pos	45530.73545103973
CORE2GTg_pos	7623.1208886583645
CORE3GTg_pos	7478.933702743999
CORE4GTg_pos	7478.933702743999
CORE5GTg_pos	391.30890334390426
CORE6GTg_pos	6914.56064457037
CORE7GTg_pos	391.30890334390426
CORE8GTg_pos	400.5662686440431
COUCOAFm_pos	45530.735451039756
COUMARINte_neg	0.0
COUMARINte_pos	7.477561302418027
COt_neg	0.0
COt_pos	50597.51523091125
CPCTDTX_pos	0.0
CPPPGO_pos	14518.13541606591
CREATt4_2_r_neg	917.0549621828203
CREATt4_2_r_pos	898.4968744301724
CREATtmdiffir_pos	3568.6030581319396
CRMPte_neg	0.0
CRMPte_pos	27646.079118219248
CRNCAR3tp_pos	4415.856560276195
CRNCARtp_pos	1181.5229387118993
CRNrtx_neg	1181.5229387118993
CRNrtx_pos	3125.1976376242906
CRNtHa_pos	766.4354724384777
CRNt_neg	471.4815839691558
CRNt_pos	766.4354724384777
CRNtim_pos	828.7331197246986
CRNtuNa_pos	471.4815839691558
CRNtx_neg	2008.9073311867467
CRNtx_pos	2008.9073311867467
CRTNsyn_pos	0.0
CRTSLt_neg	51564.84431035152
CRTSLt_pos	0.0
CRTSLtm_neg	51564.84431035152
CRTSLtm_pos	0.0
CRTSLtr_neg	0.0
CRTSLtr_pos	0.0
CRTSTRNt_neg	54163.79061115677
CRTSTRNt_pos	0.0
CRTSTRNtm_neg	54163.79061115677
CRTSTRNtm_pos	0.0
CRTSTRNtr_neg	0.0
CRTSTRNtr_pos	0.0
CRVNCtr_neg	1185.1909504266625
CRVNCtr_pos	1193.3828592737202
CSAPASEly_pos	84.49347933261451
CSBPASEly_pos	100.96866005296461
CSCPASEly_pos	84.31986479334358
CSDPASEly_pos	129.18024255230034
CSEPASEly_pos	149.51128197335524
CSNAT2m_neg	0.0
CSNAT2m_pos	1554.9157525501655
CSNAT2x_neg	3125.1976376242906
CSNAT2x_pos	2406.7205763361894
CSNAT3x_neg	0.0
CSNAT3x_pos	4415.856560276195
CSNATer_neg	1454.1957999160666
CSNATer_pos	1454.1957999160666
CSNATm_neg	0.0
CSNATm_pos	2186.1676636123902
CSNATp_neg	4325.01787626188
CSNATp_pos	4815.290811171666
CSNATr_neg	1454.1957999160666
CSNATr_pos	1454.1957999160666
CSND_pos	7.176028093229386
CSNt_neg	0.0
CSNt_pos	7.176028093229386
CSPG_At_pos	0.0
CSPG_Atly_pos	84.49347933261451
CSPG_Bt_pos	0.0
CSPG_Btly_pos	100.96866005296461
CSPG_Ct_pos	0.0
CSPG_Ctly_pos	84.31986479334358
CSPG_Dt_pos	0.0
CSPG_Dtly_pos	129.18024255230034
CSPG_Et_pos	0.0
CSPG_Etly_pos	149.51128197335524
CSm_pos	4172.963293208696
CTPS1_pos	4008.694687139773
CTPS2_pos	7248.60853761863
CTPtn_neg	0.0
CTPtn_pos	8763.034781959883
CYANt_neg	0.0
CYANt_pos	6.732461544605139
CYANtm_neg	0.0
CYANtm_pos	11.8578351524124
CYOOm3_pos	8660.81759823578
CYOR_u10m_pos	3395.125961541186
CYSALANaEx_pos	685.1668787285796
CYSAMOe_pos	4750.0
CYSASNNaEx_pos	881.5801484070071
CYSATB0tc_pos	1246.349917951335
CYSGLNNaEx_pos	687.17629712191
CYSGLTH_neg	1432.1834786482698
CYSGLTH_pos	1224.6091879634967
CYSGLUexR_neg	550.0077549686212
CYSGLUexR_pos	627.7303791742985
CYSGLYexR_neg	628.295207128217
CYSGLYexR_pos	536.7634469693575
CYSLYSL_pos	0.0
CYSO_pos	9699.029058081833
CYSPHELAT2tc_pos	568.997624601622
CYSSERNaEx_pos	685.1668787285796
CYSSNAT5tc_neg	1352.1501122384234
CYSSNAT5tc_pos	1261.829846168721
CYSTALArBATtc_pos	2.3821321725328675
CYSTA_neg	0.0
CYSTA_pos	7539.56768997285
CYSTAm_neg	0.0
CYSTAm_pos	0.0
CYSTGLUex_pos	2.330346422124431
CYSTGL_pos	13356.549647925933
CYSTHRNaEx_pos	685.1668787285796
CYSTLEUrBATtc_pos	2.381770761481586
CYSTSERex_pos	2.384914246151216
CYSTS_pos	13356.549647925933
CYSt4_pos	453.9680611660913
CYStec_neg	596.2846165724807
CYStec_pos	641.7681997684474
CYTDK1_pos	365.6018402270382
CYTDK2m_pos	13413.440047794473
CYTD_pos	3419.0872145596663
CYTDn_pos	13102.490228264976
CYTDt4_pos	950.1135665170227
CYTDt5le_pos	1385.5414512895522
CYTDt_neg	950.1135665170227
CYTDt_pos	6139.275348023655
CYTDtl_neg	0.0
CYTDtl_pos	0.0
CYTDtm_neg	0.0
CYTDtm_pos	13413.440047794475
CYTDtn_neg	0.0
CYTDtn_pos	13102.490228264976
CYTK10_neg	337.8521401923113
CYTK10_pos	337.8521401923113
CYTK10n_neg	339.1173895017333
CYTK10n_pos	339.1173895017333
CYTK11_neg	337.8521401923113
CYTK11_pos	337.8521401923113
CYTK11n_neg	339.1173895017333
CYTK11n_pos	339.1173895017333
CYTK12_neg	337.8521401923113
CYTK12_pos	337.8521401923113
CYTK12n_neg	339.1173895017333
CYTK12n_pos	339.1173895017333
CYTK13_neg	337.8521401923113
CYTK13_pos	337.8521401923113
CYTK13n_neg	339.1173895017333
CYTK13n_pos	339.1173895017333
CYTK14_neg	337.8521401923113
CYTK14_pos	337.8521401923113
CYTK14n_neg	339.1173895017333
CYTK14n_pos	339.1173895017333
CYTK1_neg	337.8521401923113
CYTK1_pos	337.8521401923113
CYTK1m_neg	0.0
CYTK1m_pos	13413.440047794475
CYTK1n_neg	339.1173895017333
CYTK1n_pos	339.1173895017333
CYTK2_neg	337.8521401923113
CYTK2_pos	337.8521401923113
CYTK2n_neg	339.1173895017333
CYTK2n_pos	339.1173895017333
CYTK3_neg	1167.3229682415338
CYTK3_pos	1167.3229682415338
CYTK3n_neg	339.1173895017333
CYTK3n_pos	339.1173895017333
CYTK4_neg	1167.3229682415338
CYTK4_pos	1167.3229682415338
CYTK4n_neg	339.1173895017333
CYTK4n_pos	339.1173895017333
CYTK5_neg	337.8521401923113
CYTK5_pos	337.8521401923113
CYTK5n_neg	339.1173895017333
CYTK5n_pos	339.1173895017333
CYTK6_neg	337.8521401923113
CYTK6_pos	337.8521401923113
CYTK6n_neg	339.1173895017333
CYTK6n_pos	339.1173895017333
CYTK7_neg	337.8521401923113
CYTK7_pos	337.8521401923113
CYTK7n_neg	339.1173895017333
CYTK7n_pos	339.1173895017333
CYTK8_neg	337.8521401923113
CYTK8_pos	337.8521401923113
CYTK8n_neg	339.1173895017333
CYTK8n_pos	339.1173895017333
CYTK9_neg	337.8521401923113
CYTK9_pos	337.8521401923113
CYTK9n_neg	339.1173895017333
CYTK9n_pos	339.1173895017333
Coqe_neg	0.0
Coqe_pos	5550.485466855126
D3AIBTm_neg	333.626059357506
D3AIBTm_pos	333.626059357506
DADA_pos	7824.887941021088
DADAe_pos	9067.73026020605
DADNK_pos	4124.579653912109
DADNt4_neg	1406.7161782664198
DADNt4_pos	7587.124124433449
DAGK_hs_neg	3841.1643770722194
DAGK_hs_pos	3305.985306179347
DAGKn_hs_neg	0.0
DAGKn_hs_pos	17181.913226053966
DAG_HSter_pos	59.619567189658646
DAGt_neg	5758.430201192451
DAGt_pos	5682.349658421006
DALAOXx_pos	9494.994847356302
DALAt2rL_neg	0.0
DALAt2rL_pos	0.0
DALAt2r_neg	570.9929009576111
DALAt2r_pos	570.9929009576111
DALAxt_pos	9494.994847356302
DARGOp_pos	0.0
DASCBH_pos	0.0
DASCBR_pos	4197.721044480702
DASPO1p_pos	11.14504443060846
DATPtm_pos	13800.704773682317
DATPtn_neg	0.0
DATPtn_pos	20331.059291097965
DCATDc_neg	0.0
DCATDc_pos	19645.83275409276
DCATDr_neg	0.0
DCATDr_pos	19645.83275409276
DCIm_neg	0.0
DCIm_pos	0.0
DCK1m_neg	0.0
DCK1m_pos	0.0
DCK1n_neg	798.2112106318631
DCK1n_pos	798.2112106318631
DCK2n_neg	798.2112106318631
DCK2n_pos	798.2112106318631
DCMPDA_neg	4468.097528810536
DCMPDA_pos	7498.569088812311
DCSPTN1COAtx_neg	4931.70189724597
DCSPTN1COAtx_pos	10.721820064675157
DCSPTN1COAtxc_pos	4931.701897245971
DCSPTN1CPT1_pos	346.69727998076127
DCSPTN1CPT2_pos	346.69727998076127
DCSPTN1CRNt_pos	346.69727998076127
DCSPTN1t_neg	195.225761982585
DCSPTN1t_pos	10.721820064675159
DCTPtm_pos	23003.331752992028
DCTPtn_neg	0.0
DCTPtn_pos	18243.70656669602
DCT_neg	0.0
DCT_pos	12304.594836944532
DCYTD_pos	4457.523816241537
DCYTDn_pos	19573.84498171611
DCYTt_neg	1406.7161782664198
DCYTt_pos	7069.034176800236
DDCRNe_pos	12278.459323702356
DDECCRNe_pos	10445.592156392593
DDECE1CRNe_pos	12439.066043199085
DDPGAm_neg	0.0
DDPGAm_pos	12066.830380859958
DEBRISOQUINEt_neg	0.0
DEBRISOQUINEt_pos	7.477561302418025
DECCRNe_pos	12724.581392851356
DECDICRNe_pos	12439.066043199085
DECDPtm_neg	0.0
DECDPtm_pos	45530.73545103972
DEDOLP1_L_pos	0.0
DEDOLP1_U_pos	0.0
DEDOLP2_L_pos	0.0
DEDOLP2_U_pos	0.0
DEDOLR_L_pos	0.0
DEDOLR_U_pos	0.0
DESAT16_2_pos	20302.172474373943
DESAT18_10_pos	6.932039811578444
DESAT18_3_pos	8847.826952634123
DESAT18_4_pos	8824.503193405408
DESAT18_5_pos	7090.594625738889
DESAT18_6_pos	18304.652143050433
DESAT18_7_pos	47069.824318707426
DESAT18_8_pos	9109.127469551973
DESAT18_9_pos	6.056064804227679
DESAT20_1_pos	67.555257154181
DESAT20_2_pos	48.07761558384132
DESAT22_1p_pos	187.83026304356733
DESAT22_2p_pos	37368.63562169305
DESAT24_1_pos	7.808311747222921
DGAT_pos	4153.620770903321
DGCHOLte_neg	1349.6107287558702
DGCHOLte_pos	4095.9549299087967
DGCHOLtx_neg	0.0
DGCHOLtx_pos	4013.6599825099665
DGK1_neg	6508.819948630332
DGK1_pos	7291.414791085311
DGK2m_neg	16681.347622759087
DGK2m_pos	7487.797899699049
DGNSKm_pos	5715.02774346842
DGSNt_neg	1593.8139000267659
DGSNt_pos	7548.921343998235
DGSNtm_neg	0.0
DGSNtm_pos	5715.027743468419
DGTPtm_pos	6598.199722592492
DGTPtn_neg	0.0
DGTPtn_pos	19668.964479441496
DGULND_neg	0.0
DGULND_pos	12326.076671682184
DHAAt1r_neg	0.0
DHAAt1r_pos	4198.5588012774515
DHAPA_pos	0.0
DHAPAx_pos	0.0
DHAPtc_pos	6419.62012629699
DHCHOLESTANATEtm_neg	8071.959188335743
DHCHOLESTANATEtm_pos	65597.00467808804
DHCR241r_pos	5309.163752770563
DHCR242r_pos	5308.938010810588
DHCR243r_pos	74835.9227526551
DHCR71r_pos	74667.04018714135
DHCR72r_pos	10953.4588042256
DHCRD1_pos	26004.97186774077
DHCRD2_pos	27211.904945837014
DHDPBMTm_pos	45530.73545103973
DHEASULT_pos	7135.471791811423
DHEASt_neg	1194.0238120515078
DHEASt_pos	1191.2931757691554
DHEAStr_neg	0.0
DHEAStr_pos	0.0
DHEAtr_neg	9.449437488042937
DHEAtr_pos	59426.49001792454
DHFR_neg	584.4638417553834
DHFR_pos	7297.235086420801
DHFtl_neg	3210.224281811255
DHFtl_pos	0.0
DHFtm_neg	3703.7781604912993
DHFtm_pos	3449.189889907929
DHORD9_pos	8294.879252087649
DHORTS_neg	8294.879252087649
DHORTS_pos	0.0
DHPM1_pos	14237.124170315881
DHPM2_pos	17697.412335987196
DHPR2_pos	6330.243716886036
DHPR_pos	5424.210795401828
DIDPtn_neg	4189.705683781869
DIDPtn_pos	4189.705683781869
DIGALSGALSIDEte_neg	0.0
DIGALSGALSIDEte_pos	65837.95364345684
DIGALSGALSIDEtg_neg	65837.95364345683
DIGALSGALSIDEtg_pos	0.0
DIGALSIDEtg_neg	8808.761585264107
DIGALSIDEtg_pos	65837.95364345684
DIGALSIDEtl_neg	0.0
DIGALSIDEtl_pos	8251.056538109793
DINt_neg	1593.8139000267656
DINt_pos	7626.4631519840395
DITPtn_neg	4189.705683781869
DITPtn_pos	4189.705683781869
DKMPPD_pos	14926.106235089606
DLNLCGCPT1_pos	119.49781409918135
DLNLCGCPT2_pos	119.49781409918135
DLNLCGCRNt_pos	119.49781409918135
DLNLCGt_neg	48.31153444164492
DLNLCGt_pos	3295.581149080526
DMANTIPYRINEte_neg	7.90096858725271
DMANTIPYRINEte_pos	0.0
DMATT_pos	74706.20633301456
DMATTx_pos	76264.46855223566
DMGDHm_pos	26662.473457555352
DMGtm_neg	0.0
DMGtm_pos	26662.473457555352
DMHPTCRNCPT1_neg	0.0
DMHPTCRNCPT1_pos	0.0
DMHPTCRNCPT2_neg	45.66647452835724
DMHPTCRNCPT2_pos	0.0
DMHPTCRNt_neg	45.66647452835723
DMHPTCRNt_pos	0.0
DMHPTCRNte_neg	0.0
DMHPTCRNte_pos	45.66647452835723
DMNONCOACRNCPT1_neg	2406.7205763361894
DMNONCOACRNCPT1_pos	3125.1976376242906
DMNONCRNCPT2_neg	0.0
DMNONCRNCPT2_pos	45.66647452835724
DMNONCRNt_neg	2008.9073311867467
DMNONCRNt_pos	2008.9073311867467
DM_13_cis_oretn_n__pos	1494.3597631424818
DM_13_cis_retn_n__pos	1205.0847631424817
DM_1a25dhvitd3(n)_pos	49902.41699632756
DM_4abut(n)_pos	9418.832028359877
DM_4hrpo_pos	2850.0
DM_5hpet(r)_pos	2375.0
DM_Asn_X_Ser_Thr_ly__pos	563.6150020741613
DM_Lcystin_pos	14120.64136884687
DM_Ser_Gly_Ala_X_Gly_ly__pos	845.6571455920497
DM_Ser_Thr_ly__pos	362.39296716316454
DM_T_antigen_g__neg	20.2987828253227
DM_T_antigen_g__pos	239.39683378378635
DM_anth_pos	2850.0
DM_atp_c__pos	3981.7018972459714
DM_avite1_c__pos	2.8499999999999996
DM_avite2_c__pos	2.8499999999999996
DM_btn_pos	236.64013321742732
DM_bvite_c__pos	2.8499999999999996
DM_core5_g__pos	391.30890334390426
DM_core7_g__pos	391.30890334390426
DM_core8_g__pos	400.5662686440432
DM_datp_m__pos	20173.29447235297
DM_datp_n__pos	20331.059291097954
DM_dctp_m__pos	23003.331752992028
DM_dctp_n__pos	23003.331752992017
DM_dem2emgacpail_prot_hs_r__pos	50.8204114532468
DM_dgpi_prot_hs_r__pos	59.61956718965862
DM_dgtp_m__pos	19668.9644794415
DM_dgtp_n__pos	19668.964479441496
DM_dsT_antigen_g__pos	217.67276378969515
DM_dttp_m__pos	28527.954785251804
DM_dttp_n__pos	28527.954785251808
DM_ethamp_r__pos	32108.06421507653
DM_fol_pos	2236.2157771645325
DM_gncore2_g__pos	253.51094181885742
DM_gpi_sig_er__pos	50.82041145324679
DM_hretn_n__pos	1625.1586053999952
DM_kdn_c__pos	8589.888572385305
DM_m_em_3gacpail_prot_hs_r__pos	0.0
DM_melanin_c__pos	12304.594836944529
DM_mem2emgacpail_prot_hs_r__pos	56.261491580380294
DM_n5m2masn_g__pos	910.2231144498284
DM_ncam_pos	22.9219152375389
DM_oretn_n__pos	1477.3229316652703
